group,quantity,Index,date,name
GENERAL_FOOD,2,12291,2018-01-02,PIECZARKI MAR. URBANEK 290 G
CHEMISTRY,1,2419,2018-01-04,WORKI NA SMIECI 60 L 16 SZT
SWEETS,18,20666,2018-01-10,TIK TAK MIETA
SPICES,2,18562,2018-01-09,KNORR IMBIR Z NIGERI 15 G
ICE_CREAMS_FROZEN,12,15174,2018-01-05,LODY SNIEZYNKA CZEKOLADA 200 ML
CHEMISTRY,2,2529,2018-01-05,PAPIER TOAL 8 ROL 2WAR
ALCOHOL,109,22496,2018-01-04,WODKA ZUBR 0_9
DRINK_JUICE,6,9272,2018-01-04,NAP TYMBARK 2L ASEPTIC JAB/WISNIA
CHEMISTRY,18,2397,2018-01-04,REKAWICE JEDNORAZOWE
DAIRY_CHESSE,2,7151,2018-01-04,WIN SOS PIECZENIOWY KREMOWY
CHIPS_FLAKES,3,4430,2018-01-03,CHRUPKI OWOCE 45 G
CHIPS_FLAKES,7,4573,2018-01-06,LAYS CHEETOS 85G KETCHUP
POULTRY,3,1639,2018-01-06,PIEROGI Z MI?SEM 400GR GRZESKOWIAK
SWEETS,3,19427,2018-01-04,SUROWKA KUBEK
SWEETS,71,20360,2018-01-09,JAJKO Z NIESPODZIANKA
GENERAL,1,11512,2018-01-05,SOK Z ZURAWINY 750 ML
CHEMISTRY,1,2063,2018-01-02,MYDLO SZARE 175 G
ALCOHOL,22,22334,2018-01-02,NAP SPIR CYTRYNOWKA 30% 200ML
DRINK_JUICE,32,10229,2018-01-09,NAP TYMBARK 0_25 L JAB+WISNIA
SWEETS,3,20459,2018-01-09,WAFLE DESSINO MLECZNE 160GR
DRINK_JUICE,35,9973,2018-01-08,NAP COCA COLA 1L
ALCOHOL,4,321,2018-01-04,PIWO KSIAZECE 0_5 B/ZWROT CZERWONY
GENERAL,1,12011,2018-01-12,KNORR FIX RURKI Z KURCZAKIEM
CHEMISTRY,3,3914,2018-01-12,PLYN FAIRY 0_9 JAB?KO
CHEMISTRY,2,3007,2018-01-08,CLIN ZAPAS 500 ML
GENERAL_FOOD,3,12786,2018-01-05,PASZTET DROBIOWY  DROP 160
CIGARETTES,18,5250,2018-01-06,PAP PAL MAL MINT  LINK
SPICES,1,18088,2018-01-02,GALEO PRZYPRAWA DO TZATZIKI
ALCOHOL,20,23059,2018-01-08,NAP SPIR SOPLICA WISNIA 0_2
VEGETABLES,44.955,22147,2018-01-11,KT MANDARYNKA LUZ
GENERAL,1,11192,2018-01-01,MIESZANKA KEKS 90 G
GENERAL,3,11508,2018-01-05,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G
ICE_CREAMS_FROZEN,2,15379,2018-01-06,ZAPIEKANKA Z  PIECZARKAMI
GENERAL,4,11616,2018-01-07,BERLISO 180 G +20 G CZEKOL
SWEETS,1,19455,2018-01-04,ZAJAC FERRERO 60 G
SWEETS,4,19348,2018-01-04,DRAZE KOKOSOWE KORSARZ 70G SKAWA
CHEMISTRY,2,3957,2018-01-12,SZCZOT_D/Z?B_MAXI CLEAN 40 MEDIUM DUO
SWEETS,3,19023,2018-01-02,MILKA 300 G OREO
GENERAL_FOOD,9,13619,2018-01-10,PIEROGI RUSKIE 400G GRZESK.
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,16429,2018-01-07,MARMOLADA SLONECZNY OGROD 550 G
SWEETS,4,18999,2018-01-02,GUMA PUSH
CHEMISTRY,1,3513,2018-01-10,PLYN DO KAPIELI BURSZTYN 750 ML EVA
ALCOHOL,26,22764,2018-01-10,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML
DAIRY_CHESSE,17,7010,2018-01-04,GOS.MLEKO UHT 2% 1L GOSTYN
CIGARETTES,10,5263,2018-01-06,PAP RGD  MINT
SWEETS,1,19111,2018-01-03,BOMB MERCI 400G
BREAD,153,1149,2018-01-04,C BULKA GRAHAMKA/ALPEJSKA
DAIRY_CHESSE,8.52,7518,2018-01-06,SER SALAMI WOSK SREM
DAIRY_CHESSE,15,7456,2018-01-06,JOGURT OW.WYSPA 150 G
ALCOHOL,1274,954,2018-01-11,PIWO ZUBR 0_5L BUTELKA
DRINK_JUICE,4,9235,2018-01-04,NAP MIRINDA GAZ 1_25 L
SWEETS,4,19820,2018-01-06,TIC TAK MALINA
GENERAL,1,11502,2018-01-05,SMAK MAK SMALEC ZE SKWARKAMI 200G
CHEMISTRY,2,2431,2018-01-04,ZNICZ CZERWONY
COFFEE TEA,2,6009,2018-01-08,PRIMA 500G NIEBIESKA
SWEETS,5,19534,2018-01-05,GRZESKI GOFROWE CZEKOLADA
SWEETS,2,18798,2018-01-01,BOMBONIERA POMORZANKA 175 G CHOCO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16416,2018-01-07,KAWA ROZP.NESCAFE CLASSIC 50G
DAIRY_CHESSE,3,6660,2018-01-02,JOGURT JOVI PITNY BAN+TRUS 350 G
GENERAL,3,11981,2018-01-11,WIN GALARETKA PRZEZROCZYSTA 71 G
DAIRY_CHESSE,5,7684,2018-01-07,SER FAVITA 270G
CIGARETTES,4,5457,2018-01-09,PAP PAL MAL BLUE
TABLETS,3,21128,2018-01-03,WODA UTLENIONA 100GR
ALCOHOL,8,22704,2018-01-09,NAP SPIR KRAKOWSKA 0_2 SLIWKA
DAIRY_CHESSE,7,6899,2018-01-03,POEZJA KASZKA MANNA Z TRUS 150 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,10,16133,2018-01-03,DZEM SLONECZNY OGROD TRUSKAWKOWY 280G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16053,2018-01-01,WINO CARLO ROSSI BIALE WYTR.10_5% 0_75L
DRINK_JUICE,24,9743,2018-01-07,KUBUS MUS 0_1 TRUSKAWKA
SWEETS,10,21037,2018-01-12,TIK TAK MIETA
CHIPS_FLAKES,20,4678,2018-01-08,LAYS PAPRYKA 150 G KARBOWANA
DRINK_JUICE,9,9661,2018-01-06,PEPSI COLA 0_5L..
DAIRY_CHESSE,14,7215,2018-01-05,GOS.MLEKO ZAGESZCZ.NIE/S?.Z MAGNEZEM 500
SPICES,3,18576,2018-01-09,PRYMAT GOZDZIKI 10G
ALCOHOL,4,1004,2018-01-12,PIWO SOMERSBY 0_4 L BUTELKA BLACKBERRY
SPICES,1,18018,2018-01-01,GALEO PRZYPRAWA DO FLAKOW 20G
ICE_CREAMS_FROZEN,1,14761,2018-01-02,LODY ROLADA 1 L
ICE_CREAMS_FROZEN,104,15552,2018-01-08,LODY BIG MILK ZE SW.MLEKIEM
DRINK_JUICE,L JAB+ARBUZ,9832,2018-01-07,NAP TYMBARK 0_5 
GROATS_RICE_PASTA,50,14157,2018-01-03,MAKARON CZANIECKI 250G SWOJSKI
DRINK_JUICE,9,10641,2018-01-12,KUBUS PLAY MARCH/MALIN/LIMETKA
CHEMISTRY,3,2201,2018-01-03,NIVEA KREM 50ML
GROATS_RICE_PASTA,1,14114,2018-01-02,MAKARON SULMA LAZANKA 500 G
VEGETABLES,28.1,21655,2018-01-05,KT OGOREK ZIELONY
SWEETS,1,20971,2018-01-12,JOGURT MASCARPONE 130 G MANGO
SWEETS,2,20080,2018-01-08,CIASTECZKA ZOO Z KAKAO 100G
POULTRY,3,10911,2018-01-04,SZPROT W POMIDORACH 330G KORSARZ
ICE_CREAMS_FROZEN,1,14752,2018-01-02,LODY JOCKER  KORAL
ALCOHOL,1,830,2018-01-10,PIWO DLA PANA TO 0_5 L B/BEZW
ICE_CREAMS_FROZEN,60,15462,2018-01-07,LODY PINEAAPLLE NESTLE
GENERAL_FOOD,10,12869,2018-01-05,ZUPA VIVON KURCZAK PIKANTNY 70 G
CHEMISTRY,1,2105,2018-01-02,TAFT LAKIER 250 ML
POULTRY,0.23,17110,2018-01-06,KIE?BASA MYSLIWSKA KG
COFFEE TEA,3,5914,2018-01-06,JACOBS KRONUNG 100G MIELONA
ICE_CREAMS_FROZEN,109,14944,2018-01-04,LODY KOKTAJLOWE KUKULKA
GROATS_RICE_PASTA,6,14092,2018-01-02,MAK.LUBELLA SWIDER 500 G
BREAD,105,1049,2018-01-01,M CHLEB MALY
GENERAL,1,11316,2018-01-03,CWIKLA Z CHRZANEM 300 G SLON.OGROD
GROATS_RICE_PASTA,5,14627,2018-01-12,MAKARON ABAK BABUNI 250G 2 JAJ
GENERAL_FOOD,10,13304,2018-01-08,PUDL KUKURYDZA 400G PUSZKA
ALCOHOL,3,22576,2018-01-06,WODKA ABSOLWENT 0_5L
SPICES,3,18309,2018-01-05,PRYMAT KOPEREK SUSZONY
SWEETS,5,19843,2018-01-06,WEDEL PAWELEK KAFFE LATTE45 G
DRINK_JUICE,43,8993,2018-01-02,WODA ZYWIEC 1_5L GAZ
GENERAL_ITEMS,8,16897,2018-01-08,DANIE KACHNY PULPETY
DRINK_JUICE,7,9472,2018-01-05,PEPSI 1_80
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,8,16781,2018-01-11,WIN MAJONEZ 700G
DRINK_JUICE,5,9363,2018-01-05,KUBUS GO 0_33 JA+BAN+MARCZ
GENERAL_FOOD,1,13766,2018-01-11,OCET JABLKOWY 250 ML
TABLETS,1,21202,2018-01-07,PLASTER-ROLKA 2_5 CM 5 M
COOKIES_BULK,0.32,6370,2018-01-12,CIASTKA PRIMAX LUZ
GENERAL,1,11426,2018-01-04,SMAK MAK SURÓWKA RARYTAS 300G
DAIRY_CHESSE,85,8509,2018-01-11,TWAROG SREMSKI 250G TLUSTY
ALCOHOL,8,538,2018-01-06,PIWO WARZACY Z CHMIELEM 0_5 L B/BEZWROT
DAIRY_CHESSE,6,8348,2018-01-11,BAKOMA POLSKIE SMAKI  WISNIA 120 G
ALCOHOL,1,22472,2018-01-04,NAP SPOLICA PRZYPALANA 0_5 L
GENERAL_FOOD,1,13630,2018-01-10,PUDL GOLABKI W POMID 500 G
ICE_CREAMS_FROZEN,21,15474,2018-01-07,LODY ROZEK
VEGETABLES,5,21563,2018-01-04,KT KAPUS. STOZKOWA MLODA
CHEMISTRY,3,2301,2018-01-04,BIBULA MIX
SWEETS,1,19686,2018-01-06,CIASTKA HIT 220 G ORZECH
DAIRY_CHESSE,1.78,7687,2018-01-07,SER LOWICKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,13,16649,2018-01-10,CHRZAN DYMECKI 200G
ICE_CREAMS_FROZEN,9,15273,2018-01-06,LODY JEZYKI 90 ML
DRINK_JUICE,7,8985,2018-01-02,WODA PRIMAWERA 1 L N/G
DRINK_JUICE,3,9925,2018-01-08,HELLENA  CZARNA PORZECZKA  N/G 1_75 LL
GENERAL_FOOD,2,12318,2018-01-02,SOL 1KG O.SOLE
SWEETS,5,19951,2018-01-07,LIZAK CHOINKA
DRINK_JUICE,2,9945,2018-01-08,KUBUS PLAY MARCH/MALIN/LIMETKA
GENERAL_FOOD,30,12234,2018-01-02,CUKIER BIALY 1KG
BREAD,83.8,1088,2018-01-02,M CHLEB RAZOWY
ICE_CREAMS_FROZEN,3,15012,2018-01-04,LODY TORTUFFO KOKOS
CHEMISTRY,1,3083,2018-01-08,PASTA COLODENT SUP.SWIEZOSC 100G
BREAD,16,1239,2018-01-06,M BULKA Z RODZYNKAMI
ALCOHOL,2,923,2018-01-11,PIWO LOM?A MIODOWE 0_5 L B/BEZW
DAIRY_CHESSE,10,7227,2018-01-05,HOCHL KANAPKOWY Z OGORKIEM 130 G
DRINK_JUICE,10,10112,2018-01-08,WODA ZYWIEC 0_5  N/G TRUSKAWKA
SPICES,7,18142,2018-01-03,DR O SMIETAN FIX 9G
CHEWING_GUM_LOLIPOPS,12,4280,2018-01-10,GUMA WINTERFRESH DRAZE
GROATS_RICE_PASTA,7,14260,2018-01-05,MAKARON CZANIECKI RYZOWY 250 G
GENERAL_ITEMS,15,17874,2018-01-04,RAJSTOPY 15 DEN INEZ
GENERAL_ITEMS,4,17927,2018-01-08,RAJSTOPY 15 DEN INEZ
SWEETS,1,19192,2018-01-03,LIZAK BABA JAGA
GENERAL,1,11484,2018-01-05,MLEKO KOKOSOWE 250 ML CZEKOLADA
SWEETS,6,19657,2018-01-06,BATON IKAR XXL WAWEL
ALCOHOL,73,1006,2018-01-12,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T
ALCOHOL,5,893,2018-01-11,PIWO BOJAN MALINOWE 0_5 L B/ZWROT
GENERAL_FOOD,1,12170,2018-01-01,SKORUPKA SALATKA WARZYWNA 500 G
ALCOHOL,14,943,2018-01-11,PIWO TYSKIE KLASYCZNE 0_5 BUT.ZW
ALCOHOL,4,624,2018-01-07,PIWO ZAMKOWE 0_5 L B/BEZW
SWEETS,11,20060,2018-01-08,BATON LION 40 G PEANUT
CHEWING_GUM_LOLIPOPS,13,4299,2018-01-11,GUMA ORBIT SPERMINT DRAZE
VEGETABLES,25,22066,2018-01-10,KT KIWI
CHEWING_GUM_LOLIPOPS,3,4163,2018-01-06,GUM TROLLS GIGA
COOKIES_BULK,1.13,6338,2018-01-10,PIERNIKI  DOMOWE
ICE_CREAMS_FROZEN,45,14753,2018-01-02,LODY KOKTAJLOWE KUKULKA
GENERAL_FOOD,2,13821,2018-01-11,WIN PAPIRUS Z CZOSNKIEM
ALCOHOL,4,22723,2018-01-09,WODKA 1906 0_5L 40% LUBLIN
SWEETS,52,20048,2018-01-08,ANDRUTY   FURMANIAK
GENERAL,1,11362,2018-01-03,SOL HIMALAJSKA ROZOWA 500 G
CHEMISTRY,2,3424,2018-01-10,E DO PLUKANIA 0_9 L
SWEETS,6,18899,2018-01-01,ROGAL CHIPICAO 65G
TABLETS,1,21153,2018-01-05,PLASTRY SOFT 1 M
DAIRY_CHESSE,32,8557,2018-01-12,DROZDZE PIEKARSKIE 100G
GENERAL_FOOD,7,13691,2018-01-11,ALMETTE SZPINAK 150 G
ICE_CREAMS_FROZEN,1,15430,2018-01-07,LODY JAK DAWNIEJ CHA?WA 900 ML
CHEMISTRY,5,3261,2018-01-09,MOLA PAPIER ZOLTY 8
CHEMISTRY,1,3030,2018-01-08,GUMA ORBIT 5 LIST.
ALCOHOL,2,22960,2018-01-03,WINO NERO 0_75 CZ P/WYT
SWEETS,2,19279,2018-01-03,ZAJAC MILKA 50 G
GENERAL_FOOD,6,12066,2018-01-01,ALMETTE SZPINAK 150 G
SWEETS,17,19979,2018-01-07,PETITKI LUBISIE BANAN
CIGARETTES,4,5357,2018-01-08,GILZY CHIEFS 100 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16663,2018-01-10,KNORR FIX DANIE ORIENTALNE 48 G
DRINK_JUICE,10,9561,2018-01-06,LODY KOKTAILOWE 400 ML
POULTRY,1,11159,2018-01-12,TUNCZYK AW KAWA?KACH KING OSCAR 120 G
CIGARETTES,3,4866,2018-01-01,PAP LM RED
CHEMISTRY,2,2479,2018-01-05,GABKA DO KAPIELI
GENERAL,1,11983,2018-01-11,WIN ZUPA OGONOWA
DRINK_JUICE,25,9211,2018-01-04,NAP ENER.V-MAX 250 ML MOJITO
GENERAL_FOOD,10,13663,2018-01-10,WIN BUDYN SMIETANKOWY 60G
VEGETABLES,137.95,22041,2018-01-10,KT BANAN
SWEETS,13,20466,2018-01-09,WAFLE KWADRAT DESER 120 G
COFFEE TEA,1,6079,2018-01-10,LIPTON HERB.ZIELONA MALINA +TRUSK 25 EX
GENERAL_FOOD,8,12163,2018-01-01,PUDL KUKURYDZA 400G PUSZKA
CHEMISTRY,1,2200,2018-01-03,MYD?O LUKSJA W KOSTCE ROCE 90G
SWEETS,3,19480,2018-01-05,BOMB MERCI 250G
CIGARETTES,4,5158,2018-01-05,PAP LM LINK MINT
SPICES,2,18731,2018-01-12,GALEO PRZYP.DO KURCZAKA 25G
GROATS_RICE_PASTA,2,14635,2018-01-12,MAKARON LITERKI 250 G POLMAK
TABLETS,8,21155,2018-01-05,TABLETKI APAP 6SZT
GENERAL_ITEMS,4,83,2018-01-11,BELLA PODPASKI NOVA MAXI 10
DAIRY_CHESSE,7,6401,2018-01-01,BAKOMA SATINA  KARMEL 170 G
GENERAL,2,11895,2018-01-10,SMAK MAK MEDALIONY Z SEREM 315 G
GROATS_RICE_PASTA,1,14610,2018-01-12,MAK LUBELLA WSTAZKA 500 G 13
VEGETABLES,16,21548,2018-01-04,KT BROKUL
DRINK_JUICE,33,9933,2018-01-08,KT WLOSZCZYZNA/SELER /MARCHEW PECZEK
DAIRY_CHESSE,12,8149,2018-01-10,ALMETTE SMIETANKOWY 150G
DRINK_JUICE,8,9214,2018-01-04,NAP ENERGRT ROCKST 0_25 ML PUSZKA
GENERAL_FOOD,18,13782,2018-01-11,PRYMAT PRZYPRAWA DO PIERNIKOW 20 G
DRINK_JUICE,8,9082,2018-01-03,NAP TYMBARK 0_25 MALIN+MIETA
DAIRY_CHESSE,3,8361,2018-01-11,DA DANIO BRZOSKWINIA 140G
CHEWING_GUM_LOLIPOPS,5,4107,2018-01-04,GUMA ORBIT BAG WINTERFRESH
GENERAL,3,11552,2018-01-06,KONSERWA TURYSTYCZNA 300G EVRO
SPICES,4,18023,2018-01-01,GALEO ZIOLA PROWANSALSKIE 10GR
POULTRY,0.46,17204,2018-01-09,KIELBASA WINERKI KG
DAIRY_CHESSE,15,8203,2018-01-10,GOS.MLEKO UHT 2% 0_5L GOSTYN
COFFEE TEA,9,6081,2018-01-10,POPCORN OK 90G DO MIKROFALI
ALCOHOL,1,22559,2018-01-06,NAP SPIR KRAKOWSKA 0_2 SLIWKA
SPICES,3,18644,2018-01-10,WIN ZUPA GRZYBOWA 48 G
ALCOHOL,13,714,2018-01-08,PIWO WARKA 0_5L PUSZKA
GENERAL_FOOD,8,13569,2018-01-10,GELLWE PROSZEK DO PIECZANIA 30 G
SPICES,8,18345,2018-01-06,GALEO PRZYPRAWA DO GYROSA 20G
SWEETS,27,20860,2018-01-11,WAFLE GORALKI O SMAKU WANILIOWYM 42 G
DAIRY_CHESSE,12,7699,2018-01-07,SER SMAZONY 200G KOWALEW
ALCOHOL,47,22771,2018-01-10,WODKA 1906 0_2L
SWEETS,64,19463,2018-01-05,ANDRUTY   FURMANIAK
POULTRY,1.35,17328,2018-01-12,SZYNKA CHLEBOWA KG
ALCOHOL,1007,1019,2018-01-12,PIWO ZUBR 0_5L BUTELKA
CHEMISTRY,3,2216,2018-01-03,PASTA D/ ZEBOW COLGATE  100 ML
GENERAL_FOOD,1,13301,2018-01-08,PUDL FASOLA BIALA PUSZKA
DAIRY_CHESSE,19,6887,2018-01-03,MLEKO 3_2% MLECZ.ZAGRODA
SPICES,5,18213,2018-01-04,GALEO PAPRYKA SLODKA 16 G
DRINK_JUICE,17,10467,2018-01-10,WODA ZYWIEC 0_5L N/GAZ
BREAD,59,1460,2018-01-12,C CHLEB KROJONY 0_9 KG
DRINK_JUICE,22,9835,2018-01-07,NAP TYMBARK 0_5 L WIS.JABLKO
GENERAL_FOOD,1,12504,2018-01-03,ROLNIK FASOLKA SZPAR. ZIEL 720G
COOKIES_BULK,0.56,6203,2018-01-02,RURKA NADZIEWANA LUZ
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,16407,2018-01-07,DZEM SLONECZNY OGROD BRZOSKWINIOWY 280G.
ALCOHOL,2,304,2018-01-04,PIWO BOJAN FAJRANT 0_5 L B/ZWR
GENERAL_FOOD,5,13589,2018-01-10,KNORR SOS BOROWIKOWY 37 G
DRINK_JUICE,24,9598,2018-01-06,NAP HELLENA 0_25 PUSZKA
ALCOHOL,2,22790,2018-01-10,WODKA ZUBRÓWKA BIA?A 0_7 L
ICE_CREAMS_FROZEN,1,15959,2018-01-12,LODY KARMEL 50 ML
GENERAL_ITEMS,2,17709,2018-01-03,WIADERKO OPAKOWANIE
COFFEE TEA,3,6036,2018-01-09,KAWA TCHIBO BLU 250 G
DRINK_JUICE,8,8809,2018-01-01,NAP TYMBARK 2L ASEPTIC POM/BRZOSK
ALCOHOL,1,22668,2018-01-08,WHISKY HIGHLANDER 0_5 L
DAIRY_CHESSE,6.31,8275,2018-01-10,SER EDEN/GOUDA/MORSKI/EDEK
ICE_CREAMS_FROZEN,5,15857,2018-01-10,PIZZA 380 G Z SZYNKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,29,16004,2018-01-01,HELLENA ORENZADA CZERWONA 1_25 L GA
CHIPS_FLAKES,4,4670,2018-01-08,CHRUPKI TRUSKAWKOWE 80 G
SWEETS,3,21036,2018-01-12,SYROP WISNIOWY  440 ML SPIZARNIA
GENERAL_FOOD,1,12196,2018-01-01,WIN MAJONEZ DELIKATNY 250 ML
ICE_CREAMS_FROZEN,2,14746,2018-01-02,LODY CLIIR
CIGARETTES,5,5127,2018-01-04,WODA 0_5 L
GENERAL,6,11882,2018-01-10,OPASKA NA REKE ODBLASK
GENERAL_FOOD,2,13806,2018-01-11,SZPARAGI ROLNIK 370ML ROLMIK
GENERAL_FOOD,2,12112,2018-01-01,KLUSKI SLASKIE 400G GRZESKOWIAK
SWEETS,1,18833,2018-01-01,GOPL PRALINY JEY ME 27 G
DRINK_JUICE,6,8998,2018-01-02,ZBYSZKO 3 GREJPFRUTY 1_5 GAZ
ALCOHOL,4,22318,2018-01-01,WODKA WYBOROWA 0_7L
POULTRY,0.39,17259,2018-01-10,SZYNKA DOMOWA KG
DAIRY_CHESSE,24,6418,2018-01-01,DA DANIO WANILIOWY 140G
DAIRY_CHESSE,44,8591,2018-01-12,JOGOBELLA 150G STANDARD
ICE_CREAMS_FROZEN,1,14829,2018-01-03,LODY GRAND
BREAD,44,1044,2018-01-01,C CHLEB ZIARNISTY 300G
ICE_CREAMS_FROZEN,6,15335,2018-01-06,LODY ROZEK SERNIKOWY 115 ML
CHEMISTRY,1,3166,2018-01-08,ZAPALNICZKA
DAIRY_CHESSE,1,6969,2018-01-04,BAKOMA POLSKIE SMAKI GRUSZKA 120 G
DAIRY_CHESSE,25,6604,2018-01-02,DELECTA MIX DO SMIETANY
GENERAL_FOOD,10,12095,2018-01-01,GELLWE CUKIER WANILIOWY 15G
GENERAL_ITEMS,24,17579,2018-01-03,OLEJ KUJAWSKI 1L
CHEMISTRY,5,2680,2018-01-06,MYDLO DOVE 100G CREAM BAR
CHEWING_GUM_LOLIPOPS,6,4148,2018-01-05,LIZAK NIM 2
GENERAL_ITEMS,2,23,2018-01-03,BELLA PODPASKI PERFECTA GREEN
POULTRY,0.08,17023,2018-01-04,BOCZEK WEDZ- PARZONY KG
DRINK_JUICE,36,10653,2018-01-12,NAP BLACK 250ML PUSZKA
ICE_CREAMS_FROZEN,1,14882,2018-01-03,WARZYWA NA PATELNIE WIEJSKI NORDIS 450G
DRINK_JUICE,8,10650,2018-01-12,NAP AQA PLUS 0_5 L CYTR+MIETA
ALCOHOL,263,22608,2018-01-07,NAP SPIR ABSOLWENT SLIWKA 0_1
VEGETABLES,16,21938,2018-01-08,KT WLOSZCZYZNA TACKA
GENERAL,1,11164,2018-01-01,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G
ICE_CREAMS_FROZEN,2,15874,2018-01-11,BARSZCZ UKRAINSKI 450G NORDIS
GENERAL_ITEMS,14,17632,2018-01-07,OLEJ LNIANY 200 ML
CIGARETTES,25,5658,2018-01-12,PAP PS  BLU 100
SWEETS,1,18963,2018-01-02,CHRUPKI STAR ORZECH  58 G
COOKIES_BULK,2,6191,2018-01-01,WATA CUKROWA 400 G
ICE_CREAMS_FROZEN,51,15306,2018-01-06,LODY PINGWIN W CZEKOL.
VEGETABLES,460.25,21443,2018-01-02,KT ZIEMNIAKI
SWEETS,5,18998,2018-01-02,GUMA MOIST
DAIRY_CHESSE,18,8419,2018-01-11,JOGOBELLA 150G SPECJAL
SPICES,1,18688,2018-01-11,PRYMAT GALKA MUSZKATOLOWA CALA
CHEMISTRY,7,2774,2018-01-06,WORKI NA SMIECI 60 L*50 SZT
SWEETS,1,19571,2018-01-05,MILKA CZEK.NADZ 37 G
DRINK_JUICE,3,9398,2018-01-05,NAP COCA COLA ZERO 1L
DAIRY_CHESSE,1,8271,2018-01-10,SER CAMEMBERT TUREK NATURALNY 120 G
GENERAL,13,11709,2018-01-08,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G
DAIRY_CHESSE,4,7286,2018-01-05,MILLER FROOP 150 G Z MANGO
ICE_CREAMS_FROZEN,2,14741,2018-01-02,KNEDLE TRUSKAWKOWE 450 G
SWEETS,7,20010,2018-01-07,SUROWKA KUBEK
GENERAL_ITEMS,21,17560,2018-01-02,MAR PALMA KRUSZWICA 250G
GENERAL_FOOD,3,13260,2018-01-08,KUBUS MUS JAB? BANAN 0_1
ICE_CREAMS_FROZEN,2,15026,2018-01-04,PIEROGI Z MIESEM ELBRO
ALCOHOL,14,22470,2018-01-04,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML
CHEMISTRY,5,1940,2018-01-01,PIEPRZ CZARNY ZIARNO 15GR
POULTRY,3,11024,2018-01-09,FILETY SLEDZ_W OLEJU 170 G
GENERAL,21,12056,2018-01-12,WIN MAJONEZ 300 G
COFFEE TEA,3,5983,2018-01-08,HERBATA MINUTKA EARL GREY 40 T
COFFEE TEA,1,5701,2018-01-01,HERBATA EXP.100T.AKBAR
ALCOHOL,3,447,2018-01-05,PIWO WARKA RADLER MAL+CYTR .0_5 B/ZWR
CHIPS_FLAKES,10,4550,2018-01-05,PLATKI CORN FLAKES 250G NESTLE
SPICES,1,18687,2018-01-11,PIEPRZ ZIARNISTY  APPETITA 18 GR
CHIPS_FLAKES,1,4592,2018-01-06,PLATKI DUO 225 G NEST
GENERAL,3,11799,2018-01-09,LOWICZ DZEM CZEKO BRZOSKWINIA 250 G
DAIRY_CHESSE,2,6689,2018-01-02,MIESZANKA CHINSKA 400 G
CHEMISTRY,7,2621,2018-01-06,BREF 4-FORMULA AKTIV
DRINK_JUICE,19,10525,2018-01-11,NAP COCA COLA 0_5L
SWEETS,2,19247,2018-01-03,SUROWKA KUBEK
DAIRY_CHESSE,4,6471,2018-01-01,HOCHL.SZCZYP.CEB.100G BLOK TOPIONY
GROATS_RICE_PASTA,7,14426,2018-01-08,RYZ SONKO 4X100 PARABOLICZNY
GROATS_RICE_PASTA,1,14637,2018-01-12,MAKARON LUBELLA MUSZELKA DROBNA
TABLETS,3,21207,2018-01-07,TABLETKI IBUM 7 SZT
SPICES,6,18122,2018-01-02,PRZYPR.DO ZUP 210G WINIARY
DRINK_JUICE,5,10536,2018-01-11,NAP HELLENA TONIC 1_25L GAZ
SPICES,2,18277,2018-01-05,GALEO PRZYPRAWA DO GYROSA 20G
SWEETS,2,19058,2018-01-02,TALARKI 155 G LAJKONIK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,16722,2018-01-11,CHRZAN DYMECKI 200G
COFFEE TEA,2,5795,2018-01-03,HERB RUMIANEK 20 EX POSTI
CHEMISTRY,19,3711,2018-01-11,PLYTA CD I DVD
GENERAL_FOOD,3,13218,2018-01-08,DZEM SL.OGROD WISNIA 280G
DRINK_JUICE,6,8898,2018-01-02,NAP COCA COLA CHERRY 1L
TABLETS,3,21095,2018-01-02,TABLETKI IBUPROM SASZETKA 2 SZT
GENERAL_FOOD,29,12779,2018-01-05,NAP AQA 1_5 L GAZ ZURAWINA
CHEMISTRY,1,2871,2018-01-07,ODSWIEZACZ SZYSZKA KOKOS
GENERAL_FOOD,8,13852,2018-01-12,CHEETOS MIX-UPS 70 G
GENERAL_FOOD,3,13628,2018-01-10,PRAZYNKI  GYROS 130 G
CHEMISTRY,2,3873,2018-01-12,MYDLO PALMOLIVE 90 G SENSATION
SWEETS,36,20966,2018-01-12,HERBATNIKI BE BE 16G
