original_title,title_length,production_companies
Pirates of the Caribbean: The Curse of the Black Pearl,54, Jerry Bruckheimer Films
Transformers: Dark of the Moon,30, Hasbro
Paranoia,8, IM Global
The Gunman,10, Canal+
Carnage,7,Wild Bunch
Ocean's Twelve,14, WV Films III
Into the Woods,14, Marc Platt Productions
Something Borrowed,18, Wild Ocean Films
A Scanner Darkly,16, Detour Filmproduction
Marley & Me,11, Dune Entertainment III
Ghosts of the Abyss,19, Earthship Productions
The Other Guys,14, Gary Sanchez Productions
Transformers: Dark of the Moon,30, Di Bonaventura Pictures
The Princess Diaries 2: Royal Engagement,40,Walt Disney Pictures
Revolutionary Road,18, Evamere Entertainment
Jupiter Ascending,17, Anarchos Productions
The Age of Adaline,18, Sidney Kimmel Entertainment
K-PAX,5, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
Supernova,9, Screenland Pictures
The Happening,13,Spyglass Entertainment
War,3, Fierce Entertainment
Legends of Oz: Dorothy's Return,31, Summertime Entertainment
The Road,8, Chockstone Pictures
The Frozen Ground,17, Cheetah Vision
Burn After Reading,18,Mike Zoss Productions
"Yours, Mine & Ours",18,Paramount Pictures
DÃ©jÃ  Vu,9, Scott Free Productions
TMNT,4, Imagi Animation Studios
Jeepers Creepers 2,18, American Zoetrope
Seventh Son,11, Moving Picture Company (MPC)
Brooklyn,8, Irish Film Board
Ted 2,5, Media Rights Capital
The Lego Movie,14, Lin Pictures
Big Eyes,8, Silverwood Films
A Good Day to Die Hard,22, Twentieth Century Fox Film Corporation
Walk the Line,13, Konrad Pictures
The Greatest Game Ever Played,29,Walt Disney Pictures
(500) Days of Summer,20, Dune Entertainment III
The Interpreter,15, Working Title Films
Earth,5,BBC
Clerks II,9,The Weinstein Company
Action Replayy,14, Blockbuster Movie Entertainers
Dark Blue,9,United Artists
Cats & Dogs,11, Warner Bros.
Shutter Island,14, Sikelia Productions
Killer Joe,10, Picture Perfect (I)
The Wild,8, Contrafilm
Timeline,8, Artists Production Group (APG)
Max Payne,9, Firm Films
"10,000 BC",9, The Department of Trade and Industry of South Africa
Charlie and the Chocolate Factory,33, Tim Burton Productions
Public Enemies,14, Relativity Media
Hostage,7, Syndicate Films International
Machine Gun Preacher,20, Moonlighting Films
K-PAX,5, PathÃ© Pictures International
G-Force,7,Walt Disney Pictures
The Curious Case of Benjamin Button,35, Kennedy/Marshall Company
Meet the Fockers,16, Everyman Pictures
Project Almanac,15,Paramount Pictures
Down with Love,14, Jinks/Cohen Company
Red Planet,10, Mars Production Pty. Ltd.
Cold Mountain,13,Miramax Films
Role Models,11, Relativity Media
Legends of Oz: Dorothy's Return,31,Prana Animation Studios
Femme Fatale,12,Epsilon Motion Pictures
Spirit: Stallion of the Cimarron,32,DreamWorks Animation
American Wedding,16, LivePlanet
The Big Year,12, Dune Entertainment
Pirates of the Caribbean: Dead Man's Chest,42, Second Mate Productions
Young Adam,10,Recorded Picture Company (RPC)
Sin City,8,Dimension Films
The Debt,8,Miramax Films
All Is Lost,11, Treehouse Pictures
12 Rounds,9, Fox Atomic
The Incredible Burt Wonderstone,31, Benderspink
Me and Orson Welles,19, CinemaNX
Memoirs of a Geisha,19, Columbia Pictures Corporation
Sideways,8, Sideways Productions Inc.
Mr. & Mrs. Smith,16,20th Century Fox
Deux frÃ¨res,12, Pathe
This Must Be the Place,22, France 2 CinÃ©ma
Push,4,Icon Productions
Trapped,7, Colombia Pictures
Black Nativity,14, Fox Searchlight
The Prestige,12,Touchstone Pictures
Master and Commander: The Far Side of the World,47, Samuel Goldwyn Films
The Way Back,12, Imagenation Abu Dhabi FZ
Trance,6,Cloud Eight Films
Runner Runner,13, Appian Way
3:10 to Yuma,12, Relativity Media
Saving Mr. Banks,16, Ruby Films
102 Dalmatians,14, Cruella Productions
A.I. Artificial Intelligence,28,DreamWorks SKG
Mindhunters,11,Avenue Pictures Productions
Planet 51,9,TriStar Pictures
Man of Tai Chi,14,Universal Pictures
Get Carter,10, Morgan Creek Productions
Dark Shadows,12,Village Roadshow Pictures
The Whole Ten Yards,19,Cheyenne Enterprises
Conan the Barbarian,19, Nu Image Films
The Day the Earth Stood Still,29, Earth Canada Productions
Fever Pitch,11, Wildgaze Films
Transformers,12, Platinum Dunes
A Scanner Darkly,16, Warner Independent Pictures (WIP)
Life of Pi,10,Ingenious Film Partners
Reign of Fire,13, Tripod Entertainment
"O Brother, Where Art Thou?",26, Studio Canal
Annapolis,9,Touchstone Pictures
Rock Star,9,Warner Bros. Pictures
X-Men Origins: Wolverine,24, Seed Productions
The Lone Ranger,15, Silver Bullet Productions (II)
Tower Heist,11, Rat Entertainment
Intolerable Cruelty,19,Imagine Entertainment
Captain Phillips,16,Columbia Pictures
Diary of a Wimpy Kid: Dog Days,30,Fox 2000 Pictures
Cursed,6,Craven-Maddalena Films
The Great Gatsby,16, Warner Bros.
The Skeleton Key,16,Universal Pictures
"I, Frankenstein",15, Lionsgate
Wrath of the Titans,19, A.I.E.
Daybreakers,11,Lionsgate
Killers,7, Lionsgate
Collateral,10,Paramount Pictures
White Noise,11, Brightlight Pictures
Prom,4,Walt Disney Pictures
Immortals,9,Virgin Produced
Stardust,8, Marv Films
The Devil Wears Prada,21,Twentieth Century Fox Film Corporation
12 Rounds,9,The Mark Gordon Company
Abduction,9, Mango Farms
National Treasure: Book of Secrets,34, Walt Disney
Lions for Lambs,15,Cruise/Wagner Productions
RockNRolla,10, Dark Castle Entertainment
Jem and the Holograms,21, Blumhouse Productions
Zookeeper,9, Metro-Goldwyn-Mayer (MGM)
A Cinderella Story,18, Warner Bros.
Disaster Movie,14,Grosvenor Park Media Ltd.
Barbershop,10,Metro-Goldwyn-Mayer (MGM)
Deception,9, Dune Entertainment III
Resident Evil: Afterlife,24, Davis-Films
The Namesake,12, Mirabai Films
Bridget Jones: The Edge of Reason,33, Working Title Films
Sherlock Holmes,15,Village Roadshow Pictures
Death Race,10, Scion Films
Justin Bieber: Never Say Never,30, Magical Elves Productions
The Men Who Stare at Goats,26,BBC Films
Resident Evil,13, New Legacy
Colombiana,10,TF1 Films Production
Hardball,8, Munich Film Partners & Company (MFP) GHS Productions
Collateral Damage,17, Hacienda Productions
Bolt,4, Walt Disney Animation Studios
Dawn of the Planet of the Apes,30, TSG Entertainment
Guess Who,9, Tall Trees Productions
Godzilla,8,Toho Company
Daddy's Little Girls,20,Lions Gate Films
Next,4, Broken Road Productions
The Kite Runner,15, Neal Street Productions
Notes on a Scandal,18, Ingenious Film Partners
Pain & Gain,11, De Line Pictures
Case 39,7, Anonymous Content
Mirror Mirror,13, Misher Films
TMNT,4, Warner Bros.
District 9,10,WingNut Films
What's Your Number?,19, Contrafilm
Whiteout,8, Warner Bros.
The Perfect Storm,17,Warner Bros.
Armored,7, Farah Films & Management
Legend,6, Anton Capital Entertainment (ACE)
Death Sentence,14,Twentieth Century Fox Film Corporation
You Again,9,Oops Doughnuts Productions
Despicable Me,13,Universal Pictures
Safe Haven,10,Temple Hill Productions
Dan in Real Life,16, Focus Features
Mr. Brooks,10, Eden Rock Media
Freaky Friday,13,Walt Disney Pictures
Mr. Deeds,9,New Line Cinema
Paranormal Activity: The Marked Ones,36, Solana Films
Wicker Park,11, Metro-Goldwyn-Mayer (MGM)
Elizabethtown,13,Paramount Pictures
Rambo,5, Nu Image Films
Chappie,7,Columbia Pictures
Our Idiot Brother,17,The Weinstein Company
The Chronicles of Narnia: Prince Caspian,40,Walt Disney
Legally Blonde,14, Metro-Goldwyn-Mayer (MGM)
Mirror Mirror,13, Yucaipa Films
What Just Happened,18, Tribeca Productions
Tropic Thunder,14, Red Hour Films
Reign Over Me,13, Relativity Media
Paper Towns,11,Fox 2000 Pictures
Stardust,8, Di Bonaventura Pictures
Music and Lyrics,16,Village Roadshow Pictures
The Heat,8,Ingenious Film Partners
Flightplan,10, Touchstone Pictures
Fury,4, Huayi Brothers Media
The Emperor's New Groove,24, Walt Disney Feature Animation
Finding Neverland,17,Miramax Films
Priest,6, Buckaroo Entertainment
Halloween II,12, Trancas International Films
The Forbidden Kingdom,21, Relativity Media
Lo imposible,12,Summit Entertainment
Eagle Eye,9,DreamWorks SKG
The Hoax,8, Bob Yari Productions
Lords of Dogtown,16,Columbia Pictures
White Noise,11, The Movie Network (TMN)
Escape Plan,11, Atmosphere Entertainment MM
Wrath of the Titans,19, Warner Bros.
Brideshead Revisited,20,BBC Films
Open Range,10, Touchstone Pictures
Hannibal,8, Dino De Laurentiis Company
The Kite Runner,15,DreamWorks SKG
Star Trek Into Darkness,23, Kurtzman/Orci
Eat Pray Love,13, Red Om Films
The House Bunny,15,Columbia Pictures
No Good Deed,12,Sony Pictures
Far from Heaven,15,Clear Blue Sky Productions
Chicken Little,14,Walt Disney Pictures
Clash of the Titans,19, Warner Bros.
The Muppets,11,Walt Disney Pictures
Identity Thief,14, Aggregate Films
United 93,9,Universal Pictures
Next,4, Revolution Studios
Spider-Man,10, Marvel Enterprises
The Wedding Date,16, 26 Films
Star Trek,9, Spyglass Entertainment
Iron Man 2,10,Marvel Studios
Nacho Libre,11, Nickelodeon Movies
12 Years a Slave,16, River Road Entertainment
Flags of Our Fathers,20, Amblin Entertainment
Gulliver's Travels,18, Dune Entertainment
The Adventures of Pluto Nash,28, Castle Rock Entertainment
The Chronicles of Narnia: The Voyage of the Dawn Treader,56,Dune Entertainment
Dark Water,10, Touchstone Pictures
The Wedding Planner,19, Intermedia Films
DÃ©jÃ  Vu,9,Jerry Bruckheimer Films
Jackass Presents: Bad Grandpa,29, Dickhouse Productions
Guardians of the Galaxy,23,Marvel Studios
Red Planet,10, The Canton Company
Post Grad,9,Dune Entertainment
The Ides of March,17, Exclusive Media Group
Victor Frankenstein,19,Twentieth Century Fox Film Corporation
The Secret Life of Walter Mitty,31, Twentieth Century Fox Film Corporation
Defiance,8, Defiance Productions
Stay Alive,10, Endgame Entertainment
The November Man,16, Relativity Media
Syriana,7, 4M
Nanny McPhee and the Big Bang,29, Three Strange Angels
Date Movie,10,Regency Enterprises
Righteous Kill,14, Emmett/Furla Films
WALLÂ·E,7,Walt Disney Pictures
Sahara,6, Baldwin Entertainment Group
Unleashed,9, EuropaCorp
Self/less,9,Endgame Entertainment
Land of the Dead,16, Romero-Grunwald Productions
The DUFF,8, CBS Films
White Chicks,12, Wayans Bros. Entertainment
Broken Flowers,14, Focus Features
Osmosis Jones,13,Conundrum Entertainment
Endless Love,12, Fake Empire
Whiteout,8, Canadian Film or Video Production Tax Credit (CPTC)
The SpongeBob SquarePants Movie,31, Nickelodeon Movies
Charlie's Angels: Full Throttle,31,Columbia Pictures Corporation
Alex & Emma,11, Reiner-Greisman
The Box,7, Radar Pictures
Quartet,7,Headline Pictures
Death at a Funeral,18,Parabolic Pictures
The Dressmaker,14, Film Art Media
Anchorman 2: The Legend Continues,33, Gary Sanchez Productions
Domino,6, Metropolitan Filmexport
Seventh Son,11, Pendle Mountain Productions
Man of Tai Chi,14, China Film Group Corporation (CFGC)
Veronica Mars,13, Warner Bros. Interactive Entertainment
The Phantom of the Opera,24, Warner Bros.
Lara Croft Tomb Raider: The Cradle of Life,42,Paramount Pictures
Neighbors,9,Universal Pictures
Click,5, Columbia Pictures Corporation
Larry Crowne,12,Universal Pictures
Jay and Silent Bob Strike Back,30,Dimension Films
Suspect Zero,12,Paramount Pictures
There Will Be Blood,19, Paramount Vantage
The Last King of Scotland,25,Fox Searchlight Pictures
Eight Below,11, The
Basic Instinct 2,16, Kanzaman
Saw 3D,6, Twisted Pictures
Taken 2,7, Canal+
Memoirs of a Geisha,19, Red Wagon Productions
The Debt,8, Marv Films
Shoot 'Em Up,12, Angry Films
The Last Legion,15, Dino De Laurentiis Company
The Ring,8, BenderSpink
Cinderella,10, Beagle Pug Films
102 Dalmatians,14,Walt Disney Pictures
The Amazing Spider-Man 2,24, Marvel Enterprises
Death Race,10, Cruise/Wagner Productions
Because of Winn-Dixie,21,Twentieth Century Fox Film Corporation
The Box,7, Lin Pictures
Casino Royale,13,Eon Productions
16 Blocks,9, Millennium Films
The Crazies,11, Imagenation Abu Dhabi FZ
The Crazies,11,Penn Station Entertainment
Dylan Dog: Dead of Night,24, platinum studios
The Lovely Bones,16, DreamWorks SKG
Road Trip,9,DreamWorks SKG
The Wedding Planner,19, Tapestry Films
Yogi Bear,9, Picnic Basket
No Reservations,15, WV Films III
The Illusionist,15, Contagious Entertainment
The SpongeBob Movie: Sponge Out of Water,40, Nickelodeon Movies
Corpse Bride,12, Tim Burton Productions
Rocky Balboa,12, Metro-Goldwyn-Mayer (MGM)
Unstoppable,11,Twentieth Century Fox Film Corporation
About Last Night,16, Olive Bridge Entertainment
Ouija,5, Media Rights Capital
Traffic,7, Initial Entertainment Group (IEG)
The Rundown,11,Columbia Pictures
AVP: Alien vs. Predator,23, Studio Babelsberg
The Matrix Revolutions,22, Silver Pictures
Sky High,8,Walt Disney Pictures
Dan in Real Life,16,Touchstone Pictures
The Green Hornet,16, Reliance BIG Entertainment
Zoolander,9, Scott Rudin Productions
Creed,5, Warner Bros.
John Carter,11,Walt Disney Pictures
Paycheck,8, DreamWorks SKG
Transporter 2,13, TF 1 Film Productions
AVP: Alien vs. Predator,23,Impact Pictures
Bridget Jones's Diary,21, Little Bird
Becoming Jane,13,Ecosse Films
Skyline,7, Transmission Pictures
The Fifth Estate,16,DreamWorks SKG
Resident Evil,13,Impact Pictures
The Dark Knight Rises,21, Warner Bros.
Meet the Parents,16, Universal Pictures
The Fifth Estate,16, Participant Media
AVP: Alien vs. Predator,23, Twentieth Century Fox Film Corporation
Life of Pi,10, Dune Entertainment
The Rover,9, Screen Australia
The Bad Lieutenant: Port of Call - New Orleans,46,Saturn Films
The Gambler,11,Paramount Pictures
A Dangerous Method,18, Lago Film
August: Osage County,20,Jean Doumanian Productions
The Brothers Grimm,18, Summit Entertainment
The Ant Bully,13,Warner Bros. Pictures
"Monsters, Inc.",14, Pixar Animation Studios
Jurassic World,14, Dentsu
1408,4,Dimension Films
Law Abiding Citizen,19,Film Department
The Heat,8, Chernin Entertainment
Shark Tale,10, DreamWorks Animation
Looper,6, FilmDistrict
127 Hours,9, Darlow Smithson Productions
Step Up 3D,10,Summit Entertainment
The Change-Up,13, Big Kid Pictures
Virgin Territory,16, Zephyr Films
The Kid,7,Walt Disney Pictures
Poltergeist,11, Metro-Goldwyn-Mayer (MGM)
Big Eyes,8, Tim Burton Productions
Zero Dark Thirty,16, Annapurna Pictures
Inside Man,10, Universal Pictures
Magic Mike,10,Nick Wechsler Productions
White Chicks,12, Gone North Productions
Itâ€™s a Boy Girl Thing,23, Alliance Atlantis Motion Picture Production
Vicky Cristina Barcelona,24,The Weinstein Company
The Good Dinosaur,17,Walt Disney Pictures
The Secret of Moonacre,22, Spice Factory
Resident Evil: Extinction,25, Resident Evil Productions
Swimming Pool,13, Canal Plus
American Psycho,15,Lions Gate Films
Terminator 3: Rise of the Machines,34, Warner Bros.
Bee Movie,9, DreamWorks Animation
Joy Ride,8, LivePlanet
Chappie,7, Media Rights Capital
Parental Guidance,17,20th Century Fox
Blade II,8, Amen Ra Films
Crash,5,Blackfriars Bridge Films
Contagion,9, Participant Media
Night at the Museum: Battle of the Smithsonian,46, 1492 Pictures
Water for Elephants,19, Fox 2000 Pictures
Red Planet,10, Warner Bros.
Cinderella,10, Genre Films
16 Blocks,9, Cheyenne Enterprises
The Devil Wears Prada,21, Major Studio Partners
"I, Frankenstein",15,Lakeshore Entertainment
Hardball,8, Nides/McCormick Productions
Alexander,9, Warner Bros.
Post Grad,9, Cold Spring Pictures
47 Ronin,8, Moving Picture Company (MPC)
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59,Walt Disney Pictures
Red Eye,7, Craven-Maddalena Films
I Could Never Be Your Woman,27, I Could Never Ltd.
Divergent,9,Summit Entertainment
Ninja Assassin,14, Dark Castle Entertainment
R.I.P.D.,8,Universal Pictures
The Wedding Ringer,18, Screen Gems
A Beautiful Mind,16, Universal Pictures
Blue Crush,10,Imagine Entertainment
Ocean's Twelve,14, Warner Bros.
Moonrise Kingdom,16, American Empirical Pictures
The Mummy: Tomb of the Dragon Emperor,37, Alphaville Films
The Fourth Kind,15,Universal Pictures
The Core,8, Horsepower Films
Fantastic Four,14, Marv Films
King Kong,9, MFPV Film
Whisper,7,Universal Pictures
The Wolf of Wall Street,23, Sikelia Productions
Lone Survivor,13, Leverage Management
Soul Surfer,11, Brookwell-McNamara Entertainment
Green Zone,10,Universal Pictures
She's the Man,13, Lakeshore Entertainment
Taken 2,7, Grive Productions
The Iron Lady,13, Canal+
Case 39,7,Paramount Vantage
Lara Croft Tomb Raider: The Cradle of Life,42, British Broadcasting Corporation (BBC)
Unknown,7,Studio Babelsberg
Inglourious Basterds,20, Visiona Romantica
Street Kings,12, Emmett/Furla Films
Jumping the Broom,17, Sony Pictures Worldwide Acquisitions (SPWA)
Flyboys,7,Ingenious Film Partners
Along Came a Spider,19,Paramount Pictures
Eastern Promises,16, Astral Media
Terminator 3: Rise of the Machines,34, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
Blade: Trinity,14, Amen Ra Films
47 Ronin,8, Stuber Productions
Rumor Has It...,15, Warner Bros.
Chocolat,8, Fat Free
Horton Hears a Who!,19,Twentieth Century Fox Film Corporation
FearDotCom,10, DoRo Fiction Film
This Is Where I Leave You,25,Spring Creek Productions
A Christmas Carol,17, ImageMovers
Colombiana,10, Canal+
The Water Horse,15, Ecosse Films
Night at the Museum: Battle of the Smithsonian,46, Dune Entertainment
Stone,5, Mimran Schur Pictures
What If,7,Fastnet Films
Daddy's Home,12, Good Universe
Gods and Generals,17, Antietam Filmworks
Runaway Jury,12, Epsilon Motion Pictures
The Hateful Eight,17, FilmColony
Mission to Mars,15, Touchstone Pictures
Taken 2,7, EuropaCorp
Capote,6, Manitoba Film and Video Production Tax Credit
Yogi Bear,9, Warner Bros. Animation
Disconnect,10,Lionsgate
Knight and Day,14, Twentieth Century Fox Film Corporation
The Village,11,Scott Rudin Productions
Joy Ride,8, Bad Robot
Journey 2: The Mysterious Island,32, Walden Media
Leap Year,9, Spyglass Entertainment
The Call,8, Troika Pictures
Old School,10,DreamWorks SKG
Bad Company,11,Jerry Bruckheimer Films
The Rookie,10, Gran Via Productions
Frida,5, Lions Gate Films
Harry Potter and the Deathly Hallows: Part 2,44,Warner Bros.
Extract,7,Miramax Films
The Queen,9, PathÃ© Renn Productions
The Lake House,14, Sound for Film
The Thing,9,Universal Pictures
The Chronicles of Riddick,25, Primal Foe Productions
Shark Night,11,Incentive Filmed Entertainment
Beauty Shop,11,Metro-Goldwyn-Mayer (MGM)
Lockout,7, CinÃ©+
High Fidelity,13,Buena Vista
Invictus,8, Warner Bros.
All the King's Men,18, Phoenix Pictures
Into the Storm,14, Broken Road Productions
Jarhead,7,Universal Pictures
Red Dawn,8,Contrafilm
District 9,10, Key Creatives
Toy Story 3,11,Walt Disney Pictures
The Guardian,12, Touchstone Pictures
Men of Honor,12,Fox 2000 Pictures
Four Christmases,16, Wild West Picture Show Productions
The Wedding Ringer,18,Miramax Films
Love Happens,12, Relativity Media
The Adventures of Tintin,24, Amblin Entertainment
The Interpreter,15, Mirage Enterprises
Mission: Impossible - Rogue Nation,34,Paramount Pictures
Dreamcatcher,12, Castle Rock Entertainment
Predestination,14, Wolfhound Pictures
The Invasion,12,Village Roadshow Pictures
Leap Year,9, Birnbaum/Barber
Blood Diamond,13,Bedford Falls Productions
Invictus,8, Mace Neufeld Productions
Rambo,5, Emmett/Furla Films
Bandslam,8,Summit Entertainment
Jay and Silent Bob Strike Back,30, Miramax
The Grudge 2,12, Ghost House Pictures
Walk the Line,13, Fox 2000 Pictures
Step Up 2: The Streets,22,Summit Entertainment
Beverly Hills Chihuahua,23,Walt Disney Pictures
Eye in the Sky,14,Entertainment One
The Game Plan,13,Walt Disney Pictures
X-Men: The Last Stand,21,20th Century Fox
Hoodwinked!,11, Kanbar Entertainment
Mulholland Drive,16, Canal+
The Happening,13, UTV Motion Pictures
Gosford Park,12,USA Films
Skyline,7, Relativity Media
Crazy Heart,11,Fox Searchlight Pictures
The Curious Case of Benjamin Button,35, The
Skyfall,7,Columbia Pictures
Trapped,7,Senator Film Produktion
Let's Be Cops,13, WideAwake
Elysium,7, QED International
Rocky Balboa,12,Columbia Pictures
Assault on Precinct 13,22,Rogue Pictures
The Judge,9, Warner Bros.
Robots,6, Twentieth Century Fox Animation
Hide and Seek,13, MBC Beteiligungs Filmproduktion
The Twilight Saga: New Moon,27, Temple Hill Entertainment
The Lake House,14, Warner Bros.
Machine Gun Preacher,20,Mpower Pictures
Bruce Almighty,14,Universal Pictures
The Invention of Lying,22, Lin Pictures
The Rite,8, Contrafilm
Thor,4,Marvel Studios
What Just Happened,18, Linson Entertainment
Daybreakers,11, Pacific Film and Television Commission
Chicken Run,11, PathÃ©
Blade: Trinity,14,New Line Cinema
The Tourist,11, StudioCanal
Now You See Me,14, K/O Paper Products
The Legend of Bagger Vance,26,DreamWorks SKG
Friday After Next,17,New Line Cinema
Bridge of Spies,15, Studio Babelsberg
The Debt,8, Pioneer Pictures
Lo imposible,12, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
Muppets Most Wanted,19, Disney
The Wolf of Wall Street,23, Red Granite Pictures
Dylan Dog: Dead of Night,24,Hyde Park Films
Along Came a Spider,19, Phase 1 Productions
She's Out of My League,22,DreamWorks SKG
The Invention of Lying,22,Media Rights Capital
Transporter 3,13, TF1 Films Production
Love Happens,12, Camp / Thompson Pictures
Frailty,7,Cinerenta Medienbeteiligungs KG
Wall Street: Money Never Sleeps,31,Twentieth Century Fox Film Corporation
Contagion,9, Imagenation Abu Dhabi FZ
Hannibal,8,Universal Pictures
God's Not Dead,14,Pure Flix Entertainment
Drag Me to Hell,15, Curse Productions
Turbo,5,DreamWorks Animation
Unfinished Business,19, Regency Enterprises
All About Steve,15, Fortis Films
Corpse Bride,12,Tim Burton Animation Company
Percy Jackson & the Olympians: The Lightning Thief,50, Fox 2000 Pictures
Cosmopolis,10, Alfama Films
Gothika,7, Dark Castle Entertainment
Charlie and the Chocolate Factory,33,Village Roadshow Pictures
Driven,6, Trackform Film Productions
An Unfinished Life,18, Revolution Studios
Maze Runner: The Scorch Trials,30, TSG Entertainment
Hitman: Agent 47,16, Fox International Productions
We Were Soldiers,16, Wheelhouse Entertainment
"Monsters, Inc.",14,Walt Disney Pictures
World War Z,11, Apparatus Productions
The Mexican,11, Newmarket Capital Group
The Core,8, Core Productions
Confessions of a Dangerous Mind,31, Mad Chance
Chef,4, Aldamisa Entertainment
Percy Jackson & the Olympians: The Lightning Thief,50,Ingenious Film Partners
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Mutant Chronicles,17, Edward R. Pressman Film
Straight Outta Compton,22, Cube Vision
White Chicks,12,Columbia Pictures
The Cell,8,New Line Cinema
Alice in Wonderland,19,Walt Disney Pictures
Drive Angry,11, Millennium Films
Akeelah and the Bee,19, 2929 Productions
300: Rise of an Empire,22, Atmosphere Entertainment MM
The Last Airbender,18, The
The Frozen Ground,17, Paradox Entertainment
The Fountain,12, Protozoa Pictures
Underworld: Awakening,21, Screen Gems
The Big Year,12, Deuce Three Productions
Blade: Trinity,14, Marvel Enterprises
Lord of War,11, Ascendant Pictures
Rebound,7,Twentieth Century Fox Film Corporation
Contagion,9, Warner Bros.
Couples Retreat,15, Stuber Productions
Star Trek,9,Paramount Pictures
The Haunted Mansion,19, Doom Buggy Productions
Bridesmaids,11, Apatow Productions
Under the Skin,14, Nick Wechsler Productions
The Jungle Book 2,17,Walt Disney Pictures
Hellboy II: The Golden Army,27, Mid Atlantic Films
Avatar,6, Dune Entertainment
Inception,9, Syncopy
Bewitched,9, Red Wagon Entertainment
Gothika,7,Columbia Pictures Corporation
The Words,9,Serenade Films
Hall Pass,9,New Line Cinema
Looney Tunes: Back in Action,28, Warner Bros. Animation
Perfume: The Story of a Murderer,32,Davis-Films
The Railway Man,15, Pictures in Paradise
Atonement,9, Studio Canal
Southpaw,8, Riche-Ludwig Productions
Righteous Kill,14, Millennium Films
Water for Elephants,19, Big Screen Productions
Eye in the Sky,14, Moonlighting Films
Transformers,12, Amblin Entertainment
The Time Machine,16,DreamWorks SKG
Why Did I Get Married Too?,26,Lions Gate Films
The Love Guru,13,Paramount Pictures
Horton Hears a Who!,19, Blue Sky Studios
Inglourious Basterds,20,Universal Pictures
Soul Surfer,11, Affirm Films
We Own the Night,16, Industry Entertainment
Trainwreck,10,Universal Pictures
Jeepers Creepers 2,18,United Artists
This Is 40,10,Apatow Productions
Warm Bodies,11,Summit Entertainment
Predestination,14, Blacklab Entertainment
Concussion,10, LStar Capital
Traffic,7, The
Salt,4, Di Bonaventura Pictures
In Bruges,9,Blueprint Pictures
Morning Glory,13,Bad Robot
Horton Hears a Who!,19, Twentieth Century Fox Animation
Funny Games,11, Kinematograf Wien
Ender's Game,12, Digital Domain
Footloose,9,Spyglass Entertainment
I Now Pronounce You Chuck & Larry,33, Happy Madison Productions
Cast Away,9, Twentieth Century Fox Film Corporation
Superbad,8, Apatow Productions
I Think I Love My Wife,22,Fox Searchlight Pictures
Dallas Buyers Club,18, Truth Entertainment
Nanny McPhee,12, Metro-Goldwyn-Mayer (MGM)
Friday the 13th,15,New Line Cinema
The Last Samurai,16, Warner Bros.
Aquamarine,10, Storefront Pictures
Larry Crowne,12, Playtone Productions
Elizabeth: The Golden Age,25, StudioCanal
Funny People,12, Happy Madison Productions
Man on Fire,11, Scott Free Productions
Max Keeble's Big Move,21, Karz Entertainment
Apocalypto,10, Icon Entertainment International
Let Me In,9, Exclusive Media Group
Mamma Mia!,10, Playtone
San Andreas,11, Flynn Picture Company
Oculus,6,Intrepid Pictures
United 93,9, StudioCanal
The Monuments Men,17,Columbia Pictures
The Heat,8, Ingenious Media
Confessions of a Dangerous Mind,31,Miramax Films
Shrek 2,7, Pacific Data Images (PDI)
My Life in Ruins,16, 26 Films
The Bourne Legacy,17, Relativity Media
The Taking of Pelham 1 2 3,26,Columbia Pictures
Eastern Promises,16, Serendipity Point Films
Big Momma's House,17, Regency Enterprises
The Dilemma,11, Universal Pictures
Mission to Mars,15, The Jacobson Company
The Good Shepherd,17, Morgan Creek Productions
Godsend,7, Artists Production Group (APG)
The Railway Man,15,Archer Street Productions
My Big Fat Greek Wedding,24, Playtone Productions
Big Fish,8, Jinks/Cohen Company
Signs,5, Blinding Edge Pictures
Valentine's Day,15, Rice Films
Red Dragon,10, Metro-Goldwyn-Mayer (MGM)
A Perfect Getaway,17,Davis Entertainment
Fast & Furious,14, Relativity Media
Spy Game,8, Toho-Towa
Gladiator,9, Mill Film
St. Vincent,11, Goldenlight Films
Meet the Robinsons,18,Walt Disney Pictures
Planet of the Apes,18, The
Evan Almighty,13, Universal Pictures
Trumbo,6, ShivHans Pictures
The Rover,9, FilmNation Entertainment
Friday Night Lights,19, Friday Night Lights LLC
Les MisÃ©rables,15,Universal Pictures
The Forbidden Kingdom,21, Huayi Brothers
Lucy,4, EuropaCorp
Vicky Cristina Barcelona,24, TelevisiÃ³ de Catalunya (TV3)
Dark Water,10, Pandemonium Productions
Fury,4, Crave Films
Pathfinder,10, Dune Entertainment
TRON: Legacy,12, Revolution Sun Studios
Shanghai Knights,16,Spyglass Entertainment
Paul Blart: Mall Cop 2,22, Sony Pictures Home Entertainment
9,1, Starz Animation
Don't Be Afraid of the Dark,27, Tequila Gang
The Girl with the Dragon Tattoo,31, Yellow Bird
The Pursuit of Happyness,24, Relativity Media
Vantage Point,13, Relativity Media
Indiana Jones and the Kingdom of the Crystal Skull,50,Lucasfilm
Shrek the Third,15,DreamWorks Animation
Billy Elliot,12, StudioCanal
Gravity,7, Esperanto Filmoj
