Index,date,group,quantity,unit_cogs
8694,2018-01-06,GENERAL_ITEMS,1,15.34
14514,2018-01-10,GROATS_RICE_PASTA,5,1.85
12632,2018-01-04,GENERAL_FOOD,9.28,10.6012931034483
5049,2018-01-03,CIGARETTES,1,9.86
12997,2018-01-06,GENERAL_FOOD,5,0.64
7983,2018-01-09,DAIRY_CHESSE,15,3.02
20876,2018-01-11,SWEETS,2,1.55
17781,2018-01-10,GENERAL_ITEMS,4,2.13
13904,2018-01-12,GENERAL_FOOD,2,2.36
19999,2018-01-07,SWEETS,2,7.32
10839,2018-01-02,POULTRY,9,1.6266666666666698
19913,2018-01-07,SWEETS,7,1.36
219,2018-01-02,ALCOHOL,1,2.53
6746,2018-01-02,DAIRY_CHESSE,5,2.3
5659,2018-01-12,CIGARETTES,31,9.09645161290323
10817,2018-01-01,POULTRY,0.7,12.142857142857098
12524,2018-01-03,GENERAL_FOOD,4,2.89
18999,2018-01-02,SWEETS,4,0.63
9075,2018-01-03,DRINK_JUICE,12,1.2
792,2018-01-09,ALCOHOL,35,2.67028571428571
18173,2018-01-03,SPICES,2,1.38
8591,2018-01-12,DAIRY_CHESSE,44,0.966363636363636
21950,2018-01-08,VEGETABLES,1,2.6
19893,2018-01-07,SWEETS,1,2.62
11881,2018-01-10,GENERAL,1,1.17
20190,2018-01-08,SWEETS,5,2.47
22505,2018-01-05,ALCOHOL,105,3.06771428571429
13680,2018-01-10,GENERAL_FOOD,3,1.26
5668,2018-01-12,CIGARETTES,35,9.944
10122,2018-01-08,DRINK_JUICE,123,1.23439024390244
15335,2018-01-06,ICE_CREAMS_FROZEN,6,1.09
4037,2018-01-01,CHEWING_GUM_LOLIPOPS,2,2.68
8601,2018-01-12,DAIRY_CHESSE,24,1.5
18609,2018-01-10,SPICES,6,0.89
3827,2018-01-12,CHEMISTRY,2,7.75
12592,2018-01-04,GENERAL_FOOD,5,2.95
3967,2018-01-12,CHEMISTRY,1,3.49
21670,2018-01-05,VEGETABLES,1,3.47
2926,2018-01-07,CHEMISTRY,1,8.16
20414,2018-01-09,SWEETS,1,0.45
19936,2018-01-07,SWEETS,1,1.32
7682,2018-01-07,DAIRY_CHESSE,7.27,15.496561210453901
8125,2018-01-09,DAIRY_CHESSE,87,1.41298850574713
10982,2018-01-07,POULTRY,3,2.21
12432,2018-01-03,GENERAL_FOOD,2,3.0
15529,2018-01-07,ICE_CREAMS_FROZEN,2,2.46
16105,2018-01-02,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.73
14261,2018-01-05,GROATS_RICE_PASTA,4,1.09
1639,2018-01-06,POULTRY,3,4.0
11161,2018-01-01,GENERAL,21,0.96
3090,2018-01-08,CHEMISTRY,5,3.39
17558,2018-01-02,GENERAL_ITEMS,8,1.2
18332,2018-01-06,SPICES,16,0.48
17469,2018-01-09,OCCASIONAL,2,2.22
10780,2018-01-09,POULTRY,45,2.28
7437,2018-01-06,DAIRY_CHESSE,4,1.87
19335,2018-01-04,SWEETS,5,2.34
5824,2018-01-03,COFFEE TEA,4,3.28
6410,2018-01-01,DAIRY_CHESSE,27,1.23777777777778
18579,2018-01-09,SPICES,2,0.99
5994,2018-01-08,COFFEE TEA,1,2.96
14254,2018-01-05,GROATS_RICE_PASTA,2,1.52
19705,2018-01-06,SWEETS,1,1.86
6213,2018-01-03,COOKIES_BULK,2.56,13.40234375
21117,2018-01-03,TABLETS,1,5.86
18349,2018-01-06,SPICES,5,0.7
12122,2018-01-01,GENERAL_FOOD,2,2.9
1748,2018-01-10,POULTRY,1,3.69
13355,2018-01-08,GENERAL_FOOD,1,1.08
2438,2018-01-05,CHEMISTRY,7,0.87
4222,2018-01-08,CHEWING_GUM_LOLIPOPS,36,0.53
8166,2018-01-10,DAIRY_CHESSE,3,1.18
8469,2018-01-11,DAIRY_CHESSE,17,2.51588235294118
23146,2018-01-11,ALCOHOL,3,6.01
8697,2018-01-06,GENERAL_ITEMS,5,2.72
8867,2018-01-02,DRINK_JUICE,1,1.35
960,2018-01-12,ALCOHOL,1,3.02
10453,2018-01-10,DRINK_JUICE,10,0.8959999999999999
10708,2018-01-12,DRINK_JUICE,3,2.89
1324,2018-01-08,BREAD,32,2.19
14333,2018-01-07,GROATS_RICE_PASTA,13,0.67
13016,2018-01-06,GENERAL_FOOD,18,1.18
1199,2018-01-05,BREAD,32,2.4
23004,2018-01-06,ALCOHOL,4,2.4
2287,2018-01-03,CHEMISTRY,33,0.19333333333333305
2575,2018-01-05,CHEMISTRY,8,0.69
14232,2018-01-04,GROATS_RICE_PASTA,1,2.28
11399,2018-01-04,GENERAL,1,5.29
9897,2018-01-07,DRINK_JUICE,9,1.21
18555,2018-01-09,SPICES,2,1.56
6422,2018-01-01,DAIRY_CHESSE,1,2.76
10766,2018-01-02,POULTRY,43,2.9404651162790696
2853,2018-01-07,CHEMISTRY,1,2.99
15053,2018-01-04,ICE_CREAMS_FROZEN,2,0.02
22453,2018-01-04,ALCOHOL,4,2.95
22957,2018-01-03,ALCOHOL,1,13.01
3322,2018-01-09,CHEMISTRY,111,0.36
5348,2018-01-07,CIGARETTES,4,9.86
11783,2018-01-09,GENERAL,1,2.62
12797,2018-01-05,GENERAL_FOOD,2,1.53
12343,2018-01-02,GENERAL_FOOD,2,2.13
9176,2018-01-04,DRINK_JUICE,15,1.21
3829,2018-01-12,CHEMISTRY,5,4.89
9639,2018-01-06,DRINK_JUICE,9,1.68
3242,2018-01-09,CHEMISTRY,4,3.79
22441,2018-01-03,ALCOHOL,8,5.66
7074,2018-01-04,DAIRY_CHESSE,24,1.93
16058,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,6.01
6740,2018-01-02,DAIRY_CHESSE,30,1.39
21066,2018-01-12,SWEETS,2,1.86
14823,2018-01-03,ICE_CREAMS_FROZEN,2,2.41
17913,2018-01-06,GENERAL_ITEMS,2,1.76
13295,2018-01-08,GENERAL_FOOD,6,1.5766666666666698
18608,2018-01-10,SPICES,20,0.778
6093,2018-01-11,COFFEE TEA,1,7.86
17025,2018-01-04,POULTRY,0.91,16.5274725274725
16972,2018-01-02,POULTRY,0.7,29.957142857142898
15079,2018-01-05,ICE_CREAMS_FROZEN,1,1.44
17979,2018-01-11,GENERAL_ITEMS,2,2.2
15138,2018-01-05,ICE_CREAMS_FROZEN,17,1.91058823529412
6134,2018-01-12,COFFEE TEA,5,2.24
5118,2018-01-04,CIGARETTES,51,9.976470588235287
10176,2018-01-09,DRINK_JUICE,1,3.28
16400,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.71
17946,2018-01-09,GENERAL_ITEMS,3,2.2
13546,2018-01-10,GENERAL_FOOD,33,3.57
658,2018-01-08,ALCOHOL,15,2.3280000000000003
11027,2018-01-09,POULTRY,2,2.55
400,2018-01-05,ALCOHOL,2,2.43
8803,2018-01-01,DRINK_JUICE,1,1.95
21643,2018-01-05,VEGETABLES,65,1.61846153846154
10952,2018-01-06,POULTRY,2,1.79
7735,2018-01-08,DAIRY_CHESSE,3,0.99
22721,2018-01-09,ALCOHOL,132,3.18409090909091
6841,2018-01-03,DAIRY_CHESSE,3,3.94
2553,2018-01-05,CHEMISTRY,1,5.39
20464,2018-01-09,SWEETS,23,0.64
9523,2018-01-05,DRINK_JUICE,17,1.87
10727,2018-01-12,DRINK_JUICE,16,0.79
15713,2018-01-09,ICE_CREAMS_FROZEN,2,2.33
14976,2018-01-04,ICE_CREAMS_FROZEN,11,1.38
6244,2018-01-05,COOKIES_BULK,1.37,12.788321167883199
3543,2018-01-10,CHEMISTRY,1,7.39
8223,2018-01-10,DAIRY_CHESSE,2,1.59
7654,2018-01-07,DAIRY_CHESSE,80,1.95
6183,2018-01-01,COOKIES_BULK,0.79,14.556962025316501
21767,2018-01-06,VEGETABLES,765.66,0.604968262675339
13226,2018-01-08,GENERAL_FOOD,5,2.59
9810,2018-01-07,DRINK_JUICE,9,2.03
21433,2018-01-02,VEGETABLES,6,2.56
1203,2018-01-05,BREAD,110.55,2.8
4364,2018-01-01,CHIPS_FLAKES,2,2.97
17161,2018-01-07,POULTRY,1.52,20.9605263157895
12618,2018-01-04,GENERAL_FOOD,5,1.87
15424,2018-01-07,ICE_CREAMS_FROZEN,17,1.33
2889,2018-01-07,CHEMISTRY,3,1.19
11105,2018-01-11,POULTRY,1,1.94
10270,2018-01-09,DRINK_JUICE,79,1.1046835443038
16248,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,22,2.3
20603,2018-01-10,SWEETS,3,1.2
15664,2018-01-08,ICE_CREAMS_FROZEN,2,6.12
1577,2018-01-04,POULTRY,8,3.43
10029,2018-01-08,DRINK_JUICE,19,2.4
12305,2018-01-02,GENERAL_FOOD,6,2.13
222,2018-01-02,ALCOHOL,2,2.7
18576,2018-01-09,SPICES,3,1.05
21699,2018-01-06,VEGETABLES,1,1.38
615,2018-01-07,ALCOHOL,14,1.97
1228,2018-01-06,BREAD,3,1.35
17953,2018-01-10,GENERAL_ITEMS,2,2.55
12211,2018-01-01,GENERAL_FOOD,4,2.13
11798,2018-01-09,GENERAL,22,0.82
23151,2018-01-11,ALCOHOL,1,7.6
12882,2018-01-06,GENERAL_FOOD,61,1.48
22879,2018-01-12,ALCOHOL,1,31.51
5189,2018-01-05,CIGARETTES,4,9.86
7270,2018-01-05,DAIRY_CHESSE,2,2.19
13297,2018-01-08,GENERAL_FOOD,5,2.25
18991,2018-01-02,SWEETS,2,1.05
9877,2018-01-07,DRINK_JUICE,28,0.9278571428571428
13199,2018-01-08,GENERAL_FOOD,6,1.01
8956,2018-01-02,DRINK_JUICE,5,4.03
14493,2018-01-09,GROATS_RICE_PASTA,6,2.23
9168,2018-01-04,DRINK_JUICE,6,1.83
15032,2018-01-04,ICE_CREAMS_FROZEN,3,3.19
14953,2018-01-04,ICE_CREAMS_FROZEN,11,0.49
21212,2018-01-07,TABLETS,1,3.05
5865,2018-01-05,COFFEE TEA,2,2.39
22778,2018-01-10,ALCOHOL,24,13.719583333333302
4431,2018-01-03,CHIPS_FLAKES,1,2.34
1958,2018-01-01,CHEMISTRY,14,0.12
21206,2018-01-07,TABLETS,5,5.91
18342,2018-01-06,SPICES,7,0.65
22660,2018-01-08,ALCOHOL,27,4.16814814814815
12005,2018-01-12,GENERAL,13,1.48
14262,2018-01-05,GROATS_RICE_PASTA,6,1.09
8496,2018-01-11,DAIRY_CHESSE,12,1.37
18341,2018-01-06,SPICES,7,0.91
14064,2018-01-01,GROATS_RICE_PASTA,5,2.02
1412,2018-01-11,BREAD,2657,0.5628076778321421
13066,2018-01-07,GENERAL_FOOD,14,0.39
11403,2018-01-04,GENERAL,9,3.17
16193,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,13.48
21130,2018-01-04,TABLETS,2,3.8
5260,2018-01-06,CIGARETTES,6,10.1
9412,2018-01-05,DRINK_JUICE,10,2.53
13539,2018-01-10,GENERAL_FOOD,7,2.80428571428571
17901,2018-01-05,GENERAL_ITEMS,1,2.73
22665,2018-01-08,ALCOHOL,1,14.27
18902,2018-01-01,SWEETS,1,2.04
7143,2018-01-04,DAIRY_CHESSE,2,1.73
11311,2018-01-02,GENERAL,2,2.29
5025,2018-01-03,CIGARETTES,17,9.78
21661,2018-01-05,VEGETABLES,12.17,4.15776499589154
12249,2018-01-02,GENERAL_FOOD,7,0.55
358,2018-01-04,ALCOHOL,4,2.46
2809,2018-01-07,CHEMISTRY,2,2.94
18297,2018-01-05,SPICES,2,1.38
20470,2018-01-09,SWEETS,1,1.88
14735,2018-01-02,ICE_CREAMS_FROZEN,2,3.18
6158,2018-01-12,COFFEE TEA,2,8.73
14523,2018-01-10,GROATS_RICE_PASTA,20,2.32
7316,2018-01-05,DAIRY_CHESSE,9,3.37
17720,2018-01-09,GENERAL_ITEMS,4,2.0
15609,2018-01-08,ICE_CREAMS_FROZEN,203,0.47
16477,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,5,3.0
6115,2018-01-11,COFFEE TEA,1,7.69
3541,2018-01-10,CHEMISTRY,3,0.55
15811,2018-01-10,ICE_CREAMS_FROZEN,1,3.92
7607,2018-01-07,DAIRY_CHESSE,16,3.47
18212,2018-01-04,SPICES,2,0.64
9615,2018-01-06,DRINK_JUICE,7,0.99
22308,2018-01-01,ALCOHOL,38,6.49526315789474
10090,2018-01-08,DRINK_JUICE,11,0.61
4128,2018-01-05,CHEWING_GUM_LOLIPOPS,7,1.35
13879,2018-01-12,GENERAL_FOOD,9,0.83
12911,2018-01-06,GENERAL_FOOD,7,3.33
22711,2018-01-09,ALCOHOL,3,8.07
16357,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,2.34
14653,2018-01-12,GROATS_RICE_PASTA,10,1.2
16676,2018-01-10,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,79,0.8582278481012661
12422,2018-01-03,GENERAL_FOOD,1,2.78
6936,2018-01-03,DAIRY_CHESSE,1.11,10.5675675675676
16388,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,2.72
17370,2018-01-02,OCCASIONAL,1,1.16
1708,2018-01-09,POULTRY,2,0.86
12553,2018-01-03,GENERAL_FOOD,4,3.62
14021,2018-01-12,GENERAL_FOOD,1,3.2
17527,2018-01-12,OCCASIONAL,125,0.1212
99,2018-01-12,GENERAL_ITEMS,1,2.15
14602,2018-01-11,GROATS_RICE_PASTA,2,1.83
7946,2018-01-09,DAIRY_CHESSE,4,3.05
17836,2018-01-01,GENERAL_ITEMS,2,3.15
13830,2018-01-11,GENERAL_FOOD,57,1.03105263157895
3287,2018-01-09,CHEMISTRY,12,4.345
17762,2018-01-08,GENERAL_ITEMS,3,3.43
13610,2018-01-10,GENERAL_FOOD,65,1.13
9421,2018-01-05,DRINK_JUICE,5,0.86
8514,2018-01-11,DAIRY_CHESSE,2,1.19
8280,2018-01-10,DAIRY_CHESSE,4,2.9525
12087,2018-01-01,GENERAL_FOOD,3,1.09
6660,2018-01-02,DAIRY_CHESSE,3,1.5
16892,2018-01-06,GENERAL_ITEMS,5,2.96
12717,2018-01-05,GENERAL_FOOD,3,0.37
14943,2018-01-04,ICE_CREAMS_FROZEN,5,1.0
19584,2018-01-05,SWEETS,22,0.77
21899,2018-01-08,VEGETABLES,2.09,3.4593301435406696
550,2018-01-07,ALCOHOL,2,3.05
11730,2018-01-08,GENERAL,1,3.17
8156,2018-01-10,DAIRY_CHESSE,3,2.12
7427,2018-01-06,DAIRY_CHESSE,2,1.65
20843,2018-01-11,SWEETS,1,1.74
14704,2018-01-01,ICE_CREAMS_FROZEN,3,4.44
90,2018-01-12,GENERAL_ITEMS,2,6.75
12226,2018-01-02,GENERAL_FOOD,1,1.41
6236,2018-01-05,COOKIES_BULK,2,3.88
16801,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,2.3
13584,2018-01-10,GENERAL_FOOD,9,1.68
10509,2018-01-11,DRINK_JUICE,2,1.4
16188,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,9,2.92888888888889
561,2018-01-07,ALCOHOL,10,4.06
10938,2018-01-06,POULTRY,0.56,6.357142857142861
4158,2018-01-05,CHEWING_GUM_LOLIPOPS,1,0.84
3143,2018-01-08,CHEMISTRY,1,3.58
21097,2018-01-02,TABLETS,1,6.25
7703,2018-01-07,DAIRY_CHESSE,13,1.49
16512,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,5,3.63
7424,2018-01-06,DAIRY_CHESSE,3,1.79
21445,2018-01-02,VEGETABLES,425.37,0.398688200860427
17924,2018-01-08,GENERAL_ITEMS,1,2.55
12637,2018-01-04,GENERAL_FOOD,5,4.19
14730,2018-01-02,ICE_CREAMS_FROZEN,10,1.99
2203,2018-01-03,CHEMISTRY,1,2.59
21611,2018-01-04,VEGETABLES,5,3.2
16648,2018-01-10,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,3.34
23141,2018-01-11,ALCOHOL,1,13.94
308,2018-01-04,ALCOHOL,20,1.82
22594,2018-01-06,ALCOHOL,1,24.62
7658,2018-01-07,DAIRY_CHESSE,4,4.05
19785,2018-01-06,SWEETS,45,0.68
10671,2018-01-12,DRINK_JUICE,5,1.38
9427,2018-01-05,DRINK_JUICE,16,1.12
15803,2018-01-10,ICE_CREAMS_FROZEN,2,3.79
7493,2018-01-06,DAIRY_CHESSE,8,1.36
10043,2018-01-08,DRINK_JUICE,36,1.435
10064,2018-01-08,DRINK_JUICE,2,1.46
12945,2018-01-06,GENERAL_FOOD,5,1.45
7037,2018-01-04,DAIRY_CHESSE,8,1.64
22232,2018-01-12,VEGETABLES,42.43,5.5776573179354205
13062,2018-01-07,GENERAL_FOOD,2,1.12
14248,2018-01-05,GROATS_RICE_PASTA,2,1.93
4609,2018-01-06,CHIPS_FLAKES,9,1.96
24,2018-01-03,GENERAL_ITEMS,2,3.71
4916,2018-01-02,CIGARETTES,17,0.57
18981,2018-01-02,SWEETS,2,1.35
1844,2018-01-12,POULTRY,3,1.0
16581,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,9,1.85
9436,2018-01-05,DRINK_JUICE,14,1.43
2115,2018-01-02,CHEMISTRY,1,1.46
11411,2018-01-04,GENERAL,4,1.86
11527,2018-01-06,GENERAL,10,1.02
14211,2018-01-04,GROATS_RICE_PASTA,3,3.98
14853,2018-01-03,ICE_CREAMS_FROZEN,11,1.35
6818,2018-01-03,DAIRY_CHESSE,42,2.1114285714285703
4031,2018-01-01,CHEWING_GUM_LOLIPOPS,1,5.05
19319,2018-01-04,SWEETS,6,1.57
8298,2018-01-10,DAIRY_CHESSE,6,2.03
16486,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.51
6622,2018-01-02,DAIRY_CHESSE,8,3.54
12487,2018-01-03,GENERAL_FOOD,7,1.45
8358,2018-01-11,DAIRY_CHESSE,3,0.98
12818,2018-01-05,GENERAL_FOOD,1,2.39
17689,2018-01-11,GENERAL_ITEMS,2,6.24
3595,2018-01-11,CHEMISTRY,1,4.39
14397,2018-01-08,GROATS_RICE_PASTA,5,1.93
23142,2018-01-11,ALCOHOL,2,12.99
3719,2018-01-11,CHEMISTRY,1,1.85
4478,2018-01-04,CHIPS_FLAKES,4,2.77
12750,2018-01-05,GENERAL_FOOD,4,0.92
19017,2018-01-02,SWEETS,2,1.54
19494,2018-01-05,SWEETS,1,2.12
9270,2018-01-04,DRINK_JUICE,3,5.35
2475,2018-01-05,CHEMISTRY,2,4.79
1620,2018-01-05,POULTRY,2,1.74
22090,2018-01-10,VEGETABLES,5.74,2.8885017421602797
19650,2018-01-06,SWEETS,2,7.99
16890,2018-01-06,GENERAL_ITEMS,3,1.5566666666666698
4518,2018-01-05,CHIPS_FLAKES,5,1.24
20323,2018-01-09,SWEETS,4,4.28
2597,2018-01-05,CHEMISTRY,10,1.21
5179,2018-01-05,CIGARETTES,20,9.85
11052,2018-01-09,POULTRY,4,1.99
7171,2018-01-05,DAIRY_CHESSE,3,1.32
17825,2018-01-11,GENERAL_ITEMS,60,3.87
4864,2018-01-01,CIGARETTES,3,11.84
3084,2018-01-08,CHEMISTRY,1,2.19
8326,2018-01-10,DAIRY_CHESSE,1,3.0
3784,2018-01-11,CHEMISTRY,2,0.87
20798,2018-01-11,SWEETS,2,0.65
6498,2018-01-01,DAIRY_CHESSE,31,1.01
16492,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,14,2.37714285714286
13405,2018-01-09,GENERAL_FOOD,7,3.71
6551,2018-01-01,DAIRY_CHESSE,14,1.5185714285714298
18368,2018-01-06,SPICES,2,1.38
21536,2018-01-03,VEGETABLES,3,2.55
4342,2018-01-01,CHIPS_FLAKES,1,1.34
4873,2018-01-01,CIGARETTES,89,10.7615730337079
10376,2018-01-10,DRINK_JUICE,1,1.59
21290,2018-01-11,TABLETS,4,2.78
5168,2018-01-05,CIGARETTES,20,12.56
11784,2018-01-09,GENERAL,10,0.85
1305,2018-01-08,BREAD,220,0.62
8062,2018-01-09,DAIRY_CHESSE,3,2.31
19674,2018-01-06,SWEETS,3,7.43
6425,2018-01-01,DAIRY_CHESSE,14,1.155
7910,2018-01-08,DAIRY_CHESSE,2,2.92
21246,2018-01-09,TABLETS,1,5.37
2292,2018-01-03,CHEMISTRY,1,4.76
23170,2018-01-12,ALCOHOL,1,3.25
19592,2018-01-05,SWEETS,24,0.455
659,2018-01-08,ALCOHOL,13,2.19
19952,2018-01-07,SWEETS,1,0.51
21400,2018-01-02,VEGETABLES,2,3.52
5795,2018-01-03,COFFEE TEA,2,1.11
3952,2018-01-12,CHEMISTRY,1,3.99
7733,2018-01-08,DAIRY_CHESSE,4,2.68
5993,2018-01-08,COFFEE TEA,1,14.63
904,2018-01-11,ALCOHOL,2,2.04
20466,2018-01-09,SWEETS,13,2.35
7153,2018-01-04,DAIRY_CHESSE,3,1.33
12900,2018-01-06,GENERAL_FOOD,20,0.4
4495,2018-01-04,CHIPS_FLAKES,11,3.28
15409,2018-01-07,ICE_CREAMS_FROZEN,8,8.08
12929,2018-01-06,GENERAL_FOOD,11,1.83
7608,2018-01-07,DAIRY_CHESSE,88,1.49
9949,2018-01-08,DRINK_JUICE,18,1.27777777777778
10217,2018-01-09,DRINK_JUICE,26,0.45
961,2018-01-12,ALCOHOL,2,3.36
12774,2018-01-05,GENERAL_FOOD,1,2.57
12870,2018-01-06,GENERAL_FOOD,5,3.09
20657,2018-01-10,SWEETS,38,0.53
1556,2018-01-03,POULTRY,5,2.25
1860,2018-01-01,CHEMISTRY,2,3.11
23028,2018-01-07,ALCOHOL,1,6.8
19802,2018-01-06,SWEETS,14,0.64
17678,2018-01-11,GENERAL_ITEMS,29,2.27172413793103
16132,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.83
3867,2018-01-12,CHEMISTRY,4,4.08
19273,2018-01-03,SWEETS,2,9.59
2672,2018-01-06,CHEMISTRY,1,3.99
8419,2018-01-11,DAIRY_CHESSE,18,1.11
7383,2018-01-06,DAIRY_CHESSE,2,2.99
2702,2018-01-06,CHEMISTRY,2,2.25
20357,2018-01-09,SWEETS,6,1.48
11566,2018-01-06,GENERAL,1,2.02
2497,2018-01-05,CHEMISTRY,7,3.99
506,2018-01-06,ALCOHOL,10,1.78
11531,2018-01-06,GENERAL,1,4.69
22509,2018-01-05,ALCOHOL,20,6.377999999999999
11402,2018-01-04,GENERAL,1,2.02
13093,2018-01-07,GENERAL_FOOD,3,4.95
3772,2018-01-11,CHEMISTRY,2,0.62
5758,2018-01-02,COFFEE TEA,4,1.11
20990,2018-01-12,SWEETS,23,0.56
7647,2018-01-07,DAIRY_CHESSE,2,2.0
15197,2018-01-05,ICE_CREAMS_FROZEN,2,4.13
6741,2018-01-02,DAIRY_CHESSE,5,1.68
16596,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.335
1309,2018-01-08,BREAD,48.5,4.0
19544,2018-01-05,SWEETS,1,1.78
5216,2018-01-06,CIGARETTES,1,5.05
16144,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,1.86
4375,2018-01-01,CHIPS_FLAKES,5,2.4
11387,2018-01-04,GENERAL,1,3.27
2861,2018-01-07,CHEMISTRY,2,0.8
20399,2018-01-09,SWEETS,5,2.63
3935,2018-01-12,CHEMISTRY,2,8.12
14437,2018-01-09,GROATS_RICE_PASTA,2,4.32
23178,2018-01-12,ALCOHOL,1,2.89
20681,2018-01-10,SWEETS,1,1.88
13465,2018-01-09,GENERAL_FOOD,5,2.3
21826,2018-01-07,VEGETABLES,82.83,1.94349873234335
5335,2018-01-07,CIGARETTES,80,9.96
16775,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,1.71
10832,2018-01-02,POULTRY,0.42,12.285714285714299
20942,2018-01-12,SWEETS,6,0.84
12296,2018-01-02,GENERAL_FOOD,4,6.2
20077,2018-01-08,SWEETS,1,1.57
256,2018-01-03,ALCOHOL,6,2.2
2288,2018-01-03,CHEMISTRY,1,0.59
14716,2018-01-01,ICE_CREAMS_FROZEN,2,2.88
10826,2018-01-02,POULTRY,1,3.33
17076,2018-01-05,POULTRY,0.38,12.2105263157895
1029,2018-01-01,BREAD,1.15,22.5217391304348
20284,2018-01-09,SWEETS,7,0.71
16077,2018-01-02,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.85
7584,2018-01-07,DAIRY_CHESSE,12,3.06
6294,2018-01-08,COOKIES_BULK,0.175,12.457142857142902
11635,2018-01-07,GENERAL,2,2.09
20822,2018-01-11,SWEETS,1,0.68
2488,2018-01-05,CHEMISTRY,1,2.13
7678,2018-01-07,DAIRY_CHESSE,2,3.36
9307,2018-01-04,DRINK_JUICE,11,0.8
18120,2018-01-02,SPICES,4,1.0
21276,2018-01-10,TABLETS,1,3.16
16734,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,2.72
10576,2018-01-11,DRINK_JUICE,2,0.73
7863,2018-01-08,DAIRY_CHESSE,1,4.05
11064,2018-01-10,POULTRY,3,4.83
4579,2018-01-06,CHIPS_FLAKES,17,3.56
8436,2018-01-11,DAIRY_CHESSE,33,1.7327272727272702
9241,2018-01-04,DRINK_JUICE,27,0.46
8553,2018-01-12,DAIRY_CHESSE,8,1.01
21944,2018-01-08,VEGETABLES,2,4.33
15625,2018-01-08,ICE_CREAMS_FROZEN,27,1.05
7734,2018-01-08,DAIRY_CHESSE,2,3.05
1983,2018-01-01,CHEMISTRY,1,1.59
20902,2018-01-12,SWEETS,20,0.7
20206,2018-01-08,SWEETS,4,7.51
1694,2018-01-08,POULTRY,8,3.62
10431,2018-01-10,DRINK_JUICE,89,0.455393258426966
19532,2018-01-05,SWEETS,6,1.05
17637,2018-01-08,GENERAL_ITEMS,28,2.27964285714286
2289,2018-01-03,CHEMISTRY,2,2.96
11886,2018-01-10,GENERAL,1,3.47
9039,2018-01-03,DRINK_JUICE,4,3.03
11878,2018-01-10,GENERAL,3,3.4
5219,2018-01-06,CIGARETTES,1,2.34
241,2018-01-03,ALCOHOL,1,3.02
14196,2018-01-04,GROATS_RICE_PASTA,4,2.34
12049,2018-01-12,GENERAL,1,5.67
12129,2018-01-01,GENERAL_FOOD,5,1.52
5900,2018-01-06,COFFEE TEA,1,2.81
20398,2018-01-09,SWEETS,3,1.88
15795,2018-01-09,ICE_CREAMS_FROZEN,118,0.4301694915254241
18089,2018-01-02,SPICES,3,0.88
8479,2018-01-11,DAIRY_CHESSE,97,3.9
14710,2018-01-01,ICE_CREAMS_FROZEN,3,3.65
7458,2018-01-06,DAIRY_CHESSE,126,0.8
14663,2018-01-01,ICE_CREAMS_FROZEN,2.33,16.3175965665236
1775,2018-01-10,POULTRY,1,3.89
8211,2018-01-10,DAIRY_CHESSE,87,1.49
23096,2018-01-09,ALCOHOL,1,7.43
22198,2018-01-12,VEGETABLES,3,2.13
10531,2018-01-11,DRINK_JUICE,6,0.81
10063,2018-01-08,DRINK_JUICE,6,3.15
7789,2018-01-08,DAIRY_CHESSE,12,1.64
16159,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,48,1.68
10272,2018-01-09,DRINK_JUICE,1,5.84
6645,2018-01-02,DAIRY_CHESSE,6,1.66
12980,2018-01-06,GENERAL_FOOD,34,0.6826470588235289
5541,2018-01-10,CIGARETTES,19,9.14
20746,2018-01-11,SWEETS,5,1.61
