original_title,production_companies
Osmosis Jones," Warner Bros. Animation, Conundrum Entertainment,  Warner Bros."
Ouija," Platinum Dunes, Universal Pictures,  Blumhouse Productions,  Media Rights Capital,  Hasbro"
Our Brand Is Crisis,"Participant Media,  Smokehouse Pictures"
Our Idiot Brother,The Weinstein Company
Out Cold," Touchstone Pictures, Spyglass Entertainment"
Out of Time," Metro-Goldwyn-Mayer (MGM), Original Film,  Monarch Pictures"
Out of the Furnace," Energy Entertainment, Appian Way,  Scott Free Productions,  Red Granite Pictures,  Relativity Media"
Outlander,"Ascendant Pictures,  Virtual Films,  Outlander Productions,  VIP Medienfonds 4,  Rising Star"
Over the Hedge," DreamWorks Animation, Pacific Data Images (PDI)"
Oz: The Great and Powerful," Roth Films, Walt Disney Pictures"
P.S. I Love You," Grosvenor Park Productions,  Alcon Entertainment, Wendy Finerman Productions"
Pacific Rim,"Legendary Pictures,  Disney Double Dare You (DDY),  Warner Bros.,  Indochina Productions"
Paddington,"The Weinstein Company,  StudioCanal,  Canal+,  TF1 Films Production,  Heyday Films"
Pain & Gain," De Line Pictures, Paramount Pictures"
Pan," Berlanti Productions,  Moving Picture Company (MPC), Warner Bros.,  RatPac-Dune Entertainment"
Pandorum,"Impact Pictures,  Constantin Film Produktion"
Panic Room,"Columbia Pictures Corporation,  Indelible Productions,  Hofflund/Polone"
Paparazzi,20th Century Fox
Paper Towns,Fox 2000 Pictures
ParaNorman,"Focus Features,  Laika Entertainment"
Paranoia," IM Global,  Reliance Entertainment, Gaumont,  Kintop Pictures,  Relativity Media"
Paranormal Activity 3," Room 101,  Blumhouse Productions, Paramount Pictures,  Solana Films"
Paranormal Activity 4,"Paramount Pictures,  Room 101,  Blumhouse Productions,  Solana Films"
Paranormal Activity: The Ghost Dimension,"Paramount Pictures,  Blumhouse Productions"
Paranormal Activity: The Marked Ones,"Blumhouse Productions,  Room 101,  Solana Films"
Parental Guidance,"20th Century Fox,  Walden Media,  Chernin Entertainment"
Parker,SND
Pathfinder," Phoenix Pictures,  Dune Entertainment, Twentieth Century Fox Film Corporation,  Major Studio Partners"
Paul," Working Title Films,  Relativity Media, Universal Pictures,  Big Talk Productions"
Paul Blart: Mall Cop," Relativity Media, Columbia Pictures,  Happy Madison Productions"
Paul Blart: Mall Cop 2," Sony Pictures Entertainment (SPE),  Happy Madison Productions,  Sony Pictures Releasing,  Sony Pictures Home Entertainment, Columbia Pictures"
Pay It Forward," Warner Bros., Bel Air Entertainment"
Paycheck," Davis Entertainment,  Province of British Columbia Film Incentive BC, Paramount Pictures,  Lion Rock Productions,  DreamWorks SKG"
Pearl Harbor,"Jerry Bruckheimer Films,  Touchstone Pictures"
Penguins of Madagascar,DreamWorks Animation
People Like Us,"DreamWorks SKG,  Touchstone Pictures"
Percy Jackson & the Olympians: The Lightning Thief," Fox 2000 Pictures, Ingenious Film Partners,  1492 Pictures,  Sunswept Entertainment,  Dune Entertainment"
Percy Jackson: Sea of Monsters," Fox 2000 Pictures,  Dune Entertainment, 1492 Pictures,  Sunswept Entertainment,  Dune Entertainment III"
Perfect Stranger," Revolution Studios, Columbia Pictures"
Perfume: The Story of a Murderer," Nouvelles Ã‰ditions de Films (NEF),  VIP Medienfonds 4,  Rising Star,  Ikiru Films, Davis-Films"
Peter Pan,"Columbia Pictures,  Universal Pictures,  Revolution Studios,  Quinta Communications"
Philomena,"BBC Films,  Baby Cow Productions,  The Weinstein Company,  PathÃ©,  Yucaipa Films"
Phone Booth,Fox 2000 Pictures
Pineapple Express," Apatow Productions, Columbia Pictures"
Piranha 3D," Atmosphere Entertainment MM,  Dimension Films,  Chako Film Company,  Intellectual Properties Worldwide, The Weinstein Company"
Piranha 3DD," Mark Canton Productions, Dimension Films,  Intellectual Properties Worldwide"
Pirates of the Caribbean: At World's End," Second Mate Productions, Walt Disney Pictures,  Jerry Bruckheimer Films"
Pirates of the Caribbean: Dead Man's Chest," Second Mate Productions, Walt Disney Pictures,  Jerry Bruckheimer Films"
Pirates of the Caribbean: On Stranger Tides," Moving Picture Company (MPC), Walt Disney Pictures,  Jerry Bruckheimer Films"
Pirates of the Caribbean: The Curse of the Black Pearl,"Walt Disney Pictures,  Jerry Bruckheimer Films"
Pitch Black,"Interscope Communications,  Polygram Filmed Entertainment"
Pitch Perfect,Brownstone Productions
Pitch Perfect 2," Gold Circle Films, Universal Pictures,  Brownstone Productions"
Pixels," Happy Madison Productions, Columbia Pictures"
Planes,"Walt Disney Pictures,  Walt Disney Animation Studios"
Planes: Fire & Rescue,"Walt Disney Pictures,  Prana Studios,  Prana Animation Studios,  DisneyToon Studios"
Planet 51,"TriStar Pictures,  Hand Made Films,  Ilion Animation Studios"
Planet of the Apes," The,  Zanuck Company,  Tim Burton Productions, Twentieth Century Fox Film Corporation"
Point Break," Alcon Entertainment,  DMG Entertainment,  Ehman Productions, Studio Babelsberg"
Poltergeist," TSG Entertainment, Ghost House Pictures,  Metro-Goldwyn-Mayer (MGM),  Vertigo Entertainment"
Pompeii," Don Carmody Productions,  FilmDistrict, Impact Pictures,  TriStar Pictures,  Constantin Film International"
Poseidon," Radiant Productions,  Warner Bros.,  Irwin Allen Productions,  Next Entertainment, Virtual Studios"
Possession," Baltimore Spring Creek Productions, Warner Bros. Pictures,  Focus Features"
Post Grad," Fox Atomic,  The Montecito Picture Company,  Cold Spring Pictures, Dune Entertainment"
Precious,Smokewood Entertainment Group
Predators,"Twentieth Century Fox Film Corporation,  Dune Entertainment III,  Troublemaker Studios,  Davis Entertainment"
Predestination," Wolfhound Pictures,  Screen Queensland,  Blacklab Entertainment, Screen Australia"
Premium Rush,Pariah Entertainment Group
Premonition," Hyde Park Films,  Offspring Entertainment, TriStar Pictures"
Pride & Prejudice,"Universal Pictures,  Working Title Films,  Scion Films,  StudioCanal,  Focus Features"
Priest," Stars Road Entertainment,  Buckaroo Entertainment,  Michael De Luca Productions,  TOKYOPOP, Screen Gems"
Prince of Persia: The Sands of Time,"Walt Disney Pictures,  Jerry Bruckheimer Films"
Prisoners," Madhouse Entertainment,  8:38 Productions, Alcon Entertainment"
Project Almanac," MTV Films,  Platinum Dunes, Paramount Pictures,  Insurge Pictures"
Project X,"Silver Pictures,  Green Hat Films"
Prom," Rickshaw Productions, Walt Disney Pictures"
Prometheus," Brandywine Productions,  Scott Free Productions,  Dune Entertainment, Twentieth Century Fox Film Corporation"
Promised Land," Media Farm, Participant Media,  Sunday Night,  Imagenation Abu Dhabi FZ,  Focus Features"
Proof," Endgame Entertainment,  Hart-Sharp Entertainment, Miramax Films"
Public Enemies," Relativity Media,  Dentsu,  Appian Way, Universal Pictures,  Forward Pass"
Pulse,Dimension Films
Punisher: War Zone," SGF Entertainment,  MHF Zweite Academy Film, Lionsgate,  Valhalla Motion Pictures,  Marvel Knights"
Push," Summit Entertainment, Icon Productions,  Infinity Features Entertainment"
Puss in Boots,DreamWorks
Quantum of Solace,Eon Productions
Quarantine," Screen Gems, Vertigo Entertainment,  Andale Pictures"
Quartet,Headline Pictures
Queen of the Damned," WV Films LLC,  NPV Entertainment,  Material, Village Roadshow Pictures,  Warner Bros."
Quills,"Fox Searchlight Pictures,  Walrus & Associates,  Hollywood Partners,  Charenton Productions,  Industry Entertainment"
R.I.P.D.," Dark Horse Entertainment, Universal Pictures,  Original Film"
RED," Di Bonaventura Pictures,  DC Entertainment,  Summit Entertainment, DC Comics"
RV,Columbia Pictures
Race to Witch Mountain,"Walt Disney Pictures,  Gunn Films"
Racing Stripes,Alcon Entertainment
Radio," Tollin/Robbins Productions, Revolution Studios"
Rambo," Emmett/Furla Films,  Nu Image Films,  Lionsgate,  Millennium Films, Rogue Marble"
Rango," Paramount Animation,  Blind Wink,  Nickelodeon Movies, Paramount Pictures,  GK Films"
Rat Race," Alphaville Films,  Fireworks Pictures, Paramount Pictures"
Ratatouille,"Walt Disney Pictures,  Pixar Animation Studios"
Ray,Universal Pictures
Ready to Rumble," Warner Bros., Bel Air Entertainment"
Real Steel," Touchstone Pictures,  21 Laps Entertainment,  Reliance Entertainment, DreamWorks SKG,  ImageMovers"
Rebound," Runteldat Entertainment, Twentieth Century Fox Film Corporation,  Robert Simonds Productions"
Red Dawn," FilmDistrict, Contrafilm"
Red Dragon,"Universal Pictures,  Metro-Goldwyn-Mayer (MGM)"
Red Eye," Craven-Maddalena Films,  BenderSpink, DreamWorks SKG"
Red Planet," The Canton Company,  Warner Bros.,  Mars Production Pty. Ltd.,  NPV Entertainment, Village Roadshow Pictures"
Red Riding Hood," Random Films,  Warner Bros., Appian Way"
Red Tails," Partnership Pictures,  Lucasfilm Ltd., Twentieth Century Fox Film Corporation"
Redemption,Lionsgate
Reign Over Me," Relativity Media, Columbia Pictures,  Happy Madison Productions,  Sunlight Productions,  Madison 23"
Reign of Fire," Tripod Entertainment,  World 2000 Entertainment, The Zanuck Company,  Touchstone Pictures,  Spyglass Entertainment"
Reindeer Games," Marty Katz Productions, Dimension Films"
Remember the Titans,"Walt Disney Pictures,  Technical Black,  Run It Up Productions Inc.,  Jerry Bruckheimer Films"
Rendition," MID Foundation,  Level 1 Entertainment, Anonymous Content"
Reno 911!: Miami,20th Century Fox
Rent," 1492 Pictures,  Revolution Studios, Columbia Pictures"
Repo Men," Dentsu,  Stuber Productions,  Relativity Media, Universal Pictures"
Rescue Dawn,Metro-Goldwyn-Mayer (MGM)
Resident Evil," Constantin Film Produktion,  New Legacy,  Davis-Films, Impact Pictures"
Resident Evil: Afterlife,"Impact Pictures,  Davis-Films,  Constantin Film Produktion"
Resident Evil: Apocalypse,"Impact Pictures,  Constantin Film Ltd."
Resident Evil: Extinction," Davis-Films,  Constantin Film Produktion, Impact Pictures,  Resident Evil Productions"
Resident Evil: Retribution,Davis-Films
Return to Me," JLT Productions, Metro-Goldwyn-Mayer (MGM)"
Return to Never Land,"Walt Disney Pictures,  DisneyToon Studios,  Walt Disney Animation Australia,  Walt Disney Television Animation,  Walt Disney Animation Canada"
Revolutionary Road," Scott Rudin Productions,  Neal Street Productions,  BBC Films, DreamWorks SKG,  Evamere Entertainment"
Ricki and the Flash,"Columbia TriStar,  LStar Capital,  Clinica Estetico"
Riddick," Riddick Canada Productions, One Race Productions,  Radar Pictures"
Ride Along,"Universal Pictures,  Relativity Media,  Cube Vision,  Rainforest Films"
Riding in Cars with Boys,Columbia Pictures
Righteous Kill," InVenture Entertainment,  Nu-Image Films,  Millennium Films,  Emmett/Furla Films, Grosvenor Park Media Ltd."
Rio," Twentieth Century Fox Animation, Blue Sky Studios"
Rio 2," Twentieth Century Fox Animation, Blue Sky Studios"
Rise of the Guardians,DreamWorks Animation
Rise of the Planet of the Apes,20th Century Fox
Road Trip,"DreamWorks SKG,  The Montecito Picture Company"
Road to Perdition,"DreamWorks SKG,  The Zanuck Company,  Twentieth Century Fox Film Corporation"
Robin Hood," Scott Free Productions, Imagine Entertainment,  Universal Pictures,  Relativity Media"
RoboCop,"Columbia Pictures,  Strike Entertainment,  Metro-Goldwyn-Mayer (MGM)"
Robots," Twentieth Century Fox Animation, Blue Sky Studios"
Rock Star," Bel Air Entertainment, Warner Bros. Pictures"
Rock of Ages,"New Line Cinema,  Corner Store Entertainment"
Rock the Kasbah," QED International, Shangri-La Entertainment,  Dune Films,  Venture Forth"
RockNRolla," Toff Guy Films,  Dark Castle Entertainment,  Warner Bros., StudioCanal"
Rocky Balboa," Revolution Studios, Columbia Pictures,  Rogue Marble,  Metro-Goldwyn-Mayer (MGM)"
Role Models," WideAwake, Universal Pictures,  New Regency Pictures,  Internationale Filmproduktion Stella-del-SÃ¼d,  Relativity Media"
Romeo Must Die," Warner Bros., Silver Pictures"
Room,"Element Pictures,  Duperele Films,  A24,  No Trace Camping"
Rules of Engagement," Munich Film Partners & Company (MFP) ROE Production, Paramount Pictures,  Seven Arts Pictures"
Rumor Has It...,"Village Roadshow Pictures,  Section Eight,  Warner Bros.,  Spring Creek Productions"
Run All Night," Energy Entertainment,  RatPac-Dune Entertainment, Vertigo Entertainment"
Run Fatboy Run," Material Entertainment, Entertainment Films,  Beech Hill Films"
Runaway Jury," New Regency Pictures, Regency Enterprises,  Epsilon Motion Pictures"
Runner Runner,"20th Century Fox,  Appian Way,  Stone Village Pictures,  New Regency Pictures,  Double Feature Films"
Running Scared,"International Production Company,  Zero Gravity Management,  True Grit Productions,  Pierce/Williams Entertainment"
Rush," Double Negative,  Cross Creek Pictures, Revolution Films,  Exclusive Media Group,  Working Title Films"
Rush Hour 2,New Line Cinema
Rush Hour 3,New Line Cinema
S.W.A.T.," Columbia Pictures Corporation, Original Film,  Chris Lee Productions,  Camelot Pictures,  Illusion Entertainment"
Sabotage," QED International,  Albert S. Ruddy Productions,  Crave Films, Open Road Films,  Roth Films"
Safe," Automatik Entertainment,  87Eleven,  IM Global,  Trigger Street Productions, Lawrence Bender Productions"
Safe Haven,"Temple Hill Productions,  Relativity Media"
Safe House," Relativity Media, Universal Pictures,  Bluegrass Films,  Dentsu"
Sahara," Bristol Bay Productions, Paramount Pictures,  Baldwin Entertainment Group,  Mace Neufeld Productions,  Desertlands Entertainment"
Salt," Wintergreen Productions,  Relativity Media, Columbia Pictures,  Di Bonaventura Pictures"
San Andreas," Village Roadshow Pictures, New Line Cinema,  Warner Bros.,  Flynn Picture Company"
Sanctum," Wayfare Entertainment,  Relativity Media,  Sanctum Australia,  Great Wight Productions/ Osford Films, Universal Pictures"
Savages," Onda Entertainment, Ixtlan,  Relativity Media"
Save the Last Dance,"MTV Films,  Cort/Madden Productions"
Saving Mr. Banks," Hopscotch Features,  Ruby Films,  Essential Media & Entertainment,  BBC Films, Walt Disney Pictures"
Saving Silverman,"Village Roadshow Pictures,  NPV Entertainment,  Columbia Pictures Corporation"
Saw 3D,"Lionsgate,  Twisted Pictures,  Serendipity Productions"
Saw III," Evolution Entertainment, Lions Gate Films,  Twisted Pictures"
Saw IV," Twisted Pictures, Lions Gate Films"
Saw V," Twisted Pictures, Lionsgate"
Saw VI,"Lionsgate,  Twisted Pictures"
Scary Movie," Brad Grey Pictures, Gold/Miller Productions,  Wayans Bros. Entertainment,  Dimension Films"
Scary Movie 2," Dimension Films,  Wayans Bros. Entertainment,  Brad Grey Pictures, Gold/Miller Productions"
Scary Movie 3,"Dimension Films,  Brad Grey Pictures"
Scary Movie 4,Dimension Films
Scary Movie 5,Dimension Films
School for Scoundrels,Dimension Films
Scooby-Doo,"Atlas Entertainment,  Warner Bros.,  Mosaic Media Group"
Scott Pilgrim vs. the World,"Universal Pictures,  Marc Platt Productions"
Scream 3," Craven-Maddalena Films, Konrad Pictures,  Dimension Films"
Scream 4,Dimension Films
Seabiscuit," The Kennedy/Marshall Company,  Touchstone Pictures,  DreamWorks Pictures, Universal Pictures,  Spyglass Entertainment"
Season of the Witch," Relativity Media, Atlas Entertainment"
Secret Window," Pariah Entertainment Group,  Grand Slam Productions,  Mel's Cite du Cinema, Columbia Pictures Corporation"
Secret in Their Eyes,"Ingenious Media,  Gran Via Productions,  Route One Films,  IM Global"
Secretariat," Fast Track Productions,  Mayhem Pictures, Walt Disney Pictures"
Seed of Chucky,Rogue Pictures
Seeking Justice,"Endgame Entertainment,  Fierce Entertainment,  Maguire Entertainment,  Ram Bergman Productions,  Aura Film Partnership"
Self/less," Ram Bergman Productions, Endgame Entertainment"
Selma," Celador Films,  Harpo Films,  PathÃ©, Plan B Entertainment,  Cloud Eight Films"
Serendipity," Simon Fields Productions,  Tapestry Films, Miramax Films"
Serving Sara,Paramount Pictures
Seven Pounds," Overbrook Entertainment,  Escape Artists,  Relativity Media, Columbia Pictures"
Seven Psychopaths," CBS Films,  Film4, Blueprint Pictures,  British Film Institute (BFI)"
Seventh Son," Moving Picture Company (MPC), Legendary Pictures,  Thunder Road Pictures,  Pendle Mountain Productions,  Outlaw Sinema"
Sex Tape," Media Rights Capital,  Sony Pictures Entertainment (SPE), Escape Artists,  LStar Capital"
Sex and the City,"New Line Cinema,  Darren Star Productions,  Home Box Office (HBO)"
Sex and the City 2," HBO Films, New Line Cinema,  Village Roadshow Pictures,  Home Box Office (HBO)"
Shaft,"Paramount Pictures,  Scott Rudin Productions"
Shall We Dance?,Miramax Films
Shallow Hal,Twentieth Century Fox Film Corporation
Shanghai Knights," All Knight Productions,  Jackie Chan Films Limited,  Birnbaum / Barber Productions,  Touchstone Pictures, Spyglass Entertainment"
Shark Night,Incentive Filmed Entertainment
Shark Tale,"DreamWorks SKG,  Pacific Data Images (PDI),  DreamWorks Animation"
She's Out of My League," Mosaic, DreamWorks SKG"
She's the Man," Lakeshore Entertainment, DreamWorks SKG"
Sherlock Holmes," Internationale Filmproduktion Blackbird Dritte, Village Roadshow Pictures,  Wigram Productions,  Silver Pictures,  Warner Bros."
Sherlock Holmes: A Game of Shadows," Lin Pictures,  Silver Pictures, Village Roadshow Pictures,  Wigram Productions,  Warner Bros."
Shoot 'Em Up,"New Line Cinema,  Angry Films"
Shooter,"Paramount Pictures,  Di Bonaventura Pictures,  Grosvenor Park Impact Productions"
Shorts,Warner Bros. Pictures
Showtime," Warner Bros.,  Tribeca Productions,  NPV Entertainment,  Overbrook Entertainment, Village Roadshow Pictures"
Shrek,"DreamWorks SKG,  DreamWorks Animation,  Pacific Data Images (PDI)"
Shrek 2," Pacific Data Images (PDI), DreamWorks SKG,  DreamWorks Animation"
Shrek Forever After,DreamWorks Animation
Shrek the Third,DreamWorks Animation
Shutter Island,"Paramount Pictures,  Appian Way,  Phoenix Pictures,  Sikelia Productions"
Sicario," Thunder Road Pictures,  Black Label Media, Lionsgate"
Sicko,The Weinstein Company
Side Effects," Endgame Entertainment, Di Bonaventura Pictures,  Universal,  Open Road Films"
Sideways," Michael London Productions, Fox Searchlight Pictures,  Sideways Productions Inc."
Signs," Blinding Edge Pictures,  Touchstone Pictures,  The, Kennedy/Marshall Company"
Silent Hill," Davis-Films, Silent Hill DCP Inc.,  Konami"
Silent Hill: Revelation 3D," Konami Corporation Ltd., Davis-Films"
Silver Linings Playbook,The Weinstein Company
Sin City," Miramax,  Troublemaker Studios, Dimension Films"
Sin City: A Dame to Kill For," AR Films,  Aldamisa Entertainment,  Demarest Films, Miramax Films,  Troublemaker Studios"
Sinister 2,"Alliance Films,  Blumhouse Productions,  Entertainment One,  Automatik Entertainment,  IM Global"
Sisters,Little Stranger
Sky Captain and the World of Tomorrow," Riff Raff Film Productions,  Filmauro,  Natural Nylon Entertainment, Paramount Pictures,  Blue Flower Productions"
Sky High," Max Stronghold Productions Inc., Walt Disney Pictures,  Gunn Films"
Skyfall,Columbia Pictures
Skyline," Hydraulx, Rogue Pictures,  Transmission Pictures,  Relativity Media,  Rat Entertainment"
Slackers," Screen Gems, Sony Pictures"
Slumdog Millionaire,"Celador Films,  Film4,  Warner Bros."
Smart People," Corduroy Films,  QED International,  Sherazade Film Development, Miramax Films,  Groundswell Productions"
Smokin' Aces," Relativity Media,  StudioCanal, Universal Pictures,  Working Title Films,  Scion Films"
Snakes on a Plane,New Line Cinema
Snatch,"Columbia Pictures Corporation,  SKA Films"
Snitch," Imagenation Abu Dhabi FZ,  Spitfire Pictures,  Participant Media, Front Street Productions,  Exclusive Media Group"
Snow White and the Huntsman," Roth Films, Universal Pictures"
Solaris," Lightstorm Entertainment, Twentieth Century Fox Film Corporation"
Solitary Man," Paul Schiff Productions, Smartest Man Productions,  Millennium Films"
Solomon Kane," Czech Anglo Productions,  Wandering Star Pictures, Davis-Films"
Something Borrowed,"Alcon Entertainment,  2S Films,  Wild Ocean Films"
Something's Gotta Give,"Columbia Pictures Corporation,  Waverly Films,  Warner Bros."
Son of God,"Hearst Entertainment Productions,  LightWorkers Media"
Sorority Row," Karz Entertainment, Summit Entertainment"
Soul Surfer," Brookwell-McNamara Entertainment,  TriStar Pictures,  Affirm Films, Mandalay Pictures,  FilmDistrict"
Source Code,"The Mark Gordon Company,  Vendome Pictures"
Southpaw," Riche-Ludwig Productions, Escape Artists"
Space Chimps," Odyssey Entertainment,  Starz Animation, Starz Media,  Studiopolis,  Vanguard Animation"
Space Cowboys," Clipsal Films,  Mad Chance, Village Roadshow Pictures,  Warner Bros.,  Malpaso Productions"
Spanglish," Columbia Pictures Corporation, Gracie Films"
Sparkle,"TriStar Pictures,  Stage 6 Films,  Akil Production Company,  Phoenix Pictures"
Spartan," Linson Entertainment,  Art Linson Productions,  Franchise Pictures, Epsilon Motion Pictures,  Signature Pictures"
Spectre,"Columbia Pictures,  Danjaq,  B24"
Speed Racer," Warner Bros.,  Silver Pictures, Village Roadshow Pictures,  Anarchos Productions,  Studio Babelsberg"
Spider-Man,"Columbia Pictures,  Marvel Enterprises"
Spider-Man 2,"Laura Ziskin Productions,  Marvel Enterprises,  Columbia Pictures Corporation"
Spider-Man 3," Laura Ziskin Productions, Columbia Pictures,  Marvel Enterprises"
Spirit: Stallion of the Cimarron,DreamWorks Animation
Spotlight," Entertainment One Features, Participant Media,  Open Road Films,  Anonymous Content,  Rocklin / Faust"
Spring Breakers," Radar Pictures, RabbitBandini Productions,  Muse Productions,  Division Films,  Pop Films"
Spy," Feigco Entertainment, Twentieth Century Fox Film Corporation,  Chernin Entertainment"
Spy Game,"Universal Pictures,  Red Wagon Productions,  Beacon Communications,  Toho-Towa,  Metropolitan Filmexport"
Spy Kids," Troublemaker Studios,  Miramax, Dimension Films"
Spy Kids 2: Island of Lost Dreams,Dimension Films
Spy Kids 3-D: Game Over,Dimension Films
St. Vincent," Goldenlight Films,  Chernin Entertainment, The Weinstein Company,  Crescendo Productions"
Star Trek,"Paramount Pictures,  Bad Robot,  Spyglass Entertainment,  MavroCine Pictures GmbH & Co. KG"
Star Trek Into Darkness," Skydance Productions,  Bad Robot,  Kurtzman/Orci, Paramount Pictures"
Star Trek: Nemesis,Paramount Pictures
Star Wars: Episode II - Attack of the Clones,Lucasfilm
Star Wars: Episode III - Revenge of the Sith,Lucasfilm
Star Wars: The Force Awakens," Bad Robot,  Truenorth Productions, Lucasfilm"
Stardust,"Paramount Pictures,  Vaughn Productions,  Marv Films,  Di Bonaventura Pictures,  Ingenious Film Partners"
Starsky & Hutch," AR-TL,  Dimension Films,  Red Hour Films, Weed Road Pictures,  Warner Bros."
State of Play," Andell Entertainment,  Working Title Films, Universal Pictures,  StudioCanal,  Relativity Media"
Stay,"20th Century Fox,  Regency Enterprises"
Stay Alive," Endgame Entertainment, Spyglass Entertainment,  Wonderland Sound and Vision,  Hollywood Pictures"
Stealth,"Laura Ziskin Productions,  Original Film,  Columbia Pictures Corporation,  Phoenix Pictures,  AFG Talons Productions"
Step Brothers,"Columbia Pictures,  Mosaic Media Group,  Gary Sanchez Productions,  Relativity Media,  Apatow Productions"
Step Up,"Summit Entertainment,  Eketahuna LLC,  Touchstone Pictures,  Offspring Entertainment"
Step Up 2: The Streets," Offspring Entertainment,  Touchstone Pictures, Summit Entertainment"
Step Up 3D,"Summit Entertainment,  Touchstone Pictures"
Step Up All In," Offspring Entertainment, Summit Entertainment"
Step Up Revolution,Summit Entertainment
Stolen,"Saturn Films,  Millennium Films,  Nu Image Films"
Stomp the Yard,Rainforest Films
Stone," Mimran Schur Pictures, Stone Productions"
Stormbreaker,"Isle of Man Film,  Samuelson Productions,  The,  Weinstein Company"
Straight Outta Compton," Universal Pictures,  Cube Vision,  Broken Chair Flickz,  Legendary Pictures, New Line Cinema"
Stranger Than Fiction,"Mandate Pictures,  Three Strange Angels"
Straw Dogs,Battleplan Productions
Street Fighter: The Legend of Chun-Li,"Twentieth Century Fox Film Corporation,  Hyde Park Films"
Street Kings," Dune Entertainment III,  Emmett/Furla Films,  Regency Enterprises, Fox Searchlight Pictures"
Stuart Little 2,"Columbia Pictures,  Sony Pictures Entertainment"
Stuck on You,"Twentieth Century Fox Film Corporation,  Conundrum Entertainment"
Sucker Punch," Cruel and Unusual Films, Legendary Pictures,  Lennox House Films,  Warner Bros."
Suffragette," Film4, Ruby Films,  PathÃ©"
Sugar & Spice,New Line Cinema
Suite FranÃ§aise," Alliance Films, Qwerty Films,  Canal+,  Scope Pictures,  TF1 Droits Audiovisuels"
Summer Catch,"Tollin/Robbins Productions,  Warner Bros."
Sunshine,"DNA Films,  Ingenious Film Partners,  UK Film Council,  Moving Picture Company (MPC)"
Super 8,"Paramount Pictures,  K/O Camera Toys,  Bad Robot,  Amblin Entertainment"
Superbad,"Columbia Pictures,  Apatow Productions"
Superhero Movie,Dimension Films
Supernova,"United Artists,  Metro-Goldwyn-Mayer (MGM),  Hammerhead Productions,  Screenland Pictures"
Surf's Up,Sony Pictures Animation
Surrogates," Wintergreen Productions,  Mandeville Films, Touchstone Pictures,  Top Shelf Productions"
Suspect Zero," Cruise/Wagner Productions,  Intermedia Films,  Lakeshore Entertainment, Paramount Pictures"
Sweeney Todd: The Demon Barber of Fleet Street," Zanuck Company,  DreamWorks Pictures,  Tim Burton Productions, Warner Bros.,  The,  Parkes+MacDonald Image Nation"
Sweet Home Alabama,Touchstone Pictures
Sweet November,"Bel Air Entertainment,  Warner Bros."
Swimming Pool,"France 2 CinÃ©ma,  Gimages,  Canal Plus,  FidÃ©litÃ© Productions,  FOZ"
Swing Vote,Touchstone Pictures
Swordfish," NPV Entertainment,  Warner Bros.,  Jonathan Krane Group,  Silver Pictures, Village Roadshow Pictures"
Sydney White," SW7D Productions, Morgan Creek Productions,  Clifford Werber Productions"
Sylvia,Focus Films
Syriana," Participant Media,  4M, Section Eight,  FilmWorks,  Warner Bros."
TMNT,"The Weinstein Company,  Imagi Animation Studios,  Warner Bros.,  Imagi Production,  Mirage Studios"
TRON: Legacy," LivePlanet,  Revolution Sun Studios,  Sean Bailey Productions,  Prana Studios, Walt Disney Pictures"
Take Me Home Tonight,"Imagine Entertainment,  Rogue Pictures,  Relativity Media,  Internationale Filmproduktion Blackbird Dritte"
Take the Lead,"New Line Cinema,  Tiara Blu Films"
Taken," TPS Star, Twentieth Century Fox Film Corporation,  Canal+,  Grive Productions,  M6 Films"
Taken 2," M6 Films,  EuropaCorp,  Canal+,  Grive Productions, Twentieth Century Fox Film Corporation"
Taken 3," EuropaCorp, Twentieth Century Fox Film Corporation,  Canal+,  M6 Films,  CinÃ©+"
Takers,Rainforest Films
Taking Lives," Atmosphere Entertainment MM,  Warner Bros., Village Roadshow Pictures"
Talladega Nights: The Ballad of Ricky Bobby,"Columbia Pictures,  Apatow Productions"
Tammy," Gary Sanchez Productions, New Line Cinema"
Tangled," Walt Disney Animation Studios, Walt Disney Pictures"
Taxi," EuropaCorp, Twentieth Century Fox Film Corporation,  Robert Simonds Productions"
Team America: World Police,"Paramount Pictures,  Scott Rudin Productions"
Tears of the Sun,"Columbia Pictures,  Michael Lobell Productions,  Revolution Studios,  Cheyenne Enterprises"
Ted," Fuzzy Door Productions, Universal Pictures,  Media Rights Capital"
Ted 2," Fuzzy Door Productions,  Media Rights Capital, Universal Pictures"
Teenage Mutant Ninja Turtles,"Paramount Pictures,  Nickelodeon Movies,  Platinum Dunes"
Tenacious D in The Pick of Destiny,Red Hour Films
Terminator 3: Rise of the Machines," IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Columbia Pictures,  Warner Bros.,  C-2 Pictures,  Intermedia Films"
Terminator Genisys,"Paramount Pictures,  Skydance Productions"
Terminator Salvation,"Columbia Pictures,  The Halcyon Company,  Warner Bros.,  Wonderland Sound and Vision"
Texas Chainsaw 3D," Lions Gate, Nu Image Films"
Thank You for Smoking,"Fox Searchlight Pictures,  Room 9 Entertainment"
That Awkward Moment,Treehouse Pictures
That's My Boy," Relativity Media, Columbia Pictures,  Happy Madison Productions"
The 40 Year Old Virgin,"Universal Pictures,  Apatow Productions"
The 6th Day," Phoenix Pictures, Columbia Pictures"
The A-Team,20th Century Fox
