title_length,production_companies
45,WingNut Films
11, Dune Entertainment III
19, Prufrock Pictures
11, Overture Films
16, Infinite Frameworks Studios
6,Walt Disney Pictures
12, Warner Bros.
13,Playtone
16, Revolution Studios
18, Scott Rudin Productions
18, Ingenious Media
13, Twentieth Century Fox Film Corporation
40,1492 Pictures
16, Spyglass Entertainment
25, Di Bonaventura Pictures
9, Relativity Media
54, Jerry Bruckheimer Films
10, Touchstone Pictures
30, BBC Films
14, Warner Bros.
12,Lions Gate Films
15,Village Roadshow Pictures
10, ImageMovers
7,Fastnet Films
8, Riche-Ludwig Productions
9, Tailor Made
18,New Line Cinema
16, Columbia Pictures Corporation
10,Pan EuropÃ©enne Production
7, Propaganda Films
11, UK Film Council
8,Miramax Films
8,Dimension Films
11,Columbia Pictures Corporation
12,BBC Films
22,Lionsgate
9, Green Hat Films
7, Le Grisbi Productions
10,Lakeshore Entertainment
21, Mosaic Media Group
24, Columbia Pictures
11, Blinding Edge Pictures
15, Vinyl Films
47,Paramount Pictures
13,Open Road Films
10, Parkes/MacDonald Productions
9, Virgin Produced
9, Open Road Films
9, MTV Films
11,Lakeshore Entertainment
13, Media Farm
7, EuropaCorp
23,Lions Gate Films
10,The Weinstein Company
10, Dark Lot Entertainment
15, Point Grey Pictures
17, Feigco Entertainment
17,Studio Babelsberg
16, Centropolis Entertainment
11, Closest to the Hole Productions
14, Offspring Entertainment
8,Paramount Pictures
8,Miramax Films
39,Columbia Pictures Corporation
10, Rising Star
19,New Line Cinema
16, Universal Pictures
11,Fox 2000 Pictures
11, Prospect Park
21, Picture Machine
13, Demarest Films
33, Runteldat Entertainment
12,Twentieth Century Fox Film Corporation
13, Misher Films
10, Ingenious Media
10,Universal Pictures
13, Gimages
15, Mirage Enterprises
19, DreamWorks SKG
13, Tig Productions
14, Pierce/Williams Entertainment
12, Dune Entertainment III
15,Ingenious Film Partners
9, Playtone
9, UK Film Council
7,Senator Film Produktion
29, 3 Arts Entertainment
2,Warner Bros.
16, Reliance BIG Entertainment
10, Unfaithful Filmproduktion GmbH & Co. KG
13, Aldamisa Entertainment
12, Columbia Pictures Corporation
13, Goldcrest Pictures
9, Dimension Films
10, RatPac-Dune Entertainment
14, Warner Bros.
11,Universal Pictures
7, Yucaipa Films
10, Vertigo Entertainment
40, Warner Bros.
7, Pacific Data Images (PDI)
13, Twentieth Century Fox Film Corporation
18,Appian Way
16, Jersey Films
9, Deep River Productions
18,DreamWorks Animation
16, Screen Gems
9,20th Century Fox
8,The Weinstein Company
13, This Is That Productions
34, Warner Bros.
13, Valhalla Motion Pictures
16,Sony Pictures
17, Walt Disney Animation Australia
22, Lynda Obst Productions
37, Film4
16,DreamWorks SKG
13, Davis-Films
17, Shoelace Productions
12, Dune Entertainment
18, Stuber Productions
15, Fox Atomic
7, Franchise Pictures
24, The
10, Canal+
20,United Artists
16, Original Film
27, Mostow/Lieberman Productions
8,Section Eight
19, Columbia Pictures Corporation
16, Scion Films
17, Herold Productions
10,Universal Pictures
9,Gracie Films
28,Ingenious Film Partners
25,Fox Searchlight Pictures
13, Tripod Entertainment
22, Sony Pictures Releasing
9,Motion Picture Corporation of America
12, Syncopy
11, Brightlight Pictures
22, Gunn Films
9, Bewitched
23, Prime Focus
9,Donners' Company
9,Spyglass Entertainment
15, Section Eight Productions
11, Denver and Delilah Productions
6,Universal Pictures
10, Stan Winston Studio
22, Paramount Vantage
45,Columbia Pictures
14,Bel Air Entertainment
19, Film4
6, Decibel Films
25, Broken Road Productions
15, Section Eight Productions
14,Walt Disney Pictures
25, Saturn Films
17, Blue Star Pictures
16, HorrorFlix
4, Helena Productions
14, Hemisphere Media Capital
20,Walt Disney Pictures
7, Dark Castle Entertainment
45, Aardman Animations
19,Lakeshore Entertainment
14, Relativity Media
19,Legendary Pictures
21, Touchstone Pictures
13, Mayhem Pictures
7, Warner Bros.
10, The Montecito Picture Company
11, Joseph Nittolo Entertainment
9, Figment Films
15, Two Ton Films
8, Warner Bros.
18,Paramount Pictures
21,New Line Cinema
17, Warner Bros.
5, Mimran Schur Pictures
18,Castle Rock Entertainment
10, Scholastic Entertainment
9, Red Wagon Entertainment
8, DreamWorks SKG
11, Relativity Media
16, Astral Media
11, Bad Robot
14,Harbour Pictures
15, Two Ton Films
11, Vertigo Entertainment
8, Warner Bros.
11,Interscope Communications
14, Michael De Luca Productions
5, Filmgate Films
17,20th Century Fox
20, Trademark Films
7,Worldview Entertainment
7,Universal Pictures
28, NPV Entertainment
8, Sighvatsson Films
7, Storyline Entertainment
17,Universal Studios
9, Universal Pictures
10,Battleplan Productions
26, Smoke House
18, Corsan
36, Touchstone Pictures
16,20th Century Fox
17, Dune Entertainment
9,New Line Cinema
9, Intermedia Films
11, The
17, Smokehouse Pictures
16, Callahan Filmworks
14,Regency Enterprises
31,Paramount Pictures
15,Walt Disney Pictures
21, Universal Pictures
10,Twentieth Century Fox Film Corporation
40, Walden Media
16,Columbia Pictures
9, Warner Bros.
16, TF1 Droits Audiovisuels
4, Regency Enterprises
18, Mandalay Pictures
9,Twentieth Century Fox Film Corporation
23, GreeneStreet Films
16, Lone Runner Entertainment
7,Walt Disney Pictures
16, Jon Shestack Productions
12, Sunswept Entertainment
19, Stillking Films
26, Imprint Entertainment
6, Michael De Luca Productions
24, Antena 3 TelevisiÃ³n
16, Reliance Entertainment
10, 21 Laps Entertainment
9, Horseshoe Bay Productions
35, Di Bonaventura Pictures
11, Davis Entertainment
19, Material
20, WV Films III
8,Focus Features
16, Film4
14,Walt Disney Animation Studios
8, Relativity Media
15, Epsilon Motion Pictures
28,Paramount Pictures
7, Flyboys Films
6, Peninsula Films
7, Touchstone Pictures
13, Canal+ EspaÃ±a
19,Regency Enterprises
8, Camelot Pictures
22, Lucky Red
13, Virtual Studios
13, Warner Bros.
10, StudioCanal
9,Endgame Entertainment
20, Moonlighting Films
8, Moving Picture Company (MPC)
14, Moving Picture Company (MPC)
9, NPV Entertainment
12, Parkes/MacDonald Productions
13, KMP Film Invest
35, Warner Bros.
9, DreamWorks Animation
9, Dune Entertainment
35,WingNut Films
21, Blackfriars Bridge Films
11, Warner Bros.
43,Walt Disney Pictures
9, Ghost House Pictures
9, Yucaipa Films
33,Columbia Pictures
13,Europa Corp
11,Dimension Films
5, Le Pacte
32, Marvel Knights
17,TriStar Pictures
8, Dimension Films
10, Pacific Data Images (PDI)
7,Marvel Studios
16,Studio Babelsberg
15, Mandate Pictures
22, Warner Bros.
9,BBC Films
12, Dark Castle Entertainment
8, Toho-Towa
9, Good Universe
11,Paramount Pictures
17, Blue Star Pictures
15,Fox Searchlight Pictures
17, Pixar Animation Studios
6, Cross Creek Pictures
5,Lakeshore Entertainment
17, Jerry Bruckheimer Films
10,Universal Pictures
16, Annapurna Pictures
20, Amblin Entertainment
11, Wayans Bros. Entertainment
8, Nickelodeon Movies
11, Original Film
15, WV Films III
19, Warner Bros.
7,Summit Entertainment
7,Irish Film Board
16, Michael Lobell Productions
15, CAMERON MACKINTOSH
8, Forward Pass
16, One Race Productions
6, Daybreak Productions
17, Twentieth Century Fox Film Corporation
9, Lucasfilm Ltd.
43, Moving Picture Company (MPC)
5, Bob Yari Productions
14, Dentsu
7, Hydraulx
11, Mel's Cite du Cinema
40, Nickelodeon Animation Studios
9, Madhouse Entertainment
15, Brownstone Productions
8, Blue-Tongue Films
31, Banter
18, Art Linson Productions
13, Brad Grey Pictures
12, Hemisphere Media Capital
9, Entertainment One Features
19, Josephson Entertainment
10, Metro-Goldwyn-Mayer (MGM)
12, Prana Studios
11,Walt Disney Pictures
6, FilmDistrict
11,American Zoetrope
7,Columbia Pictures
29,Twentieth Century Fox Film Corporation
20, Internationale Filmproduktion Blackbird Dritte
7, Mystery Clock Cinema
10,Recorded Picture Company (RPC)
23,Touchstone Pictures
11, Sycamore Pictures
11, Vertigo Entertainment
17, Fortis Films
13, Working Title Films
13,20th Century Fox
11, TSG Entertainment
17, Alberto Grimaldi Productions
11, Focus Films
8, DiNovi Pictures
9, Focus Features
23,Marvel Studios
21, Cheyenne Enterprises
13, Blinding Edge Pictures
19, Valhalla Motion Pictures
5,Paramount Pictures
11,Paramount Pictures
7, Troublemaker Studios
7, Karz Entertainment
13, Weed Road Pictures
23, Wigram Productions
8, Relativity Media
32, Rising Star
7,Summit Entertainment
17, World Wrestling Entertainment (WWE)
9,PathÃ© Pictures International
13, Madison 23
36, Lionsgate
16, Cinerenta-Cinebeta
15, Illumination Entertainment
16, Cinerenta Medienbeteiligungs KG
25, Radar Pictures
7, VN Productions
9,Casey Silver Productions
8, Core Productions
29, Earth Canada Productions
11, Touchstone Pictures
14, Bandito Brothers
20, BenderSpink
13, Brad Grey Pictures
5,Universal Pictures
23, China Film Co-Production Corporation
10,Twentieth Century Fox Film Corporation
8,Nu Image Films
9, Red Wagon Entertainment
5, Hart-Sharp Entertainment
17, Saturn Films
14, Hyde Park Entertainment
18, MHF Zweite Academy Film
23, Davis Entertainment
6, Twisted Pictures
21,Universal Pictures
14, Fuji Television Network
6, DMG Entertainment
46,Twentieth Century Fox Film Corporation
47, Miramax
25,Walt Disney Pictures
18, Kaplan/Perrone Entertainment
8, Virgin Produced
7, Linson Entertainment
16, All Knight Productions
13, Plan B Entertainment
10,StudioCanal
8,DreamWorks SKG
23, Bad Robot
16, Serendipity Point Films
13, Straight Up Films
5, Zaftig Films
41, Heyday Films
3,Twentieth Century Fox Film Corporation
16, Jackie Chan Films Limited
13,Ecosse Films
9, Snoot Entertainment
16, GK Films
10, Walt Disney Studios Motion Pictures
9, Relativity Media
12, Groundswell Productions
23,Indian Paintbrush
35, Platinum Dunes
20, Trigger Street Productions
11, Metro-Goldwyn-Mayer (MGM)
7,Walt Disney
28, Lions Gate Films
21,Studio Babelsberg
10,20th Century Fox
16, Strike Entertainment
13, Nick Wechsler Productions
19,Lakeshore Entertainment
14, Millennium Films
10, Cheyenne Enterprises
12, New Regency Pictures
12, Tiger Aspect Productions
29, MTV Films
25, Resident Evil Productions
20, Studio Babelsberg
12, Valhalla Motion Pictures
19, Walden Media
24, TSG Entertainment
43, Jerry Bruckheimer Films
12, Relativity Media
24,The Weinstein Company
18,Walt Disney Pictures
9, SkyLand Entertainment
39, Bagdasarian Productions
10, Innocence Productions
15, Mandalay Pictures
4,Lawrence Bender Productions
20,Columbia Pictures
12, Metro-Goldwyn-Mayer (MGM)
12, On the Road
23, Rocket Pictures
9, FilmNation Entertainment
26, View Askew Productions
22, Centropolis Entertainment
16,Universal Pictures
16, New Regency Pictures
11, DC Comics
16, Fortis Films
16,20th Century Fox
10, Annapurna Pictures
30,Paramount Pictures
4,Walt Disney Pictures
7, Epsilon Motion Pictures
6, Spyglass Entertainment
14, Fox Searchlight
7, ImageMovers
7, Cross Creek Pictures
22, Temple Hill Entertainment
10, Warner Bros.
16, Overbrook Entertainment
10,Universal Pictures
20,Color Force
14,Relativity Media
11, New Regency Pictures
10,DreamWorks Animation
4, Huayi Brothers Media
5, Media Rights Capital
46, The
9, Overture Films
9, Spyglass Entertainment
22, UK Film Council
11, Canadian Film or Video Production Tax Credit (CPTC)
11,Fox 2000 Pictures
17,Miramax Films
11, UK Film Council
5, Bull's Eye Entertainment
18, Screen Gems
7, CinÃ©+
6, Outerbanks Entertainment
14, Parkes/MacDonald Productions
33,Universal Pictures
10,Tig Productions
14, Hari Om Entertainment Co.
16,Paramount Pictures
10, Lee Daniels Entertainment
19,Dune Entertainment
13,Spyglass Entertainment
9, Walden Media
4, Cross Creek Pictures
21,Lionsgate
7,Paramount Vantage
5, Casey Silver Productions
15, Fortis Films
11, Wildgaze Films
7, ASAF
16, Sean S. Cunningham Films
26, Dimension Films
11, Nickelodeon Movies
16, Babbo Inc.
18, Davis Entertainment
13,FilmEngine
7,Lions Gate Films
14, Zucker/Netter Productions
9,Relativity Media
9,Universal Pictures
9, Captivity Productions
24, Stoller Global Solutions
14,Section Eight
14, Relativity Media
10,Ingenious Film Partners
31, Flower Films (II)
9, One Race Films
10,Village Roadshow Pictures
20, Major Studio Partners
16,United Artists
18,Walt Disney Pictures
11, Southpaw Entertainment
10, VIP 3 Medienfonds
14, Silver Pictures
18,The Combine
13, Easy There Tiger Productions
17, Millennium Films
8,Paramount Vantage
5,Columbia Pictures
10,Fox Searchlight Pictures
28, Marv Films
8,Spyglass Entertainment
15, Radar Pictures
8, Warner Bros.
15, Neal Street Productions
12, Odd Lot Entertainment
11, Kanbar Entertainment
14, Marc Platt Productions
8, Hungarian National Film Office
33,Village Roadshow Pictures
10, Blumhouse Productions
21, Syncopy
12,Village Roadshow Pictures
16, Cruel and Unusual Films
15, Aura Film Partnership
9,Bazelevs Production
17, American Zoetrope
14, Shangri-La Entertainment
17, Cruise/Wagner Productions
11, Weed Road Pictures
7, Phoenix Pictures
10, Canal Plus
5, Warner Bros.
11, Saturn Films
8,Twentieth Century Fox Film Corporation
20, The Kennedy/Marshall Company
10, Dimension Films
7, Riddick Canada Productions
14, Legendary Pictures
11,Village Roadshow Pictures
26,Lakeshore Entertainment
17, Relativity Media
17, Dentsu
9,New Line Cinema
56,Dune Entertainment
17,Columbia Pictures
11,Lion Rock Productions
20,Columbia Pictures
12, Emmett/Furla Films
10, Liddell Entertainment
9, Senator International
10, Newmarket Capital Group
13, Spyglass Entertainment
4, Farewell Productions
12,Miramax Films
7, New Regency Pictures
11, FilmWorks
9, PathÃ© Renn Productions
9,Toledo Productions
37, Angry Films
11, Touchstone Pictures
11, ARD Degeto Film
13, Malpaso Productions
11, Vinyl Films
46, Edward R. Pressman Film
16,Paramount Pictures
18, Kennedy/Marshall Company
19,Lionsgate
8, Mediana Productions Filmgesellschaft
12,Aardman Animations
11, Kinematograf Wien
22, Broken Chair Flickz
20,Paramount Pictures
11, Furst Films
26,Blue Askew
21,Legendary Pictures
7, Escape Artists
8, Chernin Entertainment
7, Warner Bros.
17, Super Cool ManChu
14, Section Eight
13, Marvel Entertainment
19,The Zanuck Company
24, Long Distance Films
20,Village Roadshow Pictures
7, Amblin Entertainment
8, Disruption Entertainment
12,Village Roadshow Pictures
22, Offspring Entertainment
12, Touchstone Pictures
12, Millennium Films
11, Michael De Luca Productions
16, Avery Pix
11,Columbia Pictures
11, New Regency Pictures
31,New Line Cinema
8, Jinks/Cohen Company
17, Stage 6 Films
23, Lawrence Gordon Productions
5, Harpo Films
11, Spyglass Entertainment
9, Right Coast Productions
22, Medusa Film
10, Shutt/Jones Productions
6, Stars Road Entertainment
24, Relativity Media
9, Baumgarten Merims Productions
10, Pixar Animation Studios
14,Village Roadshow Pictures
13,Columbia Pictures
7,Newmarket Films
11, Emmett/Furla Films
12, Knightsbridge Entertainment
36, Bad Robot
16, World 2000 Entertainment
24,Paramount Pictures
15,Universal Pictures
8, Palomar Pictures (II)
16, Tapestry Films
12,Village Roadshow Pictures
14, Versus Pictures
20, Walt Disney Television Animation
8, BenderSpink
15, Battle Mountain Films
11, 1984 Private Defense Contractors
16,Universal Pictures
13, DC Entertainment
34, Unity Productions
18,Fine Line Features
5,StudioCanal
40,Walt Disney
12,Summit Entertainment
15,Village Roadshow Pictures
5,Focus Features
14,Miramax Films
24, Original Film
15, Film Capital Europe Funds (FCEF )
15,Screen Gems
12, NPV Entertainment
19,Twentieth Century Fox Film Corporation
16,Columbia Pictures
10, Grive Productions
13, Fox 2000 Pictures
11, Image Entertainment
27, Focus Features
20, John US Productions
6, Province of British Columbia Production Services Tax Credit
30,Imagine Entertainment
10,Grindstone Entertainment Group
38, Maverick Films
8, Cinerenta Medienbeteiligungs KG
11,New Line Cinema
30, Miramax
11,Onyx Films
9, The Montecito Picture Company
12, Warner Bros.
18,Paramount Pictures
7, After Dark Films
19,Participant Media
7, American Entertainment Partners L.P.
26, Wildwood Enterprises
8, Irwin Allen Productions
10,Focus Features
18, VIP 4 Medienfonds
9, Kalima Productions GmbH & Co. KG
50, Dune Entertainment
15, Hit & Run Productions
7, Electric Entertainment
8, Davis Entertainment
13, Mace Neufeld Productions
4, Toma 78
30, Apatow Productions
12,Screen Gems
9,Jerry Bruckheimer Films
11, Universal Pictures
9, Element Pictures
34,Touchstone Pictures
20, Robert Simonds Productions
14, Jerry Weintraub Productions
23, Kurtzman/Orci
22, Universal Pictures
8, Nick Wechsler Productions
33,Paramount Pictures
18, Depth of Field
17, Anarchos Productions
26, Donners' Company
8, Dimension Films
10,Laurence Mark Productions
10, Film4
11, Participant Media
15, Wind Dancer Productions
12, Wild West Picture Show Productions
14, Revolution Studios
17, CityMation
13,Walt Disney Pictures
12, Regency Enterprises
23, Twentieth Century Fox Film Corporation
7, Evolution Entertainment
8,Greenestreet Films
5, Outpost Studios
18, Universal Pictures
9,Columbia Pictures
9, Tall Trees Productions
16, Perfect Game
22,Fox Searchlight Pictures
18, Summit Entertainment
8, LStar Capital
21,DreamWorks Animation
16,Icon Productions
13, Tiara Blu Films
19,Paramount Pictures
9, The
6, Fox 2000 Pictures
14,Amen Ra Films
27,Scott Rudin Productions
13, Stone Village Pictures
12,StudioCanal
8, IM Global
7, Storefront Films
18, Warner Bros.
12,Paramount Pictures
10,Imagine Entertainment
8,Walt Disney Pictures
8, Beacon Pictures
8, Davis Entertainment
19, Team Todd
21,20th Century Fox
11, Franchise Pictures
9, The Weinstein Company
4, 87Eleven
12, Media Asia Films
20, Rational Packaging Company
23, Studio Babelsberg
34,New Line Cinema
7, Motion Picture KAPPA Produktionsgesellschaft
12, Wayans Bros. Entertainment
18, Gran Via Productions
7, Splendid Medien AG
8, Warner Bros.
20, The Weinstein Company
27, Tequila Gang
17,Great Scott Productions Pty. Ltd.
16, Crystal Lake Entertainment
15, Muse Productions
21,New Line Cinema
8, Columbia Pictures Corporation
7,Dark Castle Entertainment
3, Illumination Entertainment
56, Fox 2000 Pictures
9, Vertigo Entertainment
15,Universal Pictures
14, Marty Katz Productions
20, Studio Canal
11,Sony Pictures Animation
13, Stuber Productions
16,Universal Pictures
27,Miramax Films
10, Prospero Pictures
10, Post No Bills Films
15,Millennium Films
14, K/O Paper Products
9, Syncopy
18,Universal Studios
31,Summit Entertainment
9, Tonik Productions
4,Plan B Entertainment
21, Room 101
12, Green Hat Films
16, Canal+
6, Happy Madison Productions
5,Lionsgate
37,WingNut Films
12,Touchstone Pictures
16, Bedford Falls Company
19, MHF Zweite Academy Film
34,Red Hour Films
8,Paramount Pictures
10, Touchstone Pictures
12, Marvel Enterprises
14,Revolution Studios
11, Fox 2000 Pictures
11, Before the Door Pictures
18, Dune Entertainment
15, Hopscotch Films
13, Into the Wild
6, Spitfire Pictures
14,Universal Pictures
7, Shangri-La Entertainment
21, Olive Bridge Entertainment
11, Double Nickel Entertainment
13, Sony Pictures Entertainment
12,Universal Pictures
14, Focus Features
22, Volcano Films
18, Danmarks Radio (DR)
11, Mayhem Pictures
17, QED International
9, Frontier Pictures
12,Ealing Studios
14, Constantin Film Produktion
13, Wayans Bros. Entertainment
10, David Ladd Films
16,Mikona Productions GmbH & Co. KG
15,Universal Pictures
5, Revolution Studios
13,Columbia Pictures
16,Serendipity Point Films
12, Firm Films
17, Regency Enterprises
20, Rogue Pictures
12, Revolution Studios
18, Voltage Pictures
12, Laura Ziskin Productions
12, New Regency Pictures
11, Alcon Entertainment
15, Beacon Pictures
27, 1984 Private Defense Contractors
12, Dune Entertainment
13,Relativity Media
8, Milk & Honey
3,Blue Sky Studios
19, Big Screen Productions
18, Dune Entertainment III
6,Vertigo Entertainment
40,Universal Pictures
10, StudioCanal
9,Universal Pictures
15, Dune Films
12, Plan B Entertainment
8,Universal Pictures
16,Thousand Words
8, Dark Castle Entertainment
37, New Line Cinema
10, Edge City
14,Walt Disney Pictures
16, Inc.
19, Clinica Estetico
10, Warner Bros.
16, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
12, TC Productions
20, Watermark
9, KMP Film Invest
10,Columbia Pictures Corporation
15, Black and Blu Entertainment
4,Element Pictures
7, Neal Street Productions
30, Chernin Entertainment
11, Flower Films (II)
17, Spy Next Door
16, platinum studios
8, Overbrook Entertainment
6,Saturn Films
11, Escape Artists
14, Gary Sanchez Productions
14, DreamWorks Animation
7, Starlite Films
22,Fox 2000 Pictures
10, Tribeca Productions
30,Columbia Pictures Corporation
14, Marvel Enterprises
24,Columbia Pictures
9,Paramount Pictures
5, Reliance BIG Entertainment
7,Dune Entertainment
21, Screen Gems
17, A24
21, Room 101
12, Atmosphere Entertainment MM
13, Relativity Media
20,Universal Pictures
9,BIM Distribuzione
12, 3L Filmverleih
8, Original Film
8, Dimension Films
9, Imagenation Abu Dhabi FZ
14, Kennedy Miller Mitchell
12, Quickfire Films
11, Warner Bros.
17,Studio Babelsberg
11, Phoenix Pictures
45, Cruel and Unusual Films
12, Industrial Development Corporation of South Africa
15, Syncopy
15,Mile High Productions
11, Epsilon Motion Pictures
15, Sunset Gower Studios
8, Fireworks Pictures
10, Leverage Management
5, Gary Sanchez Productions
15, Gotham Group
4,Dimension Films
15, Sidney Kimmel Entertainment
15,New Line Cinema
16, Dentsu
16, Point Grey Pictures
9, Troublemaker Studios
9,The Weinstein Company
16, Saturn Films
11, Pixar Animation Studios
11, Treehouse Pictures
15, Touchstone Pictures
33,Dimension Films
33,Columbia Pictures
13, AR Films
8, Radical Media
19, Zide-Perry Productions
11,New Line Cinema
17, Schroeder Hoffman Productions
27, Mid Atlantic Films
9,Village Roadshow Pictures
37, Blue Flower Productions
9, Hammerhead Productions
9, Alcon Entertainment
13, World 2000 Entertainment
15,Spyglass Entertainment
9,Columbia Pictures
4,Columbia Pictures
14, Boxing Cat Films
18, Red Granite Pictures
4, Aldamisa Entertainment
23,Davis Entertainment
11, Heritage Films
7,Columbia Pictures
16, Henceforth
19,Twentieth Century Fox Film Corporation
9,Screen Gems
10, Dune Entertainment
14, Pixar Animation Studios
28,Village Roadshow Pictures
18,Screen Gems
4, Imagi Animation Studios
18,Twentieth Century Fox Film Corporation
7,Studio Babelsberg
12, Spectacle Entertainment Group
13, Avery Pix
15, Gold Circle Films
37, Alphaville Films
8, Alcon Entertainment
7, EuropaCorp
17, Shangri-La Entertainment
8, Tribeca Productions
27, Spyglass Entertainment
12,Relativity Media
6, Lightstorm Entertainment
13, Grive Productions
22,Media Rights Capital
46, Nu Image Films
12, Syncopy
37, Walt Disney Studios Motion Pictures
22, Warner Bros.
8, Marv Films
16, Goldcrest Pictures
10, NPV Entertainment
8, Don Carmody Productions
18,Paramount Pictures
14, Aggregate Films
7, Canal+
25,Impact Pictures
10, Relativity Media
24, Really Useful Films
24, Scion Films
6, Exclusive Media Group
9, MTV Films
10, CBS Films
17,Columbia Pictures
18, Valhalla Motion Pictures
16,Irish Dreamtime
12,Columbia Pictures Corporation
17,Universal Pictures
16, Moonrise
10, Dune Entertainment
24, WingNut Films
10,DreamWorks SKG
5, NuAmerica Entertainment
18,Paramount Pictures
10, Mosaic Media Group
12,Isle of Man Film
23, Fox 2000 Pictures
19, Jerry Bruckheimer Films
16, Home Box Office (HBO)
10, DoRo Fiction Film
17, Antietam Filmworks
4, Virtual Studios
12, VIP 2 Medienfonds
9, Colossal Pictures
20, Virgin Produced
15, Studio Babelsberg
14, Warner Bros.
19, Stage 6 Films
10, Film 44
9,Walt Disney Pictures
21,Casey Silver Productions
8,Paramount Pictures
41, Edward R. Pressman Film
7, Epsilon Motion Pictures
9, Working Title Films
15, Grosvenor Park Media Ltd.
11, Lonely Film Productions GmbH & Co. KG.
12, Protozoa Pictures
16, Jerry Weintraub Productions
13, Happy Madison Productions
27, Di Bonaventura Pictures
14, Material Entertainment
16, DreamWorks SKG
10,Laura Ziskin Productions
15,Relativity Media
11, De Line Pictures
20, New Regency Pictures
20, Bottom of the Ninth Productions
22, Mosaic
7, Media Rights Capital
9, Happy Madison Productions
16, MTV Films
15, Kingsgate Films
13, Cruise/Wagner Productions
12,New Line Cinema
17, Castle Rock Entertainment
6, Emmett/Furla Films
18,Epsilon Motion Pictures
9, 3 Arts Entertainment
18, Dylan Sellers Productions
10, EuropaCorp
9, Metro-Goldwyn-Mayer (MGM)
12,Tree Line Films
8, Relativity Media
11, Ascension Pictures
10,Universal Pictures
13,DC Comics
18, SVT Drama
11, Marv Films
14, Shady Acres Entertainment
40,Paramount Pictures
31, Twentieth Century Fox Film Corporation
13, FOZ
13, Regency Enterprises
13,Paramount Pictures
14, Warner Bros.
5, DreamWorks Animation
19,Grand Army Entertainment
9, Participant Media
15,Double Feature Films
19,Imagine Entertainment
13,New Line Cinema
15, Kernos Filmproduktionsgesellschaft & Company
4, Dillywood
8,Universal Pictures
29, Origin Pictures
14, Amblin Entertainment
18, Ingenious Film Partners
12, Warner Bros.
4, Rickshaw Productions
12, Paul Schiff Productions
34, Junction Entertainment
8, Sideways Productions Inc.
7,Headline Pictures
10, Emmett/Furla Films
5,City Light Films
24,Ingenious Film Partners
8,Walt Disney Pictures
19, Out of the Blue... Entertainment
25,Impact Pictures
17,Walt Disney Pictures
14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
13, TF 1 Film Productions
13, Panay Films
10, The
17, DisneyToon Studios
7, Onda Entertainment
12, WV Films II
11,Legendary Pictures
5, Tollin/Robbins Productions
8, Jon Shestack Productions
24,Amblin Entertainment
21, Film Rites
47, Scott Rudin Productions
10, Block / Hanson
7, Saints LA
6, Davis Entertainment
37, Lipsync Productions
16, Runteam Ltd.
13, Syncopy
8, Horsepower Films
19, NPV Entertainment
22,Columbia Pictures
3, DC Entertainment
8, Ingenious Film Partners
9,Blumhouse Productions
10, Good Universe
25, Platinum Dunes
7, Dark Castle Entertainment
9, Artina Films
34,Marvel Studios
9, Scott Rudin Productions
4, Marvel Entertainment
2,Twentieth Century Fox Film Corporation
22, Lin Pictures
11,BBC Films
12,Starz Media
5, Neunte Babelsberg Film
16,Columbia Pictures
14,SNL Studios
20,Universal Pictures
15, Buckaroo Entertainment
16, Universal Pictures
8,Touchstone Pictures
8, 3 Arts Entertainment
7,Columbia Pictures
8,Village Roadshow Pictures
16, Detour Filmproduction
11, WWE Studios
8,Walt Disney Pictures
14, Cheetah Vision
12,New Line Cinema
17,Twentieth Century Fox Film Corporation
5, Celador Films
33, New Regency Pictures
19, Eclipse Catering
20,Art Pictures Studio
5, Relativity Media
6, Misher Films
8,Marvel Studios
10,Miramax Films
13, Rob Thomas Productions
12,Walden Media
20, Wonderland Sound and Vision
16, Icon Entertainment International
8,Walt Disney Pictures
22, Scott Rudin Productions
11, FilmDistrict
4, Crave Films
26, Screen Gems
11, Washington Square Films
4,Open Road Films
7, Alpha Core
15,Starz Animation
17, Triple Threat Talent
12, Vertigo Entertainment
11, New Regency Pictures
7, Illumination Entertainment
14,Alcon Entertainment
22, Silver Pictures
14, Studio Babelsberg Motion Pictures
20,Twentieth Century Fox Film Corporation
10, Animal Logic
18, IM Global
12,Vertigo Entertainment
14, Metro-Goldwyn-Mayer (MGM)
24, Weinstein Company
16, Wheelhouse Entertainment
22, Why Not Productions
14,Fox Searchlight Pictures
10, Annapurna Pictures
16, Regency Enterprises
9, 20th Century Fox Home Entertainment
22, Sony Pictures Home Entertainment
37, Aramid Entertainment Fund
14, Spyglass Entertainment
8, Canadian Film or Video Production Tax Credit (CPTC)
12,Fox Searchlight Pictures
6,Blue Sky Studios
