brand,categories
1164,"4072.0, 1080.0, 1202.0, NaN, 1202.0, 3901.0, 3107.0, 464.0, NaN, 1202.0, 3969.0, 1202.0"
1165,"580.0, 580.0"
1167,2310.0
1168,NaN
1169,"1309.0, 2167.0, 2320.0, 595.0, 2884.0, 3570.0, 1009.0, 595.0, 3924.0, 1183.0, 152.0, 3570.0, 595.0, 4019.0, 3916.0, 2594.0, 2884.0, 2320.0, 3916.0, 723.0, 152.0, 3570.0, 595.0, 2581.0, 595.0, 3867.0, 3916.0, 3914.0"
1170,NaN
1172,536.0
1173,"3904.0, 3905.0, 3900.0"
1174,"NaN, 3948.0, 813.0, 3903.0, 1176.0"
1175,NaN
1177,"3266.0, 3654.0, 1775.0, 3604.0"
1178,NaN
1179,"2256.0, 926.0, 2849.0, NaN, 3613.0, 1518.0, 3613.0, 2849.0"
1180,"3901.0, 136.0, 3905.0, 2942.0, 2716.0, 3693.0, 3924.0, 3974.0, 3903.0, 2417.0, 3901.0, 4027.0, 3414.0, 3915.0, 4020.0, 4211.0, 3459.0, 3221.0, 1033.0, 3937.0, 990.0, 3915.0, 1763.0, 30.0, 1350.0, 2738.0, 2716.0, 3042.0, 3900.0, 3668.0, 2547.0, 2454.0, 3388.0, 3900.0, 2419.0, 3239.0, 2259.0, 2450.0, 1980.0, 3915.0, 1701.0, 2731.0, 2921.0, 2256.0, 2270.0, 2919.0, 2790.0, 3047.0, 3310.0, 3903.0, 2637.0, 3912.0, 1846.0, 2790.0, 1060.0, 2176.0, 2178.0, 3513.0, 3914.0, 2470.0, 3909.0, 2256.0, 3901.0, 3903.0, 1879.0, 3775.0, 2547.0, 1711.0, 2790.0, 3905.0, 480.0, 1033.0, 1980.0, 3901.0, 3924.0, 3900.0, 3653.0, 2612.0, 2473.0, 2658.0, 3902.0, 2209.0, 1879.0, 2209.0, 1452.0, 1518.0, 871.0, 1138.0, 3916.0, 169.0, 3915.0, 3963.0, 280.0, 3915.0, 779.0, 2454.0, 3138.0, 2259.0, 839.0, 4113.0, 2005.0, 3920.0, 3514.0, 1701.0, 2226.0, 1974.0, 3914.0, 3911.0, 4234.0, 3900.0, 1772.0, 3901.0, 4042.0, 1772.0, 2417.0, 3924.0, 2203.0, 2790.0, 3946.0, 2897.0, 3514.0, 803.0, 3047.0, 3457.0, 2256.0, 3901.0, 1212.0, 3489.0, 1350.0, 2786.0, 178.0, 274.0, 3239.0, 4106.0, 3900.0, 1164.0, 2790.0, 871.0, 1772.0, 2259.0, 2473.0, 3901.0, 664.0, 614.0, 1980.0, 3910.0, 1772.0, 2836.0, 2733.0, 1980.0, 3901.0, 3933.0, 2921.0, 4212.0, 4227.0, 4133.0, 1457.0, 2890.0, 4132.0, 3516.0, 186.0, 2089.0, 3903.0, 3902.0, 3775.0, 3907.0, 1628.0, 2470.0, 48.0, 2470.0, 3513.0, 3900.0, 871.0, 2150.0, 3915.0, 3900.0, 1138.0, 871.0, 3540.0, 3281.0, 3915.0, 3575.0, 2470.0, 1638.0, 1889.0, 1033.0, 1482.0, 4227.0, 2848.0, 2203.0, 3268.0, 2790.0, 396.0, 3221.0, 4027.0, 2341.0, 1711.0, 2890.0, 2790.0, 2921.0, 3540.0, 3239.0, 3755.0, 2203.0, 3909.0, 2919.0, 3900.0, 1980.0, 3268.0, 679.0, 1033.0, 3901.0, 30.0, 3388.0, 4211.0, 3960.0, 2389.0, 3245.0, 1060.0, 2259.0, 1508.0, 3949.0, 3915.0, 2259.0, 2897.0, 3914.0, 3962.0, 3915.0, 545.0, 480.0, 3913.0, 4132.0, 3239.0, 3901.0, 3625.0, 2932.0, 3625.0, 41.0, 3066.0, 4028.0, 3915.0, 3937.0, 3914.0, 4234.0, 3867.0, 574.0, 3293.0, 2470.0, 212.0, 3902.0, 3902.0, 3319.0, 4088.0, 2547.0, 3902.0, 278.0, 3902.0, 2790.0, 2089.0, 747.0, 3901.0, 3901.0, 2612.0, 3901.0, 2014.0, 2612.0, 3668.0, 2581.0, 2389.0, 327.0, 931.0, 2581.0, 3042.0, 3514.0, 2091.0, 3625.0, 2890.0, 2790.0, 2612.0, 2167.0, 3914.0, 803.0, 2382.0, 4027.0, 2790.0, 3924.0, 2150.0, 3760.0, 3918.0, 3910.0, 2209.0, 2104.0, 2738.0, 420.0, 1849.0, 3924.0, 1345.0, 178.0, 3900.0, 2547.0, 3047.0, 2341.0, 614.0, 2671.0, 4212.0, 3937.0, 2790.0, 2089.0, 2790.0, 954.0, 585.0, 3935.0, 169.0, 2716.0, 3918.0, 3138.0, 3281.0, 871.0, 3670.0, 1708.0, 3974.0, 30.0, 3914.0, 2473.0, 1350.0, 3937.0, 3239.0, 68.0, 1879.0, 3173.0, 2104.0, 3668.0, 2790.0, 327.0, 1124.0, 2547.0, 3569.0, 3924.0, 3916.0, 2919.0, 3513.0, 2256.0, 2942.0, 3945.0, 1711.0, 3654.0, 1042.0, 2125.0, 2075.0, 3915.0, 4019.0, 3902.0, 1891.0, 1846.0, 1980.0, 3668.0, 3903.0, 1846.0, 4040.0, 1033.0, 1846.0, 3901.0, 2104.0, 3915.0, 1711.0, 2105.0, 4234.0, 3924.0, 3936.0, 1464.0, 3915.0, 1457.0, 3920.0, 3970.0, 2848.0, 664.0, 1891.0, 779.0, 4035.0, 2075.0, 4115.0, 2473.0, 30.0, 2209.0, 3903.0, 2167.0, 871.0, 3047.0, 3489.0, 2658.0, 2389.0, 3513.0, 1272.0, 4211.0, 3173.0, 975.0, 2658.0, 1350.0, 3905.0, 2473.0, 4089.0, 1763.0, 3444.0, 3936.0, 747.0, 3523.0, 1447.0, 871.0, 3902.0, 2581.0, 480.0, 2786.0, 3910.0, 3915.0, 1314.0, 871.0, 480.0, 3963.0, 2919.0, 2203.0, 2473.0, 30.0, 2029.0, 1772.0, 1118.0, 3668.0, 2738.0, 2484.0, 2790.0, 2790.0, 3901.0, 2609.0, 3914.0, 3900.0, 3625.0, 3924.0, 1846.0, 747.0, 1608.0, 2615.0, 574.0, 1980.0, 713.0, 4133.0, 2104.0, 3625.0, 2389.0, 2790.0, 2738.0, 3053.0, 1980.0, 4073.0, 2270.0, 68.0, 3903.0, 3900.0, 1482.0, 3900.0, 3914.0, 3902.0, 2470.0, 146.0, 2790.0, 747.0, 3900.0, 747.0, 3900.0, 4211.0, 1891.0, 3974.0, 1980.0, 2389.0, 3489.0, 3924.0, 2581.0, 1515.0, 1945.0, 3935.0, 3268.0, 3900.0, 3239.0, 1443.0, 3916.0, 2612.0, 3915.0, 3444.0, 954.0, 3489.0, 1059.0, 994.0, 3902.0, 2443.0, 1002.0, 3935.0, 2790.0, 2256.0, 30.0, 3910.0, 2371.0, 1711.0, 1980.0, 3915.0, 3905.0, 4020.0, 1350.0, 3413.0, 747.0, 568.0, 2797.0, 3916.0, 217.0, 2417.0, 1638.0, 2919.0, 1059.0, 2790.0, 2870.0, 2921.0, 3268.0, 3937.0, 807.0, 568.0, 3173.0, 2176.0, 2176.0, 3914.0, 41.0, 2226.0, 2848.0, 3908.0, 3900.0, 2389.0, 3915.0, 3281.0, 2464.0, 3924.0, 3946.0, 715.0, 3138.0, 871.0, 1891.0, 2547.0, 1628.0, 1879.0, 777.0, 3912.0, 3949.0, 2790.0, 278.0, 2890.0, 4035.0, 3901.0, 4094.0, 3924.0, 2209.0, 3444.0, 3775.0, 3457.0, 2790.0, 2942.0, 3668.0, 3514.0, 2836.0, 803.0, 4035.0, 1457.0, 2844.0, 4020.0, 2417.0, 2919.0, 1350.0, 3513.0, 3903.0, 3307.0, 779.0, 2890.0, 169.0, 3268.0, 2790.0, 3911.0, 1033.0, 3281.0, 2259.0, 2443.0, 47.0, 1980.0, 3459.0, 3526.0, 3903.0, 1846.0, 1793.0, 2259.0, 990.0, 3586.0, 3901.0, 3178.0, 30.0, 4106.0, 1000.0, 2872.0, 1668.0, 747.0, 562.0, 1980.0, 2808.0, 3513.0, 4018.0, 1179.0, 1685.0, 3903.0, 4106.0, 3625.0, 993.0, 871.0, 3905.0, 2209.0, 3902.0, 3912.0, 3513.0, 522.0, 3625.0, 1013.0, 1452.0, 2790.0, 3775.0, 3902.0, 2209.0, 3836.0, 3992.0, 1164.0, 990.0, 3900.0, 3516.0, 3760.0, 3514.0, 1879.0, 2259.0, 4004.0, 3239.0, 2973.0, 2203.0, 2844.0, 2104.0, 715.0, 189.0, 1763.0, 3901.0, 871.0, 1452.0, 747.0, 871.0, 3901.0"
1181,"3407.0, 3724.0, 1604.0, 2722.0, 1604.0, 1079.0, 3171.0, 3171.0, 1163.0, 1163.0, 3407.0, 3548.0, 1306.0, 3128.0, 3548.0, 3548.0, 1163.0, 17.0, 2011.0, 724.0, 3128.0"
1182,NaN
1183,"4193.0, 3024.0, 1505.0, 3948.0, 1772.0"
1184,"2617.0, 1606.0, 622.0, 2732.0, 2453.0, 2617.0, 3280.0, 622.0, 622.0, 622.0, 2617.0"
1185,NaN
1186,"3136.0, 568.0"
1187,2722.0
1188,"NaN, NaN, 3424.0, NaN, 705.0, 3639.0, 1091.0, 1775.0, 2325.0, 2995.0"
1191,"NaN, NaN"
1192,"807.0, 2722.0"
1193,"81.0, 3915.0, 394.0, 2252.0, 3902.0, 1763.0, 2402.0, 1807.0, 3915.0, 3903.0, 1569.0, 3625.0, 81.0, 2919.0, 3625.0, 2722.0, 1763.0, 2872.0, 1807.0, 371.0, 1807.0, 394.0, 81.0, 1569.0, 3914.0, 2252.0, 1524.0, 1807.0, 3625.0, 1807.0, 2402.0, 1524.0, 1569.0, 81.0, 420.0, 3914.0, 3915.0, 4124.0, 3915.0, 2252.0, 2402.0, 1569.0, 274.0, 1711.0, 3228.0, 1524.0, 1711.0, 1569.0, 2252.0, 1569.0, 1807.0, 81.0, 1569.0, 1524.0, 2209.0, 1711.0, 3625.0, 3901.0, 1524.0, 2252.0, 1807.0, 2402.0"
1194,"3900.0, 3424.0, 3090.0, 3916.0, 870.0, 3310.0, 2995.0, 2995.0, 3901.0, 3424.0, 3971.0"
1195,"NaN, 3903.0, 1807.0, 3901.0, 2848.0, NaN, 81.0, 1910.0, NaN, NaN, 4092.0, 1350.0, 1980.0, NaN, 3928.0, 1807.0, 1524.0, 3900.0"
1197,"NaN, 1807.0, NaN, NaN, 781.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3916.0, NaN, NaN, NaN, NaN"
1198,"3613.0, 3910.0"
1199,3827.0
1200,"1163.0, 3171.0, 3171.0, 3171.0, 2643.0, 3201.0, 217.0, 3407.0, 3407.0, 158.0, 1033.0, 2643.0, 3171.0, 1348.0, 169.0, 748.0, 2578.0, 3407.0"
1201,"2921.0, 956.0, 1627.0, 2373.0, 2829.0, 2017.0, 30.0, 614.0, 922.0, 614.0, 2829.0, 3268.0, 2254.0, 2731.0, 3935.0, 3413.0, 614.0, 3914.0, 3625.0, 1456.0, 1002.0, 692.0, 327.0, 3924.0, 3268.0, 3915.0, 30.0, 797.0, 4155.0, 1012.0, 3901.0, 3836.0, 1627.0, 2020.0, 4231.0, 30.0, 3936.0, 3999.0, 545.0, 3914.0, 2829.0, 3978.0, 4069.0, 2829.0, 3915.0, 3915.0, 2373.0, 3921.0, 614.0, 392.0, 2104.0, 956.0, 3936.0, 1141.0, 3922.0, 218.0, 1350.0, 3936.0, 3986.0, 1680.0, 3914.0, 1393.0, 3324.0, 327.0, 2254.0, 4008.0, 2731.0, 956.0, 1012.0, 3913.0, 3986.0, 1555.0, 4231.0, 2359.0, 3924.0, 1350.0, 922.0, 1060.0, 327.0, 4231.0, 545.0, 3921.0, 4113.0, 4133.0, 12.0, 2731.0, 3903.0, 1905.0, 2373.0, 1012.0, 614.0, 956.0, 2831.0, 3921.0, 3389.0, 414.0, 1393.0, 2731.0, 1456.0, 3915.0, 545.0, 4008.0, 956.0, 3915.0, 3540.0, 545.0, 2359.0, 3268.0, 3900.0, 3949.0, 1060.0, 3978.0, 327.0, 4106.0, 2879.0, 922.0, 3901.0, 327.0, 3307.0, 1456.0, 1350.0, 3976.0, 480.0, 237.0, 4231.0, 813.0, 3915.0, 2254.0, 3129.0, 3937.0, 2104.0, 3935.0, 3912.0, 2406.0, 3936.0, 3922.0, 2879.0, 2630.0, 3935.0, 3915.0, 2406.0, 3914.0, 2105.0, 30.0, 2872.0, 3915.0, 3935.0, 4113.0, 1350.0, 1680.0, 4156.0, 1350.0, 3915.0, 3976.0, 2254.0, 3867.0, 1986.0, 4231.0, 1657.0, 81.0, 2422.0, 614.0, 2254.0, 2203.0, 3413.0, 2865.0, 3920.0, 1680.0, 692.0, 2807.0, 1772.0, 3920.0, 327.0, 1393.0, 3836.0, 1760.0, 921.0, 30.0, 2829.0, 2373.0, 2254.0, 3540.0, 698.0, 921.0, 4206.0, 3173.0, 4113.0, 3129.0, 1681.0, 3976.0, 3915.0"
1202,NaN
1203,"3911.0, 3901.0, 3910.0, 3905.0, 2176.0, 2942.0"
1204,NaN
1205,NaN
1206,"3901.0, 3903.0, 2690.0, 3901.0, 3903.0, 1898.0, 3900.0, 1898.0, 3902.0, 1569.0, 136.0, 914.0, 3911.0, 2464.0, 2473.0, 2586.0, 3910.0, 2469.0, 3900.0, 1569.0, 2700.0, 3902.0, 2700.0, 2580.0, 3905.0, 1898.0, 3900.0, 2580.0, 3911.0, 914.0, 2469.0, 2690.0, 2586.0, 3901.0, 2690.0, 3901.0, 2473.0, 3224.0, 3900.0, 3903.0"
1207,"1984.0, 300.0, 300.0, 1221.0, 3810.0, 300.0, 3810.0, 1984.0, 300.0, 1032.0, 300.0, 1984.0, 300.0, 300.0, 921.0, 751.0, 1984.0, 3810.0, NaN, 300.0, NaN, NaN, 3910.0, 300.0, 1032.0, 300.0, 1221.0, 2924.0, 2580.0, NaN, NaN, 300.0, 4089.0, NaN, 545.0, NaN, 300.0, 1221.0, 1221.0, 1221.0, 300.0, NaN, NaN, 1221.0, 3963.0, 4032.0, 300.0, 3902.0, NaN, 1984.0, NaN, 545.0"
1208,NaN
1209,"3916.0, 3199.0"
1211,"1807.0, 1807.0"
1212,"2049.0, 3981.0, 592.0"
1213,"3143.0, 1710.0"
1214,"2256.0, 1.0, 3042.0, 2256.0, 1.0, 2256.0, 2256.0, 2256.0"
1215,"4030.0, 3953.0"
1216,"3911.0, 3903.0, 4100.0, 3903.0, 3910.0, 1965.0, 4099.0, 3251.0, 3902.0, 93.0, 3601.0, 3911.0, 3911.0, 3902.0, 3902.0, 3901.0, NaN, 3900.0, NaN, 855.0, 3903.0, 300.0, 160.0, 248.0, 1807.0, NaN, 2080.0, 855.0, 3901.0, 855.0"
1217,1775.0
1218,"NaN, NaN, NaN, NaN, 3940.0, 3024.0, 1772.0, 4214.0, 3424.0, NaN, 3005.0, NaN, 4213.0, 3639.0, 3639.0, NaN, NaN, NaN"
1219,"1176.0, 3868.0"
1220,"3639.0, 3024.0, 3639.0, 3948.0, 3910.0, 3262.0, 3948.0, 3901.0, 3502.0, 3502.0, 3916.0, 3024.0, 3900.0, 3903.0, 3916.0, 3902.0"
1221,"667.0, 2609.0, 2382.0"
1222,"1696.0, 983.0, 475.0, 1950.0, 1053.0, 3901.0, 3639.0, 3058.0, 2667.0, 702.0, 3910.0, 146.0, 667.0, 475.0, 3901.0, 3604.0, 3902.0, NaN, 3817.0, 3902.0, 3879.0, 1138.0, 2146.0, 475.0, 1478.0, 3903.0, 2550.0, 2870.0, 3653.0, 3876.0, 3540.0, 667.0, 3910.0, 3879.0, 3903.0, 178.0, 2667.0, 1064.0, 2995.0, 870.0, 2146.0, 2833.0, 144.0, 1478.0, 3728.0, 3412.0, 3911.0, 3903.0, 2667.0, 2325.0, 2032.0, 3900.0, 178.0, 2632.0, 3916.0, 3916.0, 3639.0, 178.0, 3587.0, 3874.0, 578.0, 2667.0, 2097.0, 644.0, 3901.0, 3591.0, 794.0, 3639.0, 2146.0, 1138.0, 2667.0, 2667.0, 2870.0, 3424.0, 3910.0, 3911.0, 2667.0, 568.0, 2667.0, 12.0, 1792.0, 3903.0, 2790.0, 553.0, 308.0, 2146.0, 3911.0, 3910.0, 1064.0, 3087.0, 178.0, 1091.0, 2995.0, 4276.0, 2667.0, 2870.0, 237.0, 2995.0, 1138.0, 1119.0, 3902.0, 955.0, 3424.0, 139.0, 2833.0, 2032.0, 2146.0, 2790.0, 667.0, 870.0, 553.0, 3911.0, 553.0, 2667.0, 2667.0, 3412.0, 3900.0, 2667.0, 3639.0, 2636.0, 3874.0, 3901.0, 2790.0, NaN, 2995.0, 3902.0, 2667.0, 2667.0, 1402.0, 3639.0, 2667.0, 3902.0, 3900.0, 2667.0, 3820.0, 178.0, 3639.0, NaN, 769.0, 3540.0, 667.0, 3540.0, 3087.0, 2860.0, 3639.0, 3639.0, 3902.0, 2667.0, 3259.0, 2325.0, 3910.0, 769.0, 3639.0, 2667.0, 2032.0, 3902.0, 2667.0, 3900.0, 1421.0, 178.0, 3911.0, 3900.0, 3424.0, 3171.0, 2624.0, 2325.0, 2667.0, 667.0, 769.0, 667.0, 2667.0, 2325.0, 936.0, 144.0, 2667.0, 3412.0, 3512.0, 3900.0, NaN, 3903.0, 3900.0, 1091.0, 3902.0, 2833.0, 3953.0, 2870.0, 526.0, 277.0, 2032.0, 2833.0, 3407.0, 3604.0, 2667.0, 139.0, 3902.0, 3910.0, 3902.0, 3639.0, 1091.0, 3540.0, 2667.0, 3224.0, 2833.0, 3540.0, 2146.0, 3540.0, 146.0, 1348.0, 1359.0, 386.0, 3639.0, 3447.0, 2667.0, 1091.0, 1696.0, 146.0, 2667.0, 667.0, 667.0, 2325.0, 146.0, 144.0, 712.0, 2099.0, 1138.0, 74.0, 4048.0, 3903.0, 3087.0, 1402.0, 475.0, 3901.0, 1873.0, 2870.0, 3902.0, NaN, 3639.0, 1138.0, 144.0, 2667.0, 3901.0, 3639.0, 3910.0, 1614.0, 1792.0, 2995.0, 475.0, 2833.0, 3901.0"
1223,"136.0, 3910.0"
1224,2079.0
1225,"807.0, 1807.0, 864.0, 3625.0, 679.0, 2085.0, 679.0"
1226,2483.0
1227,NaN
1228,"2967.0, 2501.0, 1610.0, 596.0"
1229,"1508.0, 2077.0, 74.0, 327.0, 3958.0, 1818.0, 1508.0, 74.0, 74.0, 4048.0, 4048.0, NaN, 2325.0, 1080.0, 3639.0, 327.0, 414.0, 3199.0, 363.0, 870.0, 1083.0, NaN, 4186.0, 4048.0, 2325.0, 74.0, 1707.0, 1708.0"
1230,2461.0
1231,2605.0
1232,"303.0, 2295.0, 551.0, 3900.0, 2256.0, 1252.0, 2295.0, 288.0, 2136.0, 740.0, 666.0, 3903.0, 3173.0, 464.0, 3837.0, 2136.0, 1138.0, 540.0, 540.0, 48.0, 813.0, 3900.0, 2615.0, 813.0, 3915.0, 3364.0, 3902.0, 2345.0, 3902.0, 2136.0, 2136.0, 540.0, 2011.0, 1694.0, 2136.0, 1252.0, 2256.0, 3837.0, 1157.0, 2125.0, 3625.0, 2136.0, 531.0, 3903.0, 2136.0, NaN, 3916.0, 3903.0, 3595.0, 2371.0, 2899.0, 3910.0, 2136.0, 3902.0, 3925.0, 1910.0, 3903.0, 2295.0, 2071.0, 297.0, 1694.0, 3901.0, 3901.0, 2427.0, 3912.0, 2136.0, 1518.0, 2136.0, 2136.0, 2389.0, 3916.0, 4244.0, 3837.0, 3625.0, 747.0, 813.0, 715.0, 3042.0, 747.0, 1763.0, 578.0, 3916.0, 3901.0, 2136.0, 1252.0, 2389.0, 3116.0, 368.0, 3999.0, 3902.0, 1195.0, 2136.0, 3925.0, 20.0, 1473.0, 3925.0, 720.0, 2136.0, 1705.0, 1763.0, 3173.0, 3903.0, 3901.0, 3910.0, 1185.0, 2900.0, 2136.0, 2341.0, 272.0, 3564.0, 2189.0, 2136.0, 2080.0, 3903.0, 3915.0, 2136.0, 3976.0, 2256.0, 2136.0, 2136.0, 2295.0, 394.0, 3912.0, 3900.0, 2872.0, 1244.0, 3646.0, 1252.0, 3195.0, 1910.0, 3646.0, 1667.0, 3900.0, 3667.0, 3116.0, 734.0, 540.0, 2136.0, 3042.0, 3083.0, 3902.0, 2136.0, 3925.0, 2872.0, 3667.0, 759.0, 540.0, 1910.0, 540.0, 2136.0, 1427.0, 3929.0, 3914.0, 2295.0, 1705.0, 789.0, 2900.0, 740.0, 3837.0, 740.0, 3901.0, 715.0, 3915.0, 2136.0, 1164.0, 813.0, 2136.0, 3042.0, 1683.0, 2136.0, 1036.0, 813.0, 3915.0, 2427.0, 1086.0, 3901.0, 1185.0, 3926.0, 3925.0, 3900.0, 2136.0, 3930.0, 303.0, 3173.0, 3904.0, 1763.0, 379.0, 3904.0, 2136.0, 3926.0, 580.0, 2256.0, 2136.0, 3902.0, 2136.0, 3688.0, 1667.0, 3900.0, 2136.0, 1252.0, 2389.0"
1234,"3910.0, 3902.0, 1998.0, 3903.0, NaN, 855.0"
1235,"NaN, NaN"
1236,"568.0, 3424.0, 794.0"
1237,"2470.0, 1807.0, NaN, NaN, 3775.0, 3901.0, 3908.0, 1587.0, 4060.0, 1608.0, 3948.0, NaN, 3903.0, NaN, 3900.0, 1505.0, 3903.0, 4070.0, 3910.0, 189.0, NaN, 414.0, NaN, 3905.0, 3424.0, 3900.0, 3903.0, 4016.0, 1807.0, 1807.0, NaN, NaN, NaN, 3908.0, 3911.0, 2890.0, 3910.0, NaN, NaN, 1505.0"
1239,"1657.0, 2049.0, 2049.0, 1163.0, 3263.0, 3724.0, 3625.0, 2097.0, 3625.0, 3981.0, 284.0, 3561.0, 2097.0, 81.0, 2049.0, 2578.0, 3201.0, 3916.0, 1348.0, 3595.0, 2788.0, 2097.0, 3625.0, 3548.0, 3724.0"
1240,"2022.0, 3947.0, 3953.0, 1373.0, 3254.0, 2147.0, 2888.0, 2147.0, 3532.0, 2022.0, 807.0, 1373.0, 2858.0, 2022.0, 1643.0, 3254.0, 2420.0, NaN, 344.0, 1373.0, NaN, 94.0, 2022.0, 2147.0, 1373.0, 74.0, 3254.0, 2022.0, 2861.0, 1373.0, 3625.0, 94.0, 3532.0, 344.0, 3254.0, 2420.0, 2754.0"
1242,"3424.0, 3424.0"
1243,"2709.0, 482.0"
1245,"4144.0, 3935.0, 3268.0, 2104.0, 1395.0, NaN, 3937.0, 855.0, 4040.0, 855.0, 3936.0, 30.0"
1246,"NaN, NaN, NaN, NaN, NaN, 1504.0, NaN, NaN, NaN, NaN, 1221.0, NaN, 3900.0, NaN, 2957.0, 1221.0, NaN, NaN, NaN, 524.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3910.0, 300.0, 1807.0, NaN, 1221.0, 3810.0, NaN, 3911.0, NaN, NaN, NaN, NaN"
1247,"2551.0, 843.0, 667.0, 3262.0, 3790.0, 2551.0, 411.0, 3790.0, 3790.0, 18.0, 18.0, 3790.0, 18.0, 277.0, 3639.0, 3639.0, 398.0, 18.0, 18.0, 277.0, 18.0, 2943.0, 2943.0, NaN, 983.0, 111.0, 2605.0, 3790.0, 870.0, 3639.0, 3639.0, 3874.0, 2308.0, 3790.0, 2551.0, 277.0, NaN, 18.0, 209.0, 920.0, 3639.0, 843.0, 3790.0, 2500.0, 277.0, 2943.0, 983.0, 843.0, 667.0, 873.0, 18.0, 2943.0, 843.0, 2823.0, 18.0, 2847.0"
1248,"1112.0, 990.0, 1437.0, 3262.0, 1437.0, 1437.0, 2062.0, 1437.0, 4115.0, 2942.0, NaN, 855.0, 2890.0, 236.0, 1437.0, 813.0, 3941.0, 1437.0, 3307.0, 3905.0, 813.0, 1807.0, 2005.0, 1000.0, 248.0, 1437.0, 2136.0, 4115.0, 4069.0, 2062.0, 3901.0, 1437.0, 2005.0, 1112.0, 4070.0, 4120.0, 1437.0, 480.0, 1437.0, 2833.0, 1112.0, 855.0, 1437.0, 990.0, 789.0, 480.0, 3903.0, 480.0, 3307.0, 236.0, 188.0, 1437.0, 3639.0, 3908.0, 4085.0, 4115.0, 1437.0, 1437.0, 1437.0, 1618.0, 248.0, 3497.0, 1437.0, 1437.0, 480.0"
1249,"3005.0, 2136.0, 1865.0, 2085.0, NaN, 1807.0, 1501.0, 870.0, 755.0, 3639.0, 163.0, 2875.0, NaN, 807.0, 1057.0, 1063.0, 3981.0, NaN, 807.0, 2833.0, NaN, 3981.0, 2636.0, 3625.0, 163.0, 3625.0, 3625.0, 807.0, NaN, 807.0, 1807.0, 1057.0, 3639.0, 866.0, 807.0, 3005.0, 3005.0, NaN, NaN, NaN, 3168.0, 1807.0, 807.0, 907.0, NaN, 3625.0, 2032.0, 907.0, 2136.0, 2833.0, 807.0, 807.0, 3262.0, 2136.0, 1057.0, 1057.0, 163.0, 807.0, NaN, 2890.0, 163.0, 983.0, 1421.0, 926.0, 3168.0, 585.0, 536.0, NaN, 807.0, NaN, 2136.0, 3625.0, 3901.0, 807.0, 2875.0, 1057.0, 807.0, 3625.0, 3214.0, 1807.0, 807.0, 807.0, NaN, 866.0, NaN, 3625.0, 807.0, 3625.0, 755.0, 557.0, 3903.0, 807.0, 3005.0, 163.0, 163.0, 3625.0, 807.0, 3604.0, NaN, 3625.0, 2519.0, 163.0, 3005.0, 3005.0, 1501.0, 3903.0, 2030.0, 807.0, NaN, 1501.0"
1250,"NaN, NaN, 3827.0"
1252,"1555.0, NaN, 1555.0, NaN, 1555.0"
1253,2722.0
1254,NaN
1255,"3949.0, 3949.0, 3949.0"
1256,"300.0, NaN, 3767.0, 2682.0, NaN, NaN, NaN, NaN, 300.0, 300.0, 433.0, 524.0, 3907.0, NaN, 2682.0, 2252.0, 3625.0, 300.0, 4037.0, 300.0"
1257,88.0
1258,"303.0, 1066.0, 1066.0, 170.0, 189.0, 3914.0, 1668.0, 2402.0, 1467.0, 3701.0, 846.0, 975.0, 2402.0, 1463.0, 303.0, 3599.0, 1523.0, 616.0"
1259,"NaN, 1901.0"
1260,"3775.0, 4282.0, 2469.0, 3625.0, 669.0, 3251.0, 568.0, 1000.0, 236.0, 2995.0, 137.0, 3530.0, 1000.0, 2469.0, 1560.0, 356.0, 3907.0, 3910.0, 747.0, 2005.0, 2005.0, 1803.0, 3984.0, 3745.0, 236.0, 2389.0, 1000.0, 669.0, 3138.0, 2808.0, 1000.0, 4035.0, 74.0, 2005.0, 2995.0, 1920.0, 4272.0, 2469.0, 1000.0, 1910.0, 356.0, 1033.0, 4030.0, 3984.0, 1910.0, 3740.0, 3601.0, 4035.0, 3138.0, 4063.0, 3625.0, 4030.0, 2469.0, 4030.0, 3986.0, 4024.0, NaN, 1849.0, 3902.0, 1000.0, 1920.0, 3973.0, 1920.0, NaN, 3625.0, 3585.0, 1033.0, 3900.0, 3516.0, 356.0, 356.0"
1261,"4053.0, 74.0"
1262,"287.0, NaN, 287.0, 3604.0"
1263,2464.0
1264,"3905.0, 136.0, 3901.0, 3903.0, 3901.0, 3902.0, 3903.0, 3905.0, 3903.0, 3901.0, 3911.0, 3903.0, 3905.0, 2470.0"
