id,title,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4
75986,Love Letters,obsession,radio,nudity,letter,love
76025,Shame,pornography,brother sister relationship,sex addiction,new york city,thirty something
76163,The Expendables 2,airplane,number in title,airplane crash,violence,beard
76170,The Wolverine,japan,samurai,mutant,world war i,marvel comic
76203,12 Years a Slave,whip,kidnapping,slavery,plantation,night shift
76285,Percy Jackson: Sea of Monsters,poison,hermes,poseidon,demigod,golden fleece
76338,Thor: The Dark World,marvel comic,superhero,based on comic book,hostile takeover,norse mythology
76341,Mad Max: Fury Road,future,chase,post-apocalyptic,dystopia,australia
76349,1911,martial arts,sword,revolution,blood,gunfight
76487,The Devil Inside,rome,exorcism,death,demonic possession,found footage
76489,The Three Stooges,duringcreditsstinger,,,,
76492,Hotel Transylvania,witch,magic,mummy,vampire,dracula
76493,The Dictator,kurdish,,,,
76494,What to Expect When You're Expecting,based on novel,adoption,pregnant,miscarriage,expectant father
76617,Texas Chainsaw 3D,sequel,gore,leatherface,slasher,chainsaw
76640,The Last Stand,sheriff,small town,hostage,prisoner,fbi
76649,Pompeii,gladiator,arena,gladiator fight,lava,roman
76726,Chronicle,seattle,telekinesis,friendship,loneliness,outcast
76757,Jupiter Ascending,jupiter,space,woman director,3d,interspecies romance
76758,The Flowers of War,forced prostitution,child rape,,,
76996,Love and Other Catastrophes,independent film,woman director,,,
77016,End of Watch,los angeles,bullet proof vest,u.s. marine,medal of valor,police sergeant
77174,ParaNorman,medium,stop motion,curse,jock,ghost
77459,A Monster in Paris,monster,cgi,3d,paris france,
77495,Sleep Tight,barcelona spain,blackmail,concierge,caretaker,stalking
77866,Contraband,head wound,criminal,security guard,contraband,
77875,Playing for Keeps,mother,father son relationship,field,athlete,soccer
77877,The Lucky One,based on novel,wife husband relationship,photo,kennel,playing chess
77930,Magic Mike,dancing,florida,strip club,male stripper,novice
77931,The Smurfs 2,based on cartoon,animation,smurf,,
77948,The Cold Light of Day,kidnapping,spying,government,,
77949,The Awakening,suicide,england,classroom,investigation,supernatural
77950,Turbo,underdog,car race,dream,speed,power
77951,Walking With Dinosaurs,dinosaur,3d,,,
77953,The Campaign,politics,politician,election campaign, north carolinam,congressman
77987,Only God Forgives,bangkok,suicidal,arthouse,neo-noir,drug trafficker
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",alan smithee,,,,
78307,On the Outs,prison,drug dealer,single mother,teenage pregnancy,woman director
78373,"Dancer, Texas Pop. 81",small town,texas,,,
78381,Twixt,sheriff,vampire,orphanage,writer,edgar allen poe
78383,Nurse 3-D,nurse,sexual murder,revenge,lesbian relationship,dark comedy
78394,Sea Rex 3D: Journey to a Prehistoric World,prehistoric,dinosaur,imax,underwater scene,3d
78698,Big Miracle,whale,alaska,aftercreditsstinger,duringcreditsstinger,greenpeace
79120,Weekend,gay,great britain,one-night stand,independent film,gay relationship
79316,Devil's Due,found footage,,,,
79694,The Apparition,experiment,supernatural,paranormal,haunting,disappearance
79777,In the Land of Blood and Honey,muslim,sister sister relationship,sarajevo,bosnian war of 1992-1995,violence
79940,Tim and Eric's Billion Dollar Movie,restaurant,wolf,shopping mall,filmmaker,billion dollars
80035,The Watch,usa,sterility,castration,marriage,friendship
80215,Indie Game: The Movie,games,woman director,programmers,coding,
80271,LOL,coming of age,mother daughter relationship,teen movie,teenager,based on film
80274,Ender's Game,based on novel,intolerance,chosen one,child prodigy,futuristic
80278,The Impossible,thailand,tsunami,family vacation,tidal wave,catastrophe
80304,Casa De Mi Padre,mexico,organized crime,drug lord,padre,aftercreditsstinger
80321,Madagascar 3: Europe's Most Wanted,madagascar,3d,,,
80585,Rock of Ages,musical,rocker,teenager,young love,rock sta
81005,Jack the Giant Slayer,based on fairy tale,giant,,,
81188,Rise of the Guardians,dream,santa claus,nightmare,easter bunny,tooth fairy
81220,Everything Put Together,independent film,,,,
81390,A Lonely Place to Die,terror,scotland,kidnapping,nudity,wilderness
81796,Lockout,usa president,anti hero,dementia,future,space
81836,To Rome with Love,rome,expatriate,episodic,,
82505,House at the End of the Street,mother daughter relationship,cross dressing,violence,mother son relationship,father son conflict
82507,Sinister,drowning,pennsylvania,child murderer,car set on fire,murder
82525,Savages,widow,american abroad,eye gouging,dea agent,shot in the shoulder
82532,"Jeff, Who Lives at Home",slacker,basement,destiny,glue,stoner
82533,Damsels in Distress,college,female friendship,young adult,,
82631,Won't Back Down,based on true story,,,,
82650,Diary of a Wimpy Kid: Dog Days,best friend,sweet sixteen,duringcreditsstinger,,
82654,Warm Bodies,post-apocalyptic,dystopia,zombie,zombie apocalypse,interspecies romance
82675,Taken 2,kidnapping,turkey,police chase,bag over head,violence
82679,Fun Size,halloween,friends,little brother,trick or treating,boyfriend girlfriend relationship
82682,Gangster Squad,los angeles,gangster,,,
82684,Chasing Mavericks,wave,surfing,sport,mentor protégé relationship,santa cruz california
82687,The Guilt Trip,inventor,road trip,guilt,mother son relationship,woman director
82690,Wreck-It Ralph,support group,product placement,bullying,racing,arcade
82693,Silver Linings Playbook,dancing,philadelphia,running,based on novel,depression
82695,Les Misérables,france,robbery,brothel,mayor,star
82696,Hope Springs,renewing wedding vows,marriage counselling,,,
82700,After Earth,dystopia,,,,
82702,How to Train Your Dragon 2,father son relationship,wife husband relationship,sacrifice,viking,sequel
82703,Mr. Peabody & Sherman,father son relationship,egypt,intelligence,adoption,time travel
82990,Paranormal Activity 4,garage,poltergeist,webcam,imaginary friend,bathtub
83542,Cloud Atlas,clone,future,dystopia,ensemble cast,duringcreditsstinger
83588,Middle of Nowhere,prison,woman director,,,
83666,Moonrise Kingdom,new england,first love,eye patch,search party,devastation
83686,The Words,plagiarized book,stolen novel,plagiarized novel,aspiring writer,
83770,On the Road,based on novel,cemetery,narration,nudity,funeral
83860,October Baby,adoption,college,,,
84174,Bachelorette,bridesmaid,strip club,female friendship,reunion,drug use
84175,Beasts of the Southern Wild,refugee camp,hurricane,fantasy,flooding,global warming
84178,Black Rock,friends,remote island,woman director,,
84184,Celeste & Jesse Forever,relationship problems,male female relationship,divorce,best friends in love,
84200,"For a Good Time, Call...",crude humor,best friend,phone sex,innuendo,dirty joke
84204,Grabbers,monster,ireland,drunk,beheaded,
84318,The Other Dream Team,olympic games,sport,basketball,basketball team,
84329,Robot & Frank,friendship,robot,senior citizen,cat thief,
84332,Safety Not Guaranteed,time travel,,,,
84355,Your Sister's Sister,sister sister relationship,secret,romance,cottage,relationship
84892,The Perks of Being a Wallflower,shyness,secret,narration,kiss,freshman
85350,Boyhood,daily life,family's daily life,urban life,growing up,domestic abuse
85446,Step Up Revolution,flash mob,dance instructor,real estate development,nike,dance company
86304,All Superheroes Must Die,superhero,,,,
86331,Desire,france,female nudity,sex,sexuality,love
86549,August,drama,romance,gay relationship,,
86812,Sound of My Voice,journalist,independent film,hand clapping game,cult leader,
86825,Stoker,mystery,,,,
86829,Inside Llewyn Davis,folk music,performance,aspiring singer,new york city,recording
86834,Noah,bible,god,noah,3d,
86837,Amour,nurse,music teacher,aging,daughter,music
86838,Seven Psychopaths,suicide,alcohol,sex,screenwriter,underworld
87093,Big Eyes,wife husband relationship,artist,court case,,
87101,Terminator Genisys,saving the world,artificial intelligence,cyborg,killer robot,future
87421,Riddick,dystopia,revenge,alien,planet,imax
87428,That's My Boy,deadbeat dad,cheating fiancée,teacher student sex,brother sister incest,
87499,The East,secret organization,murder,environmentalism,vanity film,eco-terrorists
87502,Flight,confession,airplane,f word,hangover,airplane crash
87567,The Big Wedding,adoption,marriage,divorce,birth mother,
87729,Jefferson in Paris,france,revolution,biography,president,history
87818,Movie 43,slapstick,ensemble cast,duringcreditsstinger,woman director,laxative
87825,Trouble with the Curve,women,baseball,pitcher,home run,aging
87826,Here Comes the Boom,high school teacher,prize money,physics teacher,fighting movie,budget cutting
87827,Life of Pi,ocean,shipwreck,hindu,tiger,faith
87943,Sisters in Law,woman director,,,,
88005,Seeking a Friend for the End of the World,asteroid,road trip,end of the world,woman director,
88036,Sparkle,soong sisters,duringcreditsstinger,,,
88751,Journey to the Center of the Earth,volcano,prehistoric,dinosaur,prehistoric creature,3d
88794,J. Edgar,biography,historical figure,fbi director,,
89325,Darling Companion,aftercreditsstinger,,,,
89492,This Is 40,wife husband relationship,children,family relationships,duringcreditsstinger,
89540,The Other Conquest,female nudity,pagan,aztec indian,,
89708,Samsara,eating,around the world,fast motion scene,balance,skyline
89750,"Pink Ribbons, Inc.",marketing,breast cancer,corporatism,woman director,
89861,Stiff Upper Lips,italy,victorian england,young woman,,
90369,Now Is Good,cancer,teenager,teen drama,bucket list,based on young adult novel
90414,"I Love You, Don't Touch Me!",woman director,,,,
91070,L!fe Happens,baby,roommate,friendship,single,los angeles
91076,Illuminata,playwright,critic,theater,,
91122,16 to Life,affection,woman director,,,
91314,Transformers: Age of Extinction,sequel,alien,transformers,giant robot,robot
91586,Insidious: Chapter 2,haunted house,possession,demon,family,ghost
92182,Silent House,supernatural,remake,suspense,beer bottle,real time
92591,Bernie,prison visit,funeral director,funeral home,amateur theater,embezzlement
93456,Despicable Me 2,secret agent,bakery,falling in love,father daughter relationship,duringcreditsstinger
93856,Chernobyl Diaries,radiation,ukraine,nuclear radiation,tourist,nuclear power plant
94329,The Raid,crime boss,tenement,high rise,monitor,tower block
94348,Alex Cross,ex military,,,,
94352,Cirque du Soleil: Worlds Away,clown,music,mimes,cirque du soleil,carnies
96238,Never Again,romantic comedy,,,,
96399,For Greater Glory - The True Story of Cristiada,duringcreditsstinger,,,,
96721,Rush,world champion,sport,racing car,formula 1,automobile racing
96724,Anna Karenina,based on novel,st. petersburg russia,high society,imperial russia,tragic death
97020,RoboCop,cyborg,future,dystopia,police,remake
97367,The Place Beyond the Pines,corruption,father son relationship,carnival,mechanic,motorcycle
97370,Under the Skin,male nudity,scotland,edinburgh,alien,very little dialogue
97430,The Man with the Iron Fists,blacksmith,brothel,femme fatale,violence,ancient china
97614,Deadfall,partner,murder,on the run,fugitive,crime
97630,Zero Dark Thirty,assassination,cia,hotel,terrorist,prisoner
98357,Broken City,mayor,investigation,politics,ex-cop,revenge
98369,Blue Like Jazz,book store,,,,
98549,The Legend of Hell's Gate: An American Conspiracy,based on real events,,,,
98566,Teenage Mutant Ninja Turtles,martial arts,terrorist,hero,mutation,van
98568,Enter Nowhere,cabin,time travel,woods,cabin in the woods,lost
99826,The Jimmy Show,stand-up comedy,,,,
99861,Avengers: Age of Ultron,marvel comic,sequel,superhero,based on comic book,vision
100042,Dumb and Dumber To,friendship,sequel,road movie,buddy comedy,
100241,"I, Frankenstein",soul,queen,anti hero,fantasy,prince
100275,Eddie: The Sleepwalking Cannibal,cannibal,sleepwalking,art teacher,,
100402,Captain America: The Winter Soldier,washington d.c.,future,shield,marvel comic,superhero
100975,Just Looking,new york,nurse,sex,infidelity,nudity
101173,Coriolanus,senate,general,market,rivalry,tragedy
101267,Katy Perry: Part of Me,woman director,,,,
101299,The Hunger Games: Catching Fire,competition,based on novel,mentor,secret,factory
102362,Dead Man Down,revenge,new york city,mysterious woman,crime lord,
102382,The Amazing Spider-Man 2,obsession,marvel comic,sequel,based on comic book,electrocution
102651,Maleficent,fairy tale,villain,sleeping beauty,dark fantasy,based on fairy tale
102899,Ant-Man,marvel comic,superhero,based on comic book,aftercreditsstinger,duringcreditsstinger
103328,Holy Motors,limousine,multiple identities,wig,penis,talking car
103620,Maniac,prostitute,mannequin,remake,murder,gore
103663,The Hunt,father son relationship,denmark,lie,pedophilia,kindergarten
103731,Mud,river,snake,arkansas,fugitive,river boat
103903,Outside Bet,racehorse,,,,
104755,The Lords of Salem,witch,coven,salem massachusetts,satanic,
105864,The Good Dinosaur,tyrannosaurus rex,friends,alternate history,dinosaur,fear
106646,The Wolf of Wall Street,corruption,sex,sexuality,bank,humor
106747,Machete Kills,mexico,white house,nuclear missile,machete,outer space
106845,Re-Kill,reality tv,conspiracy,zombie,zombie apocalypse,
107315,Below Zero,screenwriter,,,,
107811,21 & Over,alcohol,birthday,debauchery,,
107846,Escape Plan,prison,muslim,ship,mystery,science fiction
107985,The World's End,end of the world,apocalypse,trilogy,homage,
108346,Dreaming of Joseph Lees,lust,love crime,,,
109091,The Counselor,poetry,lawyer,drug smuggling,drug trafficking,red dress
109410,42,baseball,biography,sport,brooklyn dodgers,
109414,This Is the End,rape,monster,panic,friendship,celebrity
109417,Battle of the Year,musical,3d,,,
109421,Side Effects,fraud,cover-up,murder,drug,prescription medication
109424,Captain Phillips,ship,hijacking,somalia,fisherman,blood
109428,Evil Dead,remake,demon,necronomicon,duringcreditsstinger,
109443,Anchorman 2: The Legend Continues,journalism,mustache,tv news,newsroom,gang warfare
109445,Frozen,queen,musical,princess,betrayal,snowman
109451,Cloudy with a Chance of Meatballs 2,inventor,food,scientist,,
109491,Beautiful Creatures,civil war,southern usa,magic,light,dark
109513,Hit & Run,witness protection,getaway driver,duringcreditsstinger,,
109729,The Canyons,sex,adultery,jealousy,nudity,seduction
110415,Snowpiercer,father son relationship,child labour,brothel,winter,allegory
110683,The Wicked Lady,highwayman,,,,
111190,Adore,lovers,woman director,,,
111794,20 Dates,hidden camera,biography,reality show,mockumentary,
112430,The Company,miniseries,,,,
112456,Hardflip,skateboarding,forgiveness,sport,family relationships,aftercreditsstinger
112949,Safe Haven,based on novel,small town,widower,single father,abusive husband
113947,The Sessions,cat,virgin,narration,wheelchair,graduation
114150,Pitch Perfect,competition,roommate,college,female friendship,music
115210,Stitches,slapstick,teen angst,slaughter,dark comedy,supernatural being
116149,Paddington,england,train station,based on novel,bear,anthropomorphism
116613,The Sweeney,british,based on tv series,,,
116711,Epic,fantasy,miniature people,,,
116741,The Internship,job interview,loss of job,intern,reference to google,new job
116745,The Secret Life of Walter Mitty,himalaya,photographer,magazine,iceland,daydream
116977,Foodfight!,supermarket,fight,product placement,computer animation,food
117251,White House Down,usa president,conspiracy,secret service,the white house,
117263,Olympus Has Fallen,white house,secret service,terrorist attack,,
118340,Guardians of the Galaxy,marvel comic,spaceship,space,outer space,orphan
118452,"First Love, Last Rites",sex,misfit,boring,,
118612,After,coma,crash,accepting death,,
118957,Bait,drowning,supermarket,shark attack,australian,flooding
119283,Parker,professional thief,jewel robbery,,,
119450,Dawn of the Planet of the Apes,leader,colony,post-apocalyptic,dystopia,forest
120467,The Grand Budapest Hotel,hotel,painting,wartime,gunfight,theft
121676,Inescapable,woman director,,,,
121826,Quartet,musician,concert,retired,,
121986,Frances Ha,friendship,loneliness,black and white,responsibility,late coming of age
122081,Spring Breakers,female nudity,sex,florida,drug dealer,nudity
122906,About Time,london england,father son relationship,time travel,,
122917,The Hobbit: The Battle of the Five Armies,corruption,elves,dwarves,orcs,middle-earth (tolkien)
123553,The Mortal Instruments: City of Bones,angel,vampire,werewolf,warlock,downworlder
123678,The Act of Killing,corruption,war,indonesia,,
124459,The Incredible Burt Wonderstone,magic,las vegas,,,
124606,Bang,gang,audition,police fake,homeless,actress
125052,Hurricane Streets,prison,new mexico,smuggling,gang,theft
125123,Among Giants,yorkshire,love,friends,,
125490,Antiviral,injection,celebrity,satire,near future,metamorphosis
126319,Ernest & Celestine,mouse,musician,friendship,prejudice,bear
127493,Stolen,taxi driver,thief,fbi agent,,
127560,The Railway Man,post traumatic stress  disorder,japanese,world war ii,victim,autobiography
127585,X-Men: Days of Future Past,1970s,mutant,time travel,marvel comic,based on comic book
127867,The Brass Teapot,fantasy,based on comic book,money,magical object,woman director
127918,The Gatekeepers,israel,army,intelligence agency,shin bet,
129139,The To Do List,sex,sexuality,irony,sarcasm,naivety
129670,Nebraska,montana,small town,dementia,aging,road trip
130150,Labor Day,escaped convict,depressed mom,,,
131631,The Hunger Games: Mockingjay - Part 1,resistance,post-apocalyptic,dystopia,war,sequel
131634,The Hunger Games: Mockingjay - Part 2,revolution,strong woman,dystopia,game of death,3d
132232,Mama,supernatural horror,,,,
132316,Jab Tak Hai Jaan,bollywood,fall in love,,,
132344,Before Midnight,hotel,airport,hotel room,greece,dream
132363,The Butler,white house,butler,biography,civil rights,
133694,Promised Land,small town,campaign,salesman,farmland,natural gas
133805,Carrie,terror,based on novel,power,telekinesis,high school
133931,Zambezia,falcon,bird,origin,,
134371,Atlas Shrugged Part II,ayn rand,,,,
134374,Pain & Gain,miami,scam,crime,weight lifting,weightlifting
134411,Snitch,father son relationship,based on true story,,,
134597,The Collection,mercenary,party,sequel,gore,escape
135397,Jurassic World,monster,dna,tyrannosaurus rex,velociraptor,island
136400,2 Guns,undercover,undercover agent,based on comic book,money,fugitive
136795,The Heat,boston,fbi,buddy comedy,,
136797,Need for Speed,street race,super cars,super speed,car,based on video game
136835,No Good Deed,sadistic,hostage,sociopath,serial killer,blood
137093,Last Vegas,casino,male friendship,stag night,las vegas,elderly
137094,Jack Ryan: Shadow Recruit,london england,corruption,cia,terrorist,sniper
137106,The Lego Movie,father son relationship,creativity,friendship,part live action,toys
137113,Edge of Tomorrow,deja vu,time warp,restart,dystopia,war
137321,Winter's Tale,based on novel,,,,
137347,Closer to the Moon,bank robbery,,,,
138103,The Expendables 3,cia,arms dealer,sequel,rescue mission,hospital
138697,Don Jon,pornography,sex,sex addiction,male female relationship,internet porn
138832,We're the Millers,mexico,police,gang,drug smuggling,drug
138843,The Conjuring,sister sister relationship,exorcism,rhode island,based on true story,farmhouse
139038,A Haunted House,horror spoof,found footage,duringcreditsstinger,,
139715,Detention of the Dead,high school,independent film,zombie,extreme violence,
139948,Burn,michigan,crisis,fire fighting,detroit,woman director
139998,Supporting Characters,marriage proposal,relationship,filmmaking,film editing,
140300,Kung Fu Panda 3,china,martial arts,kung fu,village,panda
140823,Saving Mr. Banks,biography,animation,writer,moviemaking,
142061,"Batman: The Dark Knight Returns, Part 2",dc comics,future,joker,robin,based on graphic novel
142132,Sugar Town,woman director,,,,
144336,Sabotage,drug cartel,dea,,,
144340,Admission,princeton university,admissions,,,
145220,Muppets Most Wanted,musical,the muppets,,,
146198,Triple 9,heist,betrayal,dirty cop,,
146203,The Last Exorcism Part II,found footage,,,,
146216,RED 2,paris,london england,cia,russia,mi6
146233,Prisoners,pennsylvania,kidnapping,maze,vigilante,rural setting
146238,Runner Runner,gambling,casino,gambling debts,dirty cop,puerto rico
146239,Delivery Man,remake,sperm donor,,,
146269,The Young Unknowns,woman director,,,,
146304,The Best Man Holiday,best man,,,,
146631,U.F.O.,impostor,alien invasion,military,partying,
146882,Elza,france,caribbean islands,caribbean,woman director,
147441,Exodus: Gods and Kings,moses,bible,ancient egypt,3d,ramses
147773,The Way Way Back,shyness,beach,bicycle,conversation,friendship
150202,The Haunting in Connecticut 2: Ghosts of Georgia,new home,ghost,1990s,,
150211,The Frozen,bickering,accident,denial of death,,
150540,Inside Out,dream,cartoon,imaginary friend,animation,family
150689,Cinderella,cinderella,magic,prince,fairy tale,kingdom
152532,Dallas Buyers Club,women,aids,biography,based on true story,hiv
152599,The Immigrant,new york,corruption,sister sister relationship,magic,immigrant
152601,Her,artificial intelligence,computer,love,loneliness,transhumanism
152737,August: Osage County,suicide,drug addiction,funeral,dysfunctional family,based on play
152742,The Best Offer,painting,auctioneer,confidence game,fine art,honey pot
152747,All Is Lost,yacht,sailor,storm at sea,unconsciousness,life raft
152760,The Monuments Men,world war ii,nazis,art theft,post world war ii,
153158,Underdogs,soccer,,,,
153397,Restless,spy,war,british secret service,,
153518,The Angry Birds Movie,island,bird,pig,talking animal,based on video game
153795,Straight A's,brother brother relationship,drug addiction,sister-in-law,,
156022,The Equalizer,corruption,assassin,hostage,fbi,hitman
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,parody,horror comedy,,,
157185,Tin Can Man,home invasion,,,,
157293,ABCD (Any Body Can Dance),underdog,competition,dance,musical,drama
157336,Interstellar,saving the world,artificial intelligence,father son relationship,single parent,nasa
157350,Divergent,based on novel,dystopia,youth,dystopic future,caste system
157353,Transcendence,artificial intelligence,technology,nanotechnology,computer virus,super computer
157354,Fruitvale Station,police brutality,based on true story,racism,docudrama,day in a life
157386,The Spectacular Now,alcoholism,coming of age,teenager,high school student,based on young adult novel
157544,The Vatican Tapes,exorcism,anti-christ,exorcist,,
157547,Oculus,hallucination,supernatural,mirror,skepticism,ghost
157841,The Young and Prodigious T.S. Spivet,train,cartographer,,,
157847,Joe,child abuse,prostitute,bar,brothel,snake
157849,A Most Wanted Man,terror,muslim,intelligence,immigrant,torture
157909,Show Me,kidnapping,,,,
158011,The Call,underground,gas station,kidnapping,murder,suspense
158015,The Purge,dystopia,barricade,home invasion,constitutional convention,legalized murder
158852,Tomorrowland,inventor,apocalypse,destiny,imax,dreamer
159037,The Square,woman director,,,,
159824,Hotel Transylvania 2,transylvania,hotel,witch,technology,magic
160588,Blue Jasmine,san francisco,sister sister relationship,new york city,rich,narcissism
161795,Déjà Vu,love,american,pin,stranger,ruby
162903,The Fifth Estate,journalist,biography,internet,information leak,activist
164457,Out of the Furnace,prison,brother brother relationship,drug dealer,brother,revenge
164558,One Direction: This Is Us,concert,,,,
165864,Hansel and Gretel Get Baked,witch,marijuana,succubus,power company,cannibalism
166424,Fantastic Four,teleportation,transformation,telekinesis,portal,marvel comic
166624,Treading Water,fish,boy,parenting,first love,troubled childhood
167073,Brooklyn,love triangle,based on novel,homesickness,vororte,ship
168027,Freaky Deaky,bomb squad,ex-fugitive,freaky,,
168259,Furious 7,car race,speed,revenge,suspense,car
168530,Ride Along,police operation,police officer,brother-in-law brother-in-law relationship,duringcreditsstinger,black men
168672,American Hustle,con artist,scam,mobster,fbi agent,
168705,BloodRayne,vampire,vampire hunter,based on video game,romania,
169917,A Walk Among the Tombstones,based on novel,murder,mafia,private investigator,new york city
170687,The Boxtrolls,based on novel,stop motion,father daughter relationship,unlikely friendship,duringcreditsstinger
171274,Inherent Vice,based on novel,1970s,private investigator,smoking marijuana,los angeles
171424,The Green Inferno,chile,gore,jungle,extreme violence,cannibal
172385,Rio 2,bird,sequel,jungle,audition,amazon rainforest
172391,Khumba,3d,khumba,,,
172533,Drinking Buddies,male female relationship,co-worker,relationship,mumblecore,
173224,Along the Roadside,road movie,,,,
174311,All Is Bright,christmas tree,salesman,french canadian,,
175291,Cheap Thrills,suspense,mumblegore,,,
175541,Black Nativity,musical,based on stage musical,woman director,based on the bible,nativity
175555,A Madea Christmas,christmas,,,,
175574,Free Birds,holiday,thanksgiving,freedom,duringcreditsstinger,3d
176074,Reality Show,wife husband relationship,reality,reality tv,reality spoof,
176077,Enter the Dangerous Mind,composer,obsession,,,
176124,Home Run,baseball,,,,
177572,Big Hero 6,brother brother relationship,hero,talent,revenge,best friend
177677,Mission: Impossible - Rogue Nation,london england,spy,austria,villain,sequel
178862,Aroused,pornography,interview,biography,photography,porno star
179144,The Great Beauty,alcohol,rome,vatican,based on novel,birthday
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,magic,woman director,,,
181283,Child 44,based on novel,soviet union,russian,murder,serial killer
181330,Kevin Hart: Let Me Explain,stand-up comedy,"manhattan, new york city",madison square garden,duringcreditsstinger,
181533,Night at the Museum: Secret of the Tomb,night watchman,museum,natural history,history,smithsonian
182291,On The Downlow,confession,hazing,gang member,latino,lgbt
184315,Hercules,mercenary,battle,ancient greece,hercules,warrior
184345,A Haunted House 2,haunted house,,,,
184346,Deliver Us from Evil,possessed,demon,occult,demonic possession,
184374,Cinco de Mayo: La Batalla,mexican,,,,
186935,Heli,drug cartel,extreme violence,,,
187017,22 Jump Street,high school,undercover cop,buddy comedy,aftercreditsstinger,duringcreditsstinger
188161,A Million Ways to Die in the West,gunslinger,farmer,wild west,laxative,
188166,Blue Ruin,revenge,drifter,virginia,character study,neo-noir
188207,The Legend of Hercules,mythology,zeus,ancient greece,demigod,city of argos
188927,Star Trek Beyond,sequel,stranded,hatred,space opera,
190847,The Last Days on Mars,mars,science fiction,zombie,,
190859,American Sniper,sniper,biography,iraq,navy seal,u.s. soldier
192102,3 Days to Kill,retirement,secret service,illegal drugs,,
192132,Palo Alto,high school,soccer,teenager,older man younger woman relationship,teenage sexuality
192134,Dom Hemingway,growing up,money,crime,fatherhood,
192136,Mandela: Long Walk to Freedom,prison,south africa,apartheid,biography,nelson mandela
192141,No Escape,hotel,revolution,race against time,engineer,coup
192210,Open Road,drug dealer,police,killer,illegal drugs,dealer
193603,Hayride,haunted house,slasher,,,
193610,The Other Woman,infidelity,revenge,unfaithful boyfriend,woman,sitting on a toilet
193613,Metallica: Through the Never,heavy metal,live concert,,,
193722,R100,dominatrix,bdsm,,,
193756,Lone Survivor,war,survival,navy seal,military,dangerous mission
193893,Let's Be Cops,corruption,robbery,kidnapping,nightclub,male friendship
194662,Birdman,times square,superhero,long take,new york city,play
195589,Neighbors,alcohol,baby,party,family,fraternity
196867,Annie,musical,orphan,foster child,,
198062,Coffee Town,coffee shop,slacker,thirty something,carefree,
198184,Chappie,artificial intelligence,android,robot,near future,robot cop
198185,Million Dollar Arm,baseball,sport,duringcreditsstinger,,
198663,The Maze Runner,based on novel,maze,post-apocalyptic,dystopia,escape
199373,The Frozen Ground,gun,escape,serial killer,man hunt,hunting
199933,Atlas Shrugged Part III: Who is John Galt?,trilogy,ayn rand,,,
200505,Draft Day,sport,duringcreditsstinger,,,
201088,Blackhat,terrorist,technology,anti hero,hacker,computer virus
201132,Antarctica: A Year on Ice,biography,antarctica,,,
202575,Thunder and the House of Magic,magic,3d,,,
202604,The Vatican Exorcisms,exorcism,,,,
203801,The Man from U.N.C.L.E.,spy,cold war,remake,based on tv series,buddy cop
203833,The Book Thief,world war ii,book,nazi germany,jewish,
204082,Homefront,based on novel,drug dealer,ex-cop,rural setting,undercover cop
204922,Before I Go to Sleep,amnesia,therapist,aggression,hospital,flashback
205126,Independence Daysaster,ufo,extraterrestrial,spaceship,alien,
205220,Philomena,mother,washington d.c.,journalist,adoption,forgiveness
205321,Sharknado,california,helicopter,beach,tornado,hurricane
205584,Gods of Egypt,egypt,underworld,fight,mythology,nile
205587,The Judge,father son relationship,judge,lawyer,,
205588,Our Kind of Traitor,based on novel,woman director,,,
205596,The Imitation Game,gay,england,world war ii,mathematician,biography
205775,In the Heart of the Sea,suicide,ocean,sea,hunger,shipwreck
206197,The Sisterhood of Night,witch,woman director,,,
206213,Zombie Hunter,mutant,post-apocalyptic,zombie,,
206284,Grace Unplugged,christian,,,,
206296,The Last Five Years,wife,musical,marriage,divorce,
206563,Trash,brazilian,drama,thriller,,
206647,Spectre,spy,based on novel,secret agent,sequel,mi6
207769,Banshee Chapter,lsd,government,conspiracy,tension,video camera
208134,Bad Grandpa,duringcreditsstinger,,,,
208763,Forbidden Kingdom,monster,mystic,church,demon,witchcraft
209112,Batman v Superman: Dawn of Justice,dc comics,vigilante,superhero,based on comic book,revenge
209263,Enough Said,masseuse,thanksgiving,party,romance,mother daughter relationship
209274,Ida,nun,mine,jew,jewish,poland
209403,Bad Words,competition,satire,spelling bee,estranged father,unlikely friendship
209451,Jersey Boys,biography,based on play,,,
210577,Gone Girl,based on novel,marriage crisis,disappearance,cheating husband,missing person
210860,Mortdecai,based on novel,painting,debt,art dealer,stolen painting
211086,Faith Connections,himalaya,hindu,pilgrimage,faith,hinduism
211672,Minions,assistant,aftercreditsstinger,duringcreditsstinger,evil mastermind,minions
211954,Instructions Not Included,bachelor,vespa,,,
214756,Ted 2,sperm bank,sequel,buddy,courthouse,teddy bear
215211,Grace of Monaco,monaco,prince,,,
215881,Plush,woman director,,,,
215918,1982,drug addiction,father daughter relationship,semi autobiographical,,
215924,The Amazing Catfish,woman director,,,,
216015,Fifty Shades of Grey,based on novel,perversion,spanking,billionaire,bdsm
216282,Into the Storm,tornado,student,found footage,disaster movie,
217708,Of Horses and Men,horse,snow storm,icelandic,,
