id,title,cast_0,cast_1,cast_2
56288,Spy Kids: All the Time in the World,Jessica Alba,Mason Cook,Rowan Blanchard
56292,Mission: Impossible - Ghost Protocol,Tom Cruise,Jeremy Renner,Simon Pegg
56491,In Her Line of Fire,Mariel Hemingway,David Keith,David Millbern
56601,The Perfect Game,Clifton Collins Jr,Cheech Marin,Moisés Arias
56666,Fiza,Hrithik Roshan,Karisma Kapoor,Jaya Bachchan
56715,Just Visiting,Jean Reno,Christina Applegate,Christian Clavier
56930,Tycoon,John Wayne,Laraine Day,Cedric Hardwicke
57022,Sunshine State,Alan King,Angela Bassett,Timothy Hutton
57089,Hoodwinked Too! Hood VS. Evil,Hayden Panettiere,Bill Hader,Joan Cusack
57119,Jumping the Broom,Paula Patton,Julie Bowen,Meagan Good
57120,Meek's Cutoff,Michelle Williams,Bruce Greenwood,Will Patton
57157,Young Adult,Charlize Theron,Patton Oswalt,Patrick Wilson
57158,The Hobbit: The Desolation of Smaug,Martin Freeman,Ian McKellen,Richard Armitage
57165,Wrath of the Titans,Sam Worthington,Liam Neeson,Ralph Fiennes
57201,The Lone Ranger,Johnny Depp,Armie Hammer,William Fichtner
57212,War Horse,Tom Hiddleston,Benedict Cumberbatch,Toby Kebbell
57214,Project X,Oliver Cooper,Jonathan Daniel Brown,Thomas Mann
57431,The Sitter,Sam Rockwell,Jonah Hill,Max Records
57612,Dolphins and Whales: Tribes of the Ocean,Daryl Hannah,Charlotte Rampling,
57800,Ice Age: Continental Drift,John Leguizamo,Ray Romano,Chris Wedge
57825,Bride & Prejudice,Aishwarya Rai Bachchan,Martin Henderson,Naveen Andrews
57876,Area 51,Reid Warner,Darrin Bragg,Ben Rovner
57943,The Love Letter,Campbell Scott,Jennifer Jason Leigh,David Dukes
58048,Shanghai Surprise,Madonna,Sean Penn,Paul Freeman
58051,Housefull,Akshay Kumar,Ritesh Deshmukh,Deepika Padukone
58151,Fright Night,Anton Yelchin,Colin Farrell,Toni Collette
58224,Mr. Popper's Penguins,Jim Carrey,Carla Gugino,Madeline Carroll
58233,Johnny English Reborn,Rowan Atkinson,Dominic West,Gillian Anderson
58428,The Innkeepers,Sara Paxton,Pat Healy,Kelly McGillis
58431,Pride and Prejudice and Zombies,Lily James,Sam Riley,Jack Huston
58492,The Greatest Movie Ever Sold,Morgan Spurlock,Peter Berg,Paul Brennan
58574,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,Jude Law,Jared Harris
58595,Snow White and the Huntsman,Kristen Stewart,Charlize Theron,Chris Hemsworth
58626,The Hit List,Cuba Gooding Jr.,Cole Hauser,Jonathan LaPaglia
58680,Woo,Jada Pinkett Smith,Tommy Davidson,Duane Martin
58882,Snow Flower and the Secret Fan,Li Bingbing,Jun Ji-hyun,Hugh Jackman
59108,Tower Heist,Ben Stiller,Eddie Murphy,Casey Affleck
59436,Midnight in Paris,Owen Wilson,Rachel McAdams,Kurt Fuller
59440,Warrior,Tom Hardy,Jennifer Morrison,Nick Nolte
59457,Womb,Eva Green,Matt Smith,Lesley Manville
59678,Attack the Block,Nick Frost,Jodie Whittaker,John Boyega
59728,The 5th Quarter,Aidan Quinn,Andie MacDowell,Ryan Merriman
59859,Kick-Ass 2,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse
59860,Monte Carlo,Selena Gomez,Katie Cassidy,Cory Monteith
59861,Larry Crowne,Tom Hanks,Julia Roberts,Bryan Cranston
59917,Cotton Comes to Harlem,Godfrey Cambridge,Raymond St. Jacques,Calvin Lockhart
59930,The Inkwell,Larenz Tate,Joe Morton,Suzzanne Douglas
59961,Safe House,Denzel Washington,Ryan Reynolds,Vera Farmiga
59962,This Means War,Reese Witherspoon,Chris Pine,Tom Hardy
59965,Abduction,Taylor Lautner,Lily Collins,Alfred Molina
59967,Looper,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt
59968,Our Idiot Brother,Paul Rudd,Elizabeth Banks,Zooey Deschanel
59981,Legends of Oz: Dorothy's Return,Lea Michele,Dan Aykroyd,Patrick Stewart
60243,A Separation,Leila Hatami,Kimia Hosseini,Merila Zarei
60304,Hansel & Gretel: Witch Hunters,Jeremy Renner,Gemma Arterton,Famke Janssen
60307,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon,Devon Bostick,Rachael Harris
60308,Moneyball,Brad Pitt,Jonah Hill,Philip Seymour Hoffman
60309,The Conspirator,Evan Rachel Wood,James McAvoy,Kevin Kline
60400,The Blue Bird,Shirley Temple,Spring Byington,Nigel Bruce
60420,Like Crazy,Anton Yelchin,Felicity Jones,Jennifer Lawrence
60421,Circumstance,Nikohl Boosheri,Sarah Kazemy,Reza Sixo Safai
60422,Another Happy Day,Ellen Barkin,Ezra Miller,Kate Bosworth
60463,Sunday School Musical,Chris Chatman,Candise Lakota,Krystle Connor
60599,Arbitrage,Richard Gere,Susan Sarandon,Tim Roth
61012,Silent Hill: Revelation 3D,Adelaide Clemens,Kit Harington,Sean Bean
61038,Go for It!,Aimee Garcia,Al Bandiero,Jossara Jinaro
61337,Critical Care,James Spader,Kyra Sedgwick,Helen Mirren
61752,Girl 6,Theresa Randle,Isaiah Washington,Spike Lee
61791,Rise of the Planet of the Apes,James Franco,Freida Pinto,John Lithgow
61891,Anonymous,Jamie Campbell Bower,Rhys Ifans,David Thewlis
61984,Space Battleship Yamato,Hiroyuki Ikeuchi,Takuya Kimura,Meisa Kuroki
62008,Good Deeds,Tyler Perry,Phylicia Rashād,Thandie Newton
62116,Mozart's Sister,Marie Féret,Marc Barbé,Delphine Chuillot
62177,Brave,Kelly Macdonald,Julie Walters,Billy Connolly
62204,Quest for Fire,Everett McGill,Ron Perlman,Nicholas Kadi
62206,30 Minutes or Less,Jesse Eisenberg,Danny McBride,Aziz Ansari
62211,Monsters University,Billy Crystal,John Goodman,Steve Buscemi
62213,Dark Shadows,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter
62214,Frankenweenie,Charlie Tahan,Catherine O'Hara,Martin Short
62215,Melancholia,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland
62255,Tracker,Ray Winstone,Temuera Morrison,Andy Anderson
62402,Guiana 1838,Aasheekaa Bathija,Thomas Garvey,Kumar Gaurav
62630,The Devil's Double,Dominic Cooper,Ludivine Sagnier,Raad Rawi
62676,Limbo,Mary Elizabeth Mastrantonio,David Strathairn,Vanessa Martinez
62677,Songcatcher,Janet McTeer,Michael Davis,Michael Goodwin
62728,Brighton Rock,Andy Serkis,Helen Mirren,John Hurt
62764,Mirror Mirror,Julia Roberts,Lily Collins,Armie Hammer
62835,Colombiana,Zoe Saldana,Cliff Curtis,Callum Blue
62837,Dolphin Tale,Morgan Freeman,Ashley Judd,Harry Connick Jr.
62838,New Year's Eve,Robert De Niro,Katherine Heigl,Ashton Kutcher
63006,Dum Maaro Dum,Abhishek Bachchan,Bipasha Basu,Deepika Padukone
63020,The Perez Family,Marisa Tomei,Alfred Molina,Anjelica Huston
63287,The Poker House,Jennifer Lawrence,Selma Blair,Bokeem Woodbine
63492,What's Your Number?,Chris Evans,Anna Faris,Martin Freeman
63574,Joyful Noise,Queen Latifah,Dolly Parton,Keke Palmer
64328,The Muppets,Amy Adams,Jason Segel,Emily Blunt
64499,Quinceañera,Emily Rios,Jesse Garcia,Chalo González
64559,The Swindle,Michel Serrault,Isabelle Huppert,François Cluzet
64639,Straw Dogs,James Marsden,Kate Bosworth,Alexander Skarsgård
64678,The Art of Getting By,Freddie Highmore,Emma Roberts,Michael Angarano
64682,The Great Gatsby,Leonardo DiCaprio,Tobey Maguire,Carey Mulligan
64685,Extremely Loud & Incredibly Close,Thomas Horn,Tom Hanks,Sandra Bullock
64686,47 Ronin,Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki
64688,21 Jump Street,Channing Tatum,Jonah Hill,Brie Larson
64689,Killing Them Softly,Brad Pitt,Scoot McNairy,Ben Mendelsohn
64690,Drive,Ryan Gosling,Carey Mulligan,Bryan Cranston
64720,Take Shelter,Michael Shannon,Jessica Chastain,Katy Mixon
64807,Grudge Match,Robert De Niro,Sylvester Stallone,Alan Arkin
65055,Shark Night,Sara Paxton,Chris Carmack,Joel David Moore
65057,The Descendants,George Clooney,Shailene Woodley,Amara Miller
65086,The Woman in Black,Daniel Radcliffe,Ciarán Hinds,Sidney Johnston
65203,The Broadway Melody,Charles King,Anita Page,Bessie Love
65448,Penitentiary,Wilbur 'Hi-Fi' White,Leon Isaac Kennedy,Thommy Pollard 
65749,Tango,Miguel Ángel Solá,Cecilia Narova,Mía Maestro
65754,The Girl with the Dragon Tattoo,Daniel Craig,Rooney Mara,Christopher Plummer
65759,Happy Feet Two,Elijah Wood,Robin Williams,Pink
66025,Mooz-lum,Nia Long,Danny Glover,Evan Ross
66125,Red Dog,Josh Lucas,Rachael Taylor,Rohan Nichol
66195,The Perfect Host,David Hyde Pierce,Clayne Crawford,Nathaniel Parker
66468,N-Secure,Cordell Moore,Essence Atkins,Denise Boutte
66607,Saving Private Perez,Joaquín Cosio,Gerardo Taracena,Jaime Camil
66767,Beat the World,Tyrone Brown,Mishael Morgan,Nikki Grant
66942,Griff the Invisible,Ryan Kwanten,Maeve Dermody,Marshall Napier
67373,This Thing of Ours,James Caan,James Caan,Frank Vincent
67660,Think Like a Man,Michael Ealy,Jerry Ferrara,Meagan Good
67675,Glee: The Concert Movie,Dianna Agron,Lea Michele,Gwyneth Paltrow
67911,Bucky Larson: Born to Be a Star,Nick Swardson,Christina Ricci,Stephen Dorff
67913,The Guard,Brendan Gleeson,Don Cheadle,Liam Cunningham
68179,Escape from Planet Earth,Brendan Fraser,Rob Corddry,Ricky Gervais
68202,Without Men,Eva Longoria,Christian Slater,Oscar Nunez
68412,3 Backyards,Edie Falco,Embeth Davidtz,Elias Koteas
68684,Detention,Shanley Caswell,Josh Hutcherson,Spencer Locke
68718,Django Unchained,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio
68721,Iron Man 3,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle
68722,The Master,Joaquin Phoenix,Philip Seymour Hoffman,Amy Adams
68724,Elysium,Matt Damon,Jodie Foster,Sharlto Copley
68726,Pacific Rim,Idris Elba,Charlie Hunnam,Charlie Day
68727,Trance,James McAvoy,Vincent Cassel,Rosario Dawson
68728,Oz: The Great and Powerful,James Franco,Mila Kunis,Rachel Weisz
68734,Argo,Ben Affleck,Bryan Cranston,Alan Arkin
68735,Warcraft,Paula Patton,Travis Fimmel,Ben Foster
68737,Seventh Son,Jeff Bridges,Julianne Moore,Ben Barnes
68812,The Iceman,Michael Shannon,Winona Ryder,Ray Liotta
68818,Blackthorn,Sam Shepard,Magaly Solier,Eduardo Noriega
68924,The Ice Storm,Kevin Kline,Joan Allen,Sigourney Weaver
69270,Super Hybrid,Shannon Beckner,Oded Fehr,Ryan Kennedy
69382,The Legend of God's Gun,Robert Bones,Kirpatrick Thomas,Dave Koenig
69640,Lies in Plain Sight,Martha Higareda,Chad Michael Murray,Yul Vazquez
69668,Dream House,Daniel Craig,Naomi Watts,Rachel Weisz
69848,One Man's Hero,Tom Berenger,Joaquim de Almeida,Daniela Romo
70006,Never Back Down 2: The Beatdown,Stacey Asaro,Gralen Bryant Banks,Rus Blackwell
70074,Bullet to the Head,Sylvester Stallone,Sung Kang,Sarah Shahi
70160,The Hunger Games,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
70435,Haywire,Gina Carano,Ewan McGregor,Michael Fassbender
70436,The Raven,John Cusack,Luke Evans,Alice Eve
70478,The Stewardesses,Christina Hart,Ronald South,William Condos
70670,Headhunters,Aksel Hennie,Nikolaj Coster-Waldau,Synnøve Macody Lund
70687,The Sticky Fingers of Time,Terumi Matthews,Nicole Zaray,Belinda Becker
70829,The Last Godfather,Harvey Keitel,Jason Mewes,Blake Clark
70868,I Don't Know How She Does It,Sarah Jessica Parker,Pierce Brosnan,Sarah Shahi
70981,Prometheus,Noomi Rapace,Michael Fassbender,Guy Pearce
71157,Polisse,Karin Viard,JoeyStarr,Marina Foïs
71469,The Darkest Hour,Emile Hirsch,Rachael Taylor,Olivia Thirlby
71547,Fascination,Jacqueline Bisset,Adam Garcia,James Naughton
71552,American Reunion,Jason Biggs,Alyson Hannigan,Seann William Scott
71676,Ghost Rider: Spirit of Vengeance,Nicolas Cage,Ciarán Hinds,Violante Placido
71679,Resident Evil: Retribution,Milla Jovovich,Sienna Guillory,Michelle Rodriguez
71688,The Iron Lady,Meryl Streep,Anthony Stewart Head,Harry Lloyd
71805,Shipwrecked,Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh
71859,We Need to Talk About Kevin,John C. Reilly,Tilda Swinton,Ezra Miller
71864,The Odd Life of Timothy Green,Jennifer Garner,Joel Edgerton,Ron Livingston
71866,Tanner Hall,Rooney Mara,Georgia King,Brie Larson
71880,Jack and Jill,Adam Sandler,Katie Holmes,Al Pacino
72086,The Night Visitor,Max von Sydow,Trevor Howard,Liv Ullmann
72105,Ted,Mark Wahlberg,Mila Kunis,Seth MacFarlane
72113,Carnage,Kate Winslet,Jodie Foster,Christoph Waltz
72190,World War Z,Brad Pitt,Mireille Enos,Abigail Hargrove
72197,The Pirates! In an Adventure with Scientists!,Hugh Grant,Brendan Gleeson,Jeremy Piven
72207,The Five-Year Engagement,Jason Segel,Emily Blunt,Chris Pratt
72213,Courageous,Alex Kendrick,Ken Bevel,Ben Davies
72331,Abraham Lincoln: Vampire Hunter,Benjamin Walker,Dominic Cooper,Anthony Mackie
72358,A Thousand Words,Eddie Murphy,Allison Janney,Cliff Curtis
72359,Peeples,Craig Robinson,Kerry Washington,David Alan Grier
72387,Safe,Jason Statham,Chris Sarandon,James Hong
72431,Red Tails,Bryan Cranston,David Oyelowo,Cuba Gooding Jr.
72545,Journey 2: The Mysterious Island,Dwayne Johnson,Josh Hutcherson,Kristin Davis
72559,G.I. Joe: Retaliation,Dwayne Johnson,D.J. Cotrona,Adrianne Palicki
72570,The Vow,Rachel McAdams,Channing Tatum,Sam Neill
72571,Paranormal Activity 3,Katie Featherston,Sprague Grayden,Lauren Bittner
72710,The Host,Saoirse Ronan,Diane Kruger,Jake Abel
72766,Newlyweds,Edward Burns,Kerry Bishé,Marsha Dietlein
72913,Amigo,Chris Cooper,DJ Qualls,Garret Dillahunt
72914,"Fat, Sick & Nearly Dead",Joe Cross,Phil Riverstone,Amy Badberg
72976,Lincoln,Daniel Day-Lewis,Sally Field,David Strathairn
73191,The Nutcracker,Darci Kistler,Damian Woetzel,Bart Robinson Cook
73247,Heartbeeps,Andy Kaufman,Bernadette Peters,Randy Quaid
73511,The Californians,Noah Wyle,Illeana Douglas,Kate Mara
73532,Le Havre,André Wilms,Kati Outinen,Blondin Miguel
73567,Killer Joe,Matthew McConaughey,Emile Hirsch,Thomas Haden Church
73873,Albert Nobbs,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson
73935,Vamps,Alicia Silverstone,Krysten Ritter,Sigourney Weaver
73937,The Big Year,Owen Wilson,Steve Martin,Jack Black
74084,Dil Jo Bhi Kahey...,Amitabh Bachchan,Revathi,Karan Sharma
74457,Redemption Road,Michael Clarke Duncan,Morgan Simpson,Kiele Sanchez
74465,We Bought a Zoo,Matt Damon,Scarlett Johansson,Thomas Haden Church
74510,Kevin Hart: Laugh at My Pain,Kevin Hart,Na'im Lynn,
74534,The Best Exotic Marigold Hotel,Bill Nighy,Maggie Smith,Tom Wilkinson
74536,The Son of No One,Channing Tatum,Al Pacino,Juliette Binoche
74643,The Artist,Jean Dujardin,Bérénice Bejo,John Goodman
74725,Kill List,Neil Maskell,MyAnna Buring,Harry Simpson
74777,Absentia,Katie Parker,Courtney Bell,Morgan Peter Brown
75033,Winnie Mandela,Elias Koteas,Terrence Howard,Jennifer Hudson
75174,The Grey,Liam Neeson,Dermot Mulroney,Frank Grillo
75531,Isn't She Great,Bette Midler,Nathan Lane,Stockard Channing
75612,Oblivion,Tom Cruise,Morgan Freeman,Olga Kurylenko
75638,Red Lights,Sigourney Weaver,Robert De Niro,Cillian Murphy
75656,Now You See Me,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson
75674,Act of Valor,Roselyn Sánchez,Emilio Rivera,Nestor Serrano
75780,Jack Reacher,Tom Cruise,Rosamund Pike,Richard Jenkins
75861,To Write Love on Her Arms,Kat Dennings,Chad Michael Murray,Rupert Friend
75900,My Week with Marilyn,Michelle Williams,Eddie Redmayne,Kenneth Branagh
75986,Love Letters,Jamie Lee Curtis,Bonnie Bartlett,Matt Clark
76025,Shame,Michael Fassbender,Carey Mulligan,James Badge Dale
76163,The Expendables 2,Sylvester Stallone,Jason Statham,Dolph Lundgren
76170,The Wolverine,Hugh Jackman,Hiroyuki Sanada,Famke Janssen
76203,12 Years a Slave,Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o
76285,Percy Jackson: Sea of Monsters,Logan Lerman,Alexandra Daddario,Douglas Smith
76338,Thor: The Dark World,Chris Hemsworth,Natalie Portman,Tom Hiddleston
76341,Mad Max: Fury Road,Tom Hardy,Charlize Theron,Nicholas Hoult
76349,1911,Jackie Chan,Li Bingbing,Joan Chen
76487,The Devil Inside,Fernanda Andrade,Simon Quarterman,Evan Helmuth
76489,The Three Stooges,Sean Hayes,Will Sasso,Chris Diamantopoulos
76492,Hotel Transylvania,Adam Sandler,Steve Buscemi,David Spade
76493,The Dictator,Sacha Baron Cohen,Sayed Badreya,Aasif Mandvi
76494,What to Expect When You're Expecting,Cameron Diaz,Jennifer Lopez,Elizabeth Banks
76617,Texas Chainsaw 3D,Alexandra Daddario,Dan Yeager,Bill Moseley
76640,The Last Stand,Arnold Schwarzenegger,Forest Whitaker,Rodrigo Santoro
76649,Pompeii,Kit Harington,Carrie-Anne Moss,Emily Browning
76706,Christmas Mail,Ashley Scott,A.J. Buckley,Rolanda Watts
76726,Chronicle,Dane DeHaan,Alex Russell,Michael B. Jordan
76757,Jupiter Ascending,Mila Kunis,Channing Tatum,Sean Bean
76758,The Flowers of War,Christian Bale,Ni Ni,Tong Dawei
76996,Love and Other Catastrophes,Matt Day,Matthew Dyktynski,Alice Garner
77016,End of Watch,Jake Gyllenhaal,Michael Peña,Natalie Martinez
77156,Alien Zone,John Ericson,Ivor Francis,Judith Novgrod
77174,ParaNorman,Kodi Smit-McPhee,Tucker Albrizzi,Jodelle Ferland
77332,Urbania,Dan Futterman,Matt Keeslar,Samuel Ball
77459,A Monster in Paris,Vanessa Paradis,Mathieu Chedid,Gad Elmaleh
77495,Sleep Tight,Luis Tosar,Marta Etura ,Alberto San Juan
77866,Contraband,Mark Wahlberg,Kate Beckinsale,Ben Foster
77875,Playing for Keeps,Gerard Butler,Jessica Biel,Uma Thurman
77877,The Lucky One,Zac Efron,Blythe Danner,Taylor Schilling
77883,The Possession,Jeffrey Dean Morgan,Natasha Calis,Madison Davenport
77930,Magic Mike,Channing Tatum,Matthew McConaughey,Alex Pettyfer
77931,The Smurfs 2,Hank Azaria,Neil Patrick Harris,Brendan Gleeson
77934,The Christmas Bunny,Sophie Bolen,Madeline Vail ,Colby French
77948,The Cold Light of Day,Henry Cavill,Verónica Echegui,Sigourney Weaver
77949,The Awakening,Rebecca Hall,Dominic West,Imelda Staunton
77950,Turbo,Ryan Reynolds,Paul Giamatti,Michael Peña
77951,Walking With Dinosaurs,Charlie Rowe,Justin Long,Karl Urban
77953,The Campaign,Will Ferrell,Zach Galifianakis,Dylan McDermott
77987,Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Gordon Brown
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",Jackie Chan,Sylvester Stallone,Whoopi Goldberg
78307,On the Outs,Judy Marte,Paola Mendoza,Flaco Navaja
78373,"Dancer, Texas Pop. 81",Breckin Meyer,Peter Facinelli,Eddie Mills
78381,Twixt,Val Kilmer,Bruce Dern,Ben Chaplin
78383,Nurse 3-D,Paz de la Huerta,Katrina Bowden,Kathleen Turner
78394,Sea Rex 3D: Journey to a Prehistoric World,Guillaume Denaiffe,Norbert Ferrer,Chloe Hollings
78698,Big Miracle,Drew Barrymore,John Krasinski,Kristen Bell
78705,Live-In Maid,Norma Aleandro,Norma Argentina ,Marcos Mundstock
78814,We Have Your Husband,Teri Polo,Esai Morales,Nicholas Gonzalez
79120,Weekend,Tom Cullen,Chris New,Jonathan Race
79161,51 Birch Street,Carol Block,Doug Block,Ellen Block
79316,Devil's Due,Allison Miller,Zach Gilford,Sam Anderson
79587,Four Single Fathers,Alessandro Gassman,Francesco Quinn,Joe Urla
79694,The Apparition,Ashley Greene,Sebastian Stan,Tom Felton
79698,The Lovers,Josh Hartnett,Simone Kessell,Tamsin Egerton
79777,In the Land of Blood and Honey,Zana Marjanović,Goran Kostić,Branko Đurić
79940,Tim and Eric's Billion Dollar Movie,Eric Wareheim,Tim Heidecker,John C. Reilly
80035,The Watch,Ben Stiller,Vince Vaughn,Jonah Hill
80215,Indie Game: The Movie,Jonathan Blow,Phil Fish,Edmund McMillen
80271,LOL,Miley Cyrus,Demi Moore,Douglas Booth
80274,Ender's Game,Asa Butterfield,Harrison Ford,Hailee Steinfeld
80278,The Impossible,Naomi Watts,Ewan McGregor,Tom Holland
80304,Casa De Mi Padre,Will Ferrell,Gael García Bernal,Génesis Rodríguez
80321,Madagascar 3: Europe's Most Wanted,Ben Stiller,Sacha Baron Cohen,David Schwimmer
80468,Some Guy Who Kills People,Kevin Corrigan,Barry Bostwick,Karen Black
80585,Rock of Ages,Julianne Hough,Diego Boneta,Tom Cruise
81005,Jack the Giant Slayer,Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor
81188,Rise of the Guardians,Chris Pine,Alec Baldwin,Jude Law
81220,Everything Put Together,Radha Mitchell,Megan Mullally,Catherine Lloyd Burns
81390,A Lonely Place to Die,Melissa George,Ed Speleers,Eamonn Walker
81796,Lockout,Guy Pearce,Maggie Grace,Joseph Gilgun
81836,To Rome with Love,Ellen Page,Woody Allen,Jesse Eisenberg
82505,House at the End of the Street,Jennifer Lawrence,Max Thieriot,Elisabeth Shue
82507,Sinister,Ethan Hawke,Juliet Rylance,Vincent D'Onofrio
82525,Savages,Blake Lively,Taylor Kitsch,Aaron Taylor-Johnson
82532,"Jeff, Who Lives at Home",Jason Segel,Ed Helms,Susan Sarandon
82533,Damsels in Distress,Greta Gerwig,Carrie MacLemore,Megalyn Echikunwoke
82631,Won't Back Down,Viola Davis,Maggie Gyllenhaal,Ving Rhames
82650,Diary of a Wimpy Kid: Dog Days,Zachary Gordon,Robert Capron,Devon Bostick
82654,Warm Bodies,Nicholas Hoult,Teresa Palmer,Analeigh Tipton
82675,Taken 2,Liam Neeson,Maggie Grace,Famke Janssen
82679,Fun Size,Victoria Justice,Jackson Nicoll,Chelsea Handler
82682,Gangster Squad,Josh Brolin,Ryan Gosling,Nick Nolte
82684,Chasing Mavericks,Gerard Butler,Jonny Weston,Elisabeth Shue
82687,The Guilt Trip,Seth Rogen,Barbra Streisand,Yvonne Strahovski
82690,Wreck-It Ralph,John C. Reilly,Sarah Silverman,Jack McBrayer
82693,Silver Linings Playbook,Bradley Cooper,Jennifer Lawrence,Robert De Niro
82695,Les Misérables,Hugh Jackman,Russell Crowe,Anne Hathaway
82696,Hope Springs,Meryl Streep,Steve Carell,Tommy Lee Jones
82700,After Earth,Jaden Smith,Will Smith,Sophie Okonedo
82702,How to Train Your Dragon 2,Jay Baruchel,Gerard Butler,Kristen Wiig
82703,Mr. Peabody & Sherman,Ty Burrell,Max Charles,Ariel Winter
82990,Paranormal Activity 4,Katie Featherston,Kathryn Newton,Matt Shively
83542,Cloud Atlas,Tom Hanks,Halle Berry,Jim Broadbent
83588,Middle of Nowhere,David Oyelowo,Maya Gilbert,Sharon Lawrence
83666,Moonrise Kingdom,Bruce Willis,Edward Norton,Jared Gilman
83686,The Words,Bradley Cooper,Zoe Saldana,Jeremy Irons
83770,On the Road,Garrett Hedlund,Sam Riley,Kristen Stewart
83860,October Baby,Rachel Hendrix ,Jason Burkey,Robert Amaya 
84174,Bachelorette,Kirsten Dunst,Isla Fisher,Lizzy Caplan
84175,Beasts of the Southern Wild,Quvenzhané Wallis,Dwight Henry,Levy Easterly
84178,Black Rock,Kate Bosworth,Lake Bell,Jay Paulson
84184,Celeste & Jesse Forever,Rashida Jones,Andy Samberg,Elijah Wood
84188,Compliance,Ann Dowd,Dreama Walker,Pat Healy
84197,Filly Brown,Resmine Atis,Baby Bash,David Bianchi
84200,"For a Good Time, Call...",Ari Graynor,Lauren Miller,Mark Webber
84204,Grabbers,Richard Coyle,Ruth Bradley,Russell Tovey
84318,The Other Dream Team,Greg Speirs,Jim Lampley,Bill Walton
84329,Robot & Frank,Frank Langella,Liv Tyler,James Marsden
84332,Safety Not Guaranteed,Aubrey Plaza,Mark Duplass,Jake Johnson
84355,Your Sister's Sister,Mark Duplass,Emily Blunt,Rosemarie DeWitt
84401,Sholem Aleichem: Laughing In The Darkness,Rachel Dratch,Hillel Halkin,Jason Kravitz
84892,The Perks of Being a Wallflower,Logan Lerman,Emma Watson,Ezra Miller
85350,Boyhood,Ellar Coltrane,Patricia Arquette,Ethan Hawke
85446,Step Up Revolution,Kathryn McCormick,Ryan Guzman,Stephen Boss
85860,The FP,Jason Trost,Lee Valmassy,Art Hsu
86304,All Superheroes Must Die,Jason Trost,Lucas Till,James Remar
86331,Desire,Déborah Révy,Hélène Zimmer,Gowan Didi
86549,August,Murray Bartlett,Daniel Dugan,Adrian Gonzalez
86812,Sound of My Voice,Brit Marling,Christopher Denham,Nicole Vicius
86825,Stoker,Mia Wasikowska,Nicole Kidman,Matthew Goode
86829,Inside Llewyn Davis,Oscar Isaac,Carey Mulligan,Justin Timberlake
86834,Noah,Russell Crowe,Jennifer Connelly,Emma Watson
86837,Amour,Emmanuelle Riva,Jean-Louis Trintignant,Isabelle Huppert
86838,Seven Psychopaths,Colin Farrell,Sam Rockwell,Woody Harrelson
87093,Big Eyes,Amy Adams,Christoph Waltz,Krysten Ritter
87101,Terminator Genisys,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke
87421,Riddick,Vin Diesel,Karl Urban,Katee Sackhoff
87428,That's My Boy,Adam Sandler,Susan Sarandon,Eva Amurri Martino
87499,The East,Brit Marling,Alexander Skarsgård,Ellen Page
87502,Flight,Denzel Washington,Don Cheadle,Bruce Greenwood
87567,The Big Wedding,Robert De Niro,Diane Keaton,Katherine Heigl
87729,Jefferson in Paris,Nick Nolte,Greta Scacchi,Thandie Newton
87818,Movie 43,Anna Faris,Emma Stone,Halle Berry
87825,Trouble with the Curve,Clint Eastwood,Amy Adams,Justin Timberlake
87826,Here Comes the Boom,Salma Hayek,Kevin James,Henry Winkler
87827,Life of Pi,Suraj Sharma,Irrfan Khan,Ayush Tandon
88005,Seeking a Friend for the End of the World,Steve Carell,Keira Knightley,Connie Britton
88036,Sparkle,Whitney Houston,Cee Lo Green,Derek Luke
88042,Parental Guidance,Billy Crystal,Bette Midler,Marisa Tomei
88641,There Goes My Baby,Dermot Mulroney,Ricky Schroder,Kelli Williams
88751,Journey to the Center of the Earth,Brendan Fraser,Josh Hutcherson,Anita Briem
88794,J. Edgar,Leonardo DiCaprio,Josh Hamilton,Geoff Pierson
89325,Darling Companion,Diane Keaton,Kevin Kline,Sam Shepard
89492,This Is 40,Paul Rudd,Leslie Mann,Jason Segel
89540,The Other Conquest,Damián Delgado,José Carlos Rodríguez,Elpidia Carrillo
89708,Samsara,Marcos Luna,Putu Dinda Pratika,Puti Sri Candra Dewi
89750,"Pink Ribbons, Inc.",Samantha King,Barbara Brenner,Barbara Ehrenreich
89857,High Road,Kathryn Burns,Lizzy Caplan,Michael Coleman
