city,cuisine_style,ranking,rating,reviews_number
Paris,French,9745.0,3.5,103.0
Madrid, Sushi,1709.0,4.0,274.0
Barcelona, Spanish,3411.0,4.0,72.0
Barcelona,Japanese,7487.0,3.0,12.0
Dublin, Gluten Free Options,232.0,4.5,324.0
Barcelona, Vegetarian Friendly,319.0,4.5,139.0
Vienna, European,298.0,4.0,331.0
Warsaw,Italian,1181.0,4.0,7.0
Stockholm, Mediterranean,1047.0,4.0,19.0
Madrid,Asian,7339.0,3.0,NaN
Copenhagen,European,1933.0,3.0,2.0
London,unknown,15274.0,3.0,11.0
Lisbon,unknown,3272.0,3.5,3.0
Hamburg, Sushi,1296.0,5.0,NaN
London, Sushi,4233.0,4.0,95.0
Edinburgh,Chinese,1654.0,3.5,14.0
Budapest,Mexican,2237.0,3.0,125.0
Vienna, European,3199.0,3.0,3.0
Copenhagen,Spanish,147.0,4.0,307.0
Madrid, Venezuelan,6459.0,3.5,5.0
Milan, Vegetarian Friendly,443.0,4.0,1218.0
Barcelona, Spanish,2489.0,4.0,53.0
Amsterdam, Vegetarian Friendly,219.0,4.0,403.0
Barcelona,Bar,2179.0,4.0,212.0
Madrid, Gluten Free Options,612.0,4.5,141.0
Paris, Japanese,12002.0,4.0,10.0
Berlin, Vegetarian Friendly,549.0,4.0,149.0
London, European,3053.0,4.5,67.0
Amsterdam, Vegetarian Friendly,584.0,4.5,166.0
Prague,European,2897.0,4.0,5.0
Edinburgh, Vegetarian Friendly,984.0,3.5,196.0
Stockholm,unknown,1875.0,3.5,3.0
Barcelona,Mediterranean,3268.0,4.0,108.0
Barcelona,unknown,3735.0,5.0,4.0
Barcelona, Pub,4886.0,3.5,40.0
Oporto, Portuguese,37.0,4.5,266.0
Berlin, Asian,32.0,4.5,1414.0
Barcelona, Spanish,6798.0,3.0,20.0
Amsterdam, Italian,2105.0,3.5,56.0
Amsterdam, Gluten Free Options,807.0,4.5,94.0
London,Steakhouse,3225.0,4.0,142.0
Hamburg,Greek,953.0,4.5,27.0
Milan,unknown,4423.0,3.5,27.0
Rome,unknown,5180.0,3.5,28.0
Vienna, Japanese,967.0,4.5,30.0
Madrid,unknown,5939.0,4.0,3.0
London, South American,479.0,4.0,3210.0
Berlin, Vegetarian Friendly,746.0,4.5,32.0
Edinburgh, Pub,1503.0,3.5,22.0
Copenhagen, Mediterranean,1341.0,4.5,3.0
Copenhagen, Vegan Options,587.0,4.0,42.0
Paris,Moroccan,2139.0,4.5,46.0
Berlin,Italian,1339.0,4.0,64.0
Brussels,unknown,1430.0,4.5,3.0
Milan,Italian,5246.0,3.0,71.0
Stockholm, Vegetarian Friendly,832.0,4.0,29.0
London, Fast Food,6407.0,4.0,58.0
Hamburg, Asian,106.0,4.5,133.0
London, British,3716.0,4.5,89.0
Rome, Gluten Free Options,1393.0,4.0,643.0
Amsterdam, Gluten Free Options,386.0,4.5,176.0
London, Gluten Free Options,2515.0,5.0,72.0
Madrid,unknown,4964.0,4.0,5.0
Lisbon,unknown,2748.0,4.0,2.0
Brussels, European,1129.0,4.5,7.0
Lisbon, Vegan Options,779.0,4.5,45.0
Oslo,American,456.0,4.5,6.0
Prague, European,610.0,4.5,81.0
Hamburg, Mediterranean,1014.0,4.0,40.0
Hamburg, International,118.0,4.5,307.0
Athens, Greek,1255.0,4.5,3.0
Warsaw, Greek,174.0,4.5,130.0
Rome, Vegetarian Friendly,2674.0,4.0,140.0
Madrid, Gluten Free Options,37.0,4.5,486.0
London, Cafe,14584.0,3.5,50.0
Barcelona,unknown,5855.0,4.0,NaN
London, Diner,10480.0,3.5,116.0
Rome, Asian,3118.0,4.0,301.0
London, British,2239.0,4.5,212.0
London,Indian,1210.0,4.5,71.0
London,Moroccan,15056.0,3.5,6.0
Budapest, Bar,588.0,4.0,178.0
Edinburgh,Cafe,1156.0,4.0,29.0
London, Vegetarian Friendly,357.0,4.5,408.0
Barcelona,Italian,1252.0,4.0,406.0
Barcelona,Mediterranean,1147.0,4.5,79.0
Paris, Vegan Options,2593.0,4.0,64.0
Oporto,European,716.0,4.5,13.0
Madrid,unknown,1356.0,5.0,18.0
Munich,unknown,786.0,4.5,24.0
Paris, European,1325.0,4.5,163.0
Paris, Mediterranean,84.0,4.5,952.0
Helsinki, Vegan Options,53.0,4.5,142.0
Bratislava, Central European,687.0,3.5,38.0
London,African,1826.0,4.5,129.0
London, European,4857.0,4.5,26.0
Milan,Chinese,842.0,4.5,58.0
London,Peruvian,4148.0,4.0,52.0
Prague, Vegan Options,1190.0,4.5,39.0
Munich, Vegetarian Friendly,1104.0,3.5,92.0
Berlin,unknown,3776.0,4.5,8.0
Prague, European,2158.0,4.0,37.0
Barcelona, Asian,7045.0,3.0,46.0
Barcelona,unknown,5428.0,4.0,5.0
Madrid, Barbecue,3808.0,3.5,77.0
London, Asian,12359.0,4.0,NaN
London,Indian,15731.0,2.5,7.0
Berlin,Italian,1771.0,4.5,22.0
Stockholm,unknown,1236.0,4.5,2.0
Lisbon, European,97.0,4.5,558.0
Stockholm,Irish,144.0,4.5,241.0
Berlin, Bar,793.0,4.5,85.0
Barcelona, Middle Eastern,4144.0,5.0,2.0
Stockholm, Vegetarian Friendly,582.0,4.0,39.0
Vienna, Sushi,2347.0,4.0,5.0
Madrid,unknown,5858.0,4.0,NaN
Milan,Chinese,4826.0,2.5,14.0
Ljubljana, Central European,224.0,5.0,7.0
Munich,Italian,313.0,4.5,73.0
London,Indian,5175.0,4.5,62.0
Geneva,unknown,641.0,4.0,24.0
Brussels,Cafe,2350.0,3.5,43.0
Helsinki,Cafe,607.0,4.5,3.0
Amsterdam, Bar,3196.0,3.5,48.0
Dublin, Pub,318.0,4.5,271.0
Vienna,German,1227.0,4.0,61.0
Warsaw, Vegetarian Friendly,123.0,4.5,155.0
London, British,2660.0,4.0,237.0
Prague, Central European,917.0,4.5,55.0
Lyon, Pub,1227.0,3.5,69.0
London, British,655.0,4.0,371.0
Munich,unknown,1581.0,5.0,NaN
London, Vegetarian Friendly,1035.0,4.5,193.0
Warsaw,Japanese,688.0,4.5,9.0
Rome, Vegetarian Friendly,4441.0,4.5,12.0
Vienna, Halal,289.0,4.0,238.0
London, Mediterranean,10397.0,4.5,17.0
Amsterdam, Bar,1019.0,4.5,47.0
Munich, Vegetarian Friendly,30.0,4.5,436.0
London, Halal,7940.0,4.5,59.0
Berlin,Asian,521.0,4.0,382.0
Berlin,unknown,1937.0,4.5,16.0
Amsterdam, South American,3180.0,3.0,247.0
Milan, Vegetarian Friendly,29.0,4.5,417.0
Barcelona,American,1213.0,4.5,110.0
Milan,Chinese,1245.0,4.5,53.0
Zurich, Seafood,32.0,4.5,104.0
Brussels,Bar,2536.0,3.0,12.0
London, Vegetarian Friendly,70.0,4.5,1218.0
Helsinki,Cafe,67.0,4.0,254.0
Vienna, Vegetarian Friendly,854.0,4.0,63.0
Berlin,Asian,680.0,4.5,32.0
London,Chinese,2190.0,4.0,402.0
Dublin, Vegetarian Friendly,470.0,4.5,162.0
Amsterdam, Soups,1905.0,4.5,5.0
London, Vegetarian Friendly,3092.0,4.0,166.0
Dublin, Halal,841.0,4.0,238.0
Barcelona, Spanish,460.0,4.5,447.0
Stockholm, Contemporary,151.0,4.5,59.0
Athens,unknown,759.0,4.5,12.0
Edinburgh,Bar,690.0,4.0,317.0
Berlin,Italian,1284.0,5.0,30.0
Stockholm, Vegan Options,962.0,4.0,59.0
Helsinki,Chinese,1049.0,3.0,39.0
Paris,Japanese,7518.0,4.5,13.0
Milan,Italian,443.0,4.0,1218.0
Copenhagen, Danish,44.0,4.5,342.0
London, Vegetarian Friendly,3082.0,4.5,42.0
Barcelona,unknown,6569.0,3.5,15.0
London,Eastern European,16083.0,2.0,3.0
Warsaw,Italian,1642.0,4.0,5.0
Vienna, European,2695.0,4.0,NaN
London, Pub,1974.0,4.5,65.0
London, Vegan Options,2061.0,4.5,102.0
Prague, International,837.0,4.0,196.0
Madrid,Chinese,7249.0,3.5,120.0
Geneva, French,122.0,4.0,254.0
Paris,unknown,9061.0,4.5,2.0
Berlin, Cafe,1198.0,4.5,37.0
Madrid,Pub,2344.0,4.5,18.0
Geneva, European,1189.0,3.0,53.0
Oslo, Vegetarian Friendly,182.0,4.5,28.0
Munich, Pizza,53.0,4.0,908.0
Berlin, Vegan Options,88.0,4.0,640.0
Madrid,Mediterranean,768.0,4.0,436.0
Prague, Eastern European,1135.0,4.0,89.0
Paris, Brew Pub,7600.0,4.5,37.0
Lisbon, European,3376.0,3.0,153.0
Vienna, Vegetarian Friendly,487.0,4.0,159.0
Madrid,American,6292.0,3.5,11.0
Vienna, European,2.0,4.5,785.0
Prague, Central European,1400.0,4.0,37.0
London, Pub,7946.0,3.5,65.0
Zurich, Vegetarian Friendly,16.0,4.0,812.0
Oporto, Vegetarian Friendly,1019.0,5.0,6.0
Helsinki, Mediterranean,133.0,3.5,666.0
London, Mediterranean,986.0,4.0,928.0
London,American,6471.0,3.5,625.0
London,European,1092.0,4.5,232.0
Vienna, Vegetarian Friendly,828.0,4.0,41.0
London, Scandinavian,10248.0,4.0,7.0
Paris, Vegan Options,5293.0,4.0,125.0
Krakow, Polish,489.0,4.0,167.0
Prague, European,568.0,4.5,149.0
Madrid,unknown,5424.0,3.5,24.0
Ljubljana, Slovenian,29.0,4.5,490.0
Vienna, Gastropub,514.0,4.5,98.0
Amsterdam,Italian,1442.0,4.0,59.0
Paris,unknown,2631.0,4.5,39.0
London, Asian,6695.0,4.5,11.0
Copenhagen, Norwegian,618.0,5.0,15.0
Prague, Czech,3406.0,3.5,29.0
London, Mediterranean,11290.0,4.0,23.0
London, Asian,2995.0,4.5,53.0
Dublin, European,1089.0,4.5,16.0
Madrid, Vegetarian Friendly,550.0,4.0,275.0
Krakow,Polish,1191.0,3.5,9.0
Milan,unknown,6170.0,2.0,4.0
Amsterdam, Asian,699.0,4.5,58.0
London, Gluten Free Options,1318.0,4.5,388.0
London, Gastropub,475.0,4.0,787.0
Vienna,Vietnamese,483.0,4.0,146.0
London,Italian,4238.0,4.0,179.0
Paris,unknown,13701.0,2.5,7.0
Warsaw, European,721.0,4.0,31.0
Rome,Italian,986.0,4.5,116.0
Paris, Bar,12388.0,3.0,250.0
Zurich,European,39.0,4.5,235.0
Madrid, Mediterranean,2361.0,4.5,16.0
Hamburg,unknown,1943.0,4.0,4.0
Ljubljana, Spanish,356.0,4.5,3.0
Helsinki, Pizza,507.0,3.5,68.0
Paris, European,12929.0,4.5,32.0
Paris, Vegetarian Friendly,1671.0,3.5,529.0
Barcelona, Vegan Options,1883.0,4.5,60.0
Munich, European,58.0,4.0,1675.0
Lisbon, Portuguese,1823.0,4.0,27.0
Paris, European,2233.0,4.5,140.0
Rome,Italian,2379.0,4.0,413.0
Lisbon,European,2112.0,5.0,NaN
Stockholm,unknown,1839.0,4.0,9.0
Copenhagen,French,226.0,4.0,524.0
London, Gluten Free Options,44.0,4.5,459.0
Rome, Seafood,2107.0,4.0,377.0
Paris,Indian,5210.0,4.0,43.0
Milan, Cafe,3615.0,4.0,6.0
London, Pakistani,14704.0,3.0,NaN
Amsterdam, Bar,922.0,3.5,297.0
Prague, Vegetarian Friendly,1423.0,3.5,187.0
Athens,unknown,1134.0,4.0,23.0
Berlin,Italian,3895.0,4.0,11.0
Milan, European,397.0,4.5,129.0
Dublin, Cafe,50.0,4.5,884.0
Brussels, Belgian,2276.0,4.0,13.0
Dublin,unknown,1213.0,5.0,NaN
Prague, Central European,127.0,4.5,537.0
London, British,657.0,4.0,563.0
Edinburgh, British,241.0,4.5,171.0
Amsterdam, Swiss,2857.0,3.5,5.0
Warsaw,Asian,1890.0,5.0,5.0
Lyon, Vegan Options,2217.0,3.0,468.0
Lisbon, Vegan Options,108.0,4.5,889.0
London, Vegetarian Friendly,4782.0,4.0,69.0
Berlin, Vegan Options,83.0,4.5,726.0
Milan,Sushi,4062.0,4.5,2.0
London, Mediterranean,3992.0,4.0,136.0
Paris, Asian,8701.0,3.5,64.0
Brussels,French,2099.0,4.0,5.0
Madrid, Vegetarian Friendly,2074.0,3.5,307.0
London,Steakhouse,957.0,4.0,404.0
Prague, Czech,2820.0,4.5,3.0
Munich,Cafe,2517.0,3.5,62.0
Berlin,unknown,2301.0,5.0,11.0
London,Indian,13402.0,3.5,3.0
Milan, Fast Food,758.0,4.5,261.0
Madrid, Spanish,2325.0,4.5,26.0
Berlin,Mexican,1828.0,4.0,49.0
Budapest, Hungarian,1816.0,3.5,82.0
Barcelona, European,1055.0,5.0,61.0
London, Pub,10244.0,4.0,56.0
Dublin, Balti,719.0,4.0,185.0
London, Cafe,13323.0,4.0,9.0
London, Bangladeshi,11468.0,4.0,16.0
Geneva,French,1280.0,3.0,NaN
Bratislava,Bar,578.0,3.5,34.0
Barcelona,Spanish,2438.0,4.5,45.0
Barcelona, South American,5462.0,3.5,39.0
Milan, Sushi,357.0,4.0,225.0
London, Vegetarian Friendly,6639.0,4.0,28.0
Madrid,Mediterranean,124.0,4.5,1468.0
Madrid, Pizza,7020.0,3.0,9.0
Lyon,Turkish,1925.0,3.5,13.0
Barcelona, Gluten Free Options,480.0,4.0,385.0
Lisbon, Vegetarian Friendly,331.0,4.0,798.0
Athens, Vegetarian Friendly,208.0,4.5,86.0
Paris, Wine Bar,7994.0,5.0,NaN
Paris, Cafe,8476.0,3.0,160.0
Berlin,Chinese,4755.0,4.0,5.0
Lisbon,Italian,1126.0,4.0,126.0
Vienna, Wine Bar,165.0,4.0,381.0
London,Japanese,5955.0,4.0,57.0
Lisbon,Cafe,2519.0,4.5,7.0
Paris, Vegetarian Friendly,2381.0,4.5,97.0
Paris,Moroccan,4845.0,4.5,26.0
Dublin, European,208.0,4.0,469.0
Milan, Vegetarian Friendly,2267.0,3.5,182.0
Paris,unknown,7528.0,4.5,7.0
Paris, Cafe,6209.0,3.5,143.0
London, British,4946.0,4.0,156.0
Brussels, French,362.0,4.0,202.0
Milan,Italian,1704.0,4.0,61.0
Paris,European,6949.0,4.5,19.0
Lyon, Pub,439.0,4.0,127.0
Paris, French,9191.0,3.5,60.0
Madrid, Mediterranean,8674.0,1.5,2.0
Madrid, Spanish,5831.0,4.0,2.0
Milan, Pizza,1055.0,4.5,34.0
London, European,3539.0,5.0,50.0
Barcelona, Spanish,5153.0,4.0,18.0
Prague,unknown,3847.0,3.0,4.0
Lyon,Italian,2006.0,4.0,NaN
Madrid, Spanish,525.0,4.0,462.0
Lisbon, Wine Bar,647.0,4.0,327.0
London,Steakhouse,12478.0,4.0,NaN
Copenhagen, Swedish,1018.0,5.0,3.0
Barcelona, Vegan Options,7438.0,3.0,135.0
Barcelona, Seafood,1821.0,3.5,489.0
Budapest,European,1078.0,3.5,63.0
Paris, Wine Bar,5263.0,4.5,48.0
Rome,Wine Bar,2273.0,5.0,79.0
Rome,Italian,509.0,4.0,3012.0
Lisbon, Portuguese,3496.0,3.0,100.0
London, Fast Food,6119.0,3.5,199.0
Oporto, European,258.0,3.5,935.0
Paris,Italian,13339.0,2.5,13.0
Madrid,unknown,4679.0,3.5,97.0
Vienna,Fast Food,2278.0,4.5,2.0
Rome, Mediterranean,3785.0,4.0,180.0
Vienna, Korean,1392.0,4.0,32.0
Athens, Vegan Options,205.0,4.0,298.0
Vienna, Austrian,2964.0,3.0,45.0
Oslo, Thai,1115.0,2.5,3.0
London,Italian,3189.0,4.0,148.0
Stockholm, European,571.0,3.5,78.0
Paris, Wine Bar,7655.0,4.0,6.0
Barcelona, Asian,7790.0,1.0,4.0
Barcelona,Bar,6054.0,4.5,8.0
Bratislava, Sushi,151.0,4.5,36.0
Barcelona,unknown,5234.0,4.0,5.0
London,Indian,6217.0,5.0,7.0
Paris, European,2215.0,4.5,117.0
Madrid, Pub,3836.0,4.0,19.0
Barcelona, European,505.0,4.5,342.0
Oslo, European,590.0,4.0,34.0
London,Cafe,10307.0,4.0,16.0
Madrid, Pizza,2597.0,4.5,49.0
Budapest, Eastern European,970.0,3.5,100.0
Geneva,Japanese,590.0,4.0,76.0
Madrid,Japanese,805.0,4.5,138.0
Vienna,Austrian,2780.0,3.5,3.0
Prague,Chinese,4184.0,1.0,NaN
Rome, Seafood,4244.0,3.5,199.0
Rome, Seafood,2833.0,4.0,127.0
Paris, European,6061.0,4.5,59.0
Paris, International,1721.0,5.0,26.0
Milan,Turkish,4202.0,3.5,11.0
Amsterdam,Italian,403.0,4.0,342.0
London,Mediterranean,10090.0,4.5,4.0
Madrid, Fast Food,1796.0,4.0,177.0
Amsterdam,Dutch,162.0,4.0,544.0
Bratislava, Mediterranean,168.0,3.5,280.0
Lyon,French,123.0,4.0,1083.0
Copenhagen, American,1094.0,4.0,6.0
Berlin,unknown,6051.0,3.0,6.0
Milan, Mediterranean,470.0,4.0,286.0
Edinburgh,American,1722.0,2.5,76.0
London, Vegetarian Friendly,5220.0,3.5,229.0
Paris, European,12716.0,3.0,473.0
London, Cafe,15536.0,3.0,171.0
London,unknown,10268.0,4.0,6.0
Rome,Italian,4463.0,3.5,73.0
Edinburgh, Mediterranean,431.0,4.5,80.0
London,unknown,10022.0,4.5,5.0
Edinburgh, Gluten Free Options,287.0,4.5,360.0
Bratislava,Pub,342.0,5.0,NaN
Berlin, Healthy,541.0,4.5,35.0
London, British,14179.0,3.5,56.0
Paris, Mediterranean,8171.0,5.0,NaN
Rome, Fast Food,5401.0,4.0,50.0
London, Mediterranean,4154.0,3.5,283.0
Barcelona, European,269.0,4.0,804.0
Rome,Italian,2250.0,4.0,273.0
Milan, Vegetarian Friendly,297.0,4.0,131.0
Paris,unknown,11982.0,3.5,2.0
Prague, Vegetarian Friendly,368.0,4.5,190.0
Madrid, Spanish,2224.0,3.5,369.0
Paris, Vegan Options,5469.0,3.5,100.0
Hamburg, Central European,1061.0,3.5,160.0
Barcelona,Mediterranean,3258.0,5.0,16.0
Stockholm, Pakistani,207.0,4.5,136.0
London,Mediterranean,4128.0,4.5,21.0
Paris, Cafe,5539.0,3.5,91.0
Lyon,Bar,2150.0,3.5,6.0
Rome, Vegetarian Friendly,836.0,4.0,435.0
Milan,Pizza,928.0,4.5,103.0
Berlin, Vegetarian Friendly,489.0,5.0,37.0
Paris,French,7176.0,5.0,4.0
Ljubljana, European,136.0,4.5,17.0
Berlin,Italian,2378.0,5.0,3.0
Warsaw, Central European,479.0,4.0,31.0
London,Italian,1933.0,4.5,171.0
Rome, Mediterranean,4826.0,3.5,87.0
Paris, Vegetarian Friendly,3070.0,3.5,324.0
London,Bar,4545.0,4.0,92.0
London, British,4021.0,4.0,156.0
Vienna,unknown,1220.0,4.0,32.0
Lisbon, European,744.0,4.5,108.0
Zurich, Central European,394.0,4.0,116.0
London, British,312.0,4.5,707.0
Madrid,unknown,6286.0,3.5,6.0
Madrid, European,1795.0,3.5,261.0
Madrid, Spanish,6723.0,3.5,2.0
Barcelona,Bar,4160.0,5.0,NaN
Barcelona,American,848.0,4.5,154.0
London,American,3072.0,5.0,21.0
Vienna, European,1166.0,4.0,35.0
Milan, Gluten Free Options,452.0,4.5,116.0
Lisbon, Soups,1138.0,4.5,38.0
Dublin, Brew Pub,1780.0,3.0,2.0
Berlin, Mediterranean,1582.0,4.5,16.0
Krakow, Healthy,361.0,4.5,37.0
Amsterdam, Grill,562.0,4.5,120.0
Paris, Gastropub,7120.0,4.0,39.0
London,unknown,12276.0,4.0,10.0
Athens, Greek,231.0,5.0,55.0
Paris, African,5986.0,4.0,65.0
Barcelona,unknown,6259.0,3.5,5.0
London, British,1694.0,4.5,129.0
Munich, Seafood,1056.0,4.0,73.0
Dublin, Vegetarian Friendly,9.0,4.5,533.0
Athens, Pizza,1499.0,3.5,13.0
Paris,Moroccan,8852.0,4.0,7.0
Paris,Asian,7091.0,4.0,41.0
Paris,unknown,6788.0,4.0,29.0
Geneva,unknown,1383.0,2.0,3.0
Stockholm, Vegetarian Friendly,250.0,4.0,109.0
Barcelona, European,2140.0,5.0,38.0
Dublin, Vegetarian Friendly,658.0,5.0,20.0
Paris, Bar,11712.0,3.5,451.0
Paris,Italian,4073.0,3.5,141.0
Paris,unknown,6405.0,4.5,9.0
Oslo, Vegetarian Friendly,1.0,4.5,578.0
Vienna, European,1427.0,4.0,73.0
Amsterdam,French,1.0,5.0,136.0
Vienna,German,929.0,4.5,45.0
Oslo, Sushi,911.0,3.5,9.0
Paris, Gastropub,1270.0,3.5,1135.0
London, Vegetarian Friendly,674.0,4.5,109.0
Dublin,Irish,241.0,4.5,281.0
Ljubljana,Barbecue,152.0,4.5,22.0
London,Japanese,4233.0,4.0,95.0
Prague,European,4070.0,2.0,NaN
Paris,unknown,13697.0,2.0,6.0
Prague,Czech,3616.0,3.5,22.0
Madrid, Vegetarian Friendly,520.0,5.0,41.0
Paris,unknown,9354.0,3.0,120.0
Rome, Pizza,4131.0,3.5,523.0
Berlin, Vegan Options,1803.0,3.5,127.0
Milan, Vegetarian Friendly,128.0,4.0,651.0
Rome, Fusion,4529.0,5.0,12.0
Amsterdam, Vegan Options,465.0,4.5,84.0
Geneva, American,1336.0,3.0,40.0
Zurich, Asian,336.0,4.0,61.0
Brussels,French,1463.0,4.0,23.0
Berlin, Middle Eastern,5996.0,3.5,16.0
Lisbon, Portuguese,640.0,4.0,327.0
Barcelona, Cafe,2514.0,4.0,108.0
Bratislava,Steakhouse,41.0,4.5,147.0
Rome, Vegan Options,612.0,4.5,121.0
Lisbon, Portuguese,1462.0,4.5,20.0
Athens, Greek,832.0,4.0,20.0
Rome,Italian,4879.0,3.5,211.0
Madrid, Vegetarian Friendly,580.0,4.0,320.0
Rome,Seafood,1404.0,4.5,108.0
Edinburgh, Turkish,20.0,4.5,835.0
Budapest, Vegan Options,27.0,4.5,703.0
Edinburgh,unknown,1749.0,1.5,3.0
Copenhagen, European,110.0,4.5,231.0
Athens, Seafood,542.0,4.0,47.0
Dublin,Italian,280.0,4.0,257.0
Zurich, Vegetarian Friendly,275.0,4.5,42.0
Berlin, European,1353.0,4.5,77.0
Paris,Vegetarian Friendly,3501.0,4.5,48.0
Brussels,Belgian,1464.0,4.0,21.0
Rome, Mediterranean,2826.0,3.5,662.0
Vienna, Halal,313.0,4.5,56.0
Prague,European,585.0,4.5,136.0
Prague, Bangladeshi,525.0,4.5,112.0
London,Mediterranean,107.0,4.5,267.0
London,Cafe,8650.0,3.5,53.0
Paris, Vegetarian Friendly,1801.0,4.5,50.0
Berlin,unknown,4632.0,4.0,13.0
Milan, Mediterranean,2277.0,4.0,247.0
Vienna,unknown,917.0,4.5,37.0
Bratislava,Japanese,151.0,4.5,36.0
Lisbon,Brazilian,3026.0,3.5,125.0
Paris, Mediterranean,7406.0,4.0,69.0
Zurich,Italian,111.0,4.5,115.0
Madrid,Spanish,8763.0,1.0,NaN
London, Thai,4464.0,4.0,147.0
Amsterdam, Gluten Free Options,91.0,4.5,888.0
Prague,Bar,1043.0,4.0,182.0
Oslo,International,160.0,3.5,227.0
Rome, Seafood,1863.0,4.5,89.0
Amsterdam, European,1318.0,3.5,84.0
Ljubljana, International,459.0,2.5,7.0
Amsterdam, European,1176.0,4.5,30.0
Madrid, Sushi,7231.0,3.5,4.0
Lyon, Fast Food,361.0,4.0,95.0
Edinburgh, Balti,326.0,4.5,304.0
London,unknown,10601.0,4.0,9.0
Barcelona, Vegan Options,453.0,4.5,115.0
Athens, Cafe,1175.0,4.5,2.0
Lisbon,American,338.0,4.5,170.0
Paris,Pizza,8531.0,4.5,14.0
Milan, Asian,865.0,4.5,110.0
Athens, Mediterranean,769.0,4.0,15.0
London, Fast Food,6982.0,4.5,7.0
London, Thai,14358.0,3.5,18.0
Lisbon,unknown,3005.0,4.0,6.0
Rome, Contemporary,2589.0,4.0,93.0
London, Vegetarian Friendly,7849.0,4.0,38.0
Madrid,unknown,6765.0,3.5,4.0
Luxembourg, Vegetarian Friendly,134.0,4.0,57.0
Warsaw,Asian,297.0,4.5,22.0
Zurich,Cafe,1165.0,4.5,17.0
Berlin,German,2897.0,4.5,10.0
Prague,European,321.0,4.5,73.0
Rome, Mediterranean,248.0,4.5,1264.0
Paris,French,7271.0,4.0,65.0
Rome, Japanese,3406.0,3.5,170.0
Munich,unknown,1155.0,5.0,6.0
Brussels, Thai,2353.0,4.0,2.0
Copenhagen, Grill,853.0,4.5,7.0
London, Gluten Free Options,1000.0,4.5,235.0
Prague,Italian,484.0,4.0,81.0
Brussels, Belgian,781.0,4.5,20.0
Madrid,unknown,7763.0,3.0,18.0
Barcelona, Vegetarian Friendly,1381.0,4.0,193.0
Krakow, Vegetarian Friendly,277.0,4.0,85.0
Zurich, Argentinean,1535.0,3.0,13.0
Rome, Vegetarian Friendly,1460.0,4.0,510.0
Paris,Italian,5362.0,4.0,58.0
Paris,French,263.0,4.5,613.0
Rome, Pub,4928.0,5.0,7.0
Munich,Chinese,377.0,4.0,81.0
London,Italian,1022.0,4.0,1241.0
Vienna, Central European,149.0,4.5,267.0
Helsinki, Vegetarian Friendly,21.0,4.5,203.0
Bratislava,Mexican,600.0,4.0,NaN
London, British,1887.0,4.0,244.0
Madrid, French,2408.0,4.0,148.0
Warsaw, Seafood,1173.0,3.5,17.0
Paris, Vegetarian Friendly,2681.0,4.5,79.0
Paris,Asian,12421.0,4.0,2.0
Dublin, Pizza,168.0,4.5,308.0
Paris, Cafe,10829.0,4.0,2.0
London,Grill,16231.0,1.5,2.0
Warsaw,European,86.0,4.5,131.0
Lisbon, Portuguese,3514.0,3.0,9.0
Paris,Asian,3281.0,4.0,116.0
Madrid, Spanish,5556.0,3.5,11.0
Dublin,European,1289.0,3.5,42.0
Barcelona, Israeli,208.0,4.5,218.0
Barcelona,unknown,5835.0,4.0,2.0
Madrid, Bar,1658.0,4.0,223.0
Prague, Asian,1205.0,4.0,103.0
Stockholm,Bar,1415.0,3.5,37.0
Prague, Vegetarian Friendly,500.0,4.5,35.0
London, Argentinean,2882.0,4.0,197.0
Budapest, Asian,2056.0,3.5,64.0
Bratislava,Pub,746.0,3.5,11.0
Rome, Vegetarian Friendly,3399.0,3.5,885.0
Barcelona,unknown,5556.0,4.0,9.0
Paris, Thai,2410.0,4.0,158.0
Oporto, Gluten Free Options,53.0,4.5,1022.0
Prague, Pub,2370.0,4.5,2.0
Geneva, European,169.0,3.5,332.0
Paris,Mexican,11137.0,3.5,78.0
Hamburg,unknown,834.0,4.5,13.0
Brussels,Indian,2526.0,3.5,109.0
Amsterdam, Korean,815.0,4.0,177.0
Rome,Italian,5591.0,4.0,15.0
Amsterdam, Greek,1928.0,4.5,9.0
Barcelona, Vegetarian Friendly,372.0,4.5,305.0
Vienna, Vegetarian Friendly,133.0,4.5,333.0
Vienna, Austrian,2469.0,4.0,4.0
Barcelona, Spanish,4819.0,3.5,72.0
Oslo, Gluten Free Options,62.0,4.0,246.0
Berlin,unknown,3217.0,4.0,13.0
Prague, European,485.0,4.5,124.0
Paris,unknown,8099.0,5.0,NaN
Paris, Pub,11772.0,3.5,10.0
Hamburg, Pub,601.0,4.5,25.0
Oporto, Portuguese,5.0,4.5,3206.0
Hamburg,unknown,997.0,5.0,10.0
Geneva, Fast Food,175.0,4.0,369.0
Paris,Japanese,6749.0,4.0,95.0
Paris, Cafe,7611.0,3.5,42.0
Milan,Mexican,1959.0,4.0,118.0
Rome,Italian,4196.0,4.5,28.0
Barcelona,Cafe,4974.0,4.0,19.0
Zurich, Malaysian,677.0,4.0,93.0
Edinburgh,Street Food,1039.0,4.5,10.0
Milan, Cafe,6125.0,2.0,106.0
London,Bar,11374.0,3.5,68.0
Amsterdam, International,1565.0,3.5,44.0
Madrid, Cuban,1273.0,4.5,40.0
Madrid, Japanese,5263.0,4.0,23.0
London, Vegetarian Friendly,6432.0,3.5,527.0
Hamburg,Pub,2635.0,2.5,7.0
