city,ranking,reviews_number,cuisine_style
Oporto,554.0,26.0,unknown
Oporto,561.0,42.0,"European,  Portuguese"
Oporto,565.0,62.0," Portuguese, European"
Oporto,575.0,23.0,unknown
Oporto,578.0,47.0," Portuguese, European"
Oporto,579.0,82.0,"Cafe,  Portuguese,  European"
Oporto,582.0,55.0,"European,  Mediterranean,  Contemporary,  Portuguese"
Oporto,586.0,43.0,unknown
Oporto,589.0,97.0,"European,  Spanish,  Portuguese"
Oporto,590.0,27.0,Portuguese
Oporto,592.0,122.0,"Seafood,  Mediterranean,  European,  Portuguese"
Oporto,596.0,157.0,"European,  Portuguese"
Oporto,599.0,11.0," Portuguese,  European, Mediterranean"
Oporto,601.0,42.0," European, American"
Oporto,604.0,36.0,"European,  Portuguese"
Oporto,607.0,283.0,"European,  Portuguese"
Oporto,608.0,57.0," Contemporary,  European,  Vegetarian Friendly, Portuguese"
Oporto,609.0,72.0,unknown
Oporto,610.0,33.0," Spanish, European,  Portuguese"
Oporto,612.0,41.0,"European,  Portuguese"
Oporto,613.0,12.0,unknown
Oporto,622.0,27.0,Seafood
Oporto,626.0,63.0,"Fast Food,  Portuguese,  European"
Oporto,627.0,74.0,"Italian,  Pizza,  Vegetarian Friendly,  European,  Mediterranean"
Oporto,628.0,10.0,"American,  Portuguese,  Fast Food,  European"
Oporto,630.0,42.0,Portuguese
Oporto,632.0,34.0,unknown
Oporto,635.0,31.0," Portuguese, European"
Oporto,637.0,10.0," Portuguese, European"
Oporto,641.0,27.0," Portuguese, European"
Oporto,642.0,140.0,"Japanese,  Asian,  Sushi"
Oporto,645.0,44.0," Portuguese, Mediterranean,  European,  Contemporary,  Vegetarian Friendly"
Oporto,646.0,18.0," Contemporary,  European,  Albanian,  Asian, Mediterranean"
Oporto,648.0,15.0,unknown
Oporto,649.0,18.0,Sushi
Oporto,654.0,17.0," Mediterranean, European,  Fusion,  Portuguese"
Oporto,661.0,23.0," Portuguese, European"
Oporto,662.0,13.0,unknown
Oporto,667.0,43.0,"Italian,  Pizza"
Oporto,674.0,53.0," European, Mediterranean,  Portuguese,  Spanish"
Oporto,675.0,20.0,unknown
Oporto,679.0,16.0," Portuguese, European"
Oporto,680.0,18.0,"European,  Portuguese,  Seafood"
Oporto,683.0,34.0,"European,  Portuguese"
Oporto,689.0,44.0," Portuguese, European"
Oporto,690.0,12.0,"Bar,  Portuguese,  Pub"
Oporto,694.0,54.0,Pub
Oporto,696.0,80.0,"Chinese,  Vegetarian Friendly,  Asian"
Oporto,699.0,18.0,"Steakhouse,  Barbecue,  Grill,  Portuguese"
Oporto,703.0,17.0," Portuguese, African,  Contemporary,  European"
Oporto,707.0,47.0,"Latin,  Venezuelan,  Portuguese,  South American,  European,  Vegetarian Friendly,  Spanish"
Oporto,712.0,41.0," Portuguese, European,  Mediterranean"
Oporto,716.0,13.0,"European,  Portuguese"
Oporto,717.0,49.0," Mediterranean,  Portuguese, European"
Oporto,718.0,76.0,"European,  Portuguese"
Oporto,723.0,12.0,Chinese
Oporto,724.0,79.0,"European,  Vegetarian Friendly,  Portuguese"
Oporto,725.0,9.0,Healthy
Oporto,726.0,54.0,unknown
Oporto,732.0,23.0,Mediterranean
Oporto,733.0,9.0,Italian
Oporto,737.0,16.0,unknown
Oporto,744.0,15.0,unknown
Oporto,747.0,26.0,"European,  Portuguese"
Oporto,749.0,389.0,"European,  Portuguese"
Oporto,751.0,20.0," Portuguese, European"
Oporto,753.0,156.0,"Italian,  Vegetarian Friendly,  Pizza,  European,  Mediterranean"
Oporto,754.0,36.0," Pub, Bar"
Oporto,757.0,29.0,"Japanese,  Fusion,  Sushi"
Oporto,760.0,24.0,unknown
Oporto,765.0,26.0,Steakhouse
Oporto,771.0,3.0," Southwestern,  Wine Bar,  Grill,  Barbecue, Steakhouse"
Oporto,775.0,31.0,unknown
Oporto,777.0,62.0,Chinese
Oporto,778.0,87.0,African
Oporto,791.0,13.0,"Pizza,  Portuguese,  European"
Oporto,793.0,21.0,Contemporary
Oporto,796.0,4.0,Mediterranean
Oporto,799.0,4.0,European
Oporto,800.0,14.0,unknown
Oporto,806.0,64.0," Portuguese, Steakhouse,  European"
Oporto,807.0,8.0,unknown
Oporto,811.0,6.0,"Italian,  Pizza"
Oporto,812.0,38.0,unknown
Oporto,815.0,6.0,unknown
Oporto,816.0,8.0,unknown
Oporto,827.0,23.0,"European,  Portuguese"
Oporto,830.0,12.0,"European,  Portuguese"
Oporto,836.0,5.0,unknown
Oporto,840.0,138.0,"Mediterranean,  European,  Portuguese"
Oporto,849.0,2.0,"Mexican,  Mediterranean,  Asian"
Oporto,850.0,3.0," Street Food,  Cafe, Brazilian,  South American"
Oporto,851.0,3.0,unknown
Oporto,854.0,2.0," Portuguese, Cafe,  European"
Oporto,855.0,3.0,"European,  Portuguese"
Oporto,857.0,3.0,"European,  Portuguese"
Oporto,858.0,2.0,unknown
Oporto,859.0,2.0," Contemporary, European,  Portuguese"
Oporto,860.0,4.0,unknown
Oporto,863.0,3.0,"European,  Portuguese"
Oporto,868.0,51.0," Vegetarian Friendly,  Fast Food,  Chinese, Asian"
Oporto,869.0,12.0,French
Oporto,870.0,8.0,"European,  Portuguese"
Oporto,872.0,141.0," European,  Portuguese,  Pub, Bar"
Oporto,874.0,17.0," Portuguese, Steakhouse,  European"
Oporto,877.0,8.0,unknown
Oporto,879.0,41.0,"Mediterranean,  Portuguese,  European"
Oporto,883.0,10.0,unknown
Oporto,888.0,9.0,unknown
Oporto,889.0,4.0,unknown
Oporto,896.0,5.0,"European,  Portuguese"
Oporto,898.0,5.0,unknown
Oporto,900.0,52.0,"Chinese,  Asian"
Oporto,901.0,50.0,"European,  Portuguese"
Oporto,904.0,9.0," Portuguese, European"
Oporto,905.0,11.0,unknown
Oporto,914.0,4.0," Portuguese, European"
Oporto,916.0,NaN,unknown
Oporto,919.0,NaN,unknown
Oporto,926.0,3.0,unknown
Oporto,931.0,3.0," Portuguese, Mediterranean,  European"
Oporto,934.0,NaN,unknown
Oporto,936.0,NaN,unknown
Oporto,937.0,NaN,unknown
Oporto,938.0,NaN,unknown
Oporto,945.0,NaN," Pub,  Fast Food,  Cafe,  Barbecue,  Grill, Bar"
Oporto,948.0,NaN," Contemporary,  Portuguese,  European, International"
Oporto,951.0,NaN,"Bar,  Pub,  European,  Portuguese,  Contemporary,  Wine Bar"
Oporto,952.0,NaN,unknown
Oporto,955.0,NaN,unknown
Oporto,958.0,NaN,unknown
Oporto,959.0,3.0,unknown
Oporto,960.0,NaN,unknown
Oporto,961.0,NaN,unknown
Oporto,966.0,NaN,unknown
Oporto,971.0,NaN,unknown
Oporto,977.0,NaN," European,  Portuguese, Cafe,  Mediterranean"
Oporto,978.0,3.0,"African,  European,  Portuguese"
Oporto,980.0,NaN,European
Oporto,981.0,2.0," Portuguese, European"
Oporto,983.0,NaN," South American,  European,  Portuguese, Brazilian"
Oporto,984.0,2.0,unknown
Oporto,985.0,NaN,Cafe
Oporto,986.0,2.0,"French,  American"
Oporto,988.0,3.0," Portuguese, European"
Oporto,989.0,2.0,unknown
Oporto,992.0,36.0," Vegetarian Friendly,  Portuguese, European"
Oporto,994.0,8.0,unknown
Oporto,996.0,3.0," Vegetarian Friendly, Portuguese"
Oporto,1001.0,5.0,unknown
Oporto,1004.0,18.0,Spanish
Oporto,1007.0,4.0,unknown
Oporto,1010.0,8.0," Portuguese, European"
Oporto,1011.0,44.0,"European,  Portuguese"
Oporto,1013.0,3.0," Portuguese, European"
Oporto,1014.0,84.0," Sushi,  Vegetarian Friendly, Japanese"
Oporto,1016.0,11.0,European
Oporto,1017.0,25.0,Italian
Oporto,1019.0,6.0,"European,  Vegetarian Friendly,  Portuguese,  Spanish"
Oporto,1023.0,64.0," European, Portuguese,  Mediterranean"
Oporto,1031.0,5.0,unknown
Oporto,1034.0,14.0,"European,  Portuguese"
Oporto,1037.0,19.0,unknown
Oporto,1038.0,22.0,unknown
Oporto,1041.0,6.0,"European,  Portuguese"
Oporto,1042.0,30.0," Spanish, European,  Portuguese,  Wine Bar"
Oporto,1043.0,4.0,unknown
Oporto,1048.0,7.0,unknown
Oporto,1049.0,10.0,unknown
Oporto,1050.0,3.0,"Bar,  Pub"
Oporto,1054.0,13.0,unknown
Oporto,1055.0,6.0,unknown
Oporto,1058.0,7.0,Fast Food
Oporto,1061.0,20.0,unknown
Oporto,1063.0,9.0,unknown
Oporto,1067.0,4.0,unknown
Oporto,1071.0,11.0,unknown
Oporto,1073.0,9.0,"European,  Portuguese"
Oporto,1075.0,14.0,"Mediterranean,  European,  Portuguese"
Oporto,1077.0,4.0,unknown
Oporto,1079.0,3.0,unknown
Oporto,1080.0,20.0," Portuguese, European"
Oporto,1081.0,4.0," Portuguese, European"
Oporto,1082.0,18.0,"European,  Portuguese"
Oporto,1084.0,3.0,unknown
Oporto,1090.0,76.0,"Italian,  Vegetarian Friendly"
Oporto,1092.0,32.0,Chinese
Oporto,1094.0,2.0,unknown
Oporto,1099.0,19.0,"European,  Portuguese"
Oporto,1100.0,3.0,unknown
Oporto,1101.0,2.0,unknown
Oporto,1104.0,189.0,"Bar,  Delicatessen,  Portuguese,  Cafe"
Oporto,1105.0,83.0," European, Italian,  Mediterranean,  Delicatessen,  Pizza"
Oporto,1106.0,2.0," Portuguese,  European, African"
Oporto,1108.0,34.0," Portuguese, European"
Oporto,1109.0,5.0,unknown
Oporto,1115.0,9.0,unknown
Oporto,1118.0,2.0,Contemporary
Oporto,1119.0,2.0,unknown
Oporto,1120.0,4.0,American
Oporto,1122.0,28.0,unknown
Oporto,1123.0,63.0," Mediterranean,  European,  Spanish, Portuguese"
Oporto,1124.0,6.0,"Barbecue,  Portuguese,  European"
Oporto,1125.0,23.0,unknown
Oporto,1128.0,3.0,American
Oporto,1130.0,2.0,unknown
Oporto,1131.0,23.0," Portuguese, European"
Oporto,1134.0,4.0,International
Oporto,1136.0,2.0,unknown
Oporto,1137.0,2.0,Cafe
Oporto,1138.0,3.0,unknown
Oporto,1140.0,100.0," Wine Bar,  Spanish, Portuguese"
Oporto,1141.0,6.0," Portuguese, European"
Oporto,1149.0,4.0,unknown
Oporto,1155.0,23.0,Sushi
Oporto,1159.0,4.0,"Mediterranean,  Healthy"
Oporto,1166.0,6.0,"European,  Portuguese"
Oporto,1177.0,7.0,unknown
Oporto,1179.0,7.0," Portuguese, European"
Oporto,1186.0,21.0," Portuguese,  European, International"
Oporto,1188.0,14.0,"European,  Portuguese"
Oporto,1193.0,111.0,"Bar,  Vegetarian Friendly,  European,  Cafe,  Portuguese"
Oporto,1197.0,5.0,Pub
Oporto,1199.0,5.0,"European,  Portuguese"
Oporto,1204.0,398.0," European, Mediterranean,  Portuguese"
Oporto,1209.0,5.0,unknown
Oporto,1214.0,8.0,"European,  Portuguese"
Oporto,1222.0,2.0,Wine Bar
Oporto,1230.0,NaN,unknown
Oporto,1231.0,NaN,"European,  Portuguese"
Oporto,1232.0,NaN,Vegetarian Friendly
Oporto,1233.0,NaN," Portuguese, Fast Food,  European"
Oporto,1238.0,NaN,unknown
Oporto,1240.0,NaN,unknown
Oporto,1242.0,NaN,unknown
Oporto,1245.0,2.0,unknown
Oporto,1248.0,NaN,unknown
Oporto,1249.0,28.0," Portuguese, European"
Oporto,1250.0,9.0," European,  Portuguese, Mediterranean"
Oporto,1251.0,7.0,"European,  Portuguese"
Oporto,1252.0,18.0,unknown
Oporto,1256.0,261.0," Portuguese, European"
Oporto,1260.0,3.0,unknown
Oporto,1262.0,9.0,Healthy
Oporto,1264.0,4.0," Portuguese, European"
Oporto,1265.0,26.0,"Italian,  Mediterranean,  European"
Oporto,1267.0,6.0,unknown
Oporto,1270.0,3.0,unknown
Oporto,1275.0,8.0,unknown
Oporto,1282.0,11.0," Fusion,  Portuguese, European"
Oporto,1285.0,53.0," Asian,  Sushi, Japanese"
Oporto,1287.0,100.0," Bar, Portuguese,  European,  Pub"
Oporto,1289.0,7.0,"European,  Portuguese"
Oporto,1292.0,13.0,unknown
Oporto,1296.0,22.0,"European,  Portuguese"
Oporto,1298.0,4.0,"European,  Portuguese"
Oporto,1304.0,17.0,unknown
Oporto,1305.0,30.0," Portuguese, European,  Seafood,  Mediterranean"
Oporto,1311.0,2.0," Portuguese, European"
Oporto,1312.0,8.0,unknown
Oporto,1314.0,19.0,unknown
Oporto,1319.0,63.0," Portuguese, European"
Oporto,1324.0,14.0,unknown
Oporto,1327.0,6.0,"European,  Portuguese"
Oporto,1329.0,153.0," Pub,  European, Bar,  Portuguese"
Oporto,1333.0,13.0,"Brazilian,  European,  Portuguese,  South American"
Oporto,1346.0,8.0,unknown
Oporto,1347.0,21.0,unknown
Oporto,1348.0,41.0,Italian
Oporto,1352.0,4.0,unknown
Oporto,1353.0,20.0," Contemporary,  Wine Bar, European,  Portuguese"
Oporto,1357.0,3.0,unknown
Oporto,1358.0,41.0,"European,  Portuguese"
Oporto,1359.0,5.0," Spanish,  Portuguese, Cafe,  European"
Oporto,1362.0,21.0," Portuguese, European"
Oporto,1363.0,12.0,unknown
Oporto,1368.0,6.0,unknown
Oporto,1372.0,5.0,unknown
Oporto,1373.0,2.0," Thai,  Spanish, American,  European,  Portuguese,  Mediterranean"
Oporto,1374.0,2.0,unknown
Oporto,1377.0,3.0," Vegetarian Friendly,  Portuguese,  European, Mediterranean"
Oporto,1380.0,NaN," Portuguese, European"
Oporto,1384.0,NaN,unknown
Oporto,1385.0,NaN,unknown
Oporto,1388.0,NaN,"Italian,  Spanish,  Portuguese,  European"
Oporto,1389.0,NaN,unknown
Oporto,1391.0,2.0,unknown
Oporto,1406.0,36.0," Portuguese,  European, Cafe"
Oporto,1411.0,93.0,"Portuguese,  European"
Oporto,1416.0,5.0,Mediterranean
Oporto,1419.0,2.0,unknown
Oporto,1420.0,29.0," Portuguese, European"
Oporto,1421.0,250.0," Mediterranean, Seafood,  European,  Portuguese"
Oporto,1422.0,19.0,unknown
Oporto,1423.0,15.0,unknown
Oporto,1424.0,11.0,unknown
Oporto,1427.0,268.0," Portuguese, Mediterranean,  European"
Oporto,1428.0,3.0,Cafe
Oporto,1429.0,352.0," Portuguese, Cafe,  European"
Oporto,1431.0,3.0,unknown
Oporto,1432.0,225.0," European,  Portuguese, Seafood,  Mediterranean"
Oporto,1436.0,9.0,unknown
Oporto,1437.0,9.0," Contemporary, Mediterranean"
Oporto,1439.0,2.0,"European,  Portuguese"
Oporto,1441.0,180.0,"Cafe,  European,  Portuguese"
Oporto,1443.0,2.0,unknown
Oporto,1447.0,82.0,"Portuguese,  International,  European"
Oporto,1448.0,186.0,"Mediterranean,  Portuguese,  European"
Oporto,1457.0,48.0,"Portuguese,  European"
Oporto,1458.0,2.0,"Brazilian,  Portuguese,  Fusion,  Contemporary"
Oporto,1460.0,68.0,"Portuguese,  European"
Oporto,1462.0,NaN,"Sushi,  Spanish,  European,  Portuguese"
Oporto,1473.0,2.0,Japanese
Oporto,1474.0,5.0,Spanish
Oporto,1480.0,NaN,"Cafe,  European,  Portuguese"
Oporto,1482.0,4.0,"European,  Portuguese"
Oporto,1483.0,2.0," Portuguese, European"
Oporto,1484.0,70.0," Cafe, Portuguese"
Oslo,1.0,578.0," European,  Scandinavian,  Vegetarian Friendly,  Norwegian,  Vegan Options, Contemporary"
Oslo,2.0,412.0," Scandinavian, European,  Gluten Free Options,  Norwegian,  Vegetarian Friendly"
Oslo,9.0,956.0," Vegetarian Friendly,  Asian,  Gluten Free Options, Indian,  Vegan Options"
Oslo,10.0,375.0," Fast Food,  Vegan Options,  Central American,  Latin,  Southwestern, Mexican,  Gluten Free Options,  Vegetarian Friendly"
Oslo,11.0,722.0,"Indian,  Asian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Oslo,13.0,561.0," Gluten Free Options,  Vegetarian Friendly,  European, French"
Oslo,15.0,343.0," Norwegian,  Scandinavian, Seafood,  Gluten Free Options"
Oslo,16.0,603.0,"Asian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Oslo,23.0,1391.0," Gluten Free Options, Chinese,  Vegan Options,  Asian,  Vegetarian Friendly"
Oslo,29.0,795.0," Gluten Free Options,  Norwegian,  Scandinavian,  European, Seafood"
Oslo,31.0,502.0," Fusion,  Gluten Free Options, Asian,  Vegetarian Friendly,  Vegan Options"
Oslo,36.0,696.0," Vegan Options, European,  Scandinavian,  Vegetarian Friendly,  Norwegian,  Gluten Free Options,  International"
Oslo,39.0,1328.0," Gluten Free Options,  Vegan Options,  Vegetarian Friendly,  Soups,  European, Seafood,  Norwegian,  Scandinavian"
Oslo,41.0,224.0," Vegetarian Friendly,  Contemporary,  Scandinavian,  International, European,  Gluten Free Options,  Norwegian,  Vegan Options"
Oslo,47.0,1165.0," Vegan Options,  Vegetarian Friendly, Italian,  Gluten Free Options"
Oslo,49.0,146.0," Vegetarian Friendly,  Asian,  Chinese,  Thai,  Vegan Options, Japanese,  Gluten Free Options,  Vietnamese"
Oslo,51.0,315.0," Gluten Free Options,  Central European,  European, French,  Vegetarian Friendly"
Oslo,52.0,554.0," Gluten Free Options,  Vegetarian Friendly, European,  Scandinavian"
Oslo,55.0,534.0," Vietnamese,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Asian,  Fusion"
Oslo,56.0,242.0,"Mediterranean,  Vegetarian Friendly,  European,  Gluten Free Options,  Spanish,  Delicatessen"
Oslo,57.0,162.0," Vegetarian Friendly, French,  Central European,  Gluten Free Options,  European"
Oslo,58.0,406.0," Scandinavian,  Norwegian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options, European"
Oslo,59.0,195.0," Gluten Free Options, American,  Vegetarian Friendly,  Diner,  Bar,  Vegan Options"
Oslo,60.0,126.0,"Scandinavian,  Vegetarian Friendly,  Norwegian"
Oslo,61.0,40.0,"International,  Vegetarian Friendly,  Gluten Free Options,  Asian,  European,  Vegan Options,  Fusion"
Oslo,62.0,246.0," Scandinavian,  Vegetarian Friendly, European,  Norwegian,  Gluten Free Options"
Oslo,63.0,214.0," Pub, Bar,  International"
Oslo,66.0,197.0,"European,  Gluten Free Options,  Vegetarian Friendly,  Scandinavian,  Norwegian"
Oslo,70.0,379.0," Vegan Options,  Gluten Free Options,  European,  Vegetarian Friendly, Italian"
Oslo,72.0,157.0," Vegetarian Friendly,  Cafe,  Gluten Free Options,  French, Italian,  Vegan Options,  Pizza"
Oslo,73.0,159.0," Norwegian,  International,  Gluten Free Options, European,  Vegetarian Friendly,  Wine Bar,  Scandinavian"
Oslo,78.0,208.0,"Steakhouse,  Gluten Free Options,  European,  Grill,  International,  Scandinavian"
Oslo,86.0,137.0," European, Mediterranean,  Spanish"
Oslo,87.0,142.0," European, French"
Oslo,89.0,1154.0,"American,  Vegan Options,  Bar,  Gluten Free Options,  Vegetarian Friendly"
Oslo,93.0,307.0," Norwegian,  Vegetarian Friendly,  Soups,  Gluten Free Options, Seafood,  Scandinavian,  European"
Oslo,94.0,140.0," Norwegian,  European,  Gluten Free Options, French,  Vegetarian Friendly"
Oslo,98.0,91.0," European,  Gluten Free Options,  Barbecue,  Vegetarian Friendly, American,  Delicatessen"
Oslo,99.0,148.0," Vegan Options, Cafe,  Vegetarian Friendly,  Gluten Free Options,  European"
Oslo,101.0,236.0," Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Asian, Indian"
Oslo,104.0,162.0," Norwegian, European,  Scandinavian,  Wine Bar,  Gluten Free Options"
Oslo,107.0,261.0,"Chinese,  Vegetarian Friendly,  Asian,  Vegan Options,  Gluten Free Options"
Oslo,110.0,168.0," Pizza,  European,  Vegan Options, Italian,  International,  Vegetarian Friendly,  Gluten Free Options"
Oslo,111.0,34.0," French,  Scandinavian,  Gluten Free Options, European"
Oslo,118.0,222.0,"Italian,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly,  Pizza,  European"
Oslo,121.0,270.0," Bar,  British,  European,  Pub,  Gluten Free Options, Irish"
Oslo,122.0,316.0," Vegan Options,  Gluten Free Options,  Vegetarian Friendly,  Spanish, Mediterranean,  European"
Oslo,123.0,249.0," Gluten Free Options,  Vegan Options, Contemporary,  Vegetarian Friendly,  Asian,  Thai"
Oslo,127.0,173.0," Gluten Free Options,  Scandinavian, European,  Norwegian"
Oslo,128.0,148.0," Sri Lankan,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Asian, Indian"
Oslo,132.0,209.0," Vegetarian Friendly, French,  European,  Gluten Free Options,  Norwegian,  Scandinavian"
Oslo,140.0,509.0," Vegan Options,  Vegetarian Friendly, Asian,  Fusion"
Oslo,141.0,109.0," Norwegian,  Gluten Free Options, American,  European,  Vegetarian Friendly"
Oslo,147.0,27.0,"American,  Gluten Free Options,  International,  Italian,  European,  Barbecue,  Scandinavian,  Vegetarian Friendly"
Oslo,148.0,63.0," Vegetarian Friendly,  Scandinavian, European,  Norwegian,  Vegan Options"
Oslo,151.0,148.0," Mediterranean,  Vegetarian Friendly,  Pizza, Italian,  Gluten Free Options"
Oslo,152.0,20.0," Sushi, Japanese,  Seafood,  Asian"
Oslo,156.0,141.0," Vegan Options,  European,  Gluten Free Options,  Vegetarian Friendly, Cafe"
Oslo,157.0,103.0," European,  Seafood,  Norwegian,  Gluten Free Options, Scandinavian"
Oslo,159.0,168.0," Vegan Options, Pizza,  Italian,  Vegetarian Friendly"
Oslo,160.0,227.0," Scandinavian,  Norwegian,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options, International"
Oslo,165.0,46.0," Mediterranean,  Greek, European,  Mexican,  Turkish"
Oslo,171.0,29.0," Asian,  Sushi, Japanese,  Thai"
Oslo,176.0,65.0," Pub, Bar"
Oslo,182.0,28.0," Lebanese,  Vegetarian Friendly,  Middle Eastern,  Vegan Options,  Halal, Fast Food,  European"
Oslo,187.0,52.0,"Cafe,  Vegetarian Friendly,  Scandinavian,  Vegan Options,  European"
Oslo,189.0,147.0," International,  Vegetarian Friendly, Street Food,  Asian,  Gluten Free Options"
Oslo,192.0,53.0," European,  Vegetarian Friendly, Bar,  Pub"
Oslo,196.0,70.0,"Bar,  Pub"
Oslo,201.0,63.0," Vegan Options,  German,  European,  Vegetarian Friendly,  Norwegian, Cafe"
Oslo,205.0,78.0," Norwegian, European"
Oslo,210.0,49.0,"Scandinavian,  European,  Norwegian"
Oslo,212.0,332.0," Norwegian,  Scandinavian,  Vegetarian Friendly,  Gluten Free Options, European"
Oslo,217.0,245.0," Cafe,  Bar,  Gluten Free Options, European,  Vegetarian Friendly"
Oslo,224.0,69.0," Vegetarian Friendly,  Vegan Options, Indian"
Oslo,228.0,111.0," Italian,  Vegetarian Friendly,  European, Pizza,  Gluten Free Options"
Oslo,236.0,43.0," European,  Vegetarian Friendly, Spanish"
Oslo,238.0,22.0," Asian, Japanese"
Oslo,242.0,40.0," Pakistani, Middle Eastern,  Vegetarian Friendly"
Oslo,246.0,78.0,"Cafe,  Vegetarian Friendly,  Vegan Options,  Soups"
Oslo,248.0,99.0," Pub, Bar"
Oslo,253.0,154.0," Norwegian, Scandinavian"
Oslo,254.0,270.0," European,  Vegetarian Friendly,  Gluten Free Options,  Pizza,  Vegan Options, Italian,  Mediterranean"
Oslo,258.0,18.0," Hawaiian,  Fast Food,  Vegetarian Friendly,  Sushi,  Norwegian,  Asian, Seafood,  European"
Oslo,259.0,146.0," Gastropub,  European,  Norwegian, Bar,  Scandinavian"
Oslo,263.0,18.0,"European,  Swedish,  Scandinavian"
Oslo,266.0,70.0," Gastropub,  Cafe,  Vegetarian Friendly, Pizza,  European"
Oslo,268.0,362.0," Norwegian,  Scandinavian,  Gluten Free Options, European"
Oslo,275.0,116.0," Scandinavian,  International,  Norwegian, European,  Gluten Free Options"
Oslo,279.0,62.0,"Seafood,  Scandinavian,  European,  Norwegian"
Oslo,280.0,138.0," Pub,  Vegetarian Friendly,  Gluten Free Options,  Spanish,  European, Bar,  Mediterranean"
Oslo,282.0,12.0,unknown
Oslo,286.0,121.0," Vegetarian Friendly,  Asian,  Gluten Free Options,  Sushi, Japanese"
Oslo,287.0,112.0,"Asian,  Vegan Options,  Thai,  Vegetarian Friendly,  Gluten Free Options"
Oslo,292.0,21.0," Fast Food, Cafe"
Oslo,297.0,28.0,"European,  Scandinavian,  Norwegian,  Gluten Free Options"
Oslo,300.0,92.0," Vegetarian Friendly,  Mediterranean,  Pizza,  European, Italian"
Oslo,301.0,332.0,"Japanese,  Gluten Free Options,  Bar,  American,  Norwegian"
Oslo,306.0,25.0," Seafood,  Asian, Japanese,  Sushi"
Oslo,308.0,31.0," Sushi,  Asian, Japanese"
Oslo,310.0,58.0," Vegetarian Friendly, Italian,  European,  Pizza"
Oslo,311.0,43.0,"Italian,  Vegetarian Friendly,  Vegan Options,  Pizza,  European"
Oslo,313.0,161.0," Vegetarian Friendly,  Vegan Options,  Bar,  Gluten Free Options,  European,  Cafe, American"
Oslo,318.0,33.0,"Turkish,  Vegetarian Friendly,  Halal,  Middle Eastern"
Oslo,320.0,30.0," Thai, Japanese,  Sushi,  Asian"
Oslo,324.0,105.0," International,  European,  Norwegian,  Scandinavian, Bar"
Oslo,326.0,11.0,unknown
Oslo,329.0,66.0,"Italian,  European,  Mediterranean,  Pizza,  Vegetarian Friendly"
Oslo,341.0,11.0," Norwegian, European"
Oslo,343.0,19.0," Spanish,  American,  European,  Peruvian,  South American, Italian"
Oslo,344.0,431.0,"Indian,  Asian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly"
Oslo,345.0,11.0,International
Oslo,348.0,18.0,"Italian,  Mediterranean"
Oslo,350.0,28.0,"Bar,  Norwegian,  Pub"
Oslo,355.0,20.0,"Seafood,  Scandinavian,  European"
Oslo,361.0,83.0,"Asian,  Vegetarian Friendly,  Vietnamese"
Oslo,362.0,63.0," European, Bar,  Pizza,  Vegetarian Friendly"
Oslo,364.0,54.0," Vegetarian Friendly,  European,  Norwegian, Bar,  Pub"
Oslo,365.0,18.0," Vietnamese,  Asian, Fast Food"
Oslo,369.0,8.0,unknown
Oslo,370.0,88.0," Norwegian, International,  Scandinavian,  Gluten Free Options,  European"
Oslo,372.0,29.0," Sushi, Japanese"
Oslo,375.0,46.0,Seafood
Oslo,378.0,20.0,unknown
Oslo,380.0,38.0," Chinese, Asian"
Oslo,382.0,87.0," Gluten Free Options,  Gastropub,  Bar, American,  Pub"
Oslo,387.0,40.0," Bar,  Cafe,  European, Pizza,  Pub"
Oslo,388.0,24.0," Japanese, Sushi"
Oslo,389.0,8.0," Norwegian, French,  Fusion,  European"
Oslo,391.0,46.0," Middle Eastern,  Mediterranean, Moroccan,  African"
Oslo,393.0,151.0,"American,  Vegetarian Friendly,  Pub,  Bar,  Gluten Free Options,  European"
Oslo,394.0,23.0," Vegetarian Friendly, Norwegian"
Oslo,395.0,42.0," Vegetarian Friendly, Mexican,  Fast Food"
Oslo,397.0,47.0," Norwegian,  European,  International,  Scandinavian, Bar"
Oslo,402.0,44.0,"French,  Wine Bar,  European"
Oslo,404.0,38.0," Persian,  Vegetarian Friendly, Middle Eastern"
Oslo,406.0,22.0,unknown
Oslo,408.0,19.0,"Sushi,  Japanese"
Oslo,412.0,13.0," Norwegian, European"
Oslo,413.0,28.0," Vegetarian Friendly,  Soups, Cafe,  Vegan Options,  European,  Scandinavian,  Fast Food"
Oslo,415.0,38.0," Scandinavian,  Vegetarian Friendly, European"
Oslo,417.0,12.0,"Soups,  Vegetarian Friendly"
Oslo,419.0,6.0," Danish,  Norwegian, European"
Oslo,421.0,20.0,Seafood
Oslo,425.0,36.0," Grill,  Pizza,  Fast Food, Bar,  Pub"
Oslo,426.0,26.0,"Cafe,  International"
Oslo,427.0,307.0," Barbecue,  Gluten Free Options, American,  Steakhouse"
Oslo,432.0,4.0,Mediterranean
