group,Index,quantity,unit_cogs,name
SPICES,18074,19,0.37,DR O PROSZEK DO PIECZENIA  30G
POULTRY,16928,1.97,10.1522842639594,PAROWKA HOT-DOG KG
GENERAL_ITEMS,17725,5,2.0,WIADERKO OPAKOWANIE
SWEETS,20398,3,1.88,MILKA CZEKOL CHIPS 100 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16200,36,0.92,BATON 3BIT 46/51 G
CHEMISTRY,2758,2,6.08,TAFT LAKIER
GENERAL_FOOD,13156,4,2.46,VEGETA 200G
SPICES,18687,1,0.88,PIEPRZ ZIARNISTY  APPETITA 18 GR
DRINK_JUICE,9548,13,1.21,KUBUS MAR.JAB. MALINA 0_33L
ICE_CREAMS_FROZEN,15141,21,2.66,LODY PRINCESSA KOKOS 95 ML
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16835,6,2.13,PIWO KARMI 0_4 BUT CLASSIC
POULTRY,10846,1,2.22,SLEDZ W POMID.170 G ORKA
CHEMISTRY,2241,5,5.99,REGINA PAPIER RUMIANKOWY 8
DRINK_JUICE,10200,7,3.37,NAP HORTEX 1 L POMARANCZOWY
BREAD,1298,0.056,14.8214285714286,B PIERNIKI Z MARMOLADA
DAIRY_CHESSE,8020,2,3.52,HOCHL KRAZEK 180 G KWARTETT
DAIRY_CHESSE,6459,3.03,10.8712871287129,GOS.TWAROG POLTLUSTY/CHUDY LUZ
SPICES,18209,3,2.08,FASOLA  PIEKNY JAS 400G KROS
GENERAL_FOOD,13894,198.09,2.7996365288505203,KAPUSTA  KISZONA LUZ
CHEMISTRY,3162,1,1.39,WORKI NA SMIECI 60L 20SZT_TOP
DRINK_JUICE,10251,4,2.63,NAP TYMBARK 1 L ZIEL BANAN
DRINK_JUICE,10598,18,0.92,WODA CISOWIANKA 1_5 L GAZOWANA
GENERAL_FOOD,13833,4,1.15,WIN SOS POMIDOROWY 38G
GENERAL_FOOD,12771,5,1.88,KUKURYDZA W PUSZ.DAWTON 400G
GENERAL_FOOD,12700,9,0.93,ZUPA VIVON KURCZAK PIKANTNY 70 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16405,5,2.906,DANIE KACHNY GOLABKI W SOSIE POMID.500G.
POULTRY,16954,0.15,22.2,KIE?BASA PIWOSZKI  KG
DRINK_JUICE,10332,14,2.04,HELLENA  CZARNA PORZECZKA  N/G 1_75 LL
GENERAL_FOOD,12084,16,1.39375,CUKIER PUDER 0_4KG JARACZEWO
SWEETS,18836,9,0.92,GOPLANA EXTRA MIETA EXTRA MOCNE
GENERAL_FOOD,12773,9,2.06,MAKA ZIEMNIACZANA 500G
ALCOHOL,684,46,1.01413043478261,PIWO MOCNE POLSKIE 0_33L
POULTRY,17007,1.43,10.664335664335699,PAROWKOWA Z  DROBIEM KG
ALCOHOL,22919,1,13.01,WINO MOGEN 0_7 L CZ/PÓ?S.POME.
GENERAL,11496,1,3.15,SMAK MAK GALAT WIEPRZOWY 200G
DRINK_JUICE,10718,37,3.10243243243243,PEPSI COLA 2_25 L
SWEETS,19104,22,1.0931818181818198,BATON MARS 51 G
ICE_CREAMS_FROZEN,15509,5,3.01,MIESZANKA 7 SKL.CALFFOST
CHEMISTRY,1847,1,1.77, PATYCZKI BELLA 200
POULTRY,1786,2,2.78,LOWICZ DZEM WISNIA N/S?.
DRINK_JUICE,9541,8,1.57,HELLENA ORANGE 1_25 GAZ
SWEETS,19746,1,2.29,KRAKERSY SUPER 180G LAJKONIK
DAIRY_CHESSE,7212,6,1.6033333333333302,GOS.MLEKO ZAG. NIESL.200G GOSTYN
SPICES,18649,1,0.14,CUKIER WANILIOWY ZIOLOPEX
POULTRY,17317,2.25,18.6088888888889,KIE?BASKI PYSZNE KG
CHEMISTRY,2439,16,0.78,BATERIA R6 AA
CIGARETTES,5484,27,9.43333333333333,PAP ROTHMANSY RED 100
CHEWING_GUM_LOLIPOPS,4285,8,1.48,MENTOS STRONG MINT 38G
SWEETS,18913,14,0.53,WAFLE GORALKI CZEKOLADA 42 G
SWEETS,19808,3,1.71,ROGAL 7 DAYS MAX WANILIA 110 G
GROATS_RICE_PASTA,14124,6,1.16,SONKO KASZA JECZMIENNA PERLOWA 4*100G
POULTRY,16941,0.23,17.347826086956502,SZYNKA GOTOWANA BIALA KG
POULTRY,11090,2,7.005,FILETY SLEDZIOWE OPIEKANE 800G
ALCOHOL,22691,25,3.78,WODKA ZUBRÓWKA BIALA 0_1
CIGARETTES,4958,43,9.47348837209302,PAP PS MINT LINK
SWEETS,19854,3,1.93,ZELKI SMIEJZELKI KWASNE 100G
DAIRY_CHESSE,7575,3,1.72,BAKOMA TWIST 250 G TRUSKAWKA
DRINK_JUICE,9574,4,3.28,NAP CAPPY  1 L POMARANCZ 100%
GENERAL_FOOD,13504,21,1.19428571428571,WIN BARSZCZ CZERWONY 60 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16414,7,1.79,HOCHL KANAPKOWY Z SZYNKA 130 G
VEGETABLES,21826,82.83,1.94349873234335,KT MARCHEW LUZ
ICE_CREAMS_FROZEN,15826,21,1.12,LODY KAKTUS NESTLA 100ML
GENERAL_FOOD,13706,15,0.5933333333333329,CYKORIA BUDYN SMIETANKOWY B/C 40 G
VEGETABLES,21605,1,3.0,ROSZPONKA 100 G
DAIRY_CHESSE,6831,63,2.34,GOS.SMIETANKA 30% 250ML GOSTYN
GENERAL_ITEMS,17940,1,3.15,RAJSTOPY 15 DEN INEZ
GENERAL_ITEMS,17761,5,1.66,KARMA DO PSA PEDIGREE 150 GR MARKIES
SWEETS,20278,1,1.4,BATON FRUTICA 40 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16493,1,2.13,KETCHUP PIKANTNY 250G TORTEX
DAIRY_CHESSE,6796,7,1.32,DE SEREK Z BRZOSKWINIA 150 G
CHIPS_FLAKES,4818,5,3.85,LAYS PAPRYKA 140 G
DAIRY_CHESSE,8253,3,2.25,MAR DELMA EXT O SMAKI SMIET .450 G
VEGETABLES,22113,1,2.3,SUROWKA KUBEK 300G
SPICES,18038,1,2.06,KRESTO WIORKI KOKOS 200 G
POULTRY,1648,8,1.74,PROFI SZYNKA MIELONA 110G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16063,2,1.65,CHRZAN TARTY 160G VICTUS
SPICES,18248,8,0.89,PRYMAT KUCHAREK 75G
SWEETS,19406,1,2.32,PIERNIK KROLEWSKI KRAKUS 150 G
COOKIES_BULK,6289,0.62,16.903225806451598,CUKIERKI MIESZ KRAKOWSKA WAWEL
CHEMISTRY,3136,1,1.85,SZAM DO DZIECI BAMBI 150ML
OCCASIONAL,17525,7,0.14,ORANZADKA W PROSZKU
SPICES,18082,16,0.7,GALEO PIEPRZ CZARNY MIELONY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16508,4,1.35,MUSZTARDA PIEKIELNNA 200G PEGAZ
GENERAL_FOOD,12724,9,2.02,DESER MONTE 150 G CZEKOL
GENERAL_FOOD,13417,2,4.99,KIE?BASA SWOJSKA S?OIK 300GR MUCHNIA STA
DAIRY_CHESSE,6625,2,3.18,GOS.MLEKO ZAGESZCZ.500ML GOSTYN
DAIRY_CHESSE,7257,12,1.87,JOGURT MLEKOVITA TY_GRECKI 400 G
GENERAL,11270,1,3.43,MAKA RYZOWA 500 G
CIGARETTES,4964,44,10.11,PAP RGD SUPER PINK
CHIPS_FLAKES,4418,6,1.13,PRAZYNKI SPOKO 60 G
SPICES,18247,1,0.72,PRYMAT KOPEREK SUSZONY
TABLETS,21246,1,5.37,TABLETKI HERBITUSSIN KASZEL/GARDLO
VEGETABLES,21505,5.53,6.656419529837249,KT POMIDOR MALINOWY
GENERAL_FOOD,13548,20,1.954,CHEETOS MIX-UPS 70 G
DAIRY_CHESSE,7043,15,1.76,JOGOBELA ZE ZBOZAMI 200 G
GENERAL,11328,2,0.92,KASZKA MANNA 400 G SARITA
GROATS_RICE_PASTA,14431,13,1.23692307692308,SONKO KASZA JECZMIENNA PERLOWA 4*100G
COFFEE TEA,5717,15,0.47,KAWA NESCAFE 3W1  17G
GROATS_RICE_PASTA,14468,2,3.91,MAKARON CZANIECKI GNIAZDKO 2
DRINK_JUICE,9592,12,0.9,NAP ENERGETYCZNY  V-MAX 0_25 ML
ALCOHOL,963,B/ZW,1.0,PIWO BOJAN TOPOREK 0_5 L
GENERAL_FOOD,13710,10,1.9,DESER MONTE 150 G CZEKOL
POULTRY,1638,3,3.62,PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK
DAIRY_CHESSE,8416,13,1.68,JOGOBELA ZBOZA 200 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16810,5,2.138,HOCHL KANAPKOWY Z SZYNKA 130 G
GROATS_RICE_PASTA,14364,4,2.97,MAKARON POLSKIE MLYNY 500G PENNE DURUM
POULTRY,16925,0.42,20.7619047619048,KRAKOWSKA SUCHA KG
DRINK_JUICE,9875,8,0.61,WODA CISOWIANKA 0_5 N/G
GENERAL_ITEMS,11,1,2.14,BELLA PODPASKI NORMAL MAXI 10
SWEETS,18828,3,2.14,GOFRY KOKOS 100
COFFEE TEA,5858,1,2.81,LIPTON EXP.25 TOREBEK
GENERAL_FOOD,12214,6,2.41,ZELATYNA SPOZYWCZA 50G CYKORIA
SWEETS,20855,7,2.09,WAFLE FAMIL.KAK/SMIETANKOWE 180G
CHEMISTRY,2314,40,0.2,CHUSTECZKI HAPPY NO 1
SWEETS,20016,1,1.65,VERBENA SZALWIA 60 G CUKIERKI
SWEETS,20568,3,1.48,DROPS HALLS WOTERMELON
CHEMISTRY,3481,32,0.4646875,PAPIER SNIADANIOW.MAWA 300X325
DRINK_JUICE,10498,4,1.49,KUBUS GO 0_3 ML JAB?KO 100%
GENERAL_FOOD,12930,10,1.36,KUKURYDZ SLON OGROD 400 G
CHIPS_FLAKES,4773,9,2.23,STAR CHIPS KEBAB 130 G
ALCOHOL,22284,2,16.14,NAP SPIR SOPLICA MALINA 0_5 L
GENERAL,12009,11,1.02,KLEJ SUPER GLU
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16745,4,1.43,KONCENTRAT DAWTONA 200G SLOIK
OCCASIONAL,17488,1,3.25,JAJKO BARBIE
VEGETABLES,21773,5,3.25,NAP TYMBARK 1 L JABLKO ANT. TLOCZONY
CHEWING_GUM_LOLIPOPS,4299,13,1.25,GUMA ORBIT SPERMINT DRAZE
DAIRY_CHESSE,6881,22,2.025,MAR SMAKOWITA 450 G
POULTRY,16964,2.61,10.770114942528698,PAROWKOWA KG
GENERAL_FOOD,13631,3,2.23,PUDL KUKURYDZA 400G PUSZKA
ALCOHOL,393,4,4.07,PIWO GOZDZILLA 0_5 L B/BEZW
GENERAL,11428,3,3.84,SOK Z BURAKA 750 ML
COOKIES_BULK,6378,2,2.09,LAJKONIK SAFARI 125 G
ICE_CREAMS_FROZEN,15607,8,1.21,LODY OSKAR SMIET.W CZEKOLADZIE
POULTRY,17051,0.13,7.46153846153846,PASZTET BOROWIKOWY/GRZYBOWY KG
GENERAL_FOOD,13311,1,2.76,SIEMIE LNIANE 400 G
GENERAL,11903,3,1.9,WAFLE RYZOWE Z SOLA MORSKA POL_MLYN 100G
GENERAL,11840,12,0.9,AMINO BLYSK BARSZCZ CZERW Z MAJERANKIEM
DRINK_JUICE,10550,5,1.86,NAP SCHWEPPS LEMON 0_275 GAZ SZKLO
DAIRY_CHESSE,7957,1,2.89,BAKOMA GRECKI JOGURT 440 G
DRINK_JUICE,8858,6,1.68,ZBYSZKO 3 LIMONKI 1_5L GAZ
POULTRY,1514,2,1.63,FASOLA BIALA DAWTONA 400GR
GROATS_RICE_PASTA,14280,2,1.18,SONKO KASZA JECZMIENNA PERLOWA 4*100G
DAIRY_CHESSE,7863,1,4.05,MIESZANKA KLASYCZNA 400 G
DAIRY_CHESSE,6588,1,1.91,DA DANIO 140 G SASZETKA TRUSK
ALCOHOL,22395,1,5.6,NAP SPIR BARMANSKA 0_5 L
DAIRY_CHESSE,7883,2,2.59,SALATKA LISNER GYROS 150 G
CIGARETTES,5051,31,10.83,TYTON PS BLAC
ICE_CREAMS_FROZEN,15320,2,6.91,LODY ROLADA ROLETTO
COFFEE TEA,6141,2,2.67,HERB.MINUTKA EXP 100SZT
OCCASIONAL,17446,2,0.6,PLYTA
ALCOHOL,22934,2,5.0,WINO BULGARIS POL/SLODKIE ROZOWE 0_75
BREAD,1124,16,1.27,M BULKA Z RODZYNKAMI
DRINK_JUICE,9233,7,0.99,NAP MARTON ORANZADA 1_5 GAZ
GENERAL_ITEMS,17834,3,3.15,RAJSTOPY 15 DEN INEZ
GENERAL_ITEMS,17578,1,3.06,MASLO ROSLINNE ZPT WARSZAWA 500G
GENERAL_FOOD,13729,4,2.09,KAKAO DEKOMORENO 80 G
SPICES,18302,1,2.4,MARCO-POLO POMIDOR Z RUKOLA 30 G
SWEETS,20524,17,4.84,BOMB TOFFI FEE 125G
ALCOHOL,23114,3,6.85,WINO FRESCO CZER/P SLOD
CHEWING_GUM_LOLIPOPS,4177,1,0.46,LIZAK CHUPA CHUPS
GENERAL,11226,2,3.33,SZNURA ZAPIEKANKA  250 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16215,8,2.34,KETCHUP LAGODNY 470 G TORTEX
DRINK_JUICE,9980,3,1.29,NAP ENERGET ROSKST 250 ML PUSZKA
SWEETS,19890,1,2.69,CIASTKA HIT 220G CZEKOLADA
ICE_CREAMS_FROZEN,14734,1,4.3,FRYTKI AVIKO 900 G
GENERAL_ITEMS,17886,1,1.76,SKARPETKI DZIEWCZ?CE 2 SZT WZÓR
BREAD,1199,32,2.4,C CHLEB ZIARNISTY 300G
GENERAL_FOOD,12467,6,1.75,O SER KANAPKOWY 130 G
DRINK_JUICE,9535,9,1.51,BATON KINDER DELIC 39 G
ALCOHOL,22717,1,30.88,WHISKY BALLANTINES 0_5 L
SWEETS,20858,33,0.57,WAFLE GORALKI MLECZNY 50G
SWEETS,21044,20,0.5985,WAFLE GORALKI MLECZNY 50G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16364,23,1.3504347826087002,NAP IZOTON.0_75 ML AMOWE BLU
ALCOHOL,870,4,2.62,PIWO SOMERSBY 0_4 L BUTELKA BLACKBERRY
TABLETS,21165,1,3.16,TABLETKI POLOPIRYNA S/10/
CHEMISTRY,3575,6,0.971666666666667,ZMYWACZ DO PAZNOKCI 50 ML
GENERAL_FOOD,13536,1,2.81,ZUREK KRAKUS BUT 300G
DAIRY_CHESSE,8480,10,1.49,SER TOP SZYNKA SERTOP
VEGETABLES,21514,1,1.21,KT SELER NAC SZT
SPICES,18748,1,0.8,LISC LAUROWY 7 G
GENERAL,11346,2,2.02,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO
ICE_CREAMS_FROZEN,15441,15,1.28,LODY KORAL SNIEZKA
DAIRY_CHESSE,8531,9,0.98,BAKOMA JOGURT NATURALNY 150 G
TABLETS,21328,1,3.16,TABLETKI POLOPIRYNA S/10/
VEGETABLES,21683,2,1.66,MAK SARITA SPAGHETTI 400 G DURUM
CIGARETTES,5489,29,10.95,TYTON PS BLAC
DAIRY_CHESSE,6752,19,2.62,TWAROG SMIETANKOWY RAWICZ 250G
OCCASIONAL,17417,1,1.82,TORBA NA PREZENT
ICE_CREAMS_FROZEN,14770,1,1.15,LODY ROZEK MALINA
DRINK_JUICE,9999,4,3.04,NAP HORTEX 1 L POMIDOROWY
ALCOHOL,22873,48,5.8,WODKA 1906 0_2L
SPICES,18061,3,1.42,WIORKI KOKOSOWE 75 G
BREAD,1212,9,2.23,S CHLEB KROJONY 0_6KG
GENERAL_FOOD,12234,30,1.634,CUKIER BIALY 1KG
GENERAL,11711,1,2.17,CZARNUSZKA 50 G
DRINK_JUICE,10275,11,0.83,SOK POMIDOROWY 330 ML
DRINK_JUICE,8950,92,0.458804347826087,ORANZADA W BUT.ZWROTNEJ
GENERAL_ITEMS,17923,5,1.62,PODKOLANOWKI 2PARY
COOKIES_BULK,6278,6.56,9.710365853658539,WAFLE CHRUPS/LUMARKI/GRZESKI
GENERAL,11623,3,0.68,CYKORIA BUDYN MALINOWY 40 G B/CUKRU
SWEETS,19612,17,1.2129411764705902,TIK TAK MIETA
CIGARETTES,4903,1,9.8,PAP WINSTON BLU 100
GENERAL_FOOD,13861,1,0.55,CYKORIA BUDYN WANILIOWY B/C 40 G
GENERAL_FOOD,13836,2,2.26,WIN ZUPA OGORKOWA 44GR
CHEWING_GUM_LOLIPOPS,4269,104,0.19,GUMA ARBUZ
CHEMISTRY,3116,2,3.45,PUR ACTION 900 ML LEMON
POULTRY,1810,3,4.89,WINIARY KASZOTTO JARMUZ I CZOSNEK
ALCOHOL,922,5,1.83,PIWO LOMZA 0_5 L 0% GRAPEFRUT BUT/BEZWR
BREAD,1322,5,1.16,OWSIANKA Z OWOCAMI 50 G
CHEMISTRY,2590,1,1.68,TOREBKA
POULTRY,10827,4,2.51,FILETY SLEDZIOWE W POMIDZ.170 G
DAIRY_CHESSE,7048,2,0.94,JOGURT FINEZJA 115G /1 SZT/BRZOS/MAR/TR
DAIRY_CHESSE,6763,6,1.39,BAKOMA 7 ZBOZ SLIWKA 150GR
POULTRY,1492,5,3.43,KOPYTKA 400GR TACKA GRZESKOWIAK
SWEETS,19946,31,0.93,KULE RUMOWE
GENERAL_FOOD,13873,2,0.73,DRAZE TIC TAC
GENERAL_FOOD,13273,3,2.7,MLEKO SMAKOWE 0_5 L POLMLEK
ALCOHOL,644,15,2.68,PIWO DESPERADOS 0_4 L
CHEWING_GUM_LOLIPOPS,4085,32,0.46,LIZAK CHUPA CHUPS
DAIRY_CHESSE,8289,4,2.81,SER MOZZARELLA 125 G
SWEETS,20735,0.44,10.8181818181818,CIASTKA OWSIANE LUZ
CHIPS_FLAKES,4368,3,3.76,PLATKI LION 250 G
DAIRY_CHESSE,7507,3,2.93,SER LA POLLE CAMEBERT 120 G
VEGETABLES,22247,5,1.26,KT SZCZYPIOREK Z CEBULKA
CHIPS_FLAKES,4382,3,2.21,STAR CHIPS KEBAB 130 G
VEGETABLES,21910,11,0.82,KT KIWI
TABLETS,21096,2,3.97,TABLETKI NUROFEN 10SZTULTRA
DAIRY_CHESSE,6864,135,0.7774814814814809,JOGURT ZO NATURALNY 180 G
CIGARETTES,5569,9,10.73,PAP LD MINT
GENERAL_FOOD,12998,4,0.75,WIN BUDYN WANILIOWY 60G
GENERAL_ITEMS,17782,3,2.13,KARMA MR DOG SUPREME 500G
GENERAL_ITEMS,50,1,3.15,TAMPONY BELLA A/8 SUPER PLUS
CIGARETTES,4864,3,11.84,PAP LM LINK RED
DAIRY_CHESSE,6907,4,2.78,SER FAVITA 270G
ICE_CREAMS_FROZEN,15048,6,2.47,ZAPIEKANKA SZYN+PIECZ 200 G
DRINK_JUICE,10541,1,3.42,NAP HORTEX 1 L POMARANCZOWY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16110,2,1.5,SZCZAW KONS.URBANEK 385ML
GENERAL_FOOD,13257,1,2.24,KREM CHRZANOWY 160 G SMAK
SWEETS,20413,12,11.9325,PAP LM LINK BLU
ALCOHOL,489,37,1.56081081081081,PIWO LECH  FREE 0_5 L  B/ZWR
CIGARETTES,5410,66,10.1075757575758,PAP RGD SUPER PINK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16470,3,16.34,WODKA STOCK PRESTIGE 500ML
GENERAL_FOOD,12210,1,1.21,WIN ZUPA GROCHOWA 75GR
CHIPS_FLAKES,4613,23,1.24,CHRUPKI 80 G
ALCOHOL,740,11,3.36,PIWO BOJAN SLIWKOWE BUTELKA 0_5L
CIGARETTES,4960,2,11.24,PAP PS RED 22
GENERAL_FOOD,13067,1,1.39,GELLWE ZELATYNA 20 G
CIGARETTES,5005,2,11.66,PAP LM LINK MINT
ALCOHOL,22286,13,3.69,NAP SPIR SOPLICA PIGWOWA 0_1
CHEWING_GUM_LOLIPOPS,4249,9,1.25,GUMA AIRWAVES PORZECZKA DRAZE
CHIPS_FLAKES,4710,17,1.24,CHRUPKI CZEKOLADOWE 80 G
SPICES,18432,3,1.29,KNORR PAPRYKA OSTRA Z HISZPANI
GENERAL_FOOD,12512,5,2.08,SLONECZNIK LUSKANY  200G HELIO
GENERAL_FOOD,12934,1,3.31,MIGDALY KALIFORNIJSKIE 80 G HELIO
CIGARETTES,5249,38,10.9078947368421,PAP PAL MAL MINT
GROATS_RICE_PASTA,14140,1,0.92,MAK ZLOTY LAN KOLANKO DUZE 500 G
CHEMISTRY,2011,2,2.39,BELLA HERBS PODPASKI K.LIPY 12
CIGARETTES,5650,7,11.0,PAP PAL MAL LINK BLU SLABE
POULTRY,1614,6,4.19,PIEROGI Z SEREM/OWOC TACKA 4000GR
CHEMISTRY,3949,1,18.19,SOMAT TAB.DO ZMYWAREK 52+5
GROATS_RICE_PASTA,14604,2,1.31,KASZA JAGLANA 4*100 SARITA
GENERAL,11804,3,1.32,MIESZANKA STUDENCKA 40 G POL.MLYNY
VEGETABLES,21743,15.32,6.8870757180156685,KT PIETRUSZKA LUZ KORZE?
ALCOHOL,445,4,2.1,PIWO WARKA RADLER 0_5 PUSZKA
GENERAL_FOOD,12828,6,2.46,VEGETA 200G
CHEMISTRY,3127,4,2.06,SCIERKA UNIWERSALNA 5 SZT
CHEMISTRY,1920,1,3.29,ODSWIEZACZ ZAPAS DO SZYSZKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16313,30,2.614,PUDL KONCENTRAT 30%SLOIK 200G
POULTRY,10783,96,3.8,JAJKA 10 SZT LIPOWCZYK
CHEWING_GUM_LOLIPOPS,4318,2,1.48,GUMA ORBIT PEPERMINT DRAZE
GENERAL,11570,4,3.4,MLEKO KOKOSOWE 250 ML BANAN
GENERAL_ITEMS,20,4,2.07,BELLA PODPASKI NORMAL MAXI 10
DRINK_JUICE,9735,8,1.79,HELLENA 1_75 N/G TRUSK+MALINA
CHEMISTRY,1963,1,2.99,SERWETKI PAPIEROWE 60 SZT
GENERAL,11453,5,1.07,DR O BUDYN SLODKA CHWILA CZEK+WISNIA
ICE_CREAMS_FROZEN,15608,6,1.21,LODY OSKAR ZIELONA
CHIPS_FLAKES,4450,6,3.85,LAYS ZIELONA CEBULKA 140 G
GROATS_RICE_PASTA,14631,6,4.35,MAKARON CZANIECKI TASIEMKA WALCOW. 500G
ICE_CREAMS_FROZEN,15829,23,0.56304347826087,LODY KOKTAJLOWE KUKULKA
ALCOHOL,342,3,1.57,PIWO OKOCIM PILS 0_5 B/ZWROTNA
GENERAL_FOOD,13547,1,2.39,CAPPUCCINO ORZECHOWE MOKATE 110GR
OCCASIONAL,17363,1,0.9,LAURKA OKOLICZNOSCIOWA
GENERAL_FOOD,13132,0.43,9.27906976744186,SERDELKI Z DROBIEM
ALCOHOL,796,36,1.78333333333333,PIWO TATRA PILS 0_5L PUSZKA
DAIRY_CHESSE,6572,4,2.89,BAKOMA GRECKI JOGURT 440 G
BREAD,1275,44,2.4,C CHLEB ZIARNISTY 300G
CIGARETTES,5454,47,12.56,PAP MARLLBORO. RED
DRINK_JUICE,10159,20,1.39,KUBUS PLAY MAR/TRUS/LIMETKA
DAIRY_CHESSE,7770,22,1.07363636363636,DA GRATKA DO PICIA TRUSK.170G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16135,1,8.5,GNIAZDKO WIELKANOCNE RAKPOL 80G
SWEETS,18831,11,1.99,GOPL CZEKOLADA GORZKA 90 G
DRINK_JUICE,9328,12,1.5,WODA USTRONIANKA 1_5 L N/GAZ TRUSKAWKA
ICE_CREAMS_FROZEN,15637,4,1.0,LODY ROZEK MLYNARCZYK
ALCOHOL,22356,119,3.16571428571429,WODKA 1906 0_1 ML
ICE_CREAMS_FROZEN,15343,23,1.62,LODY SNIEZYNKI SMIET.210 ML
POULTRY,1581,1,3.81,LOWICZ POWIDLA WEGIERKOWE 310G
CIGARETTES,4943,8,10.95,PAP MOCNE JASNE
ICE_CREAMS_FROZEN,15760,2,2.85,LODY ROZEK LION 110 ML
CIGARETTES,5285,38,0.7652631578947371,ZAPALNICZKA KOLOR
CHIPS_FLAKES,4381,13,2.23,STAR CHIPS BEKON 130 G
COFFEE TEA,6144,2,2.29,HERBATA EXP.25T AKBAR
BREAD,1155,52,4.0,C CHLEB KROJONY 0_9 KG
ALCOHOL,22631,16,3.68,WODKA KRUPNIK PREMIUM 0_1
ICE_CREAMS_FROZEN,15868,75,0.4410666666666671,WODA AQA 1_5 L N/G
ICE_CREAMS_FROZEN,15295,7,1.2,LODY ORANZADOWE 50 ML
GENERAL_FOOD,13339,8,1.19,WIN GALARETKA CYTRYNOWA  79G
SPICES,18692,4,0.99,PRYMAT KMINEK RZYMSKI MIELONY 15 G
ALCOHOL,1016,1,4.88,PIWO ZA WSZELKA CENE 0_5 L
SWEETS,18838,4,0.61,GRZESKI GOFROWE 33G
DRINK_JUICE,8755,8,1.94,NAP COCA COLA 0_5L
DAIRY_CHESSE,8527,2,1.74,BAKOMA BAKUS DO KIESZONKI  KAKAO
CHEMISTRY,3683,1,0.37,PAPIER KOLOR A5
SWEETS,18839,50,0.79,GRZESKI W CZEKOLADZIE 36 G
DAIRY_CHESSE,7193,2,1.29,DE SEREK Z BRZOSKWINIA 150 G
DRINK_JUICE,10278,2,3.75,SYROP WISNIA 550G OW.SPI. HERBAPOL
CHIPS_FLAKES,4347,4,3.56,LAYS KARBOWANE  140 G
DAIRY_CHESSE,6886,7,1.73,MLEKO 1_5 L ML.ZAG
SWEETS,19479,4,1.74,BISZKOPTY WROCLAWSKIE 120G
DAIRY_CHESSE,8260,1,6.57,MASLO KLAROWANE KOSTKA 200G
ICE_CREAMS_FROZEN,14778,2,2.15,MARCHEW KOSTKA  MROZONA
GENERAL_FOOD,12748,4,3.33,KLUSKI SLASKIE 400G GRZESKOWIAK
VEGETABLES,21381,8.54,0.400468384074942,KT ZIEMNIAK WCZESNY KG
ICE_CREAMS_FROZEN,14836,2,10.24,LODY JAK DAWNIEJ 900 ML SMIET+TRUS
DRINK_JUICE,9914,11,1.4,ZBYSZKO LEMONIADA 1 L ARO+CYT+MIETA
DAIRY_CHESSE,6587,12,1.26,CHRUPKI KUKURYDZIANE  60 G
COOKIES_BULK,6272,1.73,13.803468208092502,CUKIERKI MLECZNE /CHOCO/ROSHEN
ICE_CREAMS_FROZEN,15064,14,1.28,LOD ROZEK ORZECHOWE ICE MASTRY
GENERAL_ITEMS,8716,6,3.17666666666667,CATERING HAMBURGER 225G Z AMERYK.
SPICES,18639,3,0.82,PRZYPRAWA DO RYB CYKORIA 40 G
TABLETS,21305,4,7.9425,TABLETKI STREPSILS 8 SZT
CHEMISTRY,1922,15,12.07,PAP LM FORWARD
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16530,75,3.87,POMPKA PLAY DOLADOWANIE
CHIPS_FLAKES,4486,4,2.77,LAYS ZIEL.CEBULKA 160G
GENERAL_ITEMS,17741,1,2.84,KARMA CHAPPI  WOLOW/WARZYWA 500G
SPICES,18401,4,1.39,CYKORIA PRZYPRAWA DO KWASZENIA OGOR.45 G
ICE_CREAMS_FROZEN,15839,1,1.35,LODY ROZEK
CHEMISTRY,2786,6,0.92,ZNICZ MALY
DRINK_JUICE,9565,13,2.31,NAP 7 AP LEMONIADA 0_5 L
DRINK_JUICE,9598,24,0.89,NAP HELLENA 0_25 PUSZKA
GROATS_RICE_PASTA,14577,2,4.04,MAKARON CZANIECKI NITKA WALCOWANA 500G
CHIPS_FLAKES,4748,5,0.75,WYKA?ACZKI
