ranking,rating,reviews_number,cuisine_style
6986.0,4.0,6.0,Spanish
6986.0,4.5,32.0," Delicatessen, Mediterranean"
6987.0,4.5,10.0,French
6988.0,3.5,176.0," Balti,  Bangladeshi, Indian,  Asian"
6989.0,3.0,37.0," Spanish, Mediterranean"
6989.0,4.5,6.0,unknown
6990.0,3.0,74.0,Barbecue
6991.0,3.0,46.0," Spanish, German"
6991.0,3.5,11.0,Spanish
6992.0,3.0,9.0,unknown
6992.0,4.5,20.0,unknown
6993.0,5.0,4.0," Fast Food,  American,  Mediterranean, Italian,  Cafe"
6994.0,4.5,12.0,unknown
6995.0,4.5,12.0,Thai
6995.0,5.0,4.0," Mediterranean,  Spanish,  South American,  Chilean, Latin"
6996.0,3.0,12.0,Delicatessen
6996.0,3.0,19.0,unknown
6996.0,4.0,57.0,"Japanese,  Sushi"
6997.0,3.5,14.0,American
6997.0,3.5,73.0,"Spanish,  Mediterranean"
6998.0,4.0,13.0,Spanish
6998.0,4.0,44.0," European, British,  Vegetarian Friendly,  French"
6999.0,3.5,17.0,"Italian,  Pizza"
6999.0,4.0,11.0,unknown
6999.0,4.0,125.0," European, French"
6999.0,4.5,17.0,"Cafe,  Vegetarian Friendly"
7000.0,3.0,35.0,unknown
7001.0,4.0,55.0," Vegan Options,  Australian,  Gluten Free Options,  Healthy,  Vegetarian Friendly, Cafe"
7002.0,3.0,2.0,unknown
7002.0,3.0,17.0,unknown
7003.0,3.5,21.0,Mediterranean
7003.0,4.0,14.0,unknown
7004.0,3.5,136.0," Pub, Bar,  British"
7004.0,4.5,4.0," Asian, European"
7005.0,4.5,11.0,unknown
7006.0,3.0,162.0," Spanish,  Pub, Bar,  Mediterranean,  European"
7006.0,4.0,18.0,"Bar,  Pub"
7007.0,3.5,4.0,unknown
7007.0,3.5,55.0,Spanish
7007.0,4.5,47.0,"British,  Contemporary"
7008.0,3.0,53.0,"Italian,  Mediterranean,  Pizza"
7009.0,3.5,38.0,Italian
7010.0,4.0,40.0," Pub,  British, Bar"
7011.0,4.5,10.0," Cafe, French,  British,  Mediterranean,  European"
7012.0,3.0,83.0," Spanish, Mediterranean,  Pub,  Bar,  European"
7012.0,4.0,19.0,French
7013.0,3.0,21.0,unknown
7013.0,3.5,2.0,unknown
7014.0,3.5,16.0,unknown
7017.0,3.0,8.0,unknown
7017.0,3.0,367.0,"French,  Seafood,  European"
7017.0,4.5,12.0,Cafe
7018.0,4.0,30.0,Thai
7020.0,3.0,9.0," Mediterranean,  Pizza, Italian"
7020.0,3.5,8.0," Spanish, Mediterranean"
7020.0,3.5,95.0," European,  French, British"
7021.0,3.0,11.0,American
7022.0,2.5,5.0,Spanish
7023.0,3.5,43.0," European, French"
7023.0,4.0,17.0," Japanese,  Thai,  Vegetarian Friendly, Chinese,  Sushi,  Asian"
7024.0,4.5,18.0," Spanish, French"
7025.0,3.5,3.0,unknown
7026.0,3.0,6.0,American
7028.0,4.5,7.0,unknown
7028.0,4.5,32.0,Japanese
7029.0,3.0,125.0," African, Moroccan,  Halal,  Middle Eastern"
7030.0,3.0,35.0," Spanish, European"
7030.0,4.0,47.0," European, French"
7031.0,4.0,5.0," Spanish, Mediterranean"
7033.0,4.5,8.0,French
7034.0,3.5,32.0," European,  British, Cafe,  Vegetarian Friendly"
7034.0,4.0,26.0,Japanese
7035.0,3.0,6.0,unknown
7035.0,3.0,41.0,Spanish
7035.0,4.0,58.0," Argentinean,  Grill,  Barbecue, Steakhouse,  Latin"
7036.0,4.5,14.0,unknown
7037.0,3.5,11.0,unknown
7037.0,5.0,19.0,"Fast Food,  Middle Eastern,  Halal,  Turkish"
7038.0,3.0,21.0,Spanish
7038.0,3.5,33.0,unknown
7038.0,4.5,17.0," Diner, Cafe"
7040.0,4.0,67.0,"Asian,  Tibetan"
7041.0,3.0,11.0,Spanish
7042.0,3.5,11.0,Fast Food
7043.0,3.0,5.0,"Seafood,  Spanish"
7043.0,4.0,38.0,unknown
7044.0,3.5,208.0," Vegetarian Friendly, Indian"
7045.0,3.0,5.0,unknown
7045.0,3.0,46.0," Asian,  Fast Food, Japanese,  Sushi"
7047.0,4.0,97.0," Vegetarian Friendly,  British,  Pub, Bar"
7049.0,3.5,92.0," Asian, Japanese,  Sushi"
7049.0,3.5,132.0," European, Italian"
7049.0,4.0,4.0,Spanish
7051.0,3.0,38.0," Mediterranean, Italian,  Pizza"
7051.0,3.5,151.0," Vegetarian Friendly, Bar,  Brew Pub,  Pub,  British"
7052.0,3.0,126.0," Spanish, Seafood,  European,  Mediterranean"
7052.0,3.5,4.0,"Fast Food,  Spanish"
7052.0,4.0,144.0," Vegetarian Friendly,  Vegan Options,  Gluten Free Options, Indian"
7053.0,3.5,49.0," Spanish, American"
7054.0,3.0,100.0,European
7054.0,3.5,42.0," Halal,  Mediterranean, Lebanese,  Middle Eastern"
7054.0,3.5,139.0," Cafe,  European, French,  Bar"
7055.0,3.5,6.0,Fast Food
7056.0,4.5,11.0,unknown
7056.0,4.5,14.0,Seafood
7057.0,3.0,107.0,"Japanese,  Asian,  Sushi"
7057.0,5.0,4.0,unknown
7059.0,3.0,101.0,"Fast Food,  European"
7060.0,3.5,2.0,unknown
7060.0,4.5,7.0,unknown
7061.0,4.5,19.0," Halal, Middle Eastern,  Mediterranean,  Turkish"
7061.0,5.0,8.0,unknown
7062.0,4.5,10.0,unknown
7063.0,3.5,5.0,unknown
7063.0,4.5,15.0," Soups, Fast Food"
7064.0,4.0,12.0,Spanish
7064.0,4.5,31.0," Spanish, Latin,  Ecuadorean,  South American"
7065.0,3.0,6.0,unknown
7065.0,4.0,97.0," Asian,  Halal,  Bangladeshi, Indian"
7066.0,3.0,21.0,unknown
7066.0,3.5,10.0,Fast Food
7067.0,4.0,45.0,"British,  Chinese"
7067.0,4.5,13.0,French
7068.0,4.5,31.0,French
7071.0,4.0,22.0,Chinese
7072.0,3.5,19.0,Spanish
7074.0,3.0,30.0," Spanish,  South American, Peruvian"
7075.0,3.5,14.0,unknown
7075.0,4.5,6.0," Mediterranean,  Fast Food,  Healthy, French"
7076.0,4.5,5.0,unknown
7077.0,3.5,182.0," Spanish, Mediterranean,  European,  Vegetarian Friendly"
7077.0,4.0,41.0," Pub, Bar,  British"
7078.0,2.0,3.0,"Indian,  Spanish"
7078.0,3.0,22.0,unknown
7079.0,3.0,22.0,unknown
7079.0,3.0,37.0,unknown
7079.0,3.5,109.0," Pub,  British,  Vegetarian Friendly, Bar"
7081.0,4.0,13.0,unknown
7082.0,3.0,11.0,unknown
7082.0,3.5,7.0,unknown
7082.0,4.5,11.0,unknown
7083.0,3.5,3.0,"Steakhouse,  Spanish"
7085.0,3.0,105.0," Barbecue,  Steakhouse, American"
7086.0,3.0,4.0,unknown
7086.0,4.0,42.0,Steakhouse
7087.0,3.5,104.0," Vegetarian Friendly,  Gluten Free Options, British"
7090.0,2.5,2.0,unknown
7090.0,3.5,18.0,unknown
7091.0,3.0,21.0,unknown
7091.0,4.0,41.0,"Asian,  Cambodian"
7091.0,5.0,10.0,International
7092.0,3.0,5.0,unknown
7092.0,4.0,12.0,French
7095.0,3.0,9.0,unknown
7095.0,3.0,12.0,unknown
7096.0,2.5,44.0,"Spanish,  Mediterranean"
7096.0,3.5,120.0," Vegetarian Friendly,  European, French,  Pub,  Bar"
7096.0,4.0,62.0," Vegetarian Friendly,  Halal,  Asian, Indian"
7097.0,2.5,191.0,"Spanish,  Mediterranean"
7097.0,3.0,18.0,Seafood
7098.0,5.0,13.0," Halal,  Vegan Options,  Cafe,  Middle Eastern,  Vegetarian Friendly, Lebanese,  Mediterranean"
7099.0,3.0,281.0,"Japanese,  Sushi"
7099.0,3.5,126.0,French
7100.0,3.5,4.0," Pizza, Italian"
7101.0,3.5,9.0,unknown
7101.0,4.0,27.0," Australian, Fusion,  Vegetarian Friendly,  Vegan Options"
7103.0,3.0,55.0," American,  Barbecue,  Spanish, Fast Food"
7104.0,3.0,30.0," South American,  Brazilian, Chinese,  Japanese"
7105.0,3.0,78.0,Spanish
7105.0,3.5,74.0,unknown
7105.0,3.5,185.0," Pub, Bar,  British"
7106.0,4.0,8.0,unknown
7107.0,3.5,90.0,unknown
7108.0,3.0,280.0," Vegetarian Friendly,  Asian,  Gluten Free Options,  Sushi, Japanese"
7108.0,3.5,7.0,"Mediterranean,  Spanish"
7108.0,3.5,82.0,British
7109.0,3.0,5.0,unknown
7110.0,3.5,17.0,Chinese
7110.0,4.0,25.0," Vegetarian Friendly, Middle Eastern,  Halal,  Persian"
7110.0,4.5,5.0,French
7110.0,4.5,8.0,unknown
7112.0,4.5,4.0,French
7113.0,4.5,6.0,unknown
7114.0,3.5,45.0,French
7114.0,3.5,238.0,"Bar,  Gluten Free Options,  Vegetarian Friendly,  Pub,  British"
7115.0,4.0,24.0,Spanish
7115.0,4.0,74.0," Pizza,  European, Italian,  Mediterranean"
7116.0,3.0,105.0," European, Mediterranean,  International,  Spanish"
7117.0,4.0,24.0,Italian
7118.0,3.0,58.0," American,  German, Mexican"
7119.0,3.0,11.0,unknown
7120.0,3.5,268.0,"Chinese,  Asian,  Vegetarian Friendly,  Fast Food"
7120.0,4.0,39.0,"French,  Gastropub,  Wine Bar,  Bar"
7121.0,3.0,133.0,"Mediterranean,  Spanish"
7121.0,4.5,9.0,Seafood
7122.0,3.0,7.0,unknown
7122.0,4.5,8.0,French
7123.0,3.0,10.0,unknown
7123.0,3.0,21.0,Pizza
7124.0,3.0,25.0,unknown
7124.0,4.0,23.0,Vietnamese
7125.0,3.5,5.0,Spanish
7127.0,4.0,166.0," Gluten Free Options,  British,  Vegetarian Friendly, European"
7128.0,4.0,14.0,Japanese
7130.0,3.0,19.0," Spanish, Barbecue"
7130.0,4.0,36.0," Vegetarian Friendly, Fast Food"
7131.0,4.0,79.0,"Bar,  International"
7132.0,3.5,8.0,unknown
7132.0,5.0,5.0,unknown
7133.0,4.0,38.0," Korean, Asian"
7133.0,4.0,61.0," British,  Central European,  Gluten Free Options, European,  Vegetarian Friendly"
7134.0,2.5,28.0,unknown
7134.0,3.5,148.0,"French,  European"
7135.0,3.5,57.0,unknown
7135.0,5.0,7.0,"British,  Mediterranean,  Italian,  Greek"
7136.0,3.5,8.0,Chinese
7136.0,3.5,540.0," Vegetarian Friendly,  European,  Vegan Options, British"
7136.0,4.0,42.0,unknown
7138.0,3.0,48.0,unknown
7139.0,3.5,23.0,"Italian,  Pizza"
7140.0,2.5,2.0,Spanish
7141.0,3.0,26.0,Mediterranean
7142.0,4.0,18.0," Vegetarian Friendly, Italian,  European,  Mediterranean"
7143.0,3.0,7.0,Spanish
7143.0,4.0,32.0,Italian
7144.0,4.0,21.0,French
7145.0,2.5,220.0," Spanish, Mediterranean"
7145.0,4.5,23.0,"Italian,  Pizza"
7146.0,3.5,6.0,"Italian,  Pizza"
7146.0,4.0,11.0," Pub, Bar"
7148.0,3.0,3.0,unknown
7148.0,4.0,12.0," Pizza, Italian"
7149.0,3.5,232.0," Central European,  Bar,  European,  Pub, German"
7150.0,3.5,7.0,unknown
7150.0,5.0,11.0," Middle Eastern,  Turkish, Mediterranean,  Vegetarian Friendly"
7151.0,3.0,26.0," Mediterranean, Spanish"
7151.0,3.0,59.0,unknown
7151.0,4.0,8.0,unknown
7151.0,4.0,60.0," Pub,  British, Bar"
7152.0,3.5,46.0," Diner,  Vegetarian Friendly, American"
7153.0,4.5,6.0,American
7154.0,3.5,5.0," Mediterranean, Russian"
7154.0,4.5,9.0,unknown
7156.0,3.5,8.0,unknown
7156.0,3.5,29.0,unknown
7156.0,4.5,52.0,French
7157.0,4.0,39.0," British, Bar,  Pub"
7158.0,3.5,35.0," Pizza, European,  Spanish"
7158.0,4.0,66.0," Vegan Options, African,  Vegetarian Friendly,  Ethiopian"
7159.0,3.0,5.0,unknown
7160.0,3.5,2.0,Spanish
7160.0,4.5,11.0," Asian, Chinese"
7161.0,4.5,8.0,"Moroccan,  Mediterranean"
7161.0,5.0,7.0,Sushi
7162.0,4.0,49.0," Asian, Chinese"
7163.0,4.5,3.0," Fusion,  Mediterranean,  Pub, Pizza,  Turkish,  Gastropub"
7164.0,3.0,9.0,unknown
7165.0,2.5,3.0,unknown
7165.0,5.0,7.0," Mediterranean,  Fast Food,  Grill, Moroccan,  Middle Eastern"
7166.0,4.0,15.0," Asian, Chinese"
7167.0,3.0,8.0,Spanish
7167.0,4.5,9.0,unknown
7169.0,3.5,115.0," European,  Cafe, French,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
7169.0,4.5,12.0,French
7169.0,5.0,6.0,"Cafe,  Spanish"
7170.0,3.0,108.0," Spanish, Steakhouse"
7170.0,4.5,3.0,unknown
7171.0,4.0,40.0," Vegetarian Friendly,  British, Bar,  Pizza,  Pub"
7173.0,3.0,21.0,unknown
7173.0,4.5,8.0,unknown
7174.0,3.0,34.0,unknown
7175.0,4.0,31.0,"French,  Vegetarian Friendly,  Cafe"
7176.0,5.0,4.0,French
7177.0,4.0,16.0," Vegetarian Friendly,  European, Italian,  Gluten Free Options"
7178.0,3.0,20.0,Fast Food
7179.0,2.5,22.0,Seafood
7180.0,3.5,90.0," Asian, Japanese"
7181.0,3.5,11.0,unknown
7182.0,4.0,76.0,"Japanese,  Sushi,  Gluten Free Options,  Asian"
7183.0,3.0,10.0,unknown
7183.0,3.0,69.0,Fast Food
7183.0,3.5,267.0," Vegetarian Friendly,  Gluten Free Options,  Vietnamese, Asian"
7184.0,3.0,35.0,unknown
7184.0,3.5,3.0,unknown
7184.0,3.5,115.0," Mediterranean,  Bar,  European,  Pub, Moroccan"
7184.0,4.0,16.0," Sushi,  Fast Food,  Asian, Japanese"
7186.0,3.0,24.0," Fast Food, Pizza"
7187.0,4.5,19.0," Cafe,  British, Spanish,  Vegetarian Friendly"
7188.0,3.0,30.0,Mediterranean
7189.0,4.0,25.0," Italian, Pizza,  Vegetarian Friendly"
7190.0,3.0,92.0," Spanish, Mediterranean,  European,  Argentinean"
7190.0,4.5,8.0,unknown
7191.0,3.0,21.0," Asian,  Japanese, Sushi"
7192.0,4.5,13.0,unknown
7193.0,3.5,6.0,"Venezuelan,  South American"
7193.0,4.5,10.0," British,  Australian, American,  New Zealand"
7194.0,3.0,9.0,unknown
7194.0,4.0,15.0,unknown
7195.0,3.5,14.0," Pizza, Italian"
7195.0,3.5,23.0,"Italian,  Fast Food,  Pizza"
7195.0,4.0,123.0," Pub,  Gluten Free Options,  Vegetarian Friendly,  British, Bar"
7195.0,4.5,9.0,unknown
7196.0,2.5,13.0,unknown
7198.0,3.5,5.0,unknown
7198.0,3.5,18.0,Spanish
7199.0,4.0,35.0,"Italian,  Mediterranean,  European,  Pizza"
7200.0,3.0,5.0,unknown
7201.0,3.5,21.0,Mediterranean
7201.0,4.0,32.0," Middle Eastern, Lebanese,  Mediterranean"
7202.0,3.5,3.0,unknown
7202.0,3.5,47.0," Asian, Japanese"
7203.0,3.0,27.0,Spanish
7203.0,4.5,23.0,"Bar,  Vegetarian Friendly,  Pub"
7204.0,5.0,7.0,unknown
7209.0,4.5,3.0," Gluten Free Options, Mediterranean,  Vegetarian Friendly"
7210.0,4.0,83.0," Sushi, Japanese,  Asian"
7211.0,2.5,5.0,unknown
7211.0,4.0,57.0," Vegan Options,  Gluten Free Options, Fast Food,  Healthy,  Vegetarian Friendly"
7212.0,2.5,6.0,unknown
7212.0,3.5,10.0,Spanish
7212.0,5.0,4.0,unknown
7213.0,4.5,11.0,"Lebanese,  Mediterranean,  Middle Eastern"
7215.0,4.0,41.0,"Cafe,  Mexican,  Fast Food,  European,  Street Food,  Vegetarian Friendly"
7216.0,3.0,25.0,unknown
7217.0,3.5,17.0,unknown
7217.0,4.0,32.0,"Italian,  Pizza"
7217.0,4.5,33.0," Italian,  Spanish,  Vegetarian Friendly,  Wine Bar, Cafe,  European"
7218.0,4.0,107.0," Spanish,  European,  Vegetarian Friendly, Mediterranean"
7219.0,3.0,11.0," Spanish, Italian,  European"
7219.0,3.0,31.0,unknown
7220.0,3.5,122.0,French
7220.0,4.0,47.0," Mediterranean, Italian,  Vegetarian Friendly,  Wine Bar"
7220.0,4.5,4.0,Mediterranean
7221.0,3.0,5.0,unknown
7221.0,4.0,17.0," Mediterranean, Cafe"
7222.0,5.0,10.0," British, International"
7223.0,4.0,58.0," Pub,  British, Bar"
7224.0,3.5,65.0,"Bar,  Cafe,  French,  European,  Pub"
7224.0,4.5,13.0,Fast Food
7227.0,3.0,2.0,unknown
7227.0,3.0,28.0,Spanish
7227.0,3.5,209.0,"Mexican,  South American,  Central American,  Latin,  Vegetarian Friendly"
7228.0,3.5,9.0,Spanish
7229.0,3.0,14.0,unknown
7229.0,4.0,28.0," British, Seafood"
7231.0,3.5,4.0," Sushi, Japanese"
7231.0,4.5,22.0,"Italian,  French"
7232.0,4.0,68.0," Thai,  Vegetarian Friendly, Asian"
7233.0,2.5,7.0,unknown
7233.0,3.5,264.0," British, Bar,  Vegetarian Friendly,  Pub"
7234.0,4.0,59.0,"Fast Food,  Soups,  Asian,  Vietnamese,  Vegetarian Friendly"
7234.0,5.0,2.0,unknown
7235.0,4.5,16.0," Mediterranean, Portuguese,  European"
7235.0,5.0,NaN,Delicatessen
7237.0,3.0,72.0,unknown
7237.0,4.5,8.0,unknown
7237.0,4.5,17.0," Vegan Options, Fast Food,  Vegetarian Friendly,  Middle Eastern,  Mediterranean"
7238.0,3.0,25.0,Mediterranean
7238.0,4.5,47.0,French
7239.0,3.0,52.0,unknown
7239.0,4.5,7.0," European,  Wine Bar, French"
7243.0,2.5,588.0," European,  Spanish, Mediterranean"
7243.0,4.5,20.0," Vegetarian Friendly,  Asian, Indian"
7244.0,3.0,107.0,"Indian,  Vegetarian Friendly"
7244.0,4.5,11.0,unknown
7244.0,4.5,14.0,"Bar,  Pub"
7245.0,3.0,50.0,Mediterranean
7245.0,3.5,272.0," European, Mediterranean,  Spanish"
7245.0,4.5,6.0,unknown
7246.0,4.0,18.0,unknown
7247.0,3.5,66.0,Spanish
7248.0,5.0,6.0,unknown
7249.0,2.5,36.0,unknown
7249.0,3.5,41.0,unknown
7249.0,3.5,120.0,"Chinese,  Asian"
7250.0,2.5,3.0,Spanish
7250.0,3.0,3.0,unknown
7250.0,3.5,164.0," Fast Food, Seafood,  British,  Gluten Free Options"
7250.0,4.0,38.0,"Japanese,  Sushi"
7251.0,4.0,26.0," Barbecue,  Vegetarian Friendly,  American,  Diner, Bar,  Pub,  British"
7251.0,4.5,23.0,unknown
7252.0,4.0,27.0,unknown
7253.0,4.5,22.0," Asian, Indian"
7256.0,3.0,2.0," Seafood,  South American, Peruvian"
7256.0,3.0,90.0," International,  Vegetarian Friendly, Latin,  Spanish,  Mediterranean,  European"
7257.0,3.0,4.0,Spanish
7258.0,4.5,19.0,International
7259.0,4.5,9.0,"Mexican,  Healthy"
7260.0,4.0,16.0,unknown
7261.0,3.0,47.0," Mediterranean,  Spanish, Seafood,  European"
7261.0,3.5,174.0," Pub,  Bar, Irish"
7261.0,3.5,554.0," Vegetarian Friendly, Asian"
7263.0,3.5,43.0," Mediterranean, Indian,  Vegetarian Friendly,  Italian"
7263.0,3.5,61.0," Asian, Japanese,  Vegetarian Friendly"
7265.0,3.0,NaN,Mediterranean
7266.0,2.5,6.0,unknown
7266.0,4.0,45.0,unknown
7267.0,3.0,115.0," Mediterranean, Spanish"
7267.0,3.0,NaN,unknown
7269.0,3.0,NaN,unknown
7269.0,4.5,9.0,French
7270.0,3.0,96.0," Mediterranean, Spanish"
7270.0,4.0,56.0," Vegetarian Friendly, Asian,  Thai"
7270.0,4.0,59.0," British,  International, Bar,  Pub"
7271.0,3.0,4.0,unknown
7271.0,4.0,65.0," Wine Bar,  Mediterranean, French"
7271.0,4.5,12.0," Halal,  Indian, Asian"
7272.0,3.0,NaN," Pub,  Barbecue,  Gastropub,  Grill, Fast Food,  Spanish"
7272.0,3.5,77.0,"French,  European,  Bar"
7273.0,3.0,307.0," Spanish,  European, Mediterranean"
7275.0,3.0,2.0,Spanish
7276.0,4.0,14.0,unknown
7276.0,4.5,6.0," British, American,  Italian"
7279.0,2.5,28.0,Italian
7279.0,3.0,NaN,unknown
7280.0,3.0,2.0,unknown
7280.0,3.0,24.0,Fast Food
7281.0,3.0,136.0," European,  Spanish,  Mediterranean, Seafood"
7281.0,4.0,72.0," Gastropub, Bar,  Vegetarian Friendly,  British,  Pub"
7281.0,4.5,16.0,unknown
7282.0,4.5,13.0,unknown
7283.0,4.5,14.0,"Caribbean,  Indian,  Fast Food"
7284.0,3.0,46.0," Spanish, Mediterranean,  European"
7284.0,3.0,NaN,unknown
7284.0,4.5,8.0,Vietnamese
7285.0,3.0,NaN,unknown
7285.0,3.5,50.0," British, European,  International"
7286.0,3.0,NaN,Spanish
7286.0,3.5,45.0," Mediterranean, Lebanese,  Vegetarian Friendly,  Middle Eastern,  Halal"
7287.0,3.0,2.0,Mediterranean
7288.0,2.5,11.0,unknown
7288.0,4.0,12.0,unknown
7289.0,2.5,42.0,Asian
7289.0,3.0,NaN,Italian
7291.0,3.5,303.0," European, French,  Bar"
7291.0,4.0,2.0,unknown
7292.0,3.0,161.0," Steakhouse, American,  Barbecue"
7292.0,3.0,NaN,Pizza
7292.0,4.0,28.0,French
7293.0,5.0,5.0,unknown
7294.0,3.5,5.0,Pizza
7294.0,4.0,19.0,Gastropub
7295.0,3.0,2.0,unknown
7296.0,2.5,140.0,Spanish
7298.0,3.0,4.0," Pub, Bar"
7299.0,3.0,5.0," Sushi, Japanese"
7299.0,5.0,6.0," International,  Contemporary, Pizza,  Delicatessen"
7300.0,3.0,NaN,unknown
7301.0,3.0,NaN,unknown
7301.0,5.0,4.0,unknown
7302.0,5.0,7.0,"British,  Turkish"
7303.0,3.5,21.0,unknown
7304.0,3.5,142.0,Bar
7305.0,3.5,73.0,"Lebanese,  Mediterranean"
7305.0,5.0,7.0,unknown
7307.0,3.0,2.0,unknown
7307.0,3.5,101.0,"French,  Cafe"
7308.0,3.0,NaN,Pizza
7308.0,5.0,3.0,unknown
7309.0,2.5,12.0,unknown
7309.0,3.0,NaN,unknown
7311.0,3.0,NaN,unknown
7311.0,5.0,4.0,Italian
7312.0,3.0,NaN," Spanish, Mediterranean"
7312.0,4.0,34.0,Caribbean
7312.0,5.0,4.0," Street Food, Italian"
7314.0,3.0,NaN,unknown
7315.0,3.0,NaN,Spanish
7317.0,3.0,NaN," Dutch,  European, Belgian"
7318.0,3.0,NaN,unknown
7318.0,5.0,4.0," Fusion,  British, Cafe"
7319.0,3.0,NaN," Fast Food,  Pub,  Spanish,  Cafe, Bar"
7321.0,4.5,8.0,"French,  Street Food"
7321.0,5.0,4.0,unknown
7322.0,3.5,19.0,Spanish
7322.0,5.0,4.0,unknown
7323.0,2.0,5.0,Spanish
7323.0,3.0,NaN,unknown
7324.0,3.5,31.0,French
7325.0,2.5,24.0,unknown
7325.0,5.0,4.0,American
7326.0,2.5,18.0," Korean,  Asian,  Japanese, Chinese"
7326.0,3.0,NaN,Irish
7326.0,4.0,20.0,"French,  Wine Bar"
7326.0,5.0,4.0,"European,  British,  Asian,  New Zealand,  Australian"
7330.0,2.5,3.0,unknown
7330.0,5.0,2.0," Fast Food, French,  European"
7331.0,5.0,3.0,unknown
7334.0,3.0,4.0,unknown
7334.0,4.5,7.0,unknown
7336.0,2.5,87.0," Spanish, Mediterranean"
7337.0,5.0,3.0,Italian
7339.0,3.0,NaN,Asian
7339.0,5.0,6.0,"French,  Greek"
7340.0,3.0,2.0,unknown
7342.0,3.0,4.0,unknown
7342.0,3.5,42.0," Pub, Bar,  British"
7343.0,3.0,10.0,Mediterranean
7343.0,3.5,241.0," British,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly, Bar,  European"
7344.0,4.0,50.0," Pub, Bar,  British"
7345.0,5.0,3.0,Vietnamese
7346.0,3.0,3.0,unknown
7346.0,5.0,38.0," Vegetarian Friendly, Asian,  Korean"
7347.0,5.0,4.0,French
7348.0,3.0,NaN,unknown
7348.0,4.0,52.0,"Indian,  Asian"
7349.0,5.0,2.0,Vietnamese
7350.0,3.0,244.0," Diner,  Fast Food, American"
7350.0,3.5,46.0," Vegetarian Friendly,  British,  Pub, Bar"
7350.0,5.0,3.0,French
7351.0,3.0,2.0,Cafe
7352.0,3.0,NaN,"unknown, International,  Spanish,  Mediterranean"
7353.0,3.0,152.0,"Italian,  European,  Mediterranean,  Pizza"
7353.0,3.0,NaN,unknown
7355.0,3.0,8.0,Cafe
7355.0,4.0,65.0," British, Steakhouse,  Barbecue"
7357.0,4.5,17.0,Cafe
7357.0,5.0,2.0,unknown
7358.0,2.5,78.0,American
7358.0,3.0,2.0,Spanish
7359.0,3.5,136.0," British, Bar,  Pub"
7360.0,2.5,7.0," Gastropub, Spanish"
7361.0,4.0,10.0,Sushi
7363.0,3.0,3.0,unknown
7364.0,2.5,5.0,unknown
7364.0,4.0,65.0,Halal
7364.0,5.0,4.0,unknown
7367.0,3.0,NaN,unknown
7367.0,5.0,2.0," Thai,  Middle Eastern,  African, Italian,  Caribbean"
7368.0,4.5,17.0," Fast Food, Seafood"
7369.0,3.0,14.0,"Mediterranean,  Spanish"
7369.0,4.0,53.0," Middle Eastern,  Halal,  Turkish,  Barbecue, Mediterranean"
7371.0,5.0,5.0,French
7371.0,5.0,11.0,Cafe
7372.0,2.5,2.0,Indian
7372.0,3.0,NaN,unknown
7373.0,2.5,2.0,unknown
7373.0,3.0,NaN,Spanish
7375.0,3.0,41.0,Spanish
7375.0,3.0,NaN,Spanish
7375.0,4.5,8.0,unknown
7376.0,2.5,43.0," Spanish, Mediterranean,  European"
7376.0,3.0,NaN,unknown
7376.0,4.0,26.0," British,  Pub, Bar"
7376.0,5.0,2.0,unknown
7377.0,5.0,2.0,unknown
7379.0,2.0,4.0,unknown
7380.0,3.0,NaN,unknown
7381.0,4.0,3.0,"Steakhouse,  Colombian,  Grill,  South American"
7381.0,5.0,2.0,"Japanese,  Asian"
7382.0,3.5,54.0," British, Bar,  American,  Vegetarian Friendly"
7383.0,5.0,6.0,Caribbean
7385.0,3.0,19.0,unknown
7385.0,4.5,9.0,"American,  British,  International"
7387.0,3.0,NaN,unknown
7387.0,3.5,48.0," British,  Gastropub, Bar,  Pub"
7388.0,2.5,10.0,"Chinese,  Asian"
7389.0,5.0,5.0,French
7390.0,3.5,51.0," French, European,  British"
7391.0,3.0,NaN,"South American,  Ecuadorean"
7391.0,5.0,2.0," European,  Portuguese, Mediterranean"
7393.0,3.0,236.0," European,  Spanish, Mediterranean"
7393.0,5.0,2.0,unknown
7394.0,3.0,79.0," Spanish, Mediterranean"
7394.0,3.0,NaN,Spanish
7394.0,5.0,12.0," Pub,  Bar, Seafood"
7396.0,3.5,85.0," Fast Food, American"
7397.0,3.0,6.0,unknown
7397.0,3.0,NaN,unknown
7398.0,2.5,23.0,European
7398.0,3.5,62.0," Cafe, French"
7398.0,5.0,2.0,unknown
7399.0,4.5,18.0," Pub, Bar"
7400.0,3.0,NaN,"Bar,  Pub"
7400.0,4.0,29.0," Pub,  International, Bar,  Wine Bar,  British"
7401.0,3.0,NaN,unknown
7402.0,4.5,16.0,"Thai,  Asian,  Fast Food"
7403.0,3.5,64.0,French
7403.0,4.0,92.0,"Italian,  Pizza,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly"
7404.0,2.5,165.0," Barbecue, American"
7404.0,3.0,NaN,unknown
7404.0,3.5,54.0," Vegetarian Friendly,  Thai, Asian"
7404.0,4.5,13.0,Greek
7405.0,3.0,NaN,unknown
7405.0,4.0,76.0," Vegetarian Friendly,  European, French,  Bar"
7406.0,4.0,69.0," Vegetarian Friendly,  Fast Food,  Mediterranean, Lebanese"
