popularity,release_date,title,year,pg_rating,imdb_id,runtime,imdb_rating,votes,gross_us,month,genre
59.148,6/9/2015,Inside Out,2015,PG,2096673,95,8.1,620023,356.46,6," Adventure, Animation,  Comedy"
59.27,2/11/2016,Zootopia,2016,PG,2948356,108,8.0,436017,341.27,2," Adventure, Animation,  Comedy"
59.925,6/9/2014,How to Train Your Dragon 2,2014,PG,1646971,102,7.8,306626,177.0,6,"Animation,  Adventure,  Action"
60.214,8/24/2018,Searching,2018,PG-13,7668870,102,7.6,141781,26.02,8," Mystery,  Thriller, Drama"
61.239,5/28/2009,Up,2009,PG,1049413,96,8.2,939436,293.0,5," Adventure, Animation,  Comedy"
61.802,12/18/2002,The Lord of the Rings: The Two Towers,2002,PG-13,167261,179,8.7,1491230,342.55,12," Adventure, Action,  Drama"
61.926,11/24/2010,Tangled,2010,PG,398286,100,7.7,407322,200.82,11," Comedy, Animation,  Adventure"
62.695,7/19/2008,Ponyo,2008,G,876563,101,7.7,126134,15.09,7,"Animation,  Comedy,  Adventure"
62.85,12/13/2014,Kingsman: The Secret Service,2014,R,2802144,129,7.7,592071,128.26,12," Comedy,  Adventure, Action"
64.15,5/30/2003,Finding Nemo,2003,G,266543,100,8.1,952766,380.84,5,"Animation,  Adventure,  Comedy"
64.529,12/1/2003,The Lord of the Rings: The Return of the King,2003,PG-13,167260,201,8.9,1648942,377.85,12," Drama,  Adventure, Action"
64.697,5/31/1973,The Exorcist,1973,R,70047,122,8.0,363161,232.91,5,Horror
66.327,7/16/2008,The Dark Knight,2008,PG-13,468569,152,9.0,2312777,534.86,7,"Action,  Crime,  Drama"
67.763,6/14/2018,Incredibles 2,2018,PG,3606756,118,7.6,251753,608.58,6,"Animation,  Adventure,  Action"
68.279,11/27/2019,Knives Out,2019,PG-13,8946378,130,7.9,463611,165.36,11," Crime, Comedy,  Drama"
68.52199999999999,5/15/2014,X-Men: Days of Future Past,2014,PG-13,1877832,132,7.9,661944,233.92,5," Adventure,  Sci-Fi, Action"
69.562,10/24/2018,Bohemian Rhapsody,2018,PG-13,1727824,134,8.0,454332,216.43,10," Drama,  Music, Biography"
70.725,6/2/2009,The Hangover,2009,R,1119646,100,7.7,719197,277.32,6,Comedy
71.55,11/1/2012,Wreck-It Ralph,2012,PG,1772341,101,7.7,381450,189.42,11," Adventure,  Comedy, Animation"
73.334,12/18/2001,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,120737,178,8.8,1668153,315.54,12," Adventure,  Drama, Action"
74.355,11/17/1989,The Little Mermaid,1989,G,97757,83,7.6,238537,111.54,11,"Animation,  Family,  Fantasy"
77.528,11/18/1997,Titanic,1997,PG-13,120338,194,7.8,1050317,659.33,11,"Drama,  Romance"
78.96600000000001,5/22/2019,Aladdin,1992,G,103639,90,8.0,374928,217.35,5," Comedy,  Adventure, Animation"
79.017,2/28/2017,Logan,2017,R,3315342,137,8.1,651202,226.28,2," Drama,  Sci-Fi, Action"
79.87899999999999,7/13/2018,Mission: Impossible - Fallout,2018,PG-13,4912910,147,7.7,292713,220.16,7," Adventure,  Thriller, Action"
81.71,12/6/2018,Spider-Man: Into the Spider-Verse,2018,PG,4633694,117,8.4,379677,190.24,12,"Animation,  Adventure,  Action"
82.635,4/19/2017,Guardians of the Galaxy Vol. 2,2017,PG-13,3896198,136,7.6,573181,389.81,4,"Action,  Adventure,  Comedy"
82.85,12/25/2013,The Wolf of Wall Street,2013,R,993846,180,8.2,1196714,116.9,12," Drama,  Crime, Biography"
83.24,6/22/2007,Ratatouille,2007,G,382932,111,8.0,644215,206.45,6," Adventure,  Comedy, Animation"
83.932,10/24/2014,Big Hero 6,2014,PG,2245084,102,7.8,412390,222.53,10,"Animation,  Action,  Adventure"
84.792,12/10/2009,Avatar,2009,PG-13,499549,162,7.8,1121733,760.51,12," Fantasy, Action,  Adventure"
85.14399999999999,4/30/2008,Iron Man,2008,PG-13,371746,126,7.9,943286,318.41,4," Sci-Fi, Action,  Adventure"
85.611,10/30/1999,Toy Story 2,1999,G,120363,92,7.9,529319,245.85,10,"Animation,  Adventure,  Comedy"
85.852,12/25/2019,1917,2019,R,8579674,119,8.3,434617,159.23,12," Thriller,  War, Drama"
87.279,6/18/1998,Mulan,1998,G,120762,88,7.6,257887,120.62,6," Family,  Adventure, Animation"
88.634,2/5/2009,Coraline,2009,PG,327597,100,7.7,198443,75.29,2," Drama,  Family, Animation"
90.641,10/7/2016,Hacksaw Ridge,2016,R,2119532,139,8.1,438861,67.21,10," Drama, Biography,  History"
91.05,12/12/2005,King Kong,1933,Passed,24216,100,7.9,79280,10.0,12," Horror,  Sci-Fi, Adventure"
91.19200000000001,10/4/2017,Blade Runner 2049,2017,R,1856101,164,8.0,464845,92.05,10," Mystery, Action,  Drama"
91.80799999999999,10/17/2010,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,926084,146,7.7,481336,295.98,10,"Adventure,  Family,  Fantasy"
99.478,2/9/2016,Deadpool,2016,R,1431045,108,8.0,906318,363.07,2,"Action,  Comedy,  Adventure"
101.76799999999999,10/30/1995,Toy Story,1995,G,114709,81,8.3,891080,191.8,10," Adventure, Animation,  Comedy"
103.35600000000001,7/12/2019,The Lion King,1994,G,110357,88,8.5,946319,422.78,7,"Animation,  Drama,  Adventure"
103.426,6/19/2019,Toy Story 4,2019,G,1979376,100,7.8,205233,434.04,6,"Animation,  Comedy,  Adventure"
104.007,7/7/2009,Harry Potter and the Half-Blood Prince,2009,PG,417741,153,7.6,477024,301.96,7," Adventure,  Family, Action"
104.594,4/27/2016,Captain America: Civil War,2016,PG-13,3498820,147,7.8,667295,408.08,4," Adventure, Action,  Sci-Fi"
104.916,8/18/2016,Kubo and the Two Strings,2016,PG,4302938,101,7.8,118434,48.02,8," Adventure, Animation,  Action"
107.198,11/1/2001,"Monsters, Inc.",2001,G,198781,92,8.1,818683,289.92,11,"Animation,  Adventure,  Comedy"
107.301,11/5/2014,Interstellar,2014,PG-13,816692,169,8.6,1521545,188.02,11," Drama,  Sci-Fi, Adventure"
108.69,8/26/2016,Your Name.,2016,PG,5311514,106,8.4,197768,5.02,8,"Animation,  Fantasy,  Drama"
114.735,10/27/2017,Coco,2017,PG,2380307,105,8.4,388762,209.73,10," Adventure,  Family, Animation"
115.427,6/23/1994,The Lion King,1994,G,110357,88,8.5,946319,422.78,6,"Animation,  Drama,  Adventure"
119.30799999999999,9/1/2017,Call Me by Your Name,2017,R,5726616,132,7.9,215241,18.1,9,"Drama,  Romance"
120.245,12/1/1973,Fantastic Planet,1973,PG,70544,72,7.8,25543,0.19,12," Sci-Fi, Animation"
124.492,5/10/2018,Deadpool 2,2018,R,5463162,119,7.7,482609,324.59,5,"Action,  Comedy,  Adventure"
124.756,5/18/2001,Shrek,2001,PG,126029,90,7.8,615691,267.67,5,"Animation,  Comedy,  Adventure"
127.979,5/31/2004,Harry Potter and the Prisoner of Azkaban,2004,PG,304141,142,7.9,554899,249.36,5," Fantasy,  Family, Adventure"
131.76,11/16/2005,Harry Potter and the Goblet of Fire,2005,PG-13,330373,157,7.7,550963,290.01,11," Fantasy,  Family, Adventure"
136.114,4/25/2012,The Avengers,2012,PG-13,848228,143,8.0,1264481,623.28,4," Adventure, Action,  Sci-Fi"
152.609,5/30/2019,Parasite,2019,R,6751668,132,8.6,565186,53.37,5," Thriller,  Drama, Comedy"
157.327,10/25/2017,Thor: Ragnarok,2017,PG-13,3501632,130,7.9,591822,315.06,10," Comedy,  Adventure, Action"
163.5,11/13/2019,Ford v Ferrari,2019,PG-13,1950186,152,8.1,295983,117.62,11,"Action,  Drama,  Biography"
283.647,9/4/2020,Mulan,1998,G,120762,88,7.6,257887,120.62,9," Family, Animation,  Adventure"
299.698,4/24/2019,Avengers: Endgame,2019,PG-13,4154796,181,8.4,821060,858.37,4," Adventure,  Drama, Action"
308.244,4/25/2018,Avengers: Infinity War,2018,PG-13,4154756,149,8.4,841860,678.82,4," Adventure, Action,  Sci-Fi"
418.789,10/2/2019,Joker,2019,R,7286456,122,8.4,950919,335.45,10,"Crime,  Thriller,  Drama"
