id,title,rating,year,duration,actor_1,actor_fb_likes_1,actor_2,actor_fb_likes_2,actor_3,actor_fb_likes_3
4035,Tim and Eric's Billion Dollar Movie,R,2012.0,93.0,Michael Gross,536.0,William Atherton,317.0,Bob Ross,197.0
4036,The Grand,,,60.0,Susan Hampshire,40.0,Amanda Mealing,37.0,Tim Healy,23.0
4037,Summer Storm,R,2004.0,98.0,Alicja Bachleda,289.0,Kostja Ullmann,38.0,Robert Stadlober,17.0
4038,Fort McCoy,R,2011.0,100.0,Johnny Pacar,1000.0,Eric Stoltz,902.0,Brendan Fehr,847.0
4039,Chain Letter,R,2009.0,88.0,Matt Cohen,487.0,Betsy Russell,298.0,Noah Segan,236.0
4040,Just Looking,R,1999.0,97.0,Gretchen Mol,600.0,Patti LuPone,325.0,Peter Onorati,56.0
4041,The Divide,R,2011.0,122.0,Michael Biehn,2000.0,Lauren German,683.0,Rosanna Arquette,605.0
4042,The Eclipse,R,2009.0,86.0,Aidan Quinn,767.0,Iben Hjejle,123.0,Jim Norton,77.0
4043,Demonic,R,2015.0,83.0,Frank Grillo,798.0,Scott Mechlowicz,634.0,Aaron Yoo,617.0
4044,My Big Fat Independent Movie,R,2005.0,80.0,Neil Hopkins,231.0,Darren Keefe Reiher,27.0,David Douglas,19.0
4045,The Deported,PG-13,2009.0,90.0,Taylor Negron,1000.0,Michael Rapaport,975.0,Talia Shire,452.0
4046,Tanner Hall,R,2009.0,96.0,Tom Everett Scott,433.0,Amy Sedaris,397.0,Chris Kattan,357.0
4047,Open Road,,2013.0,85.0,John Savage,652.0,Kristi Clainos,124.0,Emily Nelson,47.0
4048,They Came Together,R,2014.0,83.0,Christopher Meloni,3000.0,Amy Poehler,1000.0,Jack McBrayer,975.0
4049,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,R,2013.0,80.0,French Stewart,319.0,Ashley Martin,302.0,Olivia Alexander,73.0
4050,Never Back Down 2: The Beatdown,R,2011.0,90.0,Michael Jai White,2000.0,Alex Meraz,606.0,Jillian Murray,454.0
4051,Point Blank,Approved,1967.0,92.0,Lee Marvin,756.0,Angie Dickinson,754.0,Carroll O'Connor,480.0
4052,Four Single Fathers,,2009.0,100.0,Stephanie Szostak,1000.0,Sarah Rafferty,810.0,Salvatore Santone,382.0
4053,Enter the Dangerous Mind,,2013.0,88.0,Noel Gugliemi,2000.0,David Bianchi,715.0,Jason Priestley,471.0
4054,Something Wicked,R,2014.0,95.0,Julian Morris,1000.0,Shantel VanSanten,748.0,John Robinson,375.0
4055,AWOL-72,R,2015.0,82.0,Bokeem Woodbine,904.0,Brooke Newton,779.0,Brett Wagner,648.0
4056,Iguana,,1988.0,97.0,Everett McGill,201.0,Jack Taylor,39.0,Fabio Testi,37.0
4057,Chicago Overcoat,R,2009.0,94.0,Mike Starr,854.0,Stacy Keach,602.0,Frank Vincent,356.0
4058,Barry Munday,R,2010.0,95.0,Judy Greer,2000.0,Cybill Shepherd,536.0,Shea Whigham,463.0
4059,Central Station,R,1998.0,113.0,Fernanda Montenegro,119.0,Matheus Nachtergaele,14.0,Othon Bastos,11.0
4060,Pocketful of Miracles,Approved,1961.0,136.0,Ann-Margret,931.0,Glenn Ford,416.0,Thomas Mitchell,248.0
4061,Close Range,,2015.0,80.0,Anthony L. Fernandez,640.0,Nick Chinlund,277.0,Scott Evans,214.0
4062,Boynton Beach Club,R,2005.0,105.0,Dyan Cannon,267.0,Michael Nouri,225.0,Brenda Vaccaro,183.0
4063,Amnesiac,,2014.0,90.0,Olivia Rose Keegan,216.0,Patrick Bauchau,158.0,Mia Barron,21.0
4064,Freakonomics,PG-13,2010.0,93.0,Greg Crowe,875.0,James Ransone,412.0,Tempestt Bledsoe,394.0
4065,High Tension,Unrated,2003.0,89.0,Cécile De France,447.0,Maïwenn,236.0,Oana Pellea,142.0
4066,Griff the Invisible,PG-13,2010.0,90.0,Maeve Dermody,130.0,Patrick Brammall,96.0,Kelly Paterniti,39.0
4067,Unnatural,R,2015.0,89.0,Q'orianka Kilcher,679.0,Gregory Cruz,234.0,Allegra Carpenter,29.0
4068,Hustle & Flow,R,2005.0,116.0,Isaac Hayes,275.0,Paula Jai Parker,247.0,Elise Neal,165.0
4069,Some Like It Hot,Not Rated,1959.0,120.0,Nehemiah Persoff,105.0,Joe E. Brown,103.0,George Raft,102.0
4070,Friday the 13th Part VII: The New Blood,R,1988.0,88.0,Kane Hodder,935.0,Terry Kiser,448.0,William Butler,181.0
4071,The Wizard of Oz,Passed,1939.0,102.0,Margaret Hamilton,695.0,Terry,421.0,Billie Burke,357.0
4072,Young Frankenstein,PG,1974.0,106.0,Madeline Kahn,1000.0,Peter Boyle,595.0,Teri Garr,481.0
4073,Diary of the Dead,R,2007.0,95.0,Megan Park,569.0,Shawn Roberts,529.0,Joe Dinicol,192.0
4074,Lage Raho Munna Bhai,PG-13,2006.0,144.0,Vidya Balan,464.0,Sanjay Dutt,426.0,Jimmy Shergill,327.0
4075,Ulee's Gold,R,1997.0,113.0,Peter Fonda,402.0,Patricia Richardson,222.0,Vanessa Zima,42.0
4076,The Black Stallion,G,1979.0,118.0,Teri Garr,481.0,Kelly Reno,81.0,Hoyt Axton,48.0
4077,Sardaar Ji,,2015.0,141.0,Bhavkhandan Singh Rakhra,258.0,Neeru Bajwa,85.0,Diljit Dosanjh,32.0
4078,Journey to Saturn,Not Rated,2008.0,90.0,Iben Hjejle,123.0,Frank Hvam,33.0,Casper Christensen,13.0
4079,Donovan's Reef,Not Rated,1963.0,109.0,Lee Marvin,756.0,Cesar Romero,370.0,Jack Warden,359.0
4080,The Dress,,1996.0,95.0,Rijk de Gooyer,20.0,Ariane Schluter,3.0,Henri Garcin,2.0
4081,A Guy Named Joe,Passed,1943.0,122.0,Spencer Tracy,760.0,Esther Williams,675.0,Irene Dunne,315.0
4082,Blazing Saddles,R,1974.0,93.0,Madeline Kahn,1000.0,David Huddleston,1000.0,Harvey Korman,628.0
4083,Friday the 13th: The Final Chapter,R,1984.0,97.0,Judie Aronson,158.0,Tom Everett,84.0,Kimberly Beck,74.0
4084,Ida,PG-13,2013.0,82.0,Joanna Kulig,88.0,Agata Trzebuchowska,64.0,Agata Kulesza,46.0
4085,Maurice,R,1987.0,140.0,Rupert Graves,443.0,Denholm Elliott,249.0,Simon Callow,239.0
4086,Beer League,R,2006.0,86.0,Joe Lo Truglio,833.0,Laurie Metcalf,549.0,Seymour Cassel,327.0
4087,Riding Giants,PG-13,2004.0,105.0,Gerry Lopez,52.0,Gabrielle Reece,52.0,Laird John Hamilton,28.0
4088,Timecrimes,R,2007.0,66.0,Karra Elejalde,123.0,Nacho Vigalondo,76.0,Bárbara Goenaga,36.0
4089,Silver Medallist,,2009.0,99.0,Jack Kao,11.0,Bo Huang,4.0,Zheng Xu,4.0
4090,Timber Falls,R,2007.0,100.0,Brianna Brown,331.0,Nick Searcy,272.0,Beth Broderick,209.0
4091,Singin' in the Rain,Approved,1952.0,103.0,Rita Moreno,804.0,Debbie Reynolds,786.0,Cyd Charisse,390.0
4092,"Fat, Sick & Nearly Dead",,2010.0,97.0,Joe Cross,65.0,Joel Fuhrman,2.0,Amy Badberg,0.0
4093,A Haunted House,R,2013.0,86.0,Essence Atkins,713.0,Alanna Ubach,584.0,J.B. Smoove,555.0
4094,2016: Obama's America,PG,2012.0,87.0,Barack Obama,871.0,Zackary Steven Graham,118.0,Dinesh D'Souza,67.0
4095,That Thing You Do!,PG,1996.0,149.0,Tom Hanks,15000.0,Charlize Theron,9000.0,Ethan Embry,982.0
4096,Halloween III: Season of the Witch,R,1982.0,98.0,Tom Atkins,381.0,Dan O'Herlihy,128.0,Nancy Kyes,67.0
4097,Escape from the Planet of the Apes,G,1971.0,98.0,Roddy McDowall,595.0,M. Emmet Walsh,521.0,Sal Mineo,450.0
4098,Hud,Approved,1963.0,112.0,Patricia Neal,617.0,Melvyn Douglas,189.0,Whit Bissell,124.0
4099,Kevin Hart: Let Me Explain,R,2013.0,75.0,David Jason Perez,1000.0,La'Princess Jackson,309.0,Dana Hanna,36.0
4100,My Own Private Idaho,R,1991.0,104.0,Keanu Reeves,18000.0,Udo Kier,595.0,Flea,535.0
4101,Garden State,R,2004.0,102.0,Armando Riesco,625.0,Michael Weston,379.0,Jill Flint,294.0
4102,Before Sunrise,R,1995.0,105.0,Hanno Pöschl,15.0,Hans Weingartner,12.0,Dominik Castell,4.0
4103,Sur le seuil,,2003.0,99.0,Patrick Huard,50.0,Michel Côté,16.0,Jean Pierre Bergeron,6.0
4104,Jesus' Son,R,1999.0,107.0,Billy Crudup,745.0,Samantha Morton,632.0,Mark Webber,442.0
4105,Saving Face,R,2004.0,96.0,Joan Chen,643.0,Ato Essandoh,265.0,Jessica Hecht,209.0
4106,Brick Lane,PG-13,2007.0,101.0,Satish Kaushik,56.0,Christopher Simpson,41.0,Tannishtha Chatterjee,40.0
4107,Robot & Frank,PG-13,2012.0,89.0,Frank Langella,903.0,Joshua Ormond,291.0,Ana Gasteyer,215.0
4108,My Life Without Me,R,2003.0,106.0,Sarah Polley,900.0,Julian Richings,648.0,Amanda Plummer,471.0
4109,The Spectacular Now,R,2013.0,95.0,Shailene Woodley,8000.0,Jennifer Jason Leigh,1000.0,Dayo Okeniyi,478.0
4110,Marilyn Hotchkiss' Ballroom Dancing and Charm School,,1990.0,34.0,William Hurt,882.0,Elden Henson,577.0,Michael Bower,362.0
4111,Religulous,R,2008.0,101.0,Bill Maher,334.0,Tal Bachman,4.0,Steve Burg,0.0
4112,Fuel,Not Rated,2008.0,112.0,Larry David,860.0,Sheryl Crow,130.0,George W. Bush,125.0
4113,Valley of the Heart's Delight,,2006.0,100.0,Bruce McGill,655.0,Diana Scarwid,157.0,Tom Bower,107.0
4114,Eye of the Dolphin,PG-13,2006.0,100.0,Katharine Ross,640.0,Carly Schroeder,261.0,George Harris,249.0
4115,8: The Mormon Proposition,R,2010.0,80.0,Dustin Lance Black,191.0,Emily Pearson,12.0,Gavin Newsom,5.0
4116,The Other End of the Line,PG-13,2008.0,106.0,Larry Miller,611.0,Anupam Kher,397.0,Shriya Saran,315.0
4117,Anatomy,R,2000.0,103.0,Benno Fürmann,127.0,Rüdiger Vogler,10.0,Sebastian Blomberg,10.0
4118,Sleep Dealer,PG-13,2008.0,90.0,Leonor Varela,427.0,Jacob Vargas,399.0,Tenoch Huerta,35.0
4119,Super,R,2010.0,96.0,Linda Cardellini,2000.0,Rainn Wilson,973.0,Paul T. Taylor,370.0
4120,Christmas Mail,TV-PG,2010.0,89.0,Ashley Scott,795.0,Piper Mackenzie Harris,607.0,Lochlyn Munro,555.0
4121,Stung,Not Rated,2015.0,87.0,Clifton Collins Jr.,968.0,Cecilia Pillado,625.0,David Masterson,577.0
4122,Antibirth,,2016.0,94.0,Natasha Lyonne,1000.0,Emmanuel Kabongo,677.0,Mark Webber,442.0
4123,Get on the Bus,R,1996.0,120.0,Bernie Mac,1000.0,Harry Lennix,748.0,Andre Braugher,702.0
4124,Thr3e,PG-13,2006.0,101.0,Marc Blucas,973.0,Max Ryan,872.0,Justine Waddell,201.0
4125,Idiocracy,R,2006.0,84.0,Anthony 'Citric' Campos,586.0,Patrick Fischler,497.0,David Herman,233.0
4126,The Rise of the Krays,R,2015.0,110.0,Simon Merrells,490.0,Kevin Leslie,159.0,Kris Sommerville,109.0
4127,This Is England,Unrated,2006.0,101.0,Stephen Graham,1000.0,Joseph Gilgun,788.0,Jack O'Connell,698.0
4128,Alien Uprising,R,2012.0,101.0,Julian Glover,844.0,Sean Pertwee,722.0,Bianca Brigitte VanDamme,663.0
4129,Bathing Beauty,Passed,1944.0,101.0,Esther Williams,675.0,Basil Rathbone,659.0,Red Skelton,226.0
4130,Go for It!,PG-13,2011.0,105.0,Jossara Jinaro,847.0,Aimee Garcia,618.0,Rene Rosado,76.0
4131,"Dancer, Texas Pop. 81",PG,1998.0,97.0,Ethan Embry,982.0,Michael O'Neill,599.0,Alexandra Holden,326.0
4132,Show Boat,Approved,1951.0,108.0,Agnes Moorehead,960.0,Ava Gardner,715.0,Howard Keel,244.0
4133,Redemption Road,PG-13,2010.0,95.0,Tom Skerritt,1000.0,Cinda McCain,646.0,Luke Perry,608.0
4134,The Calling,R,2014.0,108.0,Topher Grace,2000.0,Ellen Burstyn,1000.0,Christopher Heyerdahl,826.0
4135,The Brave Little Toaster,Not Rated,1987.0,90.0,Jon Lovitz,11000.0,Phil Hartman,516.0,Mindy Sterling,385.0
4136,Fantasia,G,1940.0,120.0,Leopold Stokowski,16.0,Deems Taylor,0.0,,
4137,8 Days,PG-13,2014.0,90.0,Nicole Smolen,210.0,Sebastian Aguilar,0.0,Ivette Alvarez,0.0
4138,Friday the 13th Part III,R,1982.0,91.0,Richard Brooker,72.0,Dana Kimmell,31.0,Catherine Parks,20.0
4139,Friday the 13th: A New Beginning,R,1985.0,92.0,Tiffany Helm,42.0,Melanie Kinnaman,27.0,Dominick Brascia,17.0
4140,The Last Sin Eater,PG-13,2007.0,117.0,Henry Thomas,861.0,Louise Fletcher,425.0,A.J. Buckley,275.0
4141,Do You Believe?,PG-13,2015.0,120.0,Alexa PenaVega,2000.0,Delroy Lindo,848.0,Madison Pettis,835.0
4142,Impact Point,R,2008.0,90.0,Brian Austin Green,676.0,Kayla Ewell,399.0,Linden Ashby,306.0
4143,The Valley of Decision,Passed,1945.0,119.0,Jessica Tandy,509.0,Greer Garson,284.0,Lionel Barrymore,275.0
4144,Eden,R,2015.0,90.0,Jessica Lowndes,1000.0,Ethan Peck,800.0,Brad Schmidt,708.0
4145,Chicken Tikka Masala,,2005.0,90.0,Saeed Jaffrey,114.0,Zohra Segal,79.0,Shobu Kapoor,18.0
4146,Always Woodstock,,2014.0,97.0,Ryan Guzman,3000.0,James Wolk,938.0,Jason Ritter,782.0
4147,Jack Brooks: Monster Slayer,R,2007.0,90.0,Rachel Skarsten,371.0,Daniel Kash,52.0,Stefanie Drummond,42.0
4148,The Best Years of Our Lives,Not Rated,1946.0,172.0,Myrna Loy,749.0,Teresa Wright,208.0,Dana Andrews,188.0
4149,Bully,R,2001.0,115.0,Kelli Garner,730.0,Nick Stahl,648.0,Brad Renfro,551.0
4150,Elling,R,2001.0,89.0,Jørgen Langhelle,117.0,Per Christian Ellefsen,21.0,Sven Nordin,14.0
4151,Mi America,R,2015.0,125.0,Michael Derek,128.0,Arturo Castro,22.0,Brad Lee Wind,17.0
4152,[Rec],R,2007.0,78.0,Manuela Velasco,120.0,Pablo Rosso,9.0,Carlos Lasarte,7.0
4153,Lies in Plain Sight,TV-PG,2010.0,89.0,Rosie Perez,919.0,Martha Higareda,718.0,Cheyenne Haynes,650.0
4154,Sharkskin,,2015.0,100.0,Travis Myers,749.0,David Proval,354.0,Carmen Argenziano,338.0
4155,Containment,,2015.0,77.0,Walter Hendrix III,846.0,Michael Chapman,366.0,Louise Brealey,260.0
4156,The Timber,,2015.0,81.0,James Ransone,412.0,Maria Doyle Kennedy,308.0,Shaun O'Hagan,106.0
4157,From Russia with Love,Approved,1963.0,115.0,Robert Shaw,559.0,Daniela Bianchi,201.0,Lois Maxwell,177.0
4158,The Toxic Avenger Part II,R,1989.0,96.0,Phoebe Legere,40.0,Jessica Dublin,30.0,Lisa Gaye,14.0
4159,In the Heat of the Night,,,60.0,Carroll O'Connor,480.0,Alan Autry,360.0,Crystal R. Fox,213.0
4160,Sleeper,PG,1973.0,89.0,Woody Allen,11000.0,John Beck,66.0,Mews Small,45.0
4161,It Follows,R,2014.0,100.0,Maika Monroe,314.0,Ruby Harris,189.0,Jake Weary,159.0
4162,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R,1972.0,88.0,Woody Allen,11000.0,John Carradine,300.0,Lynn Redgrave,258.0
4163,To Kill a Mockingbird,Not Rated,1962.0,129.0,Robert Duvall,3000.0,Brock Peters,226.0,William Windom,161.0
4164,Mad Max 2: The Road Warrior,R,1981.0,87.0,Vernon Wells,745.0,Bruce Spence,531.0,Kjell Nilsson,41.0
4165,The Legend of Drunken Master,R,1994.0,102.0,Andy Lau,483.0,Anita Mui,147.0,Ho-Sung Pak,75.0
4166,Boys Don't Cry,R,1999.0,118.0,Alicia Goranson,173.0,Brendan Sexton III,148.0,Jeannetta Arnette,103.0
4167,Silent House,R,2011.0,86.0,Eric Sheffer Stevens,120.0,Julia Taylor Ross,44.0,Adam Trese,32.0
4168,The Lives of Others,R,2006.0,137.0,Sebastian Koch,380.0,Ulrich Mühe,284.0,Martina Gedeck,155.0
4169,Courageous,PG-13,2011.0,129.0,Ben Davies,690.0,Alex Kendrick,589.0,T.C. Stallings,341.0
4170,The Hustler,Unrated,1961.0,134.0,George C. Scott,654.0,Jackie Gleason,491.0,Murray Hamilton,366.0
4171,Boom Town,Passed,1940.0,119.0,Hedy Lamarr,1000.0,Spencer Tracy,760.0,Claudette Colbert,380.0
4172,The Triplets of Belleville,PG-13,2003.0,80.0,Michel Robin,23.0,Charles Linton,6.0,Béatrice Bonifassi,0.0
4173,Smoke Signals,PG-13,1998.0,89.0,Michael Greyeyes,912.0,Irene Bedard,752.0,Gary Farmer,580.0
4174,American Splendor,R,2003.0,101.0,Josh Hutcherson,14000.0,James Urbaniak,119.0,Daniel Tay,92.0
4175,Before Sunset,R,2004.0,80.0,Vernon Dobtcheff,50.0,Albert Delpy,8.0,Marie Pillet,3.0
4176,Amores Perros,R,2000.0,115.0,Adriana Barraza,85.0,Jorge Salinas,79.0,Goya Toledo,35.0
4177,Thirteen,R,2003.0,100.0,Holly Hunter,1000.0,Sarah Clarke,482.0,Kip Pardue,374.0
4178,Gentleman's Agreement,Approved,1947.0,118.0,Dean Stockwell,936.0,Celeste Holm,297.0,John Garfield,167.0
4179,Winter's Bone,R,2010.0,100.0,Jennifer Lawrence,34000.0,Shelley Waggener,248.0,Lauren Sweetser,179.0
4180,Touching the Void,R,2003.0,106.0,Nicholas Aaron,21.0,Brendan Mackey,5.0,Joe Simpson,3.0
4181,Alexander's Ragtime Band,Approved,1938.0,106.0,Tyrone Power,480.0,Don Ameche,392.0,John Carradine,300.0
4182,Me and You and Everyone We Know,R,2005.0,91.0,Najarra Townsend,538.0,Brad William Henke,363.0,Miranda July,244.0
4183,Inside Job,PG-13,2010.0,105.0,Matt Damon,13000.0,George W. Bush,125.0,Barney Frank,18.0
4184,We Are Your Friends,R,2015.0,96.0,Vanessa Lengies,804.0,Emily Ratajkowski,625.0,Jonny Weston,328.0
4185,Ghost Dog: The Way of the Samurai,R,1999.0,116.0,Henry Silva,251.0,Gano Grills,147.0,Richard Portnow,116.0
4186,Harsh Times,R,2005.0,116.0,J.K. Simmons,24000.0,Christian Bale,23000.0,Noel Gugliemi,2000.0
4187,Captive,PG-13,2015.0,97.0,David Oyelowo,1000.0,Leonor Varela,427.0,Sydelle Noel,349.0
4188,Full Frontal,R,2002.0,101.0,Julia Roberts,8000.0,Enrico Colantoni,724.0,Blair Underwood,685.0
4189,Witchboard,R,1986.0,98.0,Kathleen Wilhoite,265.0,Tawny Kitaen,194.0,Rose Marie,186.0
4190,Strangers with Candy,TV-14,,22.0,Stephen Colbert,459.0,Amy Sedaris,397.0,Maria Thayer,344.0
4191,Shortbus,Unrated,2006.0,101.0,Sook-Yin Lee,71.0,Peter Stickles,51.0,Raphael Barker,37.0
4192,Waltz with Bashir,R,2008.0,90.0,Ari Folman,56.0,Ronny Dayag,0.0,Zahava Solomon,0.0
4193,"The Book of Mormon Movie, Volume 1: The Journey",PG-13,2003.0,120.0,Noah Danby,178.0,Kirby Heyborne,69.0,Bruce Newbold,40.0
4194,No End in Sight,,2007.0,102.0,Campbell Scott,393.0,Dick Cheney,21.0,Donald Rumsfeld,17.0
4195,The Diary of a Teenage Girl,R,2015.0,102.0,Alexander Skarsgård,10000.0,David Fine,1000.0,Austin Lyon,80.0
4196,Get Real,,,60.0,Anne Hathaway,11000.0,Jon Tenney,289.0,Debrah Farentino,143.0
4197,In the Shadow of the Moon,PG,2007.0,100.0,John F. Kennedy,168.0,Buzz Aldrin,142.0,Neil Armstrong,65.0
4198,Meek's Cutoff,PG,2010.0,104.0,Bruce Greenwood,991.0,Zoe Kazan,963.0,Shirley Henderson,887.0
4199,Inside Deep Throat,NC-17,2005.0,89.0,Hugh M. Hefner,373.0,Bill Maher,334.0,Linda Lovelace,218.0
4200,Dinner Rush,R,2000.0,99.0,Danny Aiello,388.0,Manny Perez,159.0,Ajay Naidu,120.0
4201,Clockwatchers,PG-13,1997.0,96.0,Alanna Ubach,584.0,Bob Balaban,559.0,Jamie Kennedy,490.0
4202,The Virginity Hit,R,2010.0,86.0,Matt Bennett,189.0,Krysta Rodriguez,131.0,Zack Pearlman,126.0
4203,Subway,R,1985.0,98.0,Christopher Lambert,1000.0,Isabelle Adjani,572.0,Jean-Hugues Anglade,164.0
4204,House of D,PG-13,2004.0,96.0,Robin Williams,49000.0,Mark Margolis,1000.0,Frank Langella,903.0
4205,Teeth,R,2007.0,94.0,Jess Weixler,386.0,Nathan Parsons,357.0,John Hensley,268.0
4206,Six-String Samurai,PG-13,1998.0,91.0,Jeffrey Falcon,33.0,Stephane Gauger,3.0,Kim De Angelo,0.0
4207,Hum To Mohabbat Karega,,2000.0,,Karisma Kapoor,353.0,Bobby Deol,89.0,Shakti Kapoor,72.0
4208,It's All Gone Pete Tong,R,2004.0,90.0,Paul Kaye,326.0,Neil Maskell,246.0,Kate Magowan,137.0
4209,Saint John of Las Vegas,R,2009.0,85.0,Peter Dinklage,22000.0,Steve Buscemi,12000.0,Romany Malco,966.0
4210,24 7: Twenty Four Seven,R,1997.0,96.0,Bob Hoskins,5000.0,Annette Badland,497.0,Karl Collins,20.0
4211,Stonewall,R,2015.0,129.0,Jeremy Irvine,25000.0,Caleb Landry Jones,463.0,Matt Craven,256.0
4212,Eureka,TV-14,,60.0,Joe Morton,780.0,Colin Ferguson,747.0,Salli Richardson-Whitfield,543.0
4213,Roadside Romeo,PG,2008.0,93.0,Saif Ali Khan,532.0,Sanjay Mishra,85.0,Javed Jaffrey,24.0
4214,This Thing of Ours,Not Rated,2003.0,100.0,Vincent Pastore,584.0,Frank Vincent,356.0,Chuck Zito,267.0
4215,The Lost Medallion: The Adventures of Billy Stone,PG,2013.0,97.0,Alex Kendrick,589.0,Jansen Panettiere,488.0,Tiya Sircar,396.0
4216,The Last Five Years,PG-13,2014.0,94.0,Anna Kendrick,10000.0,Jeremy Jordan,773.0,Charly Bivona,89.0
4217,The Missing Person,,2009.0,95.0,Merritt Wever,529.0,Amy Ryan,423.0,Paul Adelstein,399.0
4218,Return of the Living Dead III,R,1993.0,97.0,Melinda Clarke,787.0,Kent McCord,196.0,Sarah Douglas,163.0
4219,London,R,2005.0,92.0,Jason Statham,26000.0,Chris Evans,11000.0,Dane Cook,1000.0
4220,Sherrybaby,R,2006.0,96.0,Brad William Henke,363.0,Kate Burton,223.0,Michelle Hurst,85.0
4221,Circle,Not Rated,2015.0,87.0,Jordi Vilasuso,160.0,Michael McLafferty,152.0,Kaiwi Lyman-Mersereau,94.0
4222,Eden Lake,R,2008.0,91.0,Michael Fassbender,13000.0,Jack O'Connell,698.0,Lorraine Stanley,418.0
4223,Plush,R,2013.0,99.0,Frances Fisher,638.0,James Kyson,449.0,Marlene Forte,395.0
4224,Vampire Killers,R,2009.0,88.0,MyAnna Buring,513.0,James Corden,480.0,Silvia Colloca,161.0
4225,Gangster's Paradise: Jerusalema,R,2008.0,119.0,Rapulana Seiphemo,29.0,Kenneth Nkosi,18.0,Robert Hobbs,12.0
4226,Freeze Frame,R,2004.0,99.0,Colin Salmon,766.0,Lee Evans,312.0,Ian McNeice,268.0
4227,Grave Encounters,Not Rated,2011.0,92.0,Mackenzie Gray,253.0,Sean Rogerson,113.0,Ashleigh Gryzko,103.0
4228,Stitches,R,2012.0,86.0,Peter McQuinn,121.0,Tommy Knight,94.0,Jemma Curran,47.0
4229,Nine Dead,R,2010.0,83.0,Daniel Baldwin,413.0,William Lee Scott,167.0,Marc Macaulay,107.0
4230,"To Be Frank, Sinatra at 100",,2015.0,81.0,Alice Cooper,674.0,Tim Rice,27.0,Louis Walsh,8.0
4231,Bananas,GP,1971.0,82.0,Woody Allen,11000.0,Charlotte Rae,430.0,Louise Lasser,167.0
4232,Supercapitalist,Not Rated,2012.0,102.0,Paul Sheehan,473.0,Linus Roache,303.0,Kathy Uyen,46.0
4233,Rockaway,R,2007.0,90.0,Nicholas Gonzalez,601.0,Mario Cimarro,453.0,Ricardo Chavira,372.0
4234,Wings,,,30.0,Steven Weber,685.0,Tim Daly,511.0,Amy Yasbeck,424.0
4235,The Lady from Shanghai,Not Rated,1947.0,92.0,Rita Hayworth,1000.0,Everett Sloane,29.0,Ted de Corsia,18.0
4236,No Man's Land: The Rise of Reeker,R,2008.0,88.0,Mircea Monroe,634.0,Lew Temple,597.0,Robert Pine,332.0
4237,Highway,R,2002.0,97.0,Jake Gyllenhaal,15000.0,M.C. Gainey,284.0,Mark Rolston,171.0
4238,Small Apartments,R,2012.0,96.0,Noel Gugliemi,2000.0,Saffron Burrows,811.0,Matt Lucas,722.0
4239,Coffee Town,,2013.0,87.0,Sunil Narkar,34000.0,Ben Schwartz,463.0,Glenn Howerton,424.0
4240,The Ghastly Love of Johnny X,Not Rated,2012.0,106.0,Kate Maberly,416.0,Kevin McCarthy,403.0,Paul Williams,356.0
4241,All Is Bright,R,2013.0,107.0,Sally Hawkins,594.0,Curtiss Cook,591.0,Peter Hermann,322.0
4242,The Torture Chamber of Dr. Sadism,M,1967.0,80.0,Christopher Lee,16000.0,Lex Barker,57.0,Karin Dor,51.0
4243,Straight A's,R,2013.0,91.0,Jon Mack,924.0,Powers Boothe,472.0,Josh Meyers,293.0
4244,A Funny Thing Happened on the Way to the Forum,Approved,1966.0,99.0,Buster Keaton,907.0,Zero Mostel,164.0,Phil Silvers,137.0
4245,Slacker Uprising,,2007.0,102.0,Michael Moore,909.0,Eddie Vedder,562.0,Steve Earle,119.0
4246,The Legend of Hell's Gate: An American Conspiracy,PG-13,2011.0,108.0,William McNamara,10000.0,Kevin Alejandro,1000.0,Glenn Morshower,894.0
4247,The Walking Deceased,R,2015.0,88.0,Trenton Rostedt,680.0,Wray Crawford,418.0,Dave Sheridan,233.0
4248,The Curse of Downers Grove,,2015.0,89.0,Kevin Zegers,2000.0,Bella Heathcote,860.0,Tom Arnold,618.0
4249,Shark Lake,Not Rated,2015.0,92.0,Melissa Bolona,11000.0,Michael Aaron Milligan,1000.0,James Chalke,412.0
4250,River's Edge,R,1986.0,99.0,Keanu Reeves,18000.0,Daniel Roebuck,1000.0,Ione Skye,223.0
4251,Northfork,PG-13,2003.0,103.0,Peter Coyote,548.0,Anthony Edwards,495.0,Jon Gries,482.0
4252,The Marine 4: Moving Target,R,2015.0,90.0,Paul McGillion,405.0,Mike 'The Miz' Mizanin,217.0,David Lewis,164.0
4253,Buried,R,2010.0,95.0,Ryan Reynolds,16000.0,Samantha Mathis,517.0,Erik Palladino,263.0
4254,Submarine,R,2010.0,97.0,Craig Roberts,920.0,Paddy Considine,680.0,Sally Hawkins,594.0
4255,The Square,Not Rated,2013.0,108.0,Khalid Abdalla,161.0,Ahmed Hassan,10.0,Aida Elkashef,5.0
4256,One to Another,Unrated,2006.0,95.0,Karl E. Landler,533.0,Lizzie Brocheré,323.0,Pierre Perrier,164.0
4257,ABCD (Any Body Can Dance),Not Rated,2013.0,160.0,Lauren Gottlieb,733.0,Remo,168.0,Prabhudheva,71.0
4258,Man on Wire,PG-13,2008.0,90.0,Paul McGill,41.0,Philippe Petit,27.0,Jean-Louis Blondeau,0.0
