Index,budget,revenue,original_title,genres,release_year
1787,0,0,Perrierâ€™s Bounty,Drama,2009
7584,2600000,0,Timber Falls,Horror,2007
6841,0,849055,Inland Empire,Mystery,2006
6309,80000000,5989640,A Sound of Thunder,Science Fiction,2005
7471,67000000,25037897,Grindhouse,Action,2007
5496,55000000,9489829,Bullet to the Head,Action,2013
4243,17000000,0,The Neverending Story III: Escape from Fantasia,Family,1994
3267,0,0,Donkey Punch,Thriller,2008
4507,22000000,77112176,Diary of a Wimpy Kid: Dog Days,Comedy,2012
5784,0,0,Love and Honor,War,2013
8287,40000000,75505856,The Last of the Mohicans,Romance,1992
1684,0,0,The Private Lives of Pippa Lee,Drama,2009
1655,6000000,6670712,City Island,Drama,2009
8881,40000000,36037909,Hanging Up,Comedy,2000
9522,0,12090735,Hellbound: Hellraiser II,Horror,1988
1730,0,2479538,My One and Only,Comedy,2009
9038,25000000,50671850,Bride of Chucky,Horror,1998
7289,0,0,"Now You See Him, Now You Don't",Family,1972
3001,0,0,My Sassy Girl,Romance,2008
3624,0,0,Phineas and Ferb the Movie: Across the 2nd Dimension,TV Movie,2011
6107,15000000,14643997,Clue: The Movie,Crime,1985
978,0,0,Halo: Nightfall,Action,2014
7106,0,0,Head in the Clouds,War,2004
4040,0,0,Killing Me Softly,Mystery,2002
9049,0,0,Twilight,Drama,1998
1515,0,199436,Bitch Slap,Crime,2009
9443,0,2853801,The Man in the Moon,Drama,1991
79,2500000,5214043,Knock Knock,Drama,2015
8306,40000000,70100000,Boomerang,Romance,1992
780,60000000,30800231,Winter's Tale,Fantasy,2014
9781,3000000,22000000,Death Wish,Drama,1974
2827,0,0,James Dean,Drama,2001
8650,0,0,Sabrina the Teenage Witch,Family,1996
38,50000000,71561644,Run All Night,Mystery,2015
6792,0,0,Sweeney Todd,Drama,2006
3583,12000000,972512,Rampart,Crime,2011
2179,0,0,Day & Night,Animation,2010
8151,0,0,Fluke,Drama,1995
2775,500000,0,Citizen Toxie: The Toxic Avenger IV,Horror,2001
8000,22000000,67642693,Sudden Impact,Crime,1983
1576,0,0,Wonder Woman,Animation,2009
6200,100000000,330579719,Fantastic Four,Action,2005
10566,1100000,5450815,Troll,Horror,1986
5662,0,18074539,Dead Man Down,Drama,2013
3998,38000000,51801187,Enough,Drama,2002
8249,11000000,0,Army of Darkness,Fantasy,1992
8454,0,0,Enter the Ninja,Drama,1981
3497,0,15699707,Hodejegerne,Crime,2011
1516,70000000,39041505,Agora,Adventure,2009
8605,42000000,0,The Mirror Has Two Faces,Drama,1996
9797,0,0,Madhouse,Crime,1974
1436,50000000,40828540,Gamer,Thriller,2009
8070,72000000,210000000,Braveheart,Drama,1995
10396,0,0,The Thief and the Cobbler,Fantasy,1993
7227,0,0,Ae Fond Kiss...,Romance,2004
8960,0,0,Megaforce,Adventure,1982
8474,60000000,129832389,Jingle All the Way,Comedy,1996
2481,0,0,October Sky,Drama,1999
3599,0,0,Born To Race,Action,2011
4260,0,0,Above the Rim,Drama,1994
4677,0,0,After,Thriller,2012
8861,0,0,John Henry,Drama,2000
3085,2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,War,2008
10539,2700000,3500000,The Wraith,Science Fiction,1986
2563,6000000,25059640,The Wood,Romance,1999
1366,0,41687243,"Oh, God!",Comedy,1977
3485,14350531,3964682,Attack the Block,Science Fiction,2011
1002,0,0,Outlaw Prophet: Warren Jeffs,Crime,2014
3604,32000000,83615414,"Big Mommas: Like Father, Like Son",Crime,2011
1556,0,2277396,Adam,Romance,2009
5445,200000000,531865000,World War Z,Thriller,2013
2027,30000000,55583804,Cop Out,Crime,2010
1100,0,0,Petals on the Wind,TV Movie,2014
8133,0,0,Grumpier Old Men,Romance,1995
8836,65000000,0,Autumn in New York,Drama,2000
243,0,0,Dirty Weekend,Drama,2015
9669,14000000,57915972,Throw Momma from the Train,Comedy,1987
6264,50000000,110803676,The Dukes of Hazzard,Comedy,2005
3771,15000000,0,Bag of Bones,Horror,2011
2965,85000000,297138014,Horton Hears a Who!,Animation,2008
3548,0,0,La luna,Animation,2011
3425,75000000,132274484,The Three Musketeers,Adventure,2011
1574,0,0,In the Electric Mist,Thriller,2009
8486,92000000,494471524,Twister,Drama,1996
1432,100000000,150166126,The Taking of Pelham 1 2 3,Thriller,2009
3838,0,0,H2O Just Add Water - The Movie,Adventure,2011
63,65000000,235666219,Spy,Action,2015
1427,26000000,0,Splice,Thriller,2009
8349,15000000,0,Newsies,Family,1992
2059,0,0,Sammy's avonturen: De geheime doorgang,Animation,2010
2182,0,0,Daydream Nation,Romance,2010
9092,75000000,14567883,Soldier,Action,1998
8308,6000000,25792310,Candyman,Drama,1992
671,70000000,215529201,Dracula Untold,Horror,2014
10146,750000,0,The Time Machine,Thriller,1960
2610,450000,2049595,Trick,Comedy,1999
4734,0,0,Time Travel Mater,Fantasy,2012
7606,0,0,Firehouse Dog,Family,2007
3081,16000000,50007546,The Women,Drama,2008
2942,70000000,72108608,Babylon A.D.,Science Fiction,2008
9334,0,0,An American Tail: Fievel Goes West,Animation,1991
6164,15000000,0,Jagged Edge,Mystery,1985
7970,0,0,Places in the Heart,Drama,1984
6972,75000000,196482882,50 First Dates,Romance,2004
2173,10000000,33583175,Devil,Mystery,2010
9201,0,38956288,"The Karate Kid, Part III",Adventure,1989
8348,0,0,Deep Cover,Action,1992
1560,4300000,0,Beautiful Kate,Drama,2009
3904,0,0,You Instead,Comedy,2011
8726,80000000,34566746,Thirteen Days,Thriller,2000
122,0,0,Everly,Action,2015
1544,25000000,0,Thick as Thieves,Crime,2009
6382,0,0,The Devil's Rejects,Crime,2005
10275,35000000,18635620,Geronimo: An American Legend,Drama,1993
5184,110000000,214948780,X2,Action,2003
7116,25000000,30114487,Godsend,Drama,2004
267,0,0,Chi-Raq,Drama,2015
8807,9000000,0,Down to You,Drama,2000
2414,60000000,284600000,The Green Mile,Crime,1999
7574,2000000,0,An American Crime,Crime,2007
6084,12305523,36230219,Mad Max Beyond Thunderdome,Drama,1985
8293,42000000,0,Hero,Comedy,1992
8938,4500000,0,Silent Rage,Horror,1982
3645,20000000,0,Setup,Crime,2011
2562,21000000,0,Alice in Wonderland,Family,1999
3249,0,0,Eldorado,Drama,2008
6190,150000000,895921036,Harry Potter and the Goblet of Fire,Fantasy,2005
3833,0,0,"A Fairly Odd Movie: Grow Up, Timmy Turner!",Family,2011
6114,0,38934048,Weird Science,Romance,1985
6578,100000000,170877916,Blood Diamond,Drama,2006
8889,10500000,792910554,E.T. the Extra-Terrestrial,Science Fiction,1982
10832,4800000,0,Arabesque,Adventure,1966
10516,4000000,2826523,Sid & Nancy,Romance,1986
1465,20000000,51416464,Daybreakers,Thriller,2009
7475,45000000,175372502,The Bucket List,Adventure,2007
3376,93000000,482860185,Rise of the Planet of the Apes,Drama,2011
5229,0,0,A Wrinkle in Time,Drama,2003
7532,20000000,47738099,The Nanny Diaries,Romance,2007
843,30000000,0,Deliver Us from Evil,Crime,2014
1060,0,0,Appleseed Alpha,Science Fiction,2014
7944,0,0,The Toxic Avenger,Action,1984
8038,0,0,V,Drama,1983
8722,0,0,The Replacements,Comedy,2000
647,8500000,38697217,Nightcrawler,Crime,2014
5894,1800000,0,DrogÃ³wka,Drama,2013
10401,9500000,111584787,You Only Live Twice,Action,1967
1495,0,0,The Butterfly Effect 3: Revelations,Thriller,2009
1787,0,0,Perrierâ€™s Bounty,Comedy,2009
10801,0,0,The Fury,Drama,1978
2387,35000000,60251371,Secretariat,Drama,2010
6899,0,0,Griffin & Phoenix,Romance,2006
677,28000000,53181600,A Walk Among the Tombstones,Thriller,2014
9624,1880006,26713187,Overboard,Romance,1987
8531,45000000,0,Multiplicity,Science Fiction,1996
4762,0,0,Grabbers,Thriller,2012
7817,0,0,Bring It On: In It To Win It,Comedy,2007
7853,0,0,Time After Time,Science Fiction,1979
5602,10000000,0,The Numbers Station,Thriller,2013
7842,20000000,35841901,The Black Hole,Science Fiction,1979
7647,0,0,La HabitaciÃ³n de Fermat,Mystery,2007
2642,140000000,449220945,Pearl Harbor,War,2001
1474,35000000,27409889,The Young Victoria,Romance,2009
5997,0,0,Deep Dark Canyon,Drama,2013
10070,0,0,The Rookie,Crime,1990
10855,700000,0,The Ghost & Mr. Chicken,Comedy,1966
9980,70000000,240031094,Die Hard 2,Action,1990
765,65000000,71154592,"I, Frankenstein",Thriller,2014
8244,18000000,358991681,Home Alone 2: Lost In New York,Crime,1992
7661,0,0,Evening,Drama,2007
10212,0,0,Cannonball,Action,1976
5113,0,0,Dracula II: Ascension,Horror,2003
4399,60000000,8106475,Upside Down,Romance,2012
10609,2000000,18344729,Sleeper,Science Fiction,1973
3105,14100000,0,The Oxford Murders,Mystery,2008
901,30000000,25312387,And So It Goes,Drama,2014
1176,0,0,The Prophet,Animation,2014
232,0,0,Hyena Road,War,2015
5323,35000000,0,Smilla's Sense of Snow,Thriller,1997
6197,50000000,104478416,The Hitchhiker's Guide to the Galaxy,Family,2005
4300,0,0,Death Wish 5: The Face of Death,Action,1994
6018,0,0,The Unbelievers,Documentary,2013
4208,0,126247,Police Academy: Mission to Moscow,Crime,1994
2577,24000000,8434146,Play It to the Bone,Comedy,1999
664,2000000,13500000,It Follows,Thriller,2014
1503,0,0,American Pie Presents: The Book of Love,Comedy,2009
4647,0,0,Nazis at the Center of the Earth,Science Fiction,2012
2518,10000000,3193102,The Limey,Drama,1999
5325,25000000,100000000,Spice World - The Movie,Music,1997
10535,0,0,Down by Law,Crime,1986
253,0,0,Pressure,Drama,2015
7709,0,0,Gekijouban Clannad,Drama,2007
4869,0,0,Scary or Die,Horror,2012
9665,18000000,18532286,Project X,Action,1987
8754,10000000,0,Tigerland,Drama,2000
6371,0,0,Pooh's Heffalump Movie,Family,2005
7387,300000000,961000000,Pirates of the Caribbean: At World's End,Action,2007
6587,100000000,384335608,Happy Feet,Family,2006
4202,40000000,0,RiÂ¢hie RiÂ¢h,Comedy,1994
2697,0,0,Tremors 3: Back to Perfection,Action,2001
5971,0,0,Birth of the Living Dead,Documentary,2013
10653,12000000,89800000,Patton,Drama,1970
7756,0,0,La Antena,Science Fiction,2007
9450,18000000,151668774,Big,Fantasy,1988
6792,0,0,Sweeney Todd,Thriller,2006
349,0,0,Tremors 5: Bloodlines,Science Fiction,2015
9456,39000000,288752301,Coming to America,Romance,1988
3362,0,0,The Little Mermaid: Ariel's Beginning,Animation,2008
760,15000000,59209,Walk of Shame,Comedy,2014
9509,0,0,The Adventures of Baron Munchausen,Fantasy,1988
8499,50000000,113309743,Striptease,Thriller,1996
1148,0,0,Northern Soul,Music,2014
8674,110000000,215294342,The Patriot,Drama,2000
7068,60000000,170268750,Starsky & Hutch,Crime,2004
2237,650000,33245,Stake Land,Drama,2010
1763,0,0,The Hills Run Red,Horror,2009
1056,0,0,Authors Anonymous,Comedy,2014
2441,90000000,161626121,Payback,Thriller,1999
4675,25,30,Joyful Noise,Music,2012
3998,38000000,51801187,Enough,Thriller,2002
4887,0,0,The Pact,Horror,2012
7881,0,0,The Champ,Family,1979
5013,79000000,173013509,Cold Mountain,Drama,2003
9661,0,0,Renegade,Adventure,1987
5947,0,0,Comedy Central Roast of James Franco,Comedy,2013
748,0,645186,Frank,Drama,2014
10156,0,0,Comanche Station,Action,1960
9547,0,0,é»‘å¤ªé™½731,War,1988
7500,0,0,Underdog,Family,2007
8767,0,0,Cruel Intentions 2,Thriller,2000
4540,5600000,8139,Dracula 3D,Romance,2012
7788,0,0,Shotgun Stories,Drama,2007
8472,46000000,150000000,Star Trek: First Contact,Action,1996
3464,90000000,48795021,Conan the Barbarian,Adventure,2011
4386,45000000,376141306,Taken 2,Action,2012
6576,80000000,155019340,Over the Hedge,Family,2006
1216,0,0,The Wedding Pact,Romance,2014
2777,35000000,13678913,American Outlaws,Western,2001
6451,0,0,Cake,Comedy,2005
5486,30000000,82394288,Carrie,Horror,2013
5255,250000,12021272,Chasing Amy,Comedy,1997
1511,87000000,0,Arthur et la vengeance de Maltazard,Family,2009
7009,155000000,167298192,Alexander,Drama,2004
7034,25000000,56422687,Cellular,Adventure,2004
6795,20000000,21170563,ATL,Drama,2006
9069,20000000,0,Legionnaire,History,1998
8174,0,0,The Cure,Family,1995
4848,5000000,0,I Will Follow You Into the Dark,Thriller,2012
7866,420000,0,Scum,Crime,1979
3544,25000000,34942188,The Sitter,Comedy,2011
7722,0,0,"Chill Out, Scooby-Doo!",Action,2007
8263,0,90753806,White Men Can't Jump,Comedy,1992
9274,0,84431625,Field of Dreams,Fantasy,1989
8441,2200000,0,My Bloody Valentine,Mystery,1981
3062,8000000,0,Pathology,Thriller,2008
6771,0,0,Hellboy Animated: Sword of Storms,Thriller,2006
9842,0,0,The Apple Dumpling Gang,Comedy,1975
10763,0,0,The Driver,Action,1978
8863,0,0,Left Behind,Science Fiction,2000
367,0,0,The Hoarder,Horror,2015
10007,0,29888235,Green Card,Comedy,1990
9130,0,0,Return to Paradise,Thriller,1998
4491,4000000,0,The Baytown Outlaws,Action,2012
9136,0,0,Waking Ned,Comedy,1998
4401,70000000,348840316,The Lorax,Animation,2012
10718,0,0,The Agony and the Ecstasy,Drama,1965
9337,16500000,0,My Girl,Comedy,1991
6323,35000000,19478106,Valiant,Adventure,2005
3324,0,0,Louis C.K.: Chewed Up,Comedy,2008
5861,0,0,Test,Drama,2013
5818,500000,0,100 Degrees Below Zero,Science Fiction,2013
10116,0,0,The Parent Trap,Comedy,1961
3009,60000000,163403799,The Happening,Thriller,2008
7939,0,0,All of Me,Romance,1984
1916,0,0,Jim Jefferies: I Swear to God,Comedy,2009
652,55000000,192330738,The Equalizer,Crime,2014
10595,7000000,161777836,Live and Let Die,Adventure,1973
10863,0,0,Beregis Avtomobilya,Mystery,1966
3839,0,0,Husk,Horror,2011
9984,54000000,136766062,The Godfather: Part III,Crime,1990
8700,48000000,207515725,Traffic,Drama,2000
6883,210000000,234360014,X-Men: The Last Stand,Adventure,2006
4871,0,0,A Mother's Nightmare,Crime,2012
1077,0,0,Houdini,Drama,2014
6161,25000000,11137801,Return to Oz,Science Fiction,1985
6716,0,0,Shadow Man,Action,2006
6484,0,0,The Ice Harvest,Action,2005
5266,60000000,159330280,The Jackal,Crime,1997
3679,0,664747,Forks Over Knives,Documentary,2011
5908,1052753,466088,On the Job,Action,2013
5107,500000,8679814,The Station Agent,Comedy,2003
2705,0,0,Thir13en Ghosts,Horror,2001
264,0,0,Cartel Land,Drama,2015
3444,70000000,202466756,Battle: Los Angeles,Action,2011
5614,0,11650,The Necessary Death of Charlie Countryman,Comedy,2013
7416,150000000,169332978,Meet the Robinsons,Comedy,2007
7218,0,0,The Toolbox Murders,Thriller,2004
4089,29000000,16930185,Serving Sara,Romance,2002
4862,16000000,0,Vamps,Horror,2012
4668,1500000,1938,Best Man Down,Comedy,2012
2471,75000000,14010690,Virus,Horror,1999
3454,30000000,64626786,The Darkest Hour,Action,2011
5620,0,0,Haunter,Mystery,2013
10852,0,0,A Big Hand for the Little Lady,Western,1966
5825,0,0,Miele,Drama,2013
9464,0,60328000,Scrooged,Drama,1988
11,176000003,183987723,Jupiter Ascending,Adventure,2015
5287,35000000,0,In & Out,Comedy,1997
5650,160000000,788679850,Fast & Furious 6,Crime,2013
3460,130000000,554987477,Puss in Boots,Adventure,2011
8943,0,0,Fitzcarraldo,Action,1982
8774,65000000,0,Proof of Life,Thriller,2000
6664,1200000,0,Open Water 2: Adrift,Drama,2006
2568,10000000,0,Cookie's Fortune,Thriller,1999
1793,0,0,Tetsuo: The Bullet Man,Science Fiction,2009
3385,27000000,161849455,Limitless,Science Fiction,2011
9927,4000000,35976000,Dirty Harry,Thriller,1971
4435,26000000,53676580,Lawless,Drama,2012
1774,7000000,39462438,Crazy Heart,Romance,2009
1903,0,0,Deadline,Drama,2009
2970,0,0,BURNâ€¢E,Animation,2008
6224,110000000,478207520,Mr. & Mrs. Smith,Action,2005
6909,0,0,The Last Winter,Thriller,2006
5392,37000000,6482195,Switchback,Thriller,1997
10402,2500000,50700000,Bonnie and Clyde,Crime,1967
3454,30000000,64626786,The Darkest Hour,Horror,2011
580,0,0,The House on Pine Street,Drama,2015
1405,50000000,709827462,The Twilight Saga: New Moon,Drama,2009
1923,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,Fantasy,2010
3991,100000000,35168966,K-19: The Widowmaker,Drama,2002
175,0,0,Descendants,Adventure,2015
8401,4100000,14225876,Scanners,Horror,1981
5303,50000000,48169156,G.I. Jane,Action,1997
7362,0,0,ShÅgun,Drama,1980
2971,60000000,73174566,Righteous Kill,Action,2008
8013,0,0,The Day After,Drama,1983
586,10,0,Penis Boy,Comedy,2015
2124,8000000,0,Somewhere,Drama,2010
4813,0,0,Smiley,Horror,2012
9759,6000000,30000000,Chinatown,Thriller,1974
8095,0,0,A Close Shave,Family,1995
10367,0,12416686,Undercover Blues,Comedy,1993
4500,11000000,59520298,Quartet,Drama,2012
9644,0,0,Death Wish 4: The Crackdown,Crime,1987
8811,0,0,Blood: The Last Vampire,Horror,2000
1414,150000000,413106170,Night at the Museum: Battle of the Smithsonian,Action,2009
8484,27000000,231976425,The English Patient,Romance,1996
6243,0,0,Lilo & Stitch 2: Stitch has a Glitch,Family,2005
2072,20000000,0,Jackass 3D,Action,2010
1359,0,0,Black Sunday,Action,1977
66,100000000,93820758,In the Heart of the Sea,Action,2015
6202,40000000,285176741,Wedding Crashers,Romance,2005
3145,0,0,The Children,Thriller,2008
6286,2000000,5967038,Harsh Times,Crime,2005
5435,190000000,467365246,Star Trek Into Darkness,Adventure,2013
4353,0,0,Hercules in the Underworld,Adventure,1994
6200,100000000,330579719,Fantastic Four,Adventure,2005
8408,0,20471382,Omen III: The Final Conflict,Drama,1981
8181,8000000,529766,Things to Do in Denver When You're Dead,Crime,1995
5026,0,15614000,View from the Top,Romance,2003
9174,0,0,Billboard Dad,Romance,1998
1476,14000000,22852638,A Perfect Getaway,Thriller,2009
7999,0,0,Private School,Comedy,1983
7820,0,0,Beneath,Mystery,2007
8293,42000000,0,Hero,Mystery,1992
10466,0,0,The Haunted Palace,Horror,1963
5590,55000000,110000000,Free Birds,Animation,2013
9519,1300000,354704,Prison,Thriller,1988
10780,3500000,24046533,Invasion of the Body Snatchers,Mystery,1978
8639,0,0,Waiting for Guffman,Comedy,1996
10210,0,0,Midway,War,1976
8591,0,0,Feeling Minnesota,Action,1996
7732,0,0,Murder Party,Horror,2007
9686,0,0,Flowers in the Attic,Drama,1987
1406,40000000,177259441,He's Just Not That Into You,Drama,2009
7926,8600000,0,The Bounty,History,1984
6919,0,0,The Cheetah Girls 2,Family,2006
6221,0,0,Kronk's New Groove,Family,2005
2036,22000000,851517,Shelter,Mystery,2010
8219,0,0,Haunted,Foreign,1995
7063,24665810,0,Immortel (ad vitam),Action,2004
4634,3000000,0,Dragon Eyes,Action,2012
2996,45000000,42487390,Bangkok Dangerous,Action,2008
9073,20000000,3970078,Playing by Heart,Comedy,1998
4278,6000000,0,The Paper,Comedy,1994
2745,48000000,35743308,Riding in Cars with Boys,Romance,2001
2773,24000000,14782676,Out Cold,Comedy,2001
9872,0,0,Tales of Terror,Thriller,1962
6652,0,0,Leroy & Stitch,Family,2006
7230,0,0,Frankenstein,Horror,2004
5231,200000000,1845034188,Titanic,Drama,1997
10561,0,0,Round Midnight,Drama,1986
10221,18000000,75634409,The Nightmare Before Christmas,Animation,1993
8607,0,0,Wish Upon a Star,Fantasy,1996
2932,35000000,85416905,Max Payne,Action,2008
5090,32000000,52277485,Radio,Drama,2003
2505,0,0,Mickey Blue Eyes,Romance,1999
10356,0,9317021,We're Back! A Dinosaur's Story,Science Fiction,1993
4205,38000000,120000000,Star Trek: Generations,Thriller,1994
8910,3000000,0,Swamp Thing,Science Fiction,1982
6820,7000000,0,Minotaur,Adventure,2006
3303,0,0,Go Fast,Action,2008
9695,0,0,Escape from Sobibor,Drama,1987
2862,0,0,Holiday in the Sun,Adventure,2001
9832,179000,0,Shivers,Horror,1975
1875,0,0,Fear Island,Thriller,2009
6478,6000000,0,House Of 9,Mystery,2005
6472,35000000,0,La tigre e la neve,Comedy,2005
910,2400000,88273,Life After Beth,Romance,2014
10772,5000000,0,Capricorn One,Drama,1978
826,0,0,Feast,Romance,2014
6472,35000000,0,La tigre e la neve,Drama,2005
2988,55000000,17869048,City of Ember,Fantasy,2008
9536,5000000,0,Dead Heat,Science Fiction,1988
9365,0,0,Rush,Drama,1991
7663,10000000,0,Seed,Horror,2007
1132,0,0,Jarhead 2: Field of Fire,War,2014
8344,25000000,0,Honeymoon in Vegas,Romance,1992
2088,25000000,19829957,My Soul to Take,Thriller,2010
1363,6000000,14717854,Orca: The Killer Whale,Horror,1977
9127,2000000,124494,Six-String Samurai,Adventure,1998
6728,21000000,480314,DOA: Dead or Alive,Action,2006
1566,0,0,Redline,Animation,2009
10420,5000000,50000000,Valley of the Dolls,Romance,1967
6241,50000000,66002004,Herbie Fully Loaded,Adventure,2005
5241,70000000,162000000,Alien: Resurrection,Science Fiction,1997
2270,0,0,"Montevideo, Bog te video!",History,2010
1468,11000000,791867,Antichrist,Thriller,2009
7555,17000000,2626800,Captivity,Horror,2007
1365,810000,1258000,The Last Wave,Drama,1977
3152,0,0,Einstein and Eddington,Drama,2008
8584,4000000,0,Tremors 2: Aftershocks,Science Fiction,1996
864,50000000,80383113,Muppets Most Wanted,Adventure,2014
3222,0,0,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Comedy,2008
16,48000000,325771424,Taken 3,Thriller,2015
830,30000000,0,Grace of Monaco,Romance,2014
3531,45000000,165184237,The Muppets,Music,2011
2719,10000000,0,Get Over It,Comedy,2001
2512,0,0,Sunshine,Drama,1999
3608,93,2500000,From Prada to Nada,Drama,2011
7085,825000,0,Cube Zero,Mystery,2004
4748,0,0,Main dans la main,Comedy,2012
8469,32000000,152036382,Phenomenon,Science Fiction,1996
3412,163000000,174822325,Cowboys & Aliens,Action,2011
3486,21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,Comedy,2011
7661,0,0,Evening,Romance,2007
10683,10000000,1500000,The Private Life of Sherlock Holmes,Romance,1970
4513,10000000,0,6 Bullets,Crime,2012
9808,1200000,112892319,The Rocky Horror Picture Show,Science Fiction,1975
3271,0,0,Bad Biology,Horror,2008
8954,0,0,The Draughtsman's Contract,Romance,1982
2172,0,0,Family Guy Presents: It's a Trap!,Comedy,2010
505,1000000,0,Landmine Goes Click,Drama,2015
1949,165000000,752600867,Shrek Forever After,Fantasy,2010
4856,0,0,Stories We Tell,Documentary,2012
3546,0,0,Violet & Daisy,Action,2011
4212,25000000,48063435,The Shadow,Adventure,1994
10524,0,0,Jumpin' Jack Flash,Romance,1986
8621,3000000,2503829,Ridicule,Romance,1996
392,0,0,Don't Grow Up,Horror,2015
7930,9000000,20458340,Top Secret!,Comedy,1984
9136,0,0,Waking Ned,Romance,1998
9699,0,4278150,Best Seller,Crime,1987
7845,0,0,The Villain,Comedy,1979
3237,0,0,August,Drama,2008
6312,18000000,46201432,The Fog,Thriller,2005
4369,21000000,205738714,Silver Linings Playbook,Romance,2012
7475,45000000,175372502,The Bucket List,Comedy,2007
9267,12000000,15942628,Next of Kin,Drama,1989
1042,7000000,36433975,Devil's Due,Horror,2014
7731,0,0,The Flock,Drama,2007
4200,45000000,117615211,The Client,Crime,1994
10833,0,0,How to Steal a Million,Romance,1966
10448,0,0,Lord of the Flies,Drama,1963
2615,0,0,Batman Beyond: The Movie,Family,1999
9167,5000000,0,Slums of Beverly Hills,Comedy,1998
993,0,0,7500,Thriller,2014
4143,0,605562,Below,Mystery,2002
4577,0,0,The Brass Teapot,Fantasy,2012
3309,0,0,The Clique,Drama,2008
3744,0,0,Cyberbully,Drama,2011
2450,38000000,58401898,The Ninth Gate,Horror,1999
6212,25000000,122489822,Nanny McPhee,Fantasy,2005
5199,5000000,0,Air Bud: Spikes Back,Family,2003
3228,4300000,0,Dark Floors,Horror,2008
7530,0,0,The Seeker: The Dark Is Rising,Drama,2007
9868,10000000,0,The Longest Day,Action,1962
5883,0,32846,A Field in England,Thriller,2013
3387,80000000,214918407,Just Go With It,Comedy,2011
10114,0,0,Murder She Said,Drama,1961
7044,7000,424760,Primer,Thriller,2004
7088,30000000,0,First Daughter,Family,2004
7139,0,0,In My Father's Den,Thriller,2004
2003,20000000,80547866,Vampires Suck,Horror,2010
8334,0,20000000,Mr. Baseball,Comedy,1992
2635,15000000,20117339,Mulholland Drive,Mystery,2001
5444,200000000,743559607,Monsters University,Animation,2013
10082,22000000,39071603,Postcards from the Edge,Comedy,1990
8201,0,0,Operation Dumbo Drop,Comedy,1995
8788,14000000,5108820,Gossip,Drama,2000
8376,2800000,26279000,Private Lessons,Comedy,1981
6704,26000000,0,Little Children,Drama,2006
2335,0,14870,The Perfect Host,Thriller,2010
5091,6400000,2500000,Young Adam,Drama,2003
9365,0,0,Rush,Crime,1991
7884,30000000,295212467,Ghostbusters,Action,1984
10630,0,0,The Holy Mountain,Drama,1973
8167,0,0,A Kid in King Arthur's Court,Adventure,1995
8552,45000000,53854588,Tin Cup,Romance,1996
4988,29000000,98185582,Once Upon a Time in Mexico,Action,2003
2332,3167000,0,Essential Killing,Thriller,2010
1362,0,0,The White Buffalo,Western,1977
10420,5000000,50000000,Valley of the Dolls,Drama,1967
3720,0,957240,Texas Killing Fields,Drama,2011
5701,0,0,Cheap Thrills,Drama,2013
10762,15000000,50000000,The Deer Hunter,Drama,1978
911,0,0,Out of the Dark,Horror,2014
2161,0,4790751,Exit Through the Gift Shop,Documentary,2010
3039,0,0,Dead Space: Downfall,Horror,2008
8297,0,128000000,Forever Young,Romance,1992
5403,0,0,Cinderella,Science Fiction,1997
7667,13000000,75511123,Stomp the Yard,Music,2007
2267,0,0,NEDs,Drama,2010
6625,15500000,0,Slither,Comedy,2006
5578,27220000,5496951,The Frozen Ground,Crime,2013
3335,0,0,Baby Blues,Thriller,2008
2284,2000000,0,Nine Dead,Crime,2010
4558,0,100345,V/H/S,Thriller,2012
4312,50000000,16671505,Baby's Day Out,Family,1994
5358,28000000,41230799,Private Parts,Comedy,1997
3083,0,0,Picture This,Drama,2008
5884,0,0,Free Ride,Action,2013
4032,13500000,29027914,Far from Heaven,Drama,2002
2636,6000000,1270522,Donnie Darko,Fantasy,2001
10704,5760000,0,Von Ryan's Express,History,1965
9820,0,0,Picnic at Hanging Rock,Mystery,1975
283,0,0,He Never Died,Horror,2015
8540,3500000,9482579,She's the One,Comedy,1996
6359,0,0,The Muppets' Wizard of Oz,Comedy,2005
4667,0,1081,The Butterfly Room,Thriller,2012
2324,0,0,The Dead,Action,2010
1939,38000000,252276927,True Grit,Western,2010
10322,0,16589540,Heart and Souls,Science Fiction,1993
4472,20000000,16863583,The Cold Light of Day,Action,2012
10726,360000,0,Easy Rider,Drama,1969
676,50000000,188441614,22 Jump Street,Crime,2014
9450,18000000,151668774,Big,Drama,1988
10065,0,0,Moon 44,Action,1990
5868,0,0,The Saratov Approach,Action,2013
7602,20000000,3561,Death Defying Acts,Romance,2007
5588,120000000,415440673,The Wolverine,Fantasy,2013
7038,25000000,36609966,Taxi,Action,2004
7377,0,0,Death Ship,Adventure,1980
2916,70000000,225990978,Yes Man,Comedy,2008
7607,0,0,Sleuth,Thriller,2007
684,20000000,12007070,A Most Violent Year,Drama,2014
4180,45000000,788241776,The Lion King,Animation,1994
585,0,0,Contracted: Phase II,Thriller,2015
4543,0,0,Bernie,Drama,2012
10121,5037000,14483352,King of Kings,Drama,1961
4204,0,46264384,Miracle on 34th Street,Family,1994
2390,0,0,DC Showcase: Green Arrow,Adventure,2010
5022,50000000,42792561,Basic,Crime,2003
