Index,group,name,quantity,unit_cogs
5209,CIGARETTES,WODA AQA 0_5 L N/G,40,0.37
14937,ICE_CREAMS_FROZEN,LODY JAK DAWNIEJ 450 ML SMIE-WISN,2,6.09
12470,GENERAL_FOOD,O SEREK ALMETTE RÓZNE 150 G,22,2.71
22316,ALCOHOL,WODKA WYBOROWA 0_2 WISNIA 30%,3,7.07
6989,DAIRY_CHESSE,DA DANONKI MEGA BRZOSK/JAGODA,2,5.25
19251,SWEETS,TIC TAK MALINA,6,1.14
12279,GENERAL_FOOD,MIOD SZTUCZNY 230G RYDELKIEWIC,1,2.08
16958,POULTRY,KIE?BASKI PYSZNE KG,0.87,18.0229885057471
18231,SPICES,KNORR DELIKAT CZERWONY 200G,1,4.36
21448,VEGETABLES,MARCHEW MINI CALA -NORDIS,1,4.04
8263,DAIRY_CHESSE,MLEKO B/LAKTOZY 1_5 % 1 LITR MLEKPOL,5,2.41
10531,DRINK_JUICE,NAP ENER.V-MAX 250 ML MOJITO,6,0.81
5420,CIGARETTES,PAP WINSTON BLUE,2,9.86
6506,DAIRY_CHESSE,MLEKO 1_5 L ML.ZAG,7,1.38
1322,BREAD,OWSIANKA Z OWOCAMI 50 G,5,1.16
1189,BREAD,C BULKA SEROWA,206,0.7
1214,BREAD,S CHLEB PSZENNY 0_25KG,69.3,2.07157287157287
9467,DRINK_JUICE,NAP.VOLCANO COLA LEPSZY SMAK GAZ 2L.,7,0.74
4902,CIGARETTES,PAP WEST JCE COOL BLEND CI?KIE,6,10.9
15155,ICE_CREAMS_FROZEN,LODY ROZEK KAKTUS,14,2.59
10945,POULTRY,KORECZKI HELSKIE 250 G,1,4.99
11802,GENERAL,MAKA KOKOSOWA 1 KG,1,8.15
2024,CHEMISTRY,DENATURAT 500ML BOS,1,2.09
820,ALCOHOL,PIWO BOJAN FAJRANT 0_5 L B/ZWR,3,1.79
22281,ALCOHOL,NAP SPIR GREJPFRUTOWA 0_1 30%,19,3.2
16611,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PIEGUSKI Z RODZYNKAMI 135 G,4,2.34
7526,DAIRY_CHESSE,SER TOPIONY 130 G LACTIMA SMIETANA,1,1.99
3480,CHEMISTRY,PAPIER SAMOPRZYLEPNY -8 KARTEK,1,2.49
4468,CHIPS_FLAKES,CATERING SANDWICH Z CZOSNKOWYM,4,2.59
9687,DRINK_JUICE,WODA KOKOSOWA 250 ML Z MARAKUI,1,3.15
3243,CHEMISTRY,KREM DO GOLENIA LIDER CLASSIC,1,2.32
18752,SPICES,PIEPRZ ZIARNISTY  APPETITA 18 GR,5,0.88
13645,GENERAL_FOOD,SOK Z KAPUSTY KISZONEJ 0_5 L PET,1,1.28
2574,CHEMISTRY,SOFTLAN PLYN DO PLUK.NIEB 1 L,1,5.19
6318,COOKIES_BULK,BOMBONIERA GALARETKS POM.190 G W CZEK,5,4.64
13279,GENERAL_FOOD,OCET KULINARNY 0_5L,6,0.96
16446,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PIWO PERLA EKSPORT 0_5L BUT.BEZZWROTNA,19,1.66
12287,GENERAL_FOOD,PALUSZKI BESKIDZKIE SOLONE 300G,6,2.265
20041,SWEETS,ZELKI NIM 2SOKKI  90 G,7,1.93
20444,SWEETS,RYZ PREPAROWANY 70 G,1,1.56
2646,CHEMISTRY,EVA MYDLO W PLYNIE Z DOZOW 500 ML,1,3.71
11792,GENERAL,KNORR G.K MAKARON BOLONSKI,1,4.36
5497,CIGARETTES,PAP CHESTERFIELD BLU 21,37,10.1635135135135
11265,GENERAL,KRAKUS BARSZCZ CZERW.300 ML KONC,2,2.87
20994,SWEETS,MENTOS RAINBOW 37_5 G,1,1.26
17801,GENERAL_ITEMS,POMPKA ERA TAK TAK 5 ZL,2,3.87
22429,ALCOHOL,WODKA CZYSTA DE LUXE 40% 0_7L,1,22.3
1158,BREAD,C CHLEB RAZOWY 1KG,1.5,3.7333333333333303
10392,DRINK_JUICE,NAP JURAJSKA ORANZADA NIEBI.1_25 GAZ,12,0.94
11962,GENERAL,PODGRZYBEK 20 G,3,4.44
11190,GENERAL,KUBUS WOTER 0_5 L N/G DZIUB.,1,1.39
17641,GENERAL_ITEMS,MAR PALMA KRUSZWICA 250G,24,1.4575
19515,SWEETS,CZEK ALPEN GOLD 90 G GORZKA,1,1.87
17322,POULTRY,PAROWKOWA KG,2.31,11.1731601731602
21263,TABLETS,TABLETKI APAP 6SZT,5,2.78
12514,GENERAL_FOOD,SOL 1KG O.SOLE,3,1.13
14365,GROATS_RICE_PASTA,MAKARON SARITA SWIDEREK 400G,2,1.4
20313,SWEETS,CIASTKA HOLENDERSKIE POLSLODKIE 168G,1,1.68
9167,DRINK_JUICE,HELLENA 1_75 L N/G  POMARANCZOWY,6,1.83
8186,DAIRY_CHESSE,DA FANTASIA Z CZEKOLADA 110G,13,1.16692307692308
21423,VEGETABLES,KT ORZECH FISTASZKI LUZ,0.25,11.56
1206,BREAD,M CHLEB RAZOWY,103.56,3.4800115874855204
6237,COOKIES_BULK,CHRUSCIKI /PACZKI LUZ,1.44,13.6388888888889
8748,DRINK_JUICE,NAP AQA 1_5 GAZ CYTR+MIETA,2,0.74
17035,POULTRY,KIELBASA ZWYCZAJNA KG,5.92,9.00168918918919
22223,VEGETABLES,KT KAPUSTA WLOSKA SZT,5,4.36
19898,SWEETS,CIASTKA SONATA 125 G CZEL.MLECZNA,1,3.45
19582,SWEETS,ORANZADA W PROSZKU ROZEK,11,0.73
17286,POULTRY,PAROWKA HOT-DOG KG,7.46,10.449061662198401
18699,SPICES,WIN MAGI W PLYNIE 200ML,6,1.79
9757,DRINK_JUICE,NAP 7 AP LEMONIADA 0_5 L,8,2.31
16229,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MIGDALY KALIFORNIJSKIE FRESCO 80 G,2,4.13
17790,GENERAL_ITEMS,KARMA MR DOG  415 G PUSZKA KURCZ-WARZ,5,1.444
6965,DAIRY_CHESSE,BAKOMA BAKUS DO KIESZONKI WANIL.,6,1.75
18046,SPICES,PRYMAT PIEPRZ CZAR.ZIARNO 15G,5,0.85
21870,VEGETABLES,SKORUPKA SALATKA STAROGOST.0.9,1,2.55
13576,GENERAL_FOOD,KAPUSTA  KISZONA LUZ,51.565,2.40783477164744
14081,GROATS_RICE_PASTA,MAK LUBELLA  ZIARNO SWIDERKI 400G,3,2.24333333333333
18830,SWEETS,GOFRY SLODKIE 100 G,14,2.14
2978,CHEMISTRY,BLOK TECHNICZY A4,4,1.2
20802,SWEETS,MENTOS RAINBOW 37_5 G,3,1.48
1108,BREAD,BULKA MALA/KAJZERKA__,2593,0.522321635171616
4399,CHIPS_FLAKES,LAYS CHETOS PAPRYKA 165 G,6,2.28
18397,SPICES,CUKIER WANILIOWY ZIOLOPEX,4,0.14
19108,SWEETS,BATON TWIX 56 G,6,0.74
8238,DAIRY_CHESSE,JOGURT OW.WYSPA 150 G,6,1.66
12787,GENERAL_FOOD,PIECZYWO SONKO LEKKIE ZYTNIE 170GR KARTO,3,2.97
4670,CHIPS_FLAKES,CHRUPKI TRUSKAWKOWE 80 G,4,1.24
6869,DAIRY_CHESSE,KASZKA MANNA Z JAGODAMI CZARNKOW 150 G,2,1.34
20423,SWEETS,PRAZYNKI SPOKO 60 G,7,1.14
1371,BREAD,S JABLECZ/MURZYN/JOGURTOWY,7,8.0
13939,GENERAL_FOOD,PASZTECIKI  Z KAP.I GRZYBAMI GRZESKOWIAK,1,3.45
11402,GENERAL,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO,1,2.02
15440,ICE_CREAMS_FROZEN,LODY KOKTAJLOWE KUKULKA,131,2.13
11137,POULTRY,LARUS MAKRELA W GALARECIE  160 G,3,4.14
14443,GROATS_RICE_PASTA,MAK LUBELLA  ZIARNO SWIDERKI 400G,1,2.69
7195,DAIRY_CHESSE,DE SEREK Z TRUSKAWKAMI 150 G,2,1.32
21901,VEGETABLES,KT JABLKO CZERWONE,141.287,1.99346012018091
1683,POULTRY,KOPYTKA 400GR TACKA GRZESKOWIAK,12,3.43
1797,POULTRY,PROFI PASZTET Z PAPRYKA 131G,1,1.32
11566,GENERAL,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO,1,2.02
18739,SPICES,KAMIS PSTRAG Z KOPERKIEM,1,1.56
7243,DAIRY_CHESSE,JOGOBELA KOKTAIL 200G,16,1.364375
18528,SPICES,CUKIER WANILIOWY ZIOLOPEX,2,0.14
664,ALCOHOL,PIWO KSIAZECE 0_5 L CIEMNE B/ZW,1,2.32
4450,CHIPS_FLAKES,LAYS ZIELONA CEBULKA 140 G,6,3.85
525,ALCOHOL,PIWO TYSKIE 0_5L BUTELKA,807,1.61881040892193
16960,POULTRY,METKA CEBULOWA KG,1.28,16.3359375
18287,SPICES,KNORR CYNAMON Z WIETNAMU 15 G,1,1.29
9069,DRINK_JUICE,NAP MIRINDA ORANGE GAZ.1L,2,2.34
14836,ICE_CREAMS_FROZEN,LODY JAK DAWNIEJ 900 ML SMIET+TRUS,2,10.24
19899,SWEETS,CIASTKA SONATA 125 G DESEROWA,1,3.45
8289,DAIRY_CHESSE,SER MOZZARELLA 125 G,4,2.81
1776,POULTRY,ANANASY PLASTRY SANDRA 565 G,1,3.75
4663,CHIPS_FLAKES,CHIPSY DORITOS TACO D 100GR,6,2.88
20467,SWEETS,WAFLE SUCHE 165 G,2,1.98
1350,BREAD,C CHLEB RAZOWY 1KG,5,3.732
12580,GENERAL_FOOD,CUKIER BIALY 1KG,10,1.48
19350,SWEETS,DRAZE SMIETANKOWE 70G SKAWA,3,0.84
16135,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,GNIAZDKO WIELKANOCNE RAKPOL 80G,1,8.5
268,ALCOHOL,PIWO LWOWEK PORTER 0_5 L B/ZWR,1,3.89
13802,GENERAL_FOOD,SUCHARY DELIKATESOWE 290G MAMU,2,3.06
17867,GENERAL_ITEMS,RAJSTOPY DZIECIECE,1,2.35
1863,CHEMISTRY,CLIN DO SZYB 500 ML Z DOZOWNIKIEM,1,3.99
729,ALCOHOL,PIWO ZUBR 0_5L BUTELKA,2396,1.3408096828046698
17626,GENERAL_ITEMS,MAR SNIADANIOWA 450 G,5,2.19
2590,CHEMISTRY,TOREBKA,1,1.68
11252,GENERAL,FASOLKA ZÓ?TA 400 G MROZONA,2,3.27
16414,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,HOCHL KANAPKOWY Z SZYNKA 130 G,7,1.79
16236,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,OLEJ NIEZBEDNY 1L,2,3.75
14793,ICE_CREAMS_FROZEN,SZPINAK LISC,4,4.4325
4321,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,3,2.59
4269,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,104,0.19
7907,DAIRY_CHESSE,SER PLASTRY FIKO 150 G,1,3.43
20350,SWEETS,GOFRY SLODKIE 100 G,10,2.359
21990,VEGETABLES,KT NEKTARYNK KG,27.31,4.62504577077993
6851,DAIRY_CHESSE,JOGOBELA 150 G 0 %,62,0.89
628,ALCOHOL,PIWO ZYWIEC 0_5 L B/ALK. B/ZWR,2,1.98
1620,POULTRY,PROFI SZYNKA MIELONA 110G,2,1.74
20736,SWEETS,CIASTKA PALUSZKI 144 G POMAR.,3,2.77
13033,GENERAL_FOOD,ALMETTE Z RZODKIEWKA 150 G,4,3.09
20652,SWEETS,ROGAL 7DAYS SZAMPANSKI,5,1.06
8383,DAIRY_CHESSE,DROZDZE BABUNI ROTEX,47,0.7234042553191491
4899,CIGARETTES,PAP ROTMANSY  20 RED,67,9.95
7182,DAIRY_CHESSE,BATON KINDER PINGUINI,22,1.4
5782,COFFEE TEA,LIPTON EXP.25 TOREBEK,3,2.84
470,ALCOHOL,PIWO DESPERADOS 0_4 L,17,2.68
20792,SWEETS,KRAKERSY 70 G SUPER,6,1.44
8645,DAIRY_CHESSE,SER SMAZONY 200G SREM..,78,3.89410256410256
23007,ALCOHOL,SZAMPAN DORATO BIALY 0_75L,1,7.86
13928,GENERAL_FOOD,MASKOTKA Z PREZENTEM 100G CZEKOL,1,10.59
8887,DRINK_JUICE,NAP BAHAMA 1 L POMARANCZ,1,2.81
297,ALCOHOL,PIWO ZUBR 0_5L PUSZKA,257,1.7456420233463
7452,DAIRY_CHESSE,JOGURT MULLER 125 G,6,0.73
11339,GENERAL,KROKIETY Z MIESEM  GRZESKOWIAK,2,4.95
1210,BREAD,PYZY DRO?D?OWE 320GR GRZESKOWIAK,24,2.19
6410,DAIRY_CHESSE,CHRUPKI KUKURYDZIANE  60 G,27,1.23777777777778
9027,DRINK_JUICE,KUBUS WOTER WODA N/G 0_5 L,1,1.19
20771,SWEETS,GRZESKI W CZEKOLADZIE 36 G,60,0.72
13019,GENERAL_FOOD,WIN SOS PIECZ/CIEMNY 30G,41,1.11609756097561
5948,COFFEE TEA,HERBATA MIETA 20T POSTI EXPRES,2,1.135
4284,CHEWING_GUM_LOLIPOPS,LIZAK ZELOWY,11,0.73
16203,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CUKIER PUDER 400G  MELVIT,1,1.55
5064,CIGARETTES,GILZY CHIEFS 500,2,3.23
14866,ICE_CREAMS_FROZEN,PALUSZKI RYBNE  LUZ,0.67,14.089552238806
21798,VEGETABLES,KT BOROWKA PUDE?KO 250 G,4,5.4625
17712,GENERAL_ITEMS,BUTELKA-0_33,12,0.42
15610,ICE_CREAMS_FROZEN,LODY PINEAAPLLE NESTLE,44,1.72
8649,DAIRY_CHESSE,SEREK HEJ BRZOSKWINIA 150 G,2,0.99
1226,BREAD,C BULKA GRAHAMKA/ALPEJSKA,195,0.637692307692308
9924,DRINK_JUICE,HELANA N/G 1_75 JAB+RABARBER,7,2.44
23029,ALCOHOL,NAP SPIR SOPLICA WISNIA 0_2,4,7.54
5586,CIGARETTES,PAP PAL MAL PSTRYK LINK,15,9.91866666666667
8410,DAIRY_CHESSE,HOCHL.SER EMENTALER 130 G PLASTRY,3,2.62
16108,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PUDL KONCENTRAT 30%SLOIK 200G,33,2.3124242424242403
17850,GENERAL_ITEMS,RAJSTOPY 20 DEN XL,1,1.91
3234,CHEMISTRY,GILZY GOLDEN 100+15 A^,9,1.38
12991,GENERAL_FOOD,WAFLE RYZOWE Z SLONECZ.SONKO,3,1.83
9881,DRINK_JUICE,WODA JURAJSKA 1_5 L GAZ,3,1.16
5052,CIGARETTES,WODA AQA 0_5 L GAZ,12,0.36
21770,VEGETABLES,MAK SARITA SPAGHETTI 400 G DURUM,8,1.66
4239,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,38,0.35
2835,CHEMISTRY,HELP 1L CZARNY,1,2.81
1552,POULTRY,KONSERWA TYROLSKA 300 G LAUR,3,1.99
13242,GENERAL_FOOD,KLUSKI SLASKIE 400G GRZESKOWIAK,4,3.33
12995,GENERAL_FOOD,WIN BARSZCZ CZERWONY INSTANT 170 G,3,4.31
18108,SPICES,KREM DO TORTOW SMIETANA 100G CYKORIA,3,1.85
4943,CIGARETTES,PAP MOCNE JASNE,8,10.95
18799,SWEETS,BORSETO 7 DAYS Z OWOC.LESNYCH 80 G,1,1.21
7157,DAIRY_CHESSE,ALMETTE CZOSNEK NIEDZWIEDZI 150GR,4,2.99
14200,GROATS_RICE_PASTA,MAKA KRUPCZATKA BASIA 1 KG,2,1.93
16044,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SALATKA SLONECZNY OGROD  460 G,3,1.73
8351,DAIRY_CHESSE,BAKOMA SATINA  KARMEL 170 G,6,1.18
20617,SWEETS,NAP AQA PLUS 1_5 L GAZ JAB+PIGWA,8,0.745
8285,DAIRY_CHESSE,SER MLEKPOL EDAMSKI 150G PLASTRY,18,2.48666666666667
15482,ICE_CREAMS_FROZEN,LODY ROZEK MIX,12,1.35
6462,DAIRY_CHESSE,HOCHL KANAPKOWY Z OGORKIEM 130 G,15,1.79
6803,DAIRY_CHESSE,DESER CZARU? 150G WANILIA,5,1.24
15428,ICE_CREAMS_FROZEN,LODY JAK DAWNIEJ 900 ML SMIET+WISNIA,5,11.92
13375,GENERAL_FOOD,C PYZY CIAZYNSKI,31,3.57
22957,ALCOHOL,WINO MOGEN  0_75 LROZOWE P/S?OD,1,13.01
5826,COFFEE TEA,POPCORN OK 90G DO MIKROFALI,2,1.02
2662,CHEMISTRY,GUMA ORBIT 5 LIST.,5,0.93
4665,CHIPS_FLAKES,CHRUPKI ARACHIDOWE 70 G,7,1.05
21226,TABLETS,TABLETKI CHOLINEX 8,2,5.87
11755,GENERAL,SOK Z BURAKA 750 ML,1,3.84
390,ALCOHOL,PIWO EB 0_5 L PUSZKA,7,1.78
22584,ALCOHOL,WODKA KRUPNIK PREMIUM 0_5 L,23,13.813478260869601
13806,GENERAL_FOOD,SZPARAGI ROLNIK 370ML ROLMIK,2,5.76
11784,GENERAL,GROCH PO?ÓWKI400 KROS,10,0.85
18700,SPICES,WIN ZIARENKA SMAKU 75G,11,1.15
19919,SWEETS,GOPL CZEKOLADA MLECZNA 90G,22,2.15
7260,DAIRY_CHESSE,JOGURT NATURALNY ZOTT 370GR,28,1.82
18433,SPICES,KNORR PRZYPRAWA DO KURCZAKA,3,1.26666666666667
7949,DAIRY_CHESSE,ALMETTE ZIOLOWY 150G SEREK,8,3.05
9425,DRINK_JUICE,NAP MIRINDA 2 L,8,2.03
10259,DRINK_JUICE,NAP VERONI 0_7 ACTIVE KARNIT,11,1.44
2999,CHEMISTRY,CHUSTECZKI DO KOLOROW 10 SZT,1,5.93
17197,POULTRY,SZYNKA WIELKOPOLSKA KG,0.7,15.0142857142857
10913,POULTRY,TUNCZYK W OLEJU ORKA 170 G,1,3.71
23087,ALCOHOL,WINO BULGARIS POL/SLODKIE ROZOWE 0_75,1,5.57
22097,VEGETABLES,KT ZIOLA  DONICZKA  1 SZT,3,2.81
22780,ALCOHOL,WODKA LUKSUSOWA 0_2L,9,6.90333333333333
22981,ALCOHOL,WINO WALDWEIN MALINA 0_75 L SLODKIE,2,7.6
16597,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MUSZTARDA SAREPSKA 200G PEGAZ,15,1.32
19970,SWEETS,MILKA CZEKOLADA MLECZNA 100G,3,1.98
19693,SWEETS,CIASTKA PETITKI W CZEK.111G,4,2.49
4156,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,4,1.49
17406,OCCASIONAL,BROS PACKI NA MUCHY,3,0.53
7747,DAIRY_CHESSE,BITA SMIETANA AROZOL 250 G MLECZ ZAGRODA,8,4.01875
6180,COOKIES_BULK,CUKIERKI MLECZNE /CHOCO/ROSHEN,1.89,13.5132275132275
6540,DAIRY_CHESSE,SEREK TOP 150 G.MLEKOPOL,4,2.81
5773,COFFEE TEA,KAWA NESCAFE CLASSIC 100 G,2,7.66
7318,DAIRY_CHESSE,SER TOP TYLZYCKI SERTOP,9,1.21
3914,CHEMISTRY,PLYN FAIRY 0_9 JAB?KO,3,4.69
8226,DAIRY_CHESSE,HOCHL.ZIOLA 100G BLOK TOPIONY,19,1.7278947368421105
17925,GENERAL_ITEMS,RAJSTOPY 15 DEN INEZ,1,3.15
10423,DRINK_JUICE,NAP TYMBARK 1 L ZIEL BANAN,3,2.63
11990,GENERAL,BANDAZ 5 CM *4 M,2,0.31
21693,VEGETABLES,SUROWKA POROWA KUBEK,2,2.13
10621,DRINK_JUICE,ZBYSZKO 3 CYTRYNY  1_5  GAZ,20,1.48
21323,TABLETS,TABLETKI IBUM 7 SZT,5,4.23
758,ALCOHOL,PIWO HEINEKEN 0_5 L BUT/BEZW 0%,9,2.42
18299,SPICES,KNORR SOS .FRANCUSKI 9G,6,1.12
13280,GENERAL_FOOD,OGORKI KONSERW DAWTONA 900G,1,3.25
1579,POULTRY,LOWICZ DZEM TRUSKAWKOWY N/S?,5,2.81
16404,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DANIE KACHNY  FLACZKI PO ZAMOJSKU  500G,1,3.75
8779,DRINK_JUICE,NAP NAPI 0_25 BUTELKA,1,0.68
14126,GROATS_RICE_PASTA,WIN SOS CURRY350 ML TUBA,2,5.16
6885,DAIRY_CHESSE,MIESZANKA 7 SK?,8,1.69
10357,DRINK_JUICE,NAP AQA 1_5 L N/GAZ CYTRYNA,18,0.73
11327,GENERAL,GROCH PO?ÓWKI400 KROS,5,0.85
1911,CHEMISTRY,MYDLO LUKSJS 90 G FRESH,2,0.99
7026,DAIRY_CHESSE,HOCH SER PLASTRY ZÓ?TY TYLZYCKI 135 G,4,2.99
22830,ALCOHOL,WODKA OGINSKI 0_5 L,1,16.74
3335,CHEMISTRY,SOL ODPLAMIAJACA 25 G,2,0.69
7922,DAIRY_CHESSE,SEREK TWOJ SMAK NATURALNY 150GR PUSZYSTY,2,2.43
17818,GENERAL_ITEMS,POMPKA ORANGE 5 ZL,36,3.87
13791,GENERAL_FOOD,SALATKA WARZYWNA 500 G SKORUPKA,5,1.76
17367,OCCASIONAL,TABLETKI ETOPIRYNA 6 SZT,1,1.62
6500,DAIRY_CHESSE,MARCHEW Z GROSZKIEM MROZ.400G,2,2.44
18249,SPICES,PRYMAT OREGANO CALE 10 G,1,0.91
16893,GENERAL_ITEMS,DANIE KACHNY PULPETY,9,2.75666666666667
21496,VEGETABLES,KT MARCHEW LUZ,151.37,1.35086212591663
10908,POULTRY,SLEDZIK NA RAZ 100G W SMIETANIE,1,1.65
21915,VEGETABLES,KT NEKTARYNK KG,41.595,4.28585166486357
15535,ICE_CREAMS_FROZEN,FRYTKI KULECZKI ZIEMNIACZANE 600 AVIKO,2,4.92
1368,BREAD,S CHLEB ZIARNISTY 0_6,22,3.47
519,ALCOHOL,PIWO SOMERSBY  WOTERMELON 0_5 PUSZKA,11,2.72
11944,GENERAL,MAK EKOMAK 500 G SWIDERKI,15,1.75
5787,COFFEE TEA,PRIMA 500G NIEBIESKA,4,10.51
17765,GENERAL_ITEMS,KARMA MR DOG 415 G PUSZKA WOLOW+WARZYW,1,1.44
18531,SPICES,CYKORIA PRZYPRAWA DO KWASZENIA OGOR.45 G,3,1.39
19926,SWEETS,GRZESKI W CZEKOLADZIE 36 G,8,0.74
15197,ICE_CREAMS_FROZEN,PIZZA RIGGA Z PIECZARK.260G,2,4.13
16018,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KOTLIN KETCHUP  PIKANTNY 215ML,2,2.25
13398,GENERAL_FOOD,FASOLA 0_5KG ROLMOK,5,3.43
17460,OCCASIONAL,ORANZADKA W PROSZKU,22,0.24
22862,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA 36% 0_2L,1,8.0
7997,DAIRY_CHESSE,GOS.MASLO 250G GOSTYN,497,6.4412676056338
11794,GENERAL,KNORR SOS SALATKOWY PAP+ZIOLA,1,1.27
21924,VEGETABLES,KT POMIDOR KOKTAILOWY 250 G,1,1.75
7938,DAIRY_CHESSE,TWAROG POLTLUSTY SREMSKI 250G,20,2.55
19938,SWEETS,KARTY,1,0.08
14775,ICE_CREAMS_FROZEN,LODY TOP MILK,2,0.69
14330,GROATS_RICE_PASTA,SONKO KASZA JECZMIENNA PERLOWA 4*100G,4,1.375
12244,GENERAL_FOOD,DZEM WISNIOWY WY/SLODZ 310 G,1,3.28
8344,DAIRY_CHESSE,BAKOMA GRECKI 180GR,12,1.72
12653,GENERAL_FOOD,SKORUPKA SALATKA WARZYWNA 875 G,2,2.48
11285,GENERAL,PUDL KETCHUP PIKANTNY 480 G,1,3.28
13423,GENERAL_FOOD,KNORR G.K. PIECZARKOWA  Z GRZANKAMI15G,1,0.99
15443,ICE_CREAMS_FROZEN,LODY KUBUS PLAY,2,0.94
10656,DRINK_JUICE,NAP CAPRIO POMARANCZ 2L,9,2.56
3306,CHEMISTRY,PODPASKI NATURELLA 8 MAX,4,2.22
16095,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP HORTEX 1 L BANANOWY,2,3.09
12939,GENERAL_FOOD,OCET 0_5L 10% PEGAZ,46,1.2273913043478302
1887,CHEMISTRY,KREDKI OLOWKOWE 12 SZT,1,1.69
6134,COFFEE TEA,EKOLAND HERBATA CYTRYNOWA 300GR TOR.,5,2.24
10187,DRINK_JUICE,NAP COCOLA 0_2 PUSZKA,7,0.84
14267,GROATS_RICE_PASTA,MAKARON NADODRZANSKI SWID.MA?Y 400G,2,1.49
12466,GENERAL_FOOD,O ROGAL 7 DAYS ROZNE 60G,20,1.02
16002,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,HELLENA 1_75 L N/GAZ WINOGRONO,6,1.66
16557,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA JURAJSKA N/GAZ.1_5L,9,0.99
22166,VEGETABLES,KT SALATA LODOWA,11,3.8263636363636406
7948,DAIRY_CHESSE,ALMETTE SZCZYPIOREK CEBULA 150G,3,3.05
10955,POULTRY,SLEDZ W OLEJU 170 G ORKA,3,2.33
21061,SWEETS,ZELKI NIM 2 180G,1,4.06
13903,GENERAL_FOOD,KNOR NUDLE POMIDOROWA PIKANTNA 63 G,7,1.66
1784,POULTRY,KROKIETY Z KAPUS/GRZYB.400GR GRZESKOWIAK,2,4.1
17404,OCCASIONAL,BATERIA VARTA LR3 LONGLIFE 1 SZT,12,0.93
7319,DAIRY_CHESSE,SER TOP.WEDZONY MLEKPOL LUZ,0.24,17.0
12881,GENERAL_FOOD,CUKIER BIALY 1KG,3,1.57
13668,GENERAL_FOOD,WIN KISIEL WISNIOWY Z CUK 77G,7,0.73
797,ALCOHOL,PIWO TYSKIE 0_33ML B/BZW,11,1.66
22926,ALCOHOL,WINO WALDWEIN 0_75 L POZOMKA S?ODKIE,1,7.6
115,GENERAL_ITEMS,ZESZYT W LINIE 16 K,4,0.59
10058,DRINK_JUICE,NAP TYMBARK 2 L ASPET. JAB?KO+GRUSZKA,6,3.11
9550,DRINK_JUICE,KUBUS MUS BANAN 0_1 L,10,1.27
10055,DRINK_JUICE,NAP TYMBARK 1 L ZURAWINA,6,2.63
15449,ICE_CREAMS_FROZEN,LODY MAGNUN  ALMOND,14,3.65
12237,GENERAL_FOOD,CYKORIA BUDYN SMIETANKOWY B/C 40 G,9,0.55
4875,CIGARETTES,PAP PAL MAL BLUE,6,10.66
11583,GENERAL,PUDL KONCEN.POMIDOROWY 310 G,1,3.37
12906,GENERAL_FOOD,GUMA AIRWAVES 25 SZT SASZETKA,1,2.25
9509,DRINK_JUICE,WODA NESTTLE 1_5 L GAZ,4,0.83
21169,TABLETS,TABLETKI STREPSILS 8 SZT,3,8.07
3490,CHEMISTRY,PASTA D/ZEB COLODENT SUP.BIEL 100G,2,2.19
2524,CHEMISTRY,PAP LM FORWARD,23,11.69
12282,GENERAL_FOOD,OCET 0_5L 10% PEGAZ,48,1.21
3641,CHEMISTRY,KOREKTOR W SZTYFCIE,1,1.69
20525,SWEETS,BOMBONIERA GALARE.W CZEKOL WISNIA 190 G,2,4.64
5706,COFFEE TEA,HERBATA POKRZYWA 20 T POSTI,2,1.11
1505,POULTRY,PROFI PASZTET DROB.FIRMOWY 131G,18,1.2
17375,OCCASIONAL,CUKIERKI OREO 86 G,1,5.74
16214,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KETCHUP KOTLIN PIK.450G,2,2.73
10361,DRINK_JUICE,NAP CAPRIO JABLKO 2L,8,2.81
21327,TABLETS,TABLETKI POLOPIRYNA MAX 6 T,1,3.38
