cuisine_style,ranking,rating,reviews_number
 Turkish,1542.0,3.5,16.0
Greek,2039.0,4.5,19.0
French,402.0,4.0,357.0
 European,402.0,4.0,357.0
Italian,484.0,4.0,328.0
 Bar,484.0,4.0,328.0
 European,484.0,4.0,328.0
 Vegetarian Friendly,484.0,4.0,328.0
 Vegan Options,484.0,4.0,328.0
Halal,14356.0,3.5,23.0
Chinese,1436.0,4.0,23.0
 Asian,1436.0,4.0,23.0
European,1711.0,4.5,11.0
Italian,5546.0,4.5,8.0
Mediterranean,1735.0,4.5,72.0
 European,1735.0,4.5,72.0
 Spanish,1735.0,4.5,72.0
 Healthy,1735.0,4.5,72.0
 Vegetarian Friendly,1735.0,4.5,72.0
 Vegan Options,1735.0,4.5,72.0
Bar,4503.0,4.0,77.0
 British,4503.0,4.0,77.0
 Pub,4503.0,4.0,77.0
Chinese,7326.0,2.5,18.0
 Asian,7326.0,2.5,18.0
 Korean,7326.0,2.5,18.0
 Japanese,7326.0,2.5,18.0
unknown,5533.0,3.0,NaN
unknown,2347.0,4.5,4.0
unknown,3445.0,5.0,2.0
Japanese,1583.0,3.5,11.0
 Sushi,1583.0,3.5,11.0
 Thai,1583.0,3.5,11.0
Vietnamese,1058.0,4.5,29.0
International,4095.0,4.0,4.0
 European,4095.0,4.0,4.0
 Czech,4095.0,4.0,4.0
International,774.0,4.0,95.0
 Mediterranean,774.0,4.0,95.0
 European,774.0,4.0,95.0
 Portuguese,774.0,4.0,95.0
unknown,1072.0,4.5,17.0
unknown,16297.0,2.5,6.0
International,764.0,4.5,98.0
 Mediterranean,764.0,4.5,98.0
 European,764.0,4.5,98.0
 Spanish,764.0,4.5,98.0
 Vegetarian Friendly,764.0,4.5,98.0
 Vegan Options,764.0,4.5,98.0
 Gluten Free Options,764.0,4.5,98.0
Italian,1961.0,3.5,679.0
 Pizza,1961.0,3.5,679.0
 Mediterranean,1961.0,3.5,679.0
 Vegetarian Friendly,1961.0,3.5,679.0
 Vegan Options,1961.0,3.5,679.0
 Gluten Free Options,1961.0,3.5,679.0
unknown,5861.0,4.0,NaN
French,3624.0,4.0,237.0
 Vegetarian Friendly,3624.0,4.0,237.0
American,7641.0,4.0,74.0
 Bar,7641.0,4.0,74.0
 Pub,7641.0,4.0,74.0
 British,7641.0,4.0,74.0
Italian,1650.0,4.5,69.0
 International,1650.0,4.5,69.0
 European,1650.0,4.5,69.0
 Vegetarian Friendly,1650.0,4.5,69.0
unknown,1260.0,3.5,3.0
unknown,14590.0,3.0,4.0
Italian,1933.0,4.0,531.0
 Vegetarian Friendly,1933.0,4.0,531.0
 Vegan Options,1933.0,4.0,531.0
 Gluten Free Options,1933.0,4.0,531.0
Bar,1414.0,3.5,57.0
 Pub,1414.0,3.5,57.0
 Czech,1414.0,3.5,57.0
 European,1414.0,3.5,57.0
 Central European,1414.0,3.5,57.0
European,589.0,3.5,220.0
 Central European,589.0,3.5,220.0
 Swiss,589.0,3.5,220.0
 Contemporary,589.0,3.5,220.0
 Vegetarian Friendly,589.0,3.5,220.0
 Vegan Options,589.0,3.5,220.0
 Gluten Free Options,589.0,3.5,220.0
Cafe,4643.0,4.5,38.0
 British,4643.0,4.5,38.0
 Vegetarian Friendly,4643.0,4.5,38.0
 Vegan Options,4643.0,4.5,38.0
Brazilian,2455.0,4.5,14.0
 South American,2455.0,4.5,14.0
Dutch,358.0,4.0,444.0
 Bar,358.0,4.0,444.0
 Cafe,358.0,4.0,444.0
 European,358.0,4.0,444.0
 International,358.0,4.0,444.0
 Vegetarian Friendly,358.0,4.0,444.0
 Vegan Options,358.0,4.0,444.0
 Gluten Free Options,358.0,4.0,444.0
Spanish,5941.0,4.0,2.0
Mexican,972.0,3.5,122.0
 Latin,972.0,3.5,122.0
European,521.0,4.0,12.0
 Czech,521.0,4.0,12.0
unknown,1948.0,4.5,3.0
Italian,553.0,4.0,32.0
 Mediterranean,553.0,4.0,32.0
 European,553.0,4.0,32.0
 French,553.0,4.0,32.0
unknown,2453.0,3.5,17.0
unknown,3220.0,3.0,6.0
unknown,2036.0,4.5,5.0
Mexican,1009.0,4.5,103.0
 Latin,1009.0,4.5,103.0
 Spanish,1009.0,4.5,103.0
 Vegetarian Friendly,1009.0,4.5,103.0
 Gluten Free Options,1009.0,4.5,103.0
Polish,518.0,4.0,33.0
 European,518.0,4.0,33.0
 Central European,518.0,4.0,33.0
 Cafe,518.0,4.0,33.0
unknown,6493.0,4.0,2.0
French,1768.0,3.5,3.0
unknown,1578.0,3.0,8.0
Pub,1057.0,3.0,22.0
Chinese,4641.0,4.0,14.0
Seafood,3682.0,3.5,46.0
French,762.0,4.0,44.0
 Belgian,762.0,4.0,44.0
 European,762.0,4.0,44.0
unknown,12871.0,3.0,3.0
Seafood,38.0,4.5,370.0
 Italian,38.0,4.5,370.0
 Pizza,38.0,4.5,370.0
 Mediterranean,38.0,4.5,370.0
 Vegetarian Friendly,38.0,4.5,370.0
 Vegan Options,38.0,4.5,370.0
 Gluten Free Options,38.0,4.5,370.0
European,2711.0,4.5,5.0
 Delicatessen,2711.0,4.5,5.0
 Portuguese,2711.0,4.5,5.0
Italian,3053.0,4.5,67.0
 Mediterranean,3053.0,4.5,67.0
 European,3053.0,4.5,67.0
 Vegetarian Friendly,3053.0,4.5,67.0
 Gluten Free Options,3053.0,4.5,67.0
American,15018.0,3.0,6.0
Steakhouse,63.0,4.5,1236.0
 Irish,63.0,4.5,1236.0
 Bar,63.0,4.5,1236.0
 European,63.0,4.5,1236.0
 British,63.0,4.5,1236.0
 Pub,63.0,4.5,1236.0
 Gluten Free Options,63.0,4.5,1236.0
Bar,3106.0,4.0,322.0
 British,3106.0,4.0,322.0
 Pub,3106.0,4.0,322.0
 Vegetarian Friendly,3106.0,4.0,322.0
European,3391.0,3.5,85.0
 Czech,3391.0,3.5,85.0
 Central European,3391.0,3.5,85.0
unknown,3042.0,4.0,NaN
unknown,3370.0,3.5,5.0
unknown,5613.0,3.5,2.0
Swiss,496.0,4.0,61.0
 European,496.0,4.0,61.0
 Vegetarian Friendly,496.0,4.0,61.0
Italian,4559.0,4.0,NaN
 Mediterranean,4559.0,4.0,NaN
European,729.0,4.0,150.0
 International,729.0,4.0,150.0
 Contemporary,729.0,4.0,150.0
 Fusion,729.0,4.0,150.0
 Vegetarian Friendly,729.0,4.0,150.0
 Vegan Options,729.0,4.0,150.0
 Gluten Free Options,729.0,4.0,150.0
International,2227.0,3.5,18.0
American,1191.0,4.0,118.0
 Vegetarian Friendly,1191.0,4.0,118.0
Bar,1623.0,3.0,97.0
 British,1623.0,3.0,97.0
 Wine Bar,1623.0,3.0,97.0
 Scottish,1623.0,3.0,97.0
 European,1623.0,3.0,97.0
 Vegetarian Friendly,1623.0,3.0,97.0
Portuguese,3529.0,4.5,40.0
 Spanish,3529.0,4.5,40.0
Bar,4772.0,4.5,35.0
 British,4772.0,4.5,35.0
 Pub,4772.0,4.5,35.0
Indian,14455.0,3.0,23.0
 Asian,14455.0,3.0,23.0
Italian,4917.0,4.0,6.0
Japanese,1395.0,4.0,10.0
 Sushi,1395.0,4.0,10.0
French,8897.0,3.0,99.0
 Bar,8897.0,3.0,99.0
 Barbecue,8897.0,3.0,99.0
unknown,7529.0,5.0,9.0
unknown,6746.0,3.5,3.0
Arabic,9928.0,4.0,5.0
Indian,11886.0,3.5,17.0
 Asian,11886.0,3.5,17.0
unknown,1636.0,4.5,17.0
Pizza,1116.0,5.0,27.0
 Vegetarian Friendly,1116.0,5.0,27.0
 Vegan Options,1116.0,5.0,27.0
Indian,139.0,4.5,310.0
 Asian,139.0,4.5,310.0
 Vegetarian Friendly,139.0,4.5,310.0
 Vegan Options,139.0,4.5,310.0
 Gluten Free Options,139.0,4.5,310.0
Mexican,2868.0,3.5,177.0
 Latin,2868.0,3.5,177.0
 Central American,2868.0,3.5,177.0
 Vegetarian Friendly,2868.0,3.5,177.0
 Vegan Options,2868.0,3.5,177.0
 Gluten Free Options,2868.0,3.5,177.0
International,272.0,4.0,93.0
 European,272.0,4.0,93.0
Polish,630.0,4.5,27.0
 European,630.0,4.5,27.0
 Eastern European,630.0,4.5,27.0
 Central European,630.0,4.5,27.0
 Vegetarian Friendly,630.0,4.5,27.0
French,70.0,4.5,376.0
 European,70.0,4.5,376.0
 Gastropub,70.0,4.5,376.0
unknown,6832.0,5.0,6.0
European,5324.0,4.0,9.0
Mexican,864.0,4.0,61.0
 Southwestern,864.0,4.0,61.0
 Fast Food,864.0,4.0,61.0
 Vegetarian Friendly,864.0,4.0,61.0
 Vegan Options,864.0,4.0,61.0
French,362.0,4.5,277.0
 European,362.0,4.5,277.0
 Vegetarian Friendly,362.0,4.5,277.0
Mediterranean,156.0,4.5,169.0
 Greek,156.0,4.5,169.0
 Vegetarian Friendly,156.0,4.5,169.0
 Vegan Options,156.0,4.5,169.0
 Gluten Free Options,156.0,4.5,169.0
unknown,4373.0,3.5,71.0
unknown,2866.0,3.5,5.0
Italian,853.0,4.5,10.0
 Bar,853.0,4.5,10.0
 Pizza,853.0,4.5,10.0
 Mediterranean,853.0,4.5,10.0
 Grill,853.0,4.5,10.0
 Pub,853.0,4.5,10.0
French,338.0,4.0,493.0
Healthy,3107.0,5.0,9.0
Spanish,10357.0,3.5,90.0
European,4440.0,3.5,251.0
 Portuguese,4440.0,3.5,251.0
 Vegetarian Friendly,4440.0,3.5,251.0
unknown,8336.0,2.0,4.0
French,4587.0,4.0,64.0
 Cafe,4587.0,4.0,64.0
French,13290.0,2.5,32.0
unknown,12147.0,4.0,2.0
European,51.0,4.5,128.0
 Scottish,51.0,4.5,128.0
 Bar,51.0,4.5,128.0
 British,51.0,4.5,128.0
unknown,3977.0,4.0,13.0
Fast Food,5125.0,3.5,33.0
 Mediterranean,5125.0,3.5,33.0
 European,5125.0,3.5,33.0
 Healthy,5125.0,3.5,33.0
Japanese,13457.0,3.0,34.0
 Sushi,13457.0,3.0,34.0
 Asian,13457.0,3.0,34.0
Italian,1625.0,4.0,106.0
unknown,1126.0,4.5,24.0
American,8118.0,2.5,22.0
 European,8118.0,2.5,22.0
Vegetarian Friendly,3997.0,4.0,6.0
Chinese,13567.0,2.5,4.0
Seafood,1525.0,4.0,530.0
 Mediterranean,1525.0,4.0,530.0
 European,1525.0,4.0,530.0
 Spanish,1525.0,4.0,530.0
 Vegetarian Friendly,1525.0,4.0,530.0
Pub,5190.0,4.0,23.0
 Brew Pub,5190.0,4.0,23.0
unknown,3190.0,3.5,7.0
French,5752.0,4.0,35.0
Italian,879.0,4.0,435.0
 European,879.0,4.0,435.0
 Vegetarian Friendly,879.0,4.0,435.0
Asian,10433.0,4.0,22.0
 Malaysian,10433.0,4.0,22.0
 Chinese,10433.0,4.0,22.0
 Thai,10433.0,4.0,22.0
 Singaporean,10433.0,4.0,22.0
Sushi,1548.0,5.0,3.0
unknown,9308.0,4.5,3.0
Italian,2319.0,4.5,7.0
Mediterranean,1647.0,3.5,75.0
 European,1647.0,3.5,75.0
 Spanish,1647.0,3.5,75.0
 Portuguese,1647.0,3.5,75.0
 Vegetarian Friendly,1647.0,3.5,75.0
unknown,2033.0,5.0,NaN
Fast Food,7224.0,4.5,13.0
Cafe,604.0,5.0,2.0
French,13627.0,5.0,2.0
Mediterranean,586.0,4.5,193.0
 European,586.0,4.5,193.0
 Spanish,586.0,4.5,193.0
 Vegetarian Friendly,586.0,4.5,193.0
American,2044.0,3.5,254.0
 Fast Food,2044.0,3.5,254.0
French,982.0,3.5,283.0
Italian,111.0,4.5,56.0
 Mediterranean,111.0,4.5,56.0
 European,111.0,4.5,56.0
American,384.0,4.5,49.0
 Brew Pub,384.0,4.5,49.0
 Pub,384.0,4.5,49.0
 Vegetarian Friendly,384.0,4.5,49.0
Lebanese,6732.0,4.0,53.0
 Mediterranean,6732.0,4.0,53.0
 Middle Eastern,6732.0,4.0,53.0
Japanese,1254.0,4.5,27.0
 Sushi,1254.0,4.5,27.0
French,1786.0,4.5,89.0
 Wine Bar,1786.0,4.5,89.0
unknown,2211.0,4.0,NaN
Italian,5045.0,3.5,15.0
unknown,384.0,5.0,NaN
Italian,3306.0,5.0,NaN
Bar,908.0,3.5,25.0
 Pub,908.0,3.5,25.0
 American,908.0,3.5,25.0
unknown,9620.0,4.0,9.0
Italian,2352.0,3.5,25.0
 Mediterranean,2352.0,3.5,25.0
Seafood,232.0,4.0,322.0
 Mediterranean,232.0,4.0,322.0
 European,232.0,4.0,322.0
 Portuguese,232.0,4.0,322.0
Cafe,675.0,4.5,119.0
 European,675.0,4.5,119.0
 Portuguese,675.0,4.5,119.0
Bar,567.0,4.5,14.0
 European,567.0,4.5,14.0
 Pub,567.0,4.5,14.0
 Gastropub,567.0,4.5,14.0
 Norwegian,567.0,4.5,14.0
Mexican,3103.0,3.0,18.0
European,314.0,4.5,88.0
 Eastern European,314.0,4.5,88.0
 Central European,314.0,4.5,88.0
 Romanian,314.0,4.5,88.0
 Vegetarian Friendly,314.0,4.5,88.0
Irish,945.0,4.0,65.0
 Bar,945.0,4.0,65.0
 Pub,945.0,4.0,65.0
 European,945.0,4.0,65.0
unknown,1023.0,4.0,26.0
unknown,2566.0,4.0,18.0
unknown,1560.0,3.5,8.0
Spanish,7072.0,3.5,19.0
Italian,4089.0,4.5,91.0
 Wine Bar,4089.0,4.5,91.0
Pub,787.0,3.5,33.0
 Bar,787.0,3.5,33.0
Spanish,876.0,4.5,30.0
Bar,508.0,4.5,27.0
 Cafe,508.0,4.5,27.0
 Pub,508.0,4.5,27.0
Lebanese,1582.0,4.5,16.0
 Moroccan,1582.0,4.5,16.0
 Mediterranean,1582.0,4.5,16.0
 Middle Eastern,1582.0,4.5,16.0
 Arabic,1582.0,4.5,16.0
Vietnamese,5903.0,4.0,24.0
Mediterranean,6897.0,3.0,NaN
 Spanish,6897.0,3.0,NaN
Cafe,2387.0,4.0,64.0
 Vegetarian Friendly,2387.0,4.0,64.0
 Vegan Options,2387.0,4.0,64.0
Vegetarian Friendly,1685.0,4.5,44.0
Spanish,1776.0,4.5,10.0
Mediterranean,768.0,4.0,73.0
 Vegetarian Friendly,768.0,4.0,73.0
Fast Food,13791.0,3.5,12.0
Japanese,14222.0,3.5,17.0
 Sushi,14222.0,3.5,17.0
 Asian,14222.0,3.5,17.0
 Fast Food,14222.0,3.5,17.0
Pizza,3317.0,4.5,87.0
Chinese,5025.0,3.0,312.0
 Japanese,5025.0,3.0,312.0
 Sushi,5025.0,3.0,312.0
 Asian,5025.0,3.0,312.0
Japanese,10428.0,3.5,20.0
 Sushi,10428.0,3.5,20.0
French,1307.0,4.0,22.0
Steakhouse,924.0,4.5,26.0
Bar,414.0,4.0,617.0
 British,414.0,4.0,617.0
 Pub,414.0,4.0,617.0
 Scottish,414.0,4.0,617.0
 Gastropub,414.0,4.0,617.0
 Vegetarian Friendly,414.0,4.0,617.0
 Gluten Free Options,414.0,4.0,617.0
Bar,87.0,4.5,158.0
 European,87.0,4.5,158.0
 Portuguese,87.0,4.5,158.0
International,776.0,4.0,434.0
 Mediterranean,776.0,4.0,434.0
 Fusion,776.0,4.0,434.0
 Spanish,776.0,4.0,434.0
 Vegetarian Friendly,776.0,4.0,434.0
unknown,12294.0,3.0,2.0
unknown,789.0,4.5,6.0
Spanish,2796.0,3.5,103.0
 Vegetarian Friendly,2796.0,3.5,103.0
 Vegan Options,2796.0,3.5,103.0
unknown,1570.0,5.0,6.0
Mediterranean,1583.0,5.0,19.0
 Spanish,1583.0,5.0,19.0
 Fusion,1583.0,5.0,19.0
 Wine Bar,1583.0,5.0,19.0
 Italian,1583.0,5.0,19.0
unknown,946.0,4.5,2.0
Cafe,6168.0,4.5,19.0
 Vegetarian Friendly,6168.0,4.5,19.0
French,1736.0,3.5,33.0
European,2478.0,3.5,29.0
 Portuguese,2478.0,3.5,29.0
Cafe,1811.0,5.0,7.0
 International,1811.0,5.0,7.0
European,5172.0,3.5,165.0
 Spanish,5172.0,3.5,165.0
 Mediterranean,5172.0,3.5,165.0
French,1520.0,4.0,239.0
 European,1520.0,4.0,239.0
 Vegetarian Friendly,1520.0,4.0,239.0
Bar,2495.0,4.0,8.0
 Pub,2495.0,4.0,8.0
Spanish,8524.0,2.0,NaN
Portuguese,274.0,4.5,114.0
 Mediterranean,274.0,4.5,114.0
 European,274.0,4.5,114.0
Slovenian,91.0,4.5,47.0
 Eastern European,91.0,4.5,47.0
 Central European,91.0,4.5,47.0
 European,91.0,4.5,47.0
Bar,468.0,4.5,95.0
Mediterranean,3349.0,4.5,25.0
 International,3349.0,4.5,25.0
unknown,8219.0,5.0,NaN
Chinese,8430.0,4.0,22.0
French,1278.0,3.0,NaN
 Mediterranean,1278.0,3.0,NaN
 European,1278.0,3.0,NaN
unknown,2287.0,3.0,5.0
British,9402.0,5.0,NaN
unknown,1175.0,4.5,17.0
British,1456.0,4.0,NaN
unknown,2122.0,3.5,2.0
Turkish,950.0,4.5,14.0
 Greek,950.0,4.5,14.0
 Vegetarian Friendly,950.0,4.5,14.0
 Vegan Options,950.0,4.5,14.0
unknown,2988.0,4.5,7.0
British,13298.0,3.5,10.0
British,1127.0,3.5,42.0
unknown,8277.0,2.5,5.0
Italian,355.0,4.5,214.0
 Seafood,355.0,4.5,214.0
 Mediterranean,355.0,4.5,214.0
 European,355.0,4.5,214.0
 Vegetarian Friendly,355.0,4.5,214.0
 Vegan Options,355.0,4.5,214.0
 Gluten Free Options,355.0,4.5,214.0
unknown,4924.0,4.5,2.0
Chinese,5449.0,3.5,308.0
 Asian,5449.0,3.5,308.0
 Vegetarian Friendly,5449.0,3.5,308.0
British,6825.0,4.0,62.0
 European,6825.0,4.0,62.0
Cafe,510.0,4.5,54.0
 Portuguese,510.0,4.5,54.0
 European,510.0,4.5,54.0
 Vegetarian Friendly,510.0,4.5,54.0
Fast Food,5197.0,4.0,93.0
 Vegetarian Friendly,5197.0,4.0,93.0
 Vegan Options,5197.0,4.0,93.0
Lebanese,663.0,4.5,52.0
 Mediterranean,663.0,4.5,52.0
 Middle Eastern,663.0,4.5,52.0
 Halal,663.0,4.5,52.0
 Vegan Options,663.0,4.5,52.0
British,853.0,4.0,418.0
 Bar,853.0,4.0,418.0
 European,853.0,4.0,418.0
 Vegetarian Friendly,853.0,4.0,418.0
 Gluten Free Options,853.0,4.0,418.0
Indian,6886.0,4.0,28.0
 Asian,6886.0,4.0,28.0
 Middle Eastern,6886.0,4.0,28.0
 Pakistani,6886.0,4.0,28.0
 Halal,6886.0,4.0,28.0
 Vegetarian Friendly,6886.0,4.0,28.0
Italian,1013.0,4.5,32.0
 Mediterranean,1013.0,4.5,32.0
 European,1013.0,4.5,32.0
 Vegetarian Friendly,1013.0,4.5,32.0
Chinese,1035.0,3.5,548.0
 Japanese,1035.0,3.5,548.0
 Brazilian,1035.0,3.5,548.0
 Sushi,1035.0,3.5,548.0
 Asian,1035.0,3.5,548.0
 Soups,1035.0,3.5,548.0
 South American,1035.0,3.5,548.0
 Vegetarian Friendly,1035.0,3.5,548.0
 Gluten Free Options,1035.0,3.5,548.0
Cafe,99.0,4.5,148.0
 European,99.0,4.5,148.0
 Vegetarian Friendly,99.0,4.5,148.0
 Vegan Options,99.0,4.5,148.0
 Gluten Free Options,99.0,4.5,148.0
Italian,3824.0,4.0,20.0
Spanish,3113.0,4.5,25.0
 Mediterranean,3113.0,4.5,25.0
unknown,551.0,4.0,7.0
French,264.0,4.5,699.0
 European,264.0,4.5,699.0
 Vegetarian Friendly,264.0,4.5,699.0
Sushi,5302.0,4.0,8.0
European,2412.0,4.5,3.0
 Czech,2412.0,4.5,3.0
American,581.0,4.0,410.0
 Fast Food,581.0,4.0,410.0
 Diner,581.0,4.0,410.0
 Central American,581.0,4.0,410.0
 Vegetarian Friendly,581.0,4.0,410.0
 Vegan Options,581.0,4.0,410.0
 Gluten Free Options,581.0,4.0,410.0
Mediterranean,2334.0,4.5,39.0
 Spanish,2334.0,4.5,39.0
 Wine Bar,2334.0,4.5,39.0
French,3848.0,4.0,130.0
European,2949.0,3.5,6.0
 Czech,2949.0,3.5,6.0
unknown,5020.0,3.5,5.0
Italian,2894.0,3.5,92.0
 European,2894.0,3.5,92.0
 Bar,2894.0,3.5,92.0
 Pizza,2894.0,3.5,92.0
 Vegetarian Friendly,2894.0,3.5,92.0
Asian,3784.0,4.5,89.0
 Thai,3784.0,4.5,89.0
 Vegetarian Friendly,3784.0,4.5,89.0
 Gluten Free Options,3784.0,4.5,89.0
Bar,7171.0,4.0,40.0
 British,7171.0,4.0,40.0
 Pub,7171.0,4.0,40.0
 Pizza,7171.0,4.0,40.0
 Vegetarian Friendly,7171.0,4.0,40.0
Italian,26.0,4.5,471.0
 European,26.0,4.5,471.0
 Vegan Options,26.0,4.5,471.0
Italian,639.0,4.5,159.0
 Pizza,639.0,4.5,159.0
 Mediterranean,639.0,4.5,159.0
 European,639.0,4.5,159.0
 Vegetarian Friendly,639.0,4.5,159.0
 Vegan Options,639.0,4.5,159.0
unknown,2355.0,2.5,14.0
Indian,9570.0,4.0,30.0
 Asian,9570.0,4.0,30.0
European,2323.0,2.5,7.0
 Hungarian,2323.0,2.5,7.0
American,6807.0,4.0,27.0
Peruvian,6014.0,3.5,299.0
 Latin,6014.0,3.5,299.0
 Vegetarian Friendly,6014.0,3.5,299.0
 Gluten Free Options,6014.0,3.5,299.0
Japanese,332.0,4.5,93.0
 Sushi,332.0,4.5,93.0
 Asian,332.0,4.5,93.0
 Vietnamese,332.0,4.5,93.0
 Vegetarian Friendly,332.0,4.5,93.0
 Vegan Options,332.0,4.5,93.0
Mediterranean,6550.0,3.0,73.0
 Spanish,6550.0,3.0,73.0
Healthy,5733.0,3.0,25.0
Indian,6351.0,4.5,49.0
 Asian,6351.0,4.5,49.0
 Balti,6351.0,4.5,49.0
 Eastern European,6351.0,4.5,49.0
 Vegetarian Friendly,6351.0,4.5,49.0
 Halal,6351.0,4.5,49.0
unknown,6078.0,3.5,16.0
Italian,2707.0,4.5,101.0
 Mediterranean,2707.0,4.5,101.0
 Vegetarian Friendly,2707.0,4.5,101.0
Thai,1849.0,4.0,35.0
European,2288.0,3.0,519.0
 Eastern European,2288.0,3.0,519.0
 Central European,2288.0,3.0,519.0
 Hungarian,2288.0,3.0,519.0
Italian,689.0,4.0,189.0
 Mediterranean,689.0,4.0,189.0
 European,689.0,4.0,189.0
 Pizza,689.0,4.0,189.0
 Vegetarian Friendly,689.0,4.0,189.0
 Gluten Free Options,689.0,4.0,189.0
American,27.0,4.5,455.0
 Vegetarian Friendly,27.0,4.5,455.0
 Vegan Options,27.0,4.5,455.0
 Gluten Free Options,27.0,4.5,455.0
Moroccan,2076.0,3.0,80.0
 Mediterranean,2076.0,3.0,80.0
unknown,5920.0,5.0,8.0
Irish,300.0,4.5,250.0
 Pizza,300.0,4.5,250.0
 Vegetarian Friendly,300.0,4.5,250.0
 Vegan Options,300.0,4.5,250.0
 Gluten Free Options,300.0,4.5,250.0
French,1099.0,4.0,489.0
 European,1099.0,4.0,489.0
 Fusion,1099.0,4.0,489.0
 Vegetarian Friendly,1099.0,4.0,489.0
Italian,496.0,4.5,61.0
European,537.0,4.0,168.0
 Portuguese,537.0,4.0,168.0
 International,537.0,4.0,168.0
 Vegetarian Friendly,537.0,4.0,168.0
French,2874.0,4.0,147.0
 European,2874.0,4.0,147.0
 Vegetarian Friendly,2874.0,4.0,147.0
unknown,2574.0,4.0,10.0
unknown,562.0,4.0,9.0
Italian,1499.0,3.5,13.0
 Pizza,1499.0,3.5,13.0
 Mediterranean,1499.0,3.5,13.0
Fast Food,445.0,4.0,19.0
 Turkish,445.0,4.0,19.0
 Middle Eastern,445.0,4.0,19.0
 Mediterranean,445.0,4.0,19.0
 Grill,445.0,4.0,19.0
Bar,8858.0,3.5,33.0
 Pub,8858.0,3.5,33.0
Cafe,202.0,4.0,687.0
 European,202.0,4.0,687.0
 Vegetarian Friendly,202.0,4.0,687.0
 Gluten Free Options,202.0,4.0,687.0
Fast Food,4313.0,4.0,162.0
 European,4313.0,4.0,162.0
 Portuguese,4313.0,4.0,162.0
 Gluten Free Options,4313.0,4.0,162.0
Healthy,12348.0,4.0,4.0
unknown,2183.0,4.0,261.0
Chinese,4561.0,4.0,47.0
 Asian,4561.0,4.0,47.0
 Vegetarian Friendly,4561.0,4.0,47.0
International,2267.0,4.0,18.0
International,2599.0,4.0,48.0
 European,2599.0,4.0,48.0
 Spanish,2599.0,4.0,48.0
unknown,2667.0,3.5,17.0
Bar,972.0,4.0,53.0
 International,972.0,4.0,53.0
 American,972.0,4.0,53.0
 Pub,972.0,4.0,53.0
 Vegetarian Friendly,972.0,4.0,53.0
Spanish,4823.0,3.5,11.0
Bar,11881.0,3.5,8.0
 Pub,11881.0,3.5,8.0
Pizza,1411.0,4.0,5.0
European,1499.0,4.0,367.0
 Fusion,1499.0,4.0,367.0
 French,1499.0,4.0,367.0
 International,1499.0,4.0,367.0
 Vegetarian Friendly,1499.0,4.0,367.0
 Vegan Options,1499.0,4.0,367.0
Japanese,2602.0,3.5,10.0
 Sushi,2602.0,3.5,10.0
 Vegetarian Friendly,2602.0,3.5,10.0
French,223.0,4.0,276.0
 American,223.0,4.0,276.0
 Steakhouse,223.0,4.0,276.0
 Bar,223.0,4.0,276.0
Caribbean,13262.0,2.5,13.0
 Cuban,13262.0,2.5,13.0
Italian,75.0,4.5,509.0
 European,75.0,4.5,509.0
 Vegetarian Friendly,75.0,4.5,509.0
 Gluten Free Options,75.0,4.5,509.0
American,3447.0,4.5,79.0
 British,3447.0,4.5,79.0
 Bar,3447.0,4.5,79.0
Greek,442.0,4.5,30.0
Bar,1514.0,5.0,18.0
 Cafe,1514.0,5.0,18.0
 Pub,1514.0,5.0,18.0
 German,1514.0,5.0,18.0
Bar,479.0,4.5,24.0
 Gastropub,479.0,4.5,24.0
 Wine Bar,479.0,4.5,24.0
unknown,5796.0,4.0,NaN
unknown,11614.0,3.5,6.0
Seafood,6842.0,3.0,NaN
unknown,15461.0,2.5,33.0
Middle Eastern,4855.0,4.0,79.0
 Vegetarian Friendly,4855.0,4.0,79.0
 Halal,4855.0,4.0,79.0
unknown,1465.0,5.0,NaN
unknown,1634.0,4.5,8.0
German,3521.0,4.0,75.0
American,6514.0,3.5,59.0
 Spanish,6514.0,3.5,59.0
Chinese,7675.0,4.0,38.0
 Asian,7675.0,4.0,38.0
 Seafood,7675.0,4.0,38.0
International,392.0,5.0,3.0
 European,392.0,5.0,3.0
Japanese,785.0,3.5,75.0
 Soups,785.0,3.5,75.0
 Asian,785.0,3.5,75.0
 Vegetarian Friendly,785.0,3.5,75.0
Seafood,599.0,4.0,162.0
 Bar,599.0,4.0,162.0
 British,599.0,4.0,162.0
 Scottish,599.0,4.0,162.0
 Gluten Free Options,599.0,4.0,162.0
European,1360.0,4.5,3.0
 Scandinavian,1360.0,4.5,3.0
unknown,1584.0,5.0,4.0
Japanese,1572.0,3.5,40.0
 Asian,1572.0,3.5,40.0
 Thai,1572.0,3.5,40.0
 Sushi,1572.0,3.5,40.0
unknown,735.0,4.0,5.0
Chinese,2938.0,4.0,33.0
Lebanese,3126.0,4.0,21.0
 Mediterranean,3126.0,4.0,21.0
Italian,2464.0,3.5,91.0
 Mediterranean,2464.0,3.5,91.0
 European,2464.0,3.5,91.0
Italian,1052.0,4.0,329.0
 Mediterranean,1052.0,4.0,329.0
 European,1052.0,4.0,329.0
 Wine Bar,1052.0,4.0,329.0
 Brew Pub,1052.0,4.0,329.0
 Vegetarian Friendly,1052.0,4.0,329.0
 Gluten Free Options,1052.0,4.0,329.0
Japanese,718.0,4.0,773.0
 Brazilian,718.0,4.0,773.0
 Seafood,718.0,4.0,773.0
 Sushi,718.0,4.0,773.0
